This file was generated by Console at 2021:06:12-00:00:01



[2021:06:12-00:00:01]  (Local) -> (LOCAL)[1]NexoFX: lol
[2021:06:12-05:41:02]  (Global) -> #000000Juanma'ELN'|#000000â€ : se lo encotro en el piso xd
[2021:06:12-05:41:03]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: xd
[2021:06:12-05:41:04]  (Local) -> (LOCAL)[1]anthony[2CB]: pere
[2021:06:12-05:41:05]  (Global) -> Carrancho|2cb|: k miseria
[2021:06:12-05:41:05]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: noj
[2021:06:12-05:41:13]  (Global) -> primo(CDG): DONDE ESTA
[2021:06:12-05:41:14]  (Global) -> ghostemane|CDG: ;{
[2021:06:12-05:41:14]  (Local) -> (LOCAL)[1]Gomita: jjjj
[2021:06:12-05:41:15]  (Global) -> biya'2cb: vendo maverok
[2021:06:12-05:41:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Nicole: mmm pero
[2021:06:12-05:41:18]  (Local) -> (LOCAL)[1]JuanPablo'2cb: 500k .v
[2021:06:12-05:41:18]  (Global) -> W~>|Fabius|#9E016Cà¶ž: yo no me encontre nada ya hubiera ido al banco
[2021:06:12-05:41:18]  (Global) -> GIN-JAVIER_SALAZAR: ALTOO
[2021:06:12-05:41:24]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFJuan~AUC: e
[2021:06:12-05:41:24]  (Global) -> #000000Juanma'ELN'|#000000â€ : no?
[2021:06:12-05:41:26]  (Global) -> #000000Juanma'ELN'|#000000â€ : hahahahaha
[2021:06:12-05:41:26]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: oe q departe de laura q lo quiere
[2021:06:12-05:41:34]  (Global) -> JuanPablo'2cb: hechele tierra al millon pai
[2021:06:12-05:41:34]  (Local) -> (LOCAL)[1]anthony[2CB]: grax
[2021:06:12-05:41:36]  (Global) -> JuanPablo'2cb: ya perdio
[2021:06:12-05:41:40]  (Global) -> JuanPablo'2cb: por dormido
[2021:06:12-05:41:41]  (Global) -> Carrancho|2cb|: sae
[2021:06:12-05:41:41]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FFJuan~AUC: bno bro
[2021:06:12-05:41:42]  (Local) -> (LOCAL)[1]anthony[2CB]: :3
[2021:06:12-05:41:43]  (Global) -> JuanPablo'2cb: XDDDDDDDDDD
[2021:06:12-05:41:44]  (Global) -> Alcapone"2cb: Vendo Hotring Racer 2
[2021:06:12-05:41:50]  (Global) -> Jos3Rg: geis
[2021:06:12-05:41:57]  (Local) -> (LOCAL)[5]BazucoPai!2cb: a
[2021:06:12-05:41:58]  (Local) -> (LOCAL)[5]Jhon|LMB|: pERRO HP
[2021:06:12-05:42:04]  (Local) -> (LOCAL)[1]CristianCDM: nOS SOLTARON
[2021:06:12-05:42:05]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Nicole: a es un bobo
[2021:06:12-05:42:06]  (Local) -> (LOCAL)[4]BazucoPai!2cb: su papa manca
[2021:06:12-05:42:08]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Nicole: na q ver{
[2021:06:12-05:42:13]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: que le hable q pa tin
[2021:06:12-05:42:13]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FFJuan~AUC: XDDD
[2021:06:12-05:42:15]  (Global) -> ghostemane|CDG: no dormdo por que ya lo iba a comprar ;{ , me mato en la entrada
[2021:06:12-05:42:15]  (Local) -> (LOCAL)[1]JuanPablo'2cb: Ã±ero
[2021:06:12-05:42:15]  (Local) -> (LOCAL)[3]BazucoPai!2cb: con q espaldero
[2021:06:12-05:42:19]  (Local) -> (LOCAL)[1]Jhon|LMB|: Esa zona verde no deja meter preso
[2021:06:12-05:42:22]  (Global) -> Alcapone"2cb: Vendo Hotring Racer 2
[2021:06:12-05:42:23]  (Local) -> (LOCAL)[1]pillin2cb: cagale
[2021:06:12-05:42:23]  (Local) -> (LOCAL)[1]anthony[2CB]: ?
[2021:06:12-05:42:23]  (Local) -> (LOCAL)[1]BazucoPai!2cb: la unica que pueden
[2021:06:12-05:42:26]  (Global) -> ANDERSON_R2: sin palabras
[2021:06:12-05:42:27]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: a
[2021:06:12-05:42:32]  (Local) -> (LOCAL)[1]JuanPablo'2cb: antier se me cayo un vaso de agua en el portatil}
[2021:06:12-05:42:32]  (Local) -> (LOCAL)[1]Guarachero|AUC: JAja alokisa
[2021:06:12-05:42:33]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: sus nombres todos raros
[2021:06:12-05:42:34]  (Local) -> (LOCAL)[1]JuanPablo'2cb: :'V
[2021:06:12-05:42:35]  (Global) -> ghostemane|CDG: ;{ de buena :{
[2021:06:12-05:42:36]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: mentiras
[2021:06:12-05:42:37]  (Global) -> GIN-JAVIER_SALAZAR: alto
[2021:06:12-05:42:39]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Nicole: entonces a mi no me sancionaron
[2021:06:12-05:42:39]  (Local) -> (LOCAL)[4]JuanPablo'2cb: casi lo daÃ±o
[2021:06:12-05:42:40]  (Global) -> primo(CDG): BENITO
[2021:06:12-05:42:44]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: q le hable q lo necesita
[2021:06:12-05:42:45]  (Global) -> Jhon|LMB|: Hey admins, arreglen eso de la zona verde, no deja meter a los que uno lleva preso
[2021:06:12-05:42:45]  (Local) -> (LOCAL)[1]pillin2cb: toca cambiar de nombre
[2021:06:12-05:42:47]  (Local) -> (LOCAL)[3]Catre^: xd
[2021:06:12-05:42:47]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FFJuan~AUC: :V
[2021:06:12-05:42:48]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: pq
[2021:06:12-05:42:48]  (Global) -> GIN-JAVIER_SALAZAR: pare
[2021:06:12-05:42:49]  (Global) -> #7F7F7F|ADM|#FF0000#1D1D1DCrudoMeansRaw|#1D1D1Dé€£EPåˆ: ghostemane|CDG a la proxima usa /modopasivo
[2021:06:12-05:42:53]  (Local) -> (LOCAL)[1]pillin2cb: estoy vendiendo
[2021:06:12-05:42:53]  (Global) -> #7F7F7F|ADM|#FF0000#1D1D1DCrudoMeansRaw|#1D1D1Dé€£EPåˆ: aqui hay mucho hambriento
[2021:06:12-05:42:53]  (Local) -> (LOCAL)[1]anthony[2CB]: epa
[2021:06:12-05:42:53]  (Local) -> (LOCAL)[3]Catre^: salvada
[2021:06:12-05:42:54]  (Local) -> (LOCAL)[3]W~>|Fabius: derecho
[2021:06:12-05:42:55]  (Global) -> RicardoPajass22: oee deni
[2021:06:12-05:42:57]  (Local) -> (LOCAL)[3]Acid2: que pasa sapo
[2021:06:12-05:42:57]  (Global) -> GIN-JAVIER_SALAZAR: a la derecha
[2021:06:12-05:42:59]  (Team - Criminals) -> (TEAM)JuanPablo'2cb: q
[2021:06:12-05:43:00]  (Global) -> ghostemane|CDG: si gracas ;{
[2021:06:12-05:43:00]  (Local) -> (LOCAL)[6]Catre^: toco parchar en zona
[2021:06:12-05:43:02]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: y eso q
[2021:06:12-05:43:07]  (Global) -> ghostemane|CDG: ya me quedo de experiencia:{
[2021:06:12-05:43:07]  (Global) -> GIN-JAVIER_SALAZAR: ALTO
[2021:06:12-05:43:08]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: con ese gdt
[2021:06:12-05:43:10]  (Global) -> JuanPablo'2cb: deja la buya
[2021:06:12-05:43:14]  (Local) -> (LOCAL)[1]pillin2cb: a
[2021:06:12-05:43:18]  (Local) -> (LOCAL)[1]araganTOP1PLAYERMTA2cb: todo el mundo sabe q ud es cagaleto
[2021:06:12-05:43:18]  (Global) -> DebonairCandelabra31: jajajajja
[2021:06:12-05:43:20]  (Local) -> (LOCAL)[2]CristianCDM: AJJAJAA
[2021:06:12-05:43:22]  (Global) -> Carrancho|2cb|: suabe
[2021:06:12-05:43:23]  (Local) -> (LOCAL)[2]pillin2cb: oigan
[2021:06:12-05:43:25]  (Local) -> (LOCAL)[2]pillin2cb: aaa
[2021:06:12-05:43:25]  (Global) -> araganTOP1PLAYERMTA2cb|#9E016Cà¶ž: dege la vuya
[2021:06:12-05:43:29]  (Local) -> (LOCAL)[2]pillin2cb: silencio
[2021:06:12-05:43:31]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: se me bugeo lo de los carros
[2021:06:12-05:43:32]  (Local) -> (LOCAL)[2]araganTOP1PLAYERMTA2cb: mi pana
[2021:06:12-05:43:35]  (Local) -> (LOCAL)[2]Tartaru$ZcB: patron
[2021:06:12-05:43:35]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: :"
[2021:06:12-05:43:37]  (Local) -> (LOCAL)[2]araganTOP1PLAYERMTA2cb: tartarus
[2021:06:12-05:43:37]  (Global) -> #7F7F7F|LG|#FF0000tussy'2cb|#9E016Cà¶ž: í ½í²” 
[2021:06:12-05:43:38]  (Local) -> (LOCAL)[6]Catre^: que cosa
[2021:06:12-05:43:41]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FFJuan~AUC: tombo
[2021:06:12-05:43:42]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FFJuan~AUC: vamos
[2021:06:12-05:43:42]  (Local) -> (LOCAL)[2]araganTOP1PLAYERMTA2cb: gua loco
[2021:06:12-05:43:42]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Nicole: no me deja sacarlos
[2021:06:12-05:43:43]  (Local) -> (LOCAL)[3]Daza_18(ELN): uwu
[2021:06:12-05:43:44]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FFJuan~AUC: suba
[2021:06:12-05:43:45]  (Global) -> JuanPablo'2cb: my vrou aragancito
[2021:06:12-05:43:45]  (Local) -> (LOCAL)[2]Tartaru$ZcB: sexo?
[2021:06:12-05:43:47]  (Local) -> (LOCAL)[2]CristianCDM: LO SALVE
[2021:06:12-05:43:48]  (Local) -> (LOCAL)[2]araganTOP1PLAYERMTA2cb: q flow kbron me cargo
[2021:06:12-05:43:49]  (Local) -> (LOCAL)[6]Catre^: saque otra cosa
[2021:06:12-05:43:50]  (Global) -> GIN-JAVIER_SALAZAR: altod
[2021:06:12-05:43:51]  (Local) -> (LOCAL)[2]araganTOP1PLAYERMTA2cb: cp
[2021:06:12-05:43:52]  (Local) -> (LOCAL)[6]Catre^: jeje
[2021:06:12-05:43:53]  (Local) -> (LOCAL)[3]Tartaru$ZcB: si sr
[2021:06:12-05:43:54]  (Local) -> (LOCAL)[2]Acid2: que
[2021:06:12-05:43:54]  (Global) -> #000000Juanma'ELN'|#000000â€ : como es pa repartir el millon
[2021:06:12-05:43:55]  (Global) -> primo(CDG): BENITO
[2021:06:12-05:43:57]  (Local) -> (LOCAL)[6]Tartaru$ZcB: catacion ofiucal cp
[2021:06:12-05:43:57]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: -_-
[2021:06:12-05:44:00]  (Global) -> W~>|Fabius|#9E016Cà¶ž: pa que pille que no fui yo le voy a dar 2 palos
[2021:06:12-05:44:00]  (Global) -> GIN-JAVIER_SALAZAR: alto
[2021:06:12-05:44:01]  (Local) -> (LOCAL)[2]CristianCDM: DELL TOMBO
[2021:06:12-05:44:03]  (Local) -> (LOCAL)[2]anthony[2CB]: hpa
[2021:06:12-05:44:04]  (Local) -> (LOCAL)[2]BenjaRios[2cb]: que pasa gonorrea
[2021:06:12-05:44:05]  (Local) -> (LOCAL)[2]Acid2: del tombo gay ese
[2021:06:12-05:44:10]  (Local) -> (LOCAL)[7]araganTOP1PLAYERMTA2cb: jueputa
[2021:06:12-05:44:10]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#0064FFJuan~AUC: ee
[2021:06:12-05:44:10]  (Local) -> (LOCAL)[1]JuanPablo'2cb: enserio :V?
[2021:06:12-05:44:11]  (Local) -> (LOCAL)[7]pillin2cb: a
[2021:06:12-05:44:12]  (Local) -> (LOCAL)[2]Acid2: bna
[2021:06:12-05:44:12]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#0064FFJuan~AUC: tumsu
[2021:06:12-05:44:13]  (Local) -> (LOCAL)[1]MUTIS_09|: auajajaja}+
[2021:06:12-05:44:13]  (Local) -> (LOCAL)[1]Jhon|LMB|: Lel
[2021:06:12-05:44:13]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#0064FFJuan~AUC: na
[2021:06:12-05:44:14]  (Local) -> (LOCAL)[7]pillin2cb: q flow
[2021:06:12-05:44:14]  (Global) -> biya'2cb: fabius platuo
[2021:06:12-05:44:16]  (Local) -> (LOCAL)[5]araganTOP1PLAYERMTA2cb: encanan al q no tiene vip
[2021:06:12-05:44:16]  (Local) -> (LOCAL)[5]pillin2cb: cabron
[2021:06:12-05:44:18]  (Local) -> (LOCAL)[2]Acid2: gracias maestro
[2021:06:12-05:44:18]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF0000tussy'2cb: izi
[2021:06:12-05:44:18]  (Local) -> (LOCAL)[2]CristianCDM: Suba al techo lo llevo
[2021:06:12-05:44:18]  (Global) -> Carrancho|2cb|: reido ese mka
[2021:06:12-05:44:18]  (Local) -> (LOCAL)[1]Jhon|LMB|: Entra a discord, la puta madre
[2021:06:12-05:44:20]  (Local) -> (LOCAL)[5]araganTOP1PLAYERMTA2cb: q
[2021:06:12-05:44:20]  (Global) -> BenjaRios[2cb]: no copeo de tombos
[2021:06:12-05:44:23]  (Local) -> (LOCAL)[3]Tartaru$ZcB: como si nd
[2021:06:12-05:44:24]  (Global) -> ghostemane|CDG: aaaa cierto alcappone maÃ±ana me da los 2 palos que me debe xd
[2021:06:12-05:44:24]  (Global) -> #000000Juanma'ELN'|#000000â€ : fabius
[2021:06:12-05:44:24]  (Local) -> (LOCAL)[1]JuanPablo'2cb: el siervo anda a pie demelos ami
[2021:06:12-05:44:25]  (Global) -> BenjaRios[2cb]: malparido corruptos
[2021:06:12-05:44:27]  (Global) -> JuanPablo'2cb: maldito alferes
[2021:06:12-05:44:29]  (Local) -> (LOCAL)[2]Lele|LMB|: para
[2021:06:12-05:44:31]  (Global) -> #000000Juanma'ELN'|#000000â€ : te puedo decir fabius el milloneto?
[2021:06:12-05:44:32]  (Local) -> (LOCAL)[2]Jhon|LMB|: Sube
[2021:06:12-05:44:34]  (Global) -> DebonairCandelabra31:  QUE LE PASO A LA CHAMOTO
[2021:06:12-05:44:37]  (Global) -> JuanPablo'2cb: :'
[2021:06:12-05:44:38]  (Local) -> (LOCAL)[2]Jhon|LMB|: Nosotros hablamos por el discord, entra
[2021:06:12-05:44:39]  (Global) -> anthony[2CB]: desbloquee
[2021:06:12-05:44:40]  (Local) -> (LOCAL)[1]ANDERSON_R2: oe mlp
[2021:06:12-05:44:42]  (Global) -> araganTOP1PLAYERMTA2cb|#9E016Cà¶ž: deje la vuya juanpese
[2021:06:12-05:44:44]  (Local) -> (LOCAL)[1]Lele|LMB|: no tengo el celu con bateria
[2021:06:12-05:44:47]  (Global) -> primo(CDG): BENITO
[2021:06:12-05:44:50]  (Local) -> (LOCAL)[1]Lele|LMB|: en un ratito entro
[2021:06:12-05:44:50]  (Global) -> #7F7F7F|LG|#FF0000tussy'2cb|#9E016Cà¶ž: eyjuanma callese un ratico ahi de buena
[2021:06:12-05:44:53]  (Global) -> JuanPablo'2cb: simplemente yo
[2021:06:12-05:44:54]  (Global) -> #000000Juanma'ELN'|#000000â€ : #00ff00   ÍœÂ°Ê–Â°?
[2021:06:12-05:44:59]  (Global) -> araganTOP1PLAYERMTA2cb|#9E016Cà¶ž: 10 minuticos
[2021:06:12-05:44:59]  (Local) -> (LOCAL)[3]JuanPablo'2cb: 500k
[2021:06:12-05:45:03]  (Global) -> araganTOP1PLAYERMTA2cb|#9E016Cà¶ž: ahi regalados
[2021:06:12-05:45:06]  (Global) -> JuanPablo'2cb: siokentiendo
[2021:06:12-05:45:07]  (Local) -> (LOCAL)[3]Juanda'2cb: pobre mk el del palo ajsjas
[2021:06:12-05:45:08]  (Global) -> #7F7F7F|LG|#FF0000tussy'2cb|#9E016Cà¶ž: si ahi de todo corazon
[2021:06:12-05:45:10]  (Global) -> ghostemane|CDG: admin que carro me recomienda comprar con 12 palos
[2021:06:12-05:45:13]  (Local) -> (LOCAL)[3]JuanPablo'2cb: uuy q
[2021:06:12-05:45:15]  (Local) -> (LOCAL)[2]Acid2: la bna gracias
[2021:06:12-05:45:17]  (Local) -> (LOCAL)[1]Lele|LMB|: uyuy jajajsj
[2021:06:12-05:45:18]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Nicole: na paila
[2021:06:12-05:45:19]  (Global) -> DebonairCandelabra31: Ã‘ERO ESE CHAMO DE RAPPY QUIEN ES :U
[2021:06:12-05:45:19]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: andela un rato
[2021:06:12-05:45:23]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Nicole: no me deja
[2021:06:12-05:45:23]  (Global) -> #000000Juanma'ELN'|#000000â€ : me mutearon
[2021:06:12-05:45:24]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: fokin policia
[2021:06:12-05:45:25]  (Local) -> (LOCAL)[5]Catre^: dele refrescar
[2021:06:12-05:45:27]  (Local) -> (LOCAL)[3]JuanPablo'2cb: baja la vida aca
[2021:06:12-05:45:27]  (Local) -> (LOCAL)[1]ANDERSON_R2: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021:06:12-05:45:27]  (Local) -> (LOCAL)[2]CristianCDM: No se jaajaja
[2021:06:12-05:45:27]  (Local) -> (LOCAL)[3]Juanda'2cb: fabius haga directo
[2021:06:12-05:45:31]  (Local) -> (LOCAL)[3]Juanda'2cb: me hace falta xd
[2021:06:12-05:45:32]  (Local) -> (LOCAL)[5]Catre^: acabaste de sacar uno
[2021:06:12-05:45:34]  (Local) -> (LOCAL)[1]Carrancho|2cb|: suabe
[2021:06:12-05:45:35]  (Local) -> (LOCAL)[1]CristianCDM: aca amigos de la nad
[2021:06:12-05:45:36]  (Global) -> primo(CDG): BENITO
[2021:06:12-05:45:37]  (Local) -> (LOCAL)[1]Azrael*AUC: ajaja
[2021:06:12-05:45:37]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Nicole: no deja traerlo
[2021:06:12-05:45:40]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Nicole: el hr3
[2021:06:12-05:45:48]  (Local) -> (LOCAL)[8]Catre^: se lo llevaron entonces
[2021:06:12-05:45:49]  (Local) -> (LOCAL)[2]JuanPablo'2cb: q
[2021:06:12-05:45:51]  (Local) -> (LOCAL)[1]W~>|Fabius: xdd
[2021:06:12-05:45:51]  (Local) -> (LOCAL)[8]Catre^: vamos
[2021:06:12-05:45:52]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Nicole: no nada
[2021:06:12-05:45:55]  (Local) -> (LOCAL)[1]Jhon|LMB|: es q no saben manejra
[2021:06:12-05:45:55]  (Global) -> ^bblin|#BE15B9í µí³©: #FF0000 Ê˜â€¿Ê˜?
[2021:06:12-05:45:57]  (Global) -> W~>|Fabius|#9E016Cà¶ž: AY MK
[2021:06:12-05:45:58]  (Global) -> JuanPablo'2cb: Ã±ero
[2021:06:12-05:45:58]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: que no
[2021:06:12-05:45:59]  (Local) -> (LOCAL)[6]Catre^: y miramos
[2021:06:12-05:46:03]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: egh
[2021:06:12-05:46:04]  (Global) -> W~>|Fabius|#9E016Cà¶ž: acabÃ© de matar a juan pablo y tiene el millon
[2021:06:12-05:46:04]  (Global) -> #000000Juanma'ELN'|#000000â€ : #00ff00   ÍœÂ°Ê–Â°?
[2021:06:12-05:46:04]  (Global) -> JuanPablo'2cb: me mando a otro hospital
[2021:06:12-05:46:05]  (Local) -> (LOCAL)[0]BenjaRios[2cb]: oeeeeeeeeeeeeeeeeeeeeeee
[2021:06:12-05:46:06]  (Global) -> W~>|Fabius|#9E016Cà¶ž: que gonorrea
[2021:06:12-05:46:07]  (Local) -> (LOCAL)[0]ANDERSON_R2: jajajaj marrano
[2021:06:12-05:46:10]  (Local) -> (LOCAL)[1]Lele|LMB|: jajajsja y boston?
[2021:06:12-05:46:14]  (Global) -> JuanPablo'2cb: si chupelo hp
[2021:06:12-05:46:14]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000CrudoMeansRaw: aah casi lo mejor oxd
[2021:06:12-05:46:17]  (Global) -> JuanPablo'2cb:  [Group] W~>|Fabius: ya me le golie un palo
[2021:06:12-05:46:19]  (Global) -> Juanda'2cb|#1BC45Fâ˜…Æ§Æ§â˜…: jjaja
[2021:06:12-05:46:19]  (Local) -> (LOCAL)[1]primo(CDG): eo esta ciego
[2021:06:12-05:46:21]  (Global) -> araganTOP1PLAYERMTA2cb|#9E016Cà¶ž: XD
[2021:06:12-05:46:24]  (Local) -> (LOCAL)[2]Acid2: bna
[2021:06:12-05:46:27]  (Local) -> (LOCAL)[2]Acid2: jajsjda
[2021:06:12-05:46:27]  (Global) -> W~>|Fabius|#9E016Cà¶ž: quien es que era el afectado
[2021:06:12-05:46:28]  (Global) -> JuanPablo'2cb: recojeme mejor que me mandaste a la mrd
[2021:06:12-05:46:29]  (Global) -> DebonairCandelabra31: JAJAJAJAJAJ
[2021:06:12-05:46:29]  (Global) -> Alcapone"2cb: Vendo Hotring Racer 2
[2021:06:12-05:46:31]  (Local) -> (LOCAL)[2]CristianCDM: buena jaja
[2021:06:12-05:46:34]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: 2cb
[2021:06:12-05:46:34]  (Local) -> (LOCAL)[2]Acid2: como trabajo de drifther
[2021:06:12-05:46:35]  (Local) -> (LOCAL)[2]BazucoPai!2cb: na k
[2021:06:12-05:46:35]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: reyes de la cana
[2021:06:12-05:46:38]  (Local) -> (LOCAL)[2]Acid2: ajsjdjasfa
[2021:06:12-05:46:41]  (Global) -> ghostemane|CDG: alcapone maÃ±ana me da los 2 palos ya sabe
[2021:06:12-05:46:42]  (Global) -> DebonairCandelabra31: PERRO PA UN PEDIDO
[2021:06:12-05:46:44]  (Local) -> (LOCAL)[2]CristianCDM: No c
[2021:06:12-05:46:45]  (Local) -> (LOCAL)[3]BazucoPai!2cb: ni volteo a mirar perro
[2021:06:12-05:46:48]  (Local) -> (LOCAL)[2]CristianCDM: jajajajajaaxdddd
[2021:06:12-05:46:48]  (Global) -> W~>|Fabius|#9E016Cà¶ž: quien es el del millon
[2021:06:12-05:46:49]  (Local) -> (LOCAL)[2]Acid2: jasjajjajsda
[2021:06:12-05:46:51]  (Local) -> (LOCAL)[4]araganTOP1PLAYERMTA2cb: reyes de cvr
[2021:06:12-05:46:52]  (Global) -> primo(CDG): BENITO
[2021:06:12-05:46:52]  (Global) -> JuanPablo'2cb: yo
[2021:06:12-05:46:54]  (Global) -> ghostemane|CDG: yo;{
[2021:06:12-05:46:55]  (Global) -> pillin2cb|#9800D1GDT!: ghostemane|CDG
[2021:06:12-05:46:56]  (Global) -> #9E016CTartaru$ZcB|#9E016Cà¶ž: MI PALO FAIBUD
[2021:06:12-05:46:56]  (Local) -> (LOCAL)[1]Jhon|LMB|: Q OPINAS LELE?
[2021:06:12-05:46:58]  (Local) -> (LOCAL)[2]CristianCDM: se hace mas plata en el camion
[2021:06:12-05:47:00]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Nicole: enga le digo
[2021:06:12-05:47:01]  (Local) -> (LOCAL)[2]Acid2: 13k el almuercito
[2021:06:12-05:47:01]  (Global) -> GIN-JAVIER_SALAZAR: oiga
[2021:06:12-05:47:02]  (Local) -> (LOCAL)[4]BazucoPai!2cb: la combi en la cana
[2021:06:12-05:47:03]  (Global) -> GIN-JAVIER_SALAZAR: oficia
[2021:06:12-05:47:04]  (Global) -> ghostemane|CDG: uuan pablo no sea asi d verdad
[2021:06:12-05:47:07]  (Local) -> (LOCAL)[1]Lele|LMB|: lo mataste rapido ee
[2021:06:12-05:47:07]  (Global) -> GIN-JAVIER_SALAZAR: oiga
[2021:06:12-05:47:09]  (Local) -> (LOCAL)[1]Jhon|LMB|: jajaj
[2021:06:12-05:47:10]  (Local) -> (LOCAL)[2]Acid2: ccomo trabajo en camion
[2021:06:12-05:47:10]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF0000tussy'2cb: ya aprendio qbug o q
[2021:06:12-05:47:11]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: vea
[2021:06:12-05:47:13]  (Local) -> (LOCAL)[4]CristianCDM: sigame
[2021:06:12-05:47:15]  (Global) -> JuanPablo'2cb: YO NO LO TENGO Ã‘ERO CHUPELO GNR
[2021:06:12-05:47:16]  (Local) -> (LOCAL)[4]Acid2: de busetero?
[2021:06:12-05:47:16]  (Global) -> pillin2cb|#9800D1GDT!: dele la plata pa volverlo a mata
[2021:06:12-05:47:17]  (Local) -> (LOCAL)[4]Lele|LMB|: al menos eso, porque manejo para atras jajajaj
[2021:06:12-05:47:18]  (Local) -> (LOCAL)[4]DebonairCandelabra31: ishh re caro y eso llega con las papas mordidas
[2021:06:12-05:47:18]  (Local) -> (LOCAL)[4]CristianCDM: sba
[2021:06:12-05:47:20]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: oe
[2021:06:12-05:47:21]  (Global) -> Benito'AUC: Cuantos rappis hay que entrgar pa subir?w
[2021:06:12-05:47:22]  (Local) -> (LOCAL)[1]anthony[2CB]: kmade
[2021:06:12-05:47:23]  (Local) -> (LOCAL)[1]pillin2cb: oe
[2021:06:12-05:47:23]  (Global) -> LopsidedVenom70: OEEE
[2021:06:12-05:47:24]  (Local) -> (LOCAL)[4]Acid2: bredw
[2021:06:12-05:47:24]  (Global) -> ghostemane|CDG: hay hpta
[2021:06:12-05:47:26]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: una carrera
[2021:06:12-05:47:27]  (Local) -> (LOCAL)[2]PATRON2cb: q
[2021:06:12-05:47:27]  (Local) -> (LOCAL)[1]TOPFLEX: QUEEE
[2021:06:12-05:47:27]  (Global) -> JuanPablo'2cb: ya le dije ombe buyoso
[2021:06:12-05:47:29]  (Global) -> ghostemane|CDG: graciasssssss
[2021:06:12-05:47:32]  (Local) -> (LOCAL)[2]pillin2cb: vendo un carro
[2021:06:12-05:47:34]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF0000tussy'2cb: ya aprendio qbug o q
[2021:06:12-05:47:34]  (Local) -> (LOCAL)[2]PATRON2cb: si
[2021:06:12-05:47:34]  (Global) -> LopsidedVenom70: UNA PREGUNTA PA
[2021:06:12-05:47:37]  (Global) -> JuanPablo'2cb: q me voy a pegar de un hp  palo
[2021:06:12-05:47:38]  (Local) -> (LOCAL)[1]TOPFLEX: Q UE
[2021:06:12-05:47:39]  (Local) -> (LOCAL)[1]anthony[2CB]: siii
[2021:06:12-05:47:39]  (Global) -> BenjaRios[2cb]: una carrera
