This file was generated by Console at 2021:04:12-00:00:00



[2021:04:12-00:00:00]  (Local) -> (LOCAL)[5]BUHODERMIA: 1
[2021:04:12-06:52:04]  (Global) -> JosephKrippy: pe fabriiiiiiiiiiiiiiiiiiiiiiiii
[2021:04:12-06:52:08]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: con un arma
[2021:04:12-06:52:09]  (Local) -> (LOCAL)[2]Dominio: Derecho
[2021:04:12-06:52:09]  (Global) -> Matanoobs-ELN: COMA MIERDA
[2021:04:12-06:52:10]  (Team - Unemployed) -> (TEAM)JeanJajs'Sayayin: entren a discord
[2021:04:12-06:52:11]  (Local) -> (LOCAL)[2]kamilo|2cb: que el meneje
[2021:04:12-06:52:13]  (Local) -> (LOCAL)[3]RzzK: manco
[2021:04:12-06:52:14]  (Global) -> JosephKrippy: aiwe
[2021:04:12-06:52:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: no puede
[2021:04:12-06:52:17]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: ya
[2021:04:12-06:52:17]  (Local) -> (LOCAL)[2]Dominio: aqui
[2021:04:12-06:52:17]  (Global) -> Matanoobs-ELN: SU CUCHA
[2021:04:12-06:52:18]  (Global) -> DonBazuco|2Cb|#FFFFFFঔৣ☬: 7lock
[2021:04:12-06:52:18]  (Global) -> Bolas-NEGRAS: aiwe
[2021:04:12-06:52:19]  (Local) -> (LOCAL)[1]JeanJajs'Sayayin: ag
[2021:04:12-06:52:19]  (Local) -> (LOCAL)[1]RzzK: manco
[2021:04:12-06:52:22]  (Local) -> (LOCAL)[1]RzzK: comprate unas manos
[2021:04:12-06:52:25]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Se puede colcoar la ski nde señora?
[2021:04:12-06:52:28]  (Global) -> Matanoobs-ELN: COMPRATE VOS
[2021:04:12-06:52:29]  (Local) -> (LOCAL)[1]JeanJajs'Sayayin: tampoco estan aca
[2021:04:12-06:52:31]  (Team - Unemployed) -> (TEAM)JeanJajs'Sayayin: aiwe
[2021:04:12-06:52:32]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Esa
[2021:04:12-06:52:32]  (Local) -> (LOCAL)[1]FABIAN421"2CB: eque agresiva
[2021:04:12-06:52:35]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: le sirve esta señora xddd
[2021:04:12-06:52:35]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: uy ajuste 2 meses q vago
[2021:04:12-06:52:35]  (Local) -> (LOCAL)[1]FABIAN421"2CB: sos vos
[2021:04:12-06:52:36]  (Global) -> xGarciax: que ahora si es que estaba haciendo algo
[2021:04:12-06:52:37]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Venga hacemos una imagen cursead
[2021:04:12-06:52:37]  (Local) -> (LOCAL)[2]Soltec|EVG|: dizque de señora
[2021:04:12-06:52:39]  (Global) -> xGarciax: nokas
[2021:04:12-06:52:41]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ajajjajaaj
[2021:04:12-06:52:43]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Soltec venga
[2021:04:12-06:52:43]  (Local) -> (LOCAL)[1]CamilaShade|2cb: alaverga
[2021:04:12-06:52:45]  (Team - Law Enforcement) -> (TEAM)[_gomez_]: eso
[2021:04:12-06:52:47]  (Global) -> DonBazuco|2Cb|#FFFFFFঔৣ☬: Orgalor mano llegamer pls
[2021:04:12-06:52:47]  (Local) -> (LOCAL)[2]Soltec|EVG|: señora pero de la noche
[2021:04:12-06:52:53]  (Global) -> JeanJajs'Sayayin: joseph entra
[2021:04:12-06:52:53]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: voy
[2021:04:12-06:52:54]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: suba
[2021:04:12-06:52:54]  (Global) -> xGarciax: vamos a el banco
[2021:04:12-06:52:55]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Pere hago de noche
[2021:04:12-06:52:59]  (Global) -> JeanJajs'Sayayin: tamos en el server del mono
[2021:04:12-06:52:59]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: momento
[2021:04:12-06:52:59]  (Local) -> (LOCAL)[3]RzzK: Callese sapo
[2021:04:12-06:53:00]  (Local) -> (LOCAL)[1]CamilaShade|2cb: espereeee
[2021:04:12-06:53:02]  (Local) -> (LOCAL)[1]CamilaShade|2cb: gonorrea
[2021:04:12-06:53:06]  (Local) -> (LOCAL)[2]kamilo|2cb: subaaaaaaaaaaaaa
[2021:04:12-06:53:07]  (Global) -> Bolas-NEGRAS: estoy en el discord del mono 
[2021:04:12-06:53:08]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: #00FF00DonBazuco|2Cb[1] o lo traigo?
[2021:04:12-06:53:08]  (Local) -> (LOCAL)[2]Oconner'2cb: oe venga
[2021:04:12-06:53:10]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Pero asi en circulo xD
[2021:04:12-06:53:12]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: bancoo
[2021:04:12-06:53:12]  (Local) -> (LOCAL)[1]FABIAN421"2CB: deja la groesiria
[2021:04:12-06:53:14]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: vbamos de una
[2021:04:12-06:53:15]  (Global) -> xGarciax: como asi ?
[2021:04:12-06:53:17]  (Global) -> kamilo|2cb: subaaaaaaaaaaaaa
[2021:04:12-06:53:18]  (Local) -> (LOCAL)[0]DonBazuco|2Cb: CUALQUIER
[2021:04:12-06:53:20]  (Local) -> (LOCAL)[1]JeanJajs'Sayayin: nono xd
[2021:04:12-06:53:20]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: vEA YO DIGO
[2021:04:12-06:53:22]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Hola reyna
[2021:04:12-06:53:22]  (Local) -> (LOCAL)[1]JeanJajs'Sayayin: con el bolas negras
[2021:04:12-06:53:23]  (Local) -> (LOCAL)[2]Dominio: que paso¿?
[2021:04:12-06:53:27]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Ricardo 50k el rato
[2021:04:12-06:53:28]  (Local) -> (LOCAL)[1]Oconner'2cb: oe cuando le diga esconde el carro
[2021:04:12-06:53:29]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: bnanco
[2021:04:12-06:53:30]  (Local) -> (LOCAL)[2]Soltec|EVG|: hacomo reyna
[2021:04:12-06:53:31]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: xddddddddddd
[2021:04:12-06:53:34]  (Local) -> (LOCAL)[1]CamilaShade|2cb: no se reflejan los muerto ciertos?
[2021:04:12-06:53:34]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: ESO
[2021:04:12-06:53:35]  (Local) -> (LOCAL)[2]kamilo|2cb: mk 5.13
[2021:04:12-06:53:36]  (Global) -> Bolas-NEGRAS: va 
[2021:04:12-06:53:41]  (Local) -> (LOCAL)[1]Oconner'2cb: escondalo ya
[2021:04:12-06:53:41]  (Local) -> (LOCAL)[1]FABIAN421"2CB: estan arrhealn
[2021:04:12-06:53:42]  (Global) -> #FFA4CBRzzK|#FFA4CBツ: ez
[2021:04:12-06:53:44]  (Local) -> (LOCAL)[1]FABIAN421"2CB: algo bb
[2021:04:12-06:53:46]  (Local) -> (LOCAL)[1]CamilaShade|2cb: aaaa
[2021:04:12-06:53:47]  (Local) -> (LOCAL)[1]CamilaShade|2cb: oki
[2021:04:12-06:53:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: 50k el rato amor
[2021:04:12-06:53:48]  (Local) -> (LOCAL)[1]FABIAN421"2CB: bala
[2021:04:12-06:53:48]  (Local) -> (LOCAL)[2]Dominio: que paso?
[2021:04:12-06:53:49]  (Local) -> (LOCAL)[1]Oconner'2cb: saquelo
[2021:04:12-06:53:52]  (Local) -> (LOCAL)[1]CamilaShade|2cb: pero siguen sumando?
[2021:04:12-06:53:52]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: pERO ESEPRE XD
[2021:04:12-06:53:53]  (Global) -> DonBazuco|2Cb|#FFFFFFঔৣ☬: Orgalor[1] Cualquiera
[2021:04:12-06:53:53]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: uy mala xdd
[2021:04:12-06:53:54]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: subanse al carro
[2021:04:12-06:53:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: no se bajen
[2021:04:12-06:53:58]  (Local) -> (LOCAL)[1]FABIAN421"2CB: si bb
[2021:04:12-06:53:59]  (Local) -> (LOCAL)[1]Oconner'2cb: escondalo y saquelo
[2021:04:12-06:53:59]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Eso asi
[2021:04:12-06:54:01]  (Local) -> (LOCAL)[1]FABIAN421"2CB: a eso vienes
[2021:04:12-06:54:11]  (Local) -> (LOCAL)[2]Soltec|EVG|: rapido
[2021:04:12-06:54:14]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: heli
[2021:04:12-06:54:21]  (Local) -> (LOCAL)[1]FABIAN421"2CB: uajaajaja
[2021:04:12-06:54:22]  (Local) -> (LOCAL)[2]Dominio: que pasooooooo?????????????
[2021:04:12-06:54:22]  (Global) -> kamilo|2cb: a
[2021:04:12-06:54:24]  (Global) -> Bolas-NEGRAS: no cambio 
[2021:04:12-06:54:25]  (Local) -> (LOCAL)[1]CamilaShade|2cb: jajajaa
[2021:04:12-06:54:26]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#1D1D1DAvalencia|#1D1D1D連EP合: Hola linda
[2021:04:12-06:54:27]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ño
[2021:04:12-06:54:27]  (Local) -> (LOCAL)[1]FABIAN421"2CB: me encanta ver a cami
[2021:04:12-06:54:28]  (Local) -> (LOCAL)[2]JeanJajs'Sayayin: ._.xd
[2021:04:12-06:54:29]  (Local) -> (LOCAL)[2]Soltec|EVG|: hacomo reyna
[2021:04:12-06:54:29]  (Local) -> (LOCAL)[1]FABIAN421"2CB: brava
[2021:04:12-06:54:29]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: 50k el rato amores
[2021:04:12-06:54:30]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: nada
[2021:04:12-06:54:31]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: nad3
[2021:04:12-06:54:33]  (Local) -> (LOCAL)[2]Dominio: tons
[2021:04:12-06:54:36]  (Local) -> (LOCAL)[1]Oconner'2cb: manejelo
[2021:04:12-06:54:36]  (Local) -> (LOCAL)[2]kamilo|2cb: tenemos un 5.13
[2021:04:12-06:54:36]  (Local) -> (LOCAL)[1]CamilaShade|2cb: jajaajaja
[2021:04:12-06:54:37]  (Global) -> xGarciax: tombo de mierda
[2021:04:12-06:54:38]  (Local) -> (LOCAL)[1]Miccaty: disculpa
[2021:04:12-06:54:39]  (Local) -> (LOCAL)[0]DonBazuco|2Cb: LLEHGUE O TRAIGAME
[2021:04:12-06:54:40]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Epa jajaja
[2021:04:12-06:54:41]  (Local) -> (LOCAL)[1]Miccaty: :((
[2021:04:12-06:54:41]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: JAJAJAJA
[2021:04:12-06:54:43]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: ajjajajajajaja
[2021:04:12-06:54:44]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Melo
[2021:04:12-06:54:45]  (Local) -> (LOCAL)[2]Soltec|EVG|: XDDDDD
[2021:04:12-06:54:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: eso va
[2021:04:12-06:54:48]  (Local) -> (LOCAL)[2]Dominio: eso que es ajjsaj
[2021:04:12-06:54:52]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: Listos nos vamos
[2021:04:12-06:54:52]  (Global) -> ParchedBeer73: esta bien
[2021:04:12-06:54:53]  (Local) -> (LOCAL)[2]kamilo|2cb: jajaajja no se
[2021:04:12-06:54:54]  (Local) -> (LOCAL)[1]Oconner'2cb: oe frene
[2021:04:12-06:54:54]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: bre
[2021:04:12-06:54:58]  (Local) -> (LOCAL)[3]DonBazuco|2Cb: insss
[2021:04:12-06:54:59]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF0000Avalencia: vemos
[2021:04:12-06:54:59]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: q es q
[2021:04:12-06:54:59]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: seguiré afk
[2021:04:12-06:55:01]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: regueton
[2021:04:12-06:55:01]  (Local) -> (LOCAL)[3]DonBazuco|2Cb: que se dice
[2021:04:12-06:55:01]  (Local) -> (LOCAL)[1]Miccaty: emm a donde va?
[2021:04:12-06:55:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: buena
[2021:04:12-06:55:02]  (Global) -> Bolas-NEGRAS: sigue como iwal 
[2021:04:12-06:55:04]  (Local) -> (LOCAL)[1]Soltec|EVG|: adios
[2021:04:12-06:55:04]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: un clasico
[2021:04:12-06:55:07]  (Local) -> (LOCAL)[3]Dominio: Eso es lo dem,ontster inc?
[2021:04:12-06:55:07]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: ola
[2021:04:12-06:55:11]  (Local) -> (LOCAL)[3]DonBazuco|2Cb: meros temas
[2021:04:12-06:55:14]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: como
[2021:04:12-06:55:16]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: q cosa
[2021:04:12-06:55:19]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: la cansion?
[2021:04:12-06:55:19]  (Global) -> ParchedBeer73: no se soy nuevo
[2021:04:12-06:55:20]  (Local) -> (LOCAL)[7][_gomez_]: por gente
[2021:04:12-06:55:21]  (Local) -> (LOCAL)[3]Dominio: 5,.13ese
[2021:04:12-06:55:21]  (Local) -> (LOCAL)[3]DonBazuco|2Cb: que se hace
[2021:04:12-06:55:21]  (Global) -> xGarciax: neh
[2021:04:12-06:55:22]  (Global) -> Willow'CDG'ELN': Orgalor[1] viejo amigo
[2021:04:12-06:55:23]  (Global) -> ParchedBeer73: qesease
[2021:04:12-06:55:26]  (Local) -> (LOCAL)[1]Miccaty: ohh
[2021:04:12-06:55:28]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: Willow'CDG'ELN' q ace
[2021:04:12-06:55:32]  (Local) -> (LOCAL)[1]Oconner'2cb: venga q ya se q paso
[2021:04:12-06:55:33]  (Global) -> #FFA4CBRzzK|#FFA4CBツ: Orgalor
[2021:04:12-06:55:39]  (Local) -> (LOCAL)[1]Oconner'2cb: ah yo como putas no vi mi nombre en rojo
[2021:04:12-06:55:41]  (Local) -> (LOCAL)[1]Miccaty: si quiere lo llevo alla a donde voy para que trabaje
[2021:04:12-06:55:44]  (Global) -> xGarciax: que hacemos
[2021:04:12-06:55:48]  (Global) -> Willow'CDG'ELN': Orgalor[1] voy pa banco
[2021:04:12-06:55:52]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: bre
[2021:04:12-06:55:52]  (Local) -> (LOCAL)[1]Willow'CDG'ELN': hola
[2021:04:12-06:55:55]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: q
[2021:04:12-06:55:55]  (Local) -> (LOCAL)[1]Miccaty: vale
[2021:04:12-06:55:56]  (Local) -> (LOCAL)[2]Luis|CDG|: hello
[2021:04:12-06:55:57]  (Local) -> (LOCAL)[1]Oconner'2cb: ya
[2021:04:12-06:56:00]  (Local) -> (LOCAL)[1]Oconner'2cb: ese verde estaba melo?
[2021:04:12-06:56:01]  (Local) -> (LOCAL)[0][_gomez_]: eperen
[2021:04:12-06:56:03]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: q
[2021:04:12-06:56:10]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: q acemos
[2021:04:12-06:56:10]  (Local) -> (LOCAL)[1]Oconner'2cb: o otro color?
[2021:04:12-06:56:10]  (Global) -> xGarciax: que hacemos
[2021:04:12-06:56:10]  (Local) -> (LOCAL)[2]Dominio: QUE ES UN 513ORGALORHP
[2021:04:12-06:56:15]  (Global) -> Bolas-NEGRAS: lo veo igual 
[2021:04:12-06:56:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: a no c
[2021:04:12-06:56:20]  (Local) -> (LOCAL)[1]Oconner'2cb: pero el verde de ahora
[2021:04:12-06:56:21]  (Local) -> (LOCAL)[2]Dominio: JJAJAJASJDHP
[2021:04:12-06:56:21]  (Local) -> (LOCAL)[1]CamilaShade|2cb: vamos calentando
[2021:04:12-06:56:22]  (Global) -> JeanJajs'Sayayin: fabri
[2021:04:12-06:56:22]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: eso es de hora de aventura
[2021:04:12-06:56:22]  (Local) -> (LOCAL)[1]FABIAN421"2CB: ajajaj
[2021:04:12-06:56:25]  (Local) -> (LOCAL)[1]FABIAN421"2CB: si
[2021:04:12-06:56:26]  (Global) -> Bolas-NEGRAS: ahhh sisas 
[2021:04:12-06:56:33]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: Nb
[2021:04:12-06:56:33]  (Global) -> Rivera"2CB: FABIAN421"2CB[6] FABIAN421"2CB[6] FABIAN421"2CB[6]
[2021:04:12-06:56:35]  (Team - Law Enforcement) -> (TEAM)Rivera"2CB: FABIAN421"2CB[6] FABIAN421"2CB[6] FABIAN421"2CB[6]
[2021:04:12-06:56:36]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: suba
[2021:04:12-06:56:45]  (Global) -> Bolas-NEGRAS: ponlo asi pero cambia lo verde por otro para que no se parezca a el tuyo 
[2021:04:12-06:56:45]  (Local) -> (LOCAL)[2][_gomez_]: y la poto?=
[2021:04:12-06:56:45]  (Global) -> xGarciax: oewdw
[2021:04:12-06:56:49]  (Team - Law Enforcement) -> (TEAM)[_gomez_]: moto
[2021:04:12-06:56:50]  (Local) -> (LOCAL)[4]Dominio: Willow yo loconozco a udpero no se de donde
[2021:04:12-06:56:52]  (Local) -> (LOCAL)[1]Miccaty: puedes trabajar aqui
[2021:04:12-06:56:53]  (Local) -> (LOCAL)[3]Rivera"2CB: CULA
[2021:04:12-06:56:56]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: dea ca mismo
[2021:04:12-06:56:58]  (Local) -> (LOCAL)[5]Rivera"2CB: CUAL
[2021:04:12-06:57:00]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: parchaba con nosotros
[2021:04:12-06:57:01]  (Team - Law Enforcement) -> (TEAM)[_gomez_]: vallan por sus motos
[2021:04:12-06:57:06]  (Local) -> (LOCAL)[3]Dominio: si?
[2021:04:12-06:57:11]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: szs
[2021:04:12-06:57:16]  (Local) -> (LOCAL)[1]Oconner'2cb: rojo mejor o azul ? o un rosado bien cabron jaja
[2021:04:12-06:57:17]  (Local) -> (LOCAL)[3]Willow'CDG'ELN': jajja is ?
[2021:04:12-06:57:17]  (Local) -> (LOCAL)[3]Dominio: szs ya
[2021:04:12-06:57:18]  (Local) -> (LOCAL)[1]Miccaty: escoge el 2
[2021:04:12-06:57:19]  (Team - Criminals) -> (TEAM)kamilo|2cb: baje
[2021:04:12-06:57:20]  (Global) -> ParchedBeer73: y ahora que
[2021:04:12-06:57:23]  (Local) -> (LOCAL)[1]Miccaty: se demora menos
[2021:04:12-06:57:24]  (Global) -> kamilo|2cb: amu
[2021:04:12-06:57:28]  (Local) -> (LOCAL)[3]Willow'CDG'ELN': como es orgalor mk
[2021:04:12-06:57:29]  (Local) -> (LOCAL)[1]FABIAN421"2CB: rewpete mi maor
[2021:04:12-06:57:33]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: q paso
[2021:04:12-06:57:33]  (Local) -> (LOCAL)[1]Miccaty: y es menos dificultad
[2021:04:12-06:57:37]  (Local) -> (LOCAL)[1]FABIAN421"2CB: tu tema
[2021:04:12-06:57:38]  (Local) -> (LOCAL)[3]Willow'CDG'ELN': es admi y se olvida de uno
[2021:04:12-06:57:40]  (Global) -> xGarciax: occoner
[2021:04:12-06:57:42]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: oiga
[2021:04:12-06:57:45]  (Global) -> xGarciax: oconner
[2021:04:12-06:57:46]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: no solo subi aca ps
[2021:04:12-06:57:47]  (Global) -> Bolas-NEGRAS: azul
[2021:04:12-06:57:49]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: don pipi
[2021:04:12-06:57:50]  (Global) -> xGarciax: oconner
[2021:04:12-06:57:53]  (Local) -> (LOCAL)[2]Willow'CDG'ELN': jajajja
[2021:04:12-06:57:54]  (Local) -> (LOCAL)[2]Dominio: orgalor no se acuerdacuando haciamos el heli fiesrttero ajajajjaj
[2021:04:12-06:57:58]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor: szs
[2021:04:12-06:57:58]  (Local) -> (LOCAL)[1]FABIAN421"2CB: te lo puse
[2021:04:12-06:57:58]  (Global) -> #7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: ¿alguien necesita ayuda?
[2021:04:12-06:58:00]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ajaaaaaaaaaa
[2021:04:12-06:58:01]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: yo
[2021:04:12-06:58:02]  (Local) -> (LOCAL)[2]Dominio: aajajsjajsajjaja
[2021:04:12-06:58:03]  (Global) -> xGarciax: bolas negras donde estaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2021:04:12-06:58:05]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: bro
[2021:04:12-06:58:05]  (Global) -> #7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: no ud no
[2021:04:12-06:58:05]  (Local) -> (LOCAL)[1]CamilaShade|2cb: eso eso esoo
[2021:04:12-06:58:06]  (Local) -> (LOCAL)[3]Dominio: Que hprisa
[2021:04:12-06:58:07]  (Local) -> (LOCAL)[1]FABIAN421"2CB: y matas
[2021:04:12-06:58:07]  (Local) -> (LOCAL)[1]CamilaShade|2cb: aja
[2021:04:12-06:58:07]  (Local) -> (LOCAL)[3]Dominio: eso
[2021:04:12-06:58:09]  (Local) -> (LOCAL)[1]CamilaShade|2cb: aja
[2021:04:12-06:58:09]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|#FFA4CBツ: a :(
[2021:04:12-06:58:11]  (Global) -> xGarciax: bolas negras 
[2021:04:12-06:58:13]  (Local) -> (LOCAL)[1]FABIAN421"2CB: no que grosera
[2021:04:12-06:58:13]  (Global) -> Bolas-NEGRAS: En el aerepuerto 
[2021:04:12-06:58:16]  (Local) -> (LOCAL)[3]Dominio: Tiempos que no volberan :(
[2021:04:12-06:58:17]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ya va no me mate
[2021:04:12-06:58:20]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: pq no
[2021:04:12-06:58:21]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ponga otro bafle alla
[2021:04:12-06:58:22]  (Local) -> (LOCAL)[3]Dominio: Cuando orgalor era humilde
[2021:04:12-06:58:24]  (Local) -> (LOCAL)[1]Oconner'2cb: oe
[2021:04:12-06:58:25]  (Team - Law Enforcement) -> (TEAM)[_gomez_]: copie
[2021:04:12-06:58:26]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: nea
[2021:04:12-06:58:27]  (Global) -> xGarciax: ya voy para alla no se muevan
[2021:04:12-06:58:28]  (Local) -> (LOCAL)[1]Oconner'2cb: escondalo y lo saca yo veo algo
[2021:04:12-06:58:34]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: esq ud quiere q yo abuse de el adm y asi no es
[2021:04:12-06:58:36]  (Global) -> ParchedBeer73: maldito seas ani
[2021:04:12-06:58:37]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ajaa
[2021:04:12-06:58:38]  (Team - Criminals) -> (TEAM)kamilo|2cb: no tienes dc
[2021:04:12-06:58:41]  (Local) -> (LOCAL)[1]CamilaShade|2cb: ya va
[2021:04:12-06:58:43]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: si
[2021:04:12-06:58:43]  (Global) -> Matanoobs-ELN: LOS DE RAPPI
[2021:04:12-06:58:44]  (Local) -> (LOCAL)[3]Dominio: NO ES ESOHP
[2021:04:12-06:58:47]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: disq
[2021:04:12-06:58:51]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: le ponga una skin
[2021:04:12-06:58:52]  (Local) -> (LOCAL)[1]CamilaShade|2cb: listo
[2021:04:12-06:58:53]  (Local) -> (LOCAL)[1]CamilaShade|2cb: jijiji
[2021:04:12-06:58:54]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: q saque tal carro
[2021:04:12-06:58:54]  (Local) -> (LOCAL)[1]Miccaty: donde le toco?
[2021:04:12-06:58:54]  (Local) -> (LOCAL)[3]Dominio: SOLO QUE YA NO PARCHASCON UNO
[2021:04:12-06:58:59]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: a ps
[2021:04:12-06:59:04]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Orgalor: q estamos haciendo
