This file was generated by Console at 2021:05:03-00:00:00



[2021:05:03-00:00:00]  (Local) -> (LOCAL)[2]Dilan'CDG: a
[2021:05:03-13:21:22]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: asepta el tranajo
[2021:05:03-13:21:37]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: mira
[2021:05:03-13:21:42]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: en los rojos parar
[2021:05:03-13:22:59]  (Local) -> (LOCAL)[1]Gw?|Zetas|: a
[2021:05:03-13:23:36]  (Local) -> (LOCAL)[1]Gw?|Zetas|: a
[2021:05:03-13:24:45]  (Global) -> vicente: -/mod
[2021:05:03-13:25:03]  (Local) -> (LOCAL)[0]nayv3: -/mod
[2021:05:03-13:26:44]  (Global) -> Pasquel(Zetas): vendo admiral
[2021:05:03-13:29:42]  (Local) -> (LOCAL)[1]Gw?|Zetas|: ratye
[2021:05:03-13:30:41]  (Local) -> (LOCAL)[1]Gw?|Zetas|: a
[2021:05:03-13:41:01]  (Global) -> Pasquel(Zetas): vendo admiral (super rare
[2021:05:03-13:41:08]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: cuanto
[2021:05:03-13:41:20]  (Global) -> Pasquel(Zetas): cuanto da
[2021:05:03-13:41:29]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: 10
[2021:05:03-13:41:31]  (Global) -> Pasquel(Zetas): este carro derrapa re melo
[2021:05:03-13:41:33]  (Global) -> Pasquel(Zetas): AJAJAJAJAJA
[2021:05:03-13:41:38]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: no vale mas de eso
[2021:05:03-13:41:41]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: ponga precio
[2021:05:03-13:41:45]  (Global) -> Pasquel(Zetas): Deme 19 y es suyo
[2021:05:03-13:41:47]  (Global) -> Pasquel(Zetas): o negociemos
[2021:05:03-13:41:55]  (Global) -> Pasquel(Zetas): ya tengo 3 compradores
[2021:05:03-13:41:59]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: ok
[2021:05:03-13:42:09]  (Local) -> (LOCAL)[2]Gw?|Zetas|: XD
[2021:05:03-13:42:13]  (Local) -> (LOCAL)[2]Gw?|Zetas|: LEVESE AL OTRO
[2021:05:03-13:42:19]  (Local) -> (LOCAL)[1]Gw?|Zetas|: A MANO
[2021:05:03-13:42:24]  (Local) -> (LOCAL)[1]Gw?|Zetas|: DEJEME
[2021:05:03-13:42:30]  (Local) -> (LOCAL)[1]Gw?|Zetas|: LE DOY 80K
[2021:05:03-13:44:43]  (Global) -> #9800D1Tokyo.kp|#9800D1GDT!: llanerito gei
[2021:05:03-13:44:48]  (Global) -> Gw?|Zetas|: uy
[2021:05:03-13:44:54]  (Global) -> emanuel0721: EHH
[2021:05:03-13:45:18]  (Global) -> emanuel0721: gracias
[2021:05:03-13:45:26]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': s
[2021:05:03-13:47:10]  (Global) -> Pasquel(Zetas): vendo admiral
[2021:05:03-13:47:20]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': regalamelo
[2021:05:03-13:47:27]  (Global) -> Pasquel(Zetas): xD
[2021:05:03-13:48:20]  (Local) -> (LOCAL)[1]Tokyo.kp: jj
[2021:05:03-13:48:31]  (Global) -> ChiefNuts21: a
[2021:05:03-13:48:40]  (Global) -> ruaalejandro16: OE
[2021:05:03-13:48:43]  (Global) -> Pasquel(Zetas): VENDO ADMIRAL
[2021:05:03-13:48:44]  (Global) -> ruaalejandro16: PARCE 
[2021:05:03-13:48:44]  (Global) -> XxsrDiegoxX(ZETAS): habla
[2021:05:03-13:48:54]  (Local) -> (LOCAL)[2]Pasquel(Zetas): hablo
[2021:05:03-13:48:56]  (Global) -> ruaalejandro16: NO SE QUE PASA QUE NO ESCUCHO EL MOTOR DE EL CARRO
[2021:05:03-13:49:03]  (Local) -> (LOCAL)[2]Pasquel(Zetas): xd
[2021:05:03-13:49:05]  (Local) -> (LOCAL)[2]Pasquel(Zetas): activelo
[2021:05:03-13:49:08]  (Global) -> XxsrDiegoxX(ZETAS): seras mk, mejor jajajjajaja
[2021:05:03-13:49:09]  (Global) -> ruaalejandro16: COMO ?
[2021:05:03-13:49:18]  (Global) -> Pasquel(Zetas): esc configuracion audio
[2021:05:03-13:49:28]  (Global) -> Pasquel(Zetas): y lo sube
[2021:05:03-13:49:29]  (Global) -> ruaalejandro16: SZS
[2021:05:03-13:49:34]  (Global) -> ruaalejandro16: Y DONDE DICE ?
[2021:05:03-13:50:02]  (Global) -> XxsrDiegoxX(ZETAS): pana busca
[2021:05:03-13:50:21]  (Global) -> ruaalejandro16: LO TENGO TODO SUBIDO
[2021:05:03-13:50:51]  (Global) -> XxsrDiegoxX(ZETAS): mano reiniciqa el mta
[2021:05:03-13:50:58]  (Global) -> emanuel0721: llevame y ya perro
[2021:05:03-13:51:11]  (Global) -> emanuel0721: RAPIDO
[2021:05:03-13:51:12]  (Global) -> ruaalejandro16: YA ME HE SALIDO Y VUELTO A ENTRAR MUCHAS VECES 
[2021:05:03-13:51:13]  (Global) -> emanuel0721: PENDEJO
[2021:05:03-13:51:23]  (Global) -> emanuel0721: RAPIDO
[2021:05:03-13:51:28]  (Global) -> emanuel0721: IDIOTA
[2021:05:03-13:51:29]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': abre configuracion y en la parte de sonido
[2021:05:03-13:51:32]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': subele
[2021:05:03-13:51:38]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN':  a todo
[2021:05:03-13:51:53]  (Global) -> ruaalejandro16: ASI LO TENGO 
[2021:05:03-13:52:10]  (Global) -> Gw?|Zetas|: voy a desayunar xd
[2021:05:03-13:52:20]  (Global) -> Pasquel(Zetas): xD
[2021:05:03-13:52:47]  (Local) -> (LOCAL)[1]Pasquel(Zetas): oe
[2021:05:03-13:52:54]  (Local) -> (LOCAL)[1]DENII|CAPU: q
[2021:05:03-13:52:58]  (Local) -> (LOCAL)[1]Pasquel(Zetas): se lo vendo
[2021:05:03-13:53:13]  (Local) -> (LOCAL)[1]DENII|CAPU: no te acuerda que ya me dijiste
[2021:05:03-13:53:17]  (Local) -> (LOCAL)[1]Pasquel(Zetas): no xD
[2021:05:03-13:53:25]  (Local) -> (LOCAL)[1]Pasquel(Zetas): a usted era el que le dije
[2021:05:03-13:53:29]  (Local) -> (LOCAL)[1]DENII|CAPU: ya tengo ese
[2021:05:03-13:53:34]  (Local) -> (LOCAL)[1]Pasquel(Zetas): que dijera que valia 20 palos?
[2021:05:03-13:53:39]  (Local) -> (LOCAL)[1]DENII|CAPU: si
[2021:05:03-13:53:44]  (Local) -> (LOCAL)[1]Pasquel(Zetas): si algo sigue diciendo lo mismo xd
[2021:05:03-13:54:47]  (Global) -> Pasquel(Zetas): vendo admiral
[2021:05:03-13:55:02]  (Global) -> XxsrDiegoxX(ZETAS): en cuanto ?
[2021:05:03-13:55:03]  (Global) -> Pasquel(Zetas): full tuning nitro tracion trasera
[2021:05:03-13:55:04]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': te doy 6 palos por el
[2021:05:03-13:55:17]  (Global) -> Pasquel(Zetas): AJAJAJAJJAJA
[2021:05:03-13:55:20]  (Global) -> Pasquel(Zetas): Nop
[2021:05:03-13:55:36]  (Global) -> Pasquel(Zetas): deme 18 palos ya
[2021:05:03-13:55:51]  (Global) -> ruaalejandro16: parce quien puede venir por mi 
[2021:05:03-13:56:06]  (Global) -> Pasquel(Zetas): Vendo admiral (rare) full tuning, nitro 
[2021:05:03-13:56:18]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': ya te di algo para que te muevas ruaal
[2021:05:03-13:56:19]  (Global) -> Pasquel(Zetas): ademas derrapa re melo
[2021:05:03-13:56:20]  (Global) -> ruaalejandro16: gracias 
[2021:05:03-13:57:59]  (Global) -> Pirrih_lCDGl: Como que maté a pablo? xd
[2021:05:03-13:59:35]  (Global) -> ruaalejandro16: parce quien me puede ayudar con ese promblema ?
[2021:05:03-14:00:01]  (Global) -> Pasquel(Zetas): ehgg mano tan estresante
[2021:05:03-14:00:06]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': ya miraste el volumen del computador
[2021:05:03-14:00:10]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: buenas
[2021:05:03-14:00:13]  (Global) -> Pasquel(Zetas): busque afuera de el juego en el volumen
[2021:05:03-14:00:15]  (Local) -> (LOCAL)[1]nayv3: qhubo
[2021:05:03-14:00:17]  (Global) -> Pasquel(Zetas): epa 
[2021:05:03-14:00:22]  (Team - Services) -> (TEAM)ruaalejandro16: si parce 
[2021:05:03-14:00:26]  (Global) -> ruaalejandro16:  el de el pc esta melo 
[2021:05:03-14:00:30]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: to bien?
[2021:05:03-14:00:37]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: como va la vida sr
[2021:05:03-14:00:41]  (Local) -> (LOCAL)[1]nayv3: bn bn, ud?
[2021:05:03-14:00:42]  (Global) -> Pasquel(Zetas): entonces reinicie
[2021:05:03-14:00:52]  (Global) -> Pasquel(Zetas): ve admin como invito a mi gang?
[2021:05:03-14:00:56]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: bien bien
[2021:05:03-14:01:02]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: dandole al trabajo
[2021:05:03-14:01:03]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': dale f2
[2021:05:03-14:01:09]  (Local) -> (LOCAL)[1]nayv3: bcanito amigo
[2021:05:03-14:01:09]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': my invites
[2021:05:03-14:01:10]  (Global) -> Pasquel(Zetas): sha
[2021:05:03-14:01:16]  (Local) -> (LOCAL)[1]Pirrih_lCDGl: vmz
[2021:05:03-14:01:16]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': pero tienes que tener rango en tu gang
[2021:05:03-14:01:22]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': para poder reclutar
[2021:05:03-14:01:27]  (Global) -> Pasquel(Zetas): que rango
[2021:05:03-14:01:35]  (Global) -> Pasquel(Zetas): soy reclutador
[2021:05:03-14:01:39]  (Global) -> Pirrih_lCDGl: que es un turf?
[2021:05:03-14:01:39]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': ah dale
[2021:05:03-14:01:49]  (Global) -> Pasquel(Zetas): pero como invito?
[2021:05:03-14:01:53]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': pirrih los territorios
[2021:05:03-14:01:55]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': en sf
[2021:05:03-14:02:16]  (Global) -> emanuel0721: oee
[2021:05:03-14:02:18]  (Global) -> emanuel0721: casi
[2021:05:03-14:02:20]  (Global) -> Pasquel(Zetas): xd
[2021:05:03-14:02:23]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': f2 my goup 
[2021:05:03-14:02:26]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': menbers
[2021:05:03-14:02:34]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': abajo hubicas el nombre
[2021:05:03-14:02:40]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': de la persona
[2021:05:03-14:02:44]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN':  le das invitar
[2021:05:03-14:02:45]  (Global) -> Pasquel(Zetas): a sisas ya me dejo
[2021:05:03-14:03:21]  (Global) -> Pirrih_lCDGl: como hago para saber cual es mi territorio en sf?
[2021:05:03-14:03:33]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': cuando ganas plata
[2021:05:03-14:03:42]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': tienes que venir a conquistarlos
[2021:05:03-14:04:22]  (Global) -> ruaalejandro16: como me cambio la skin de el trabajo ?
[2021:05:03-14:04:39]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': dale /resign
[2021:05:03-14:04:44]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': para salir del trabajo
[2021:05:03-14:05:07]  (Global) -> ruaalejandro16: szs
[2021:05:03-14:05:47]  (Global) -> ruaalejandro16: parce y pa cambiarme la 
[2021:05:03-14:05:53]  (Global) -> ruaalejandro16: por otra que ya compre
[2021:05:03-14:06:03]  (Global) -> Pasquel(Zetas): con /ponerskin
[2021:05:03-14:06:17]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': tambien puedes ir
[2021:05:03-14:06:21]  (Global) -> Pasquel(Zetas): asi se la cambia
[2021:05:03-14:06:22]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': a la tienda de ropa
[2021:05:03-14:06:25]  (Global) -> ruaalejandro16: gracias 
[2021:05:03-14:06:30]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': en el mapa simbolo de camisa
[2021:05:03-14:06:42]  (Global) -> Pasquel(Zetas): paresco el mero admin
[2021:05:03-14:06:43]  (Global) -> ruaalejandro16: si parce es que apenas empece hace como 5 horitas 
[2021:05:03-14:06:53]  (Global) -> Pasquel(Zetas): positivo pa admin o no llanerito xd
[2021:05:03-14:06:54]  (Global) -> ruaalejandro16: le esto cogiendo la vuelta a esto 
[2021:05:03-14:07:10]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': eso te acostumbras
[2021:05:03-14:07:22]  (Local) -> (LOCAL)[1]Pasquel(Zetas): xD
[2021:05:03-14:07:34]  (Global) -> Pasquel(Zetas): sisas :3
[2021:05:03-14:07:36]  (Global) -> XxsrDiegoxX(ZETAS): que andaba explotando ?
[2021:05:03-14:07:44]  (Global) -> ruaalejandro16: w   
[2021:05:03-14:07:57]  (Global) -> ruaalejandro16: ustedes han salido a el paro ?
[2021:05:03-14:08:10]  (Global) -> Pasquel(Zetas): weon ese elicoptero exploto como 5 veces
[2021:05:03-14:08:26]  (Global) -> Pasquel(Zetas): nonas
[2021:05:03-14:08:33]  (Global) -> Pasquel(Zetas): esi ya se acabo?
[2021:05:03-14:08:39]  (Global) -> Pasquel(Zetas): o sigue?
[2021:05:03-14:10:08]  (Global) -> emanuel0721: tombo
[2021:05:03-14:10:09]  (Global) -> emanuel0721: que mas
[2021:05:03-14:10:12]  (Local) -> (LOCAL)[1]flowerbythunig17: HABLALO
[2021:05:03-14:10:27]  (Global) -> emanuel0721: comotoe
[2021:05:03-14:10:42]  (Global) -> ruaalejandro16: pirobo tan canson ome 
[2021:05:03-14:12:21]  (Global) -> emanuel0721: jajaja
[2021:05:03-14:12:22]  (Global) -> emanuel0721: lolo
[2021:05:03-14:12:25]  (Global) -> emanuel0721: lol
[2021:05:03-14:12:30]  (Global) -> emanuel0721: pero porque
[2021:05:03-14:12:31]  (Local) -> (LOCAL)[1]nayv3: qhubo
[2021:05:03-14:12:34]  (Global) -> emanuel0721: porque
[2021:05:03-14:12:36]  (Local) -> (LOCAL)[1]Gw?|Zetas|: hola
[2021:05:03-14:12:42]  (Local) -> (LOCAL)[1]nayv3: bn o q
[2021:05:03-14:12:45]  (Local) -> (LOCAL)[1]Gw?|Zetas|: si
[2021:05:03-14:12:51]  (Global) -> Pasquel(Zetas): porque mejor no hablan con u xd
[2021:05:03-14:12:54]  (Local) -> (LOCAL)[1]nayv3: bcano
[2021:05:03-14:12:59]  (Local) -> (LOCAL)[1]Gw?|Zetas|: xao
[2021:05:03-14:13:19]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': emanuel usa la U para chat local
[2021:05:03-14:13:46]  (Global) -> emanuel0721: ok
[2021:05:03-14:14:17]  (Global) -> ruaalejandro16: como era el coso pa dejar el trabajo ?
[2021:05:03-14:14:20]  (Global) -> ruaalejandro16: jajajajajaj
[2021:05:03-14:14:36]  (Global) -> Pasquel(Zetas): era /resign
[2021:05:03-14:16:25]  (Global) -> emanuel0721: llevame
[2021:05:03-14:16:56]  (Global) -> emanuel0721: ayudaaa
[2021:05:03-14:17:05]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': que pasa
[2021:05:03-14:17:20]  (Global) -> emanuel0721: me cojieron :V
[2021:05:03-14:17:28]  (Local) -> (LOCAL)[1]DENII|CAPU: no pacman
[2021:05:03-14:18:23]  (Global) -> Pasquel(Zetas): xD
[2021:05:03-14:18:35]  (Global) -> Gw?|Zetas|: que pasa si me warnean 3 veces
[2021:05:03-14:18:46]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': te saca del server
[2021:05:03-14:18:49]  (Global) -> Gw?|Zetas|: a
[2021:05:03-14:18:53]  (Global) -> XxsrDiegoxX(ZETAS): oe
[2021:05:03-14:18:56]  (Global) -> Gw?|Zetas|: pero no me banean?
[2021:05:03-14:19:00]  (Global) -> Pasquel(Zetas): llanerito pero ban permanente?
[2021:05:03-14:19:06]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': no
[2021:05:03-14:19:19]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': el warn lo que hace es kikiarte
[2021:05:03-14:19:24]  (Global) -> XxsrDiegoxX(ZETAS): ya se te arreglo lo del sponido ?
[2021:05:03-14:19:25]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': el ban es diferente
[2021:05:03-14:19:44]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': y un ban perma ya tienes que cometer una falta grave
[2021:05:03-14:19:49]  (Local) -> (LOCAL)[3]Gw?|Zetas|: me quiere arrestar DENII|CAPU?
[2021:05:03-14:19:56]  (Local) -> (LOCAL)[3]DENII|CAPU: nose
[2021:05:03-14:19:58]  (Local) -> (LOCAL)[3]Gw?|Zetas|: a
[2021:05:03-14:20:47]  (Local) -> (LOCAL)[2]Gw?|Zetas|: A
[2021:05:03-14:20:50]  (Local) -> (LOCAL)[2]Gw?|Zetas|: XD
[2021:05:03-14:21:16]  (Global) -> Pasquel(Zetas): Xd
[2021:05:03-14:21:17]  (Local) -> (LOCAL)[1]Gomita|Z: se voltea mucho :/
[2021:05:03-14:21:18]  (Global) -> emanuel0721: oee
[2021:05:03-14:21:19]  (Global) -> Mr_KR_[AKT]: admin una pregunta
[2021:05:03-14:21:22]  (Local) -> (LOCAL)[1]DENII|CAPU: si
[2021:05:03-14:21:24]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': dime
[2021:05:03-14:21:27]  (Local) -> (LOCAL)[1]Pasquel(Zetas): oe
[2021:05:03-14:21:28]  (Global) -> emanuel0721: cojio la plata bro
[2021:05:03-14:21:28]  (Local) -> (LOCAL)[1]Gomita|Z: le ayudo a organizarlo?
[2021:05:03-14:21:32]  (Local) -> (LOCAL)[1]Pasquel(Zetas): no?
[2021:05:03-14:21:34]  (Global) -> Mr_KR_[AKT]:  no escucho los sonidos 
[2021:05:03-14:21:35]  (Global) -> emanuel0721: ñee
[2021:05:03-14:21:36]  (Global) -> emanuel0721: pere
[2021:05:03-14:21:38]  (Local) -> (LOCAL)[3]DENII|CAPU: na
[2021:05:03-14:21:42]  (Local) -> (LOCAL)[1]Gomita|Z: gas asi
[2021:05:03-14:22:06]  (Global) -> #7F7F7F|ADM|#FF5C00Llanerito'ELN': revisa configuraciones
[2021:05:03-14:22:07]  (Global) -> Mr_KR_[AKT]: a no ya lo arregle no le tenia sonido jiji
[2021:05:03-14:22:15]  (Global) -> emanuel0721: ahi tiene
[2021:05:03-14:22:17]  (Local) -> (LOCAL)[2]Pasquel(Zetas): oe
[2021:05:03-14:22:22]  (Local) -> (LOCAL)[2]Pasquel(Zetas): no era necesario man
[2021:05:03-14:22:22]  ([Msg] de Gomita|Z para Gw?|Zetas|: que maricada con usted, para que lo guarda agh) -> nil
[2021:05:03-14:22:27]  (Global) -> emanuel0721: le di 15k
[2021:05:03-14:22:29]  (Global) -> emanuel0721: jeje
[2021:05:03-14:22:40]  (Local) -> (LOCAL)[2]Pasquel(Zetas): jsjsjs
[2021:05:03-14:22:42]  ([Msg] de Gw?|Zetas| para Gomita|Z: no sabia que se hiba a subior crei que iba a dar bala y le hiba a ayudar) -> nil
[2021:05:03-14:22:43]  (Local) -> (LOCAL)[2]Pasquel(Zetas): jejejeje
[2021:05:03-14:22:43]  (Global) -> ruaalejandro16: VIO 
[2021:05:03-14:22:55]  (Local) -> (LOCAL)[2]Pasquel(Zetas): si le llego?
[2021:05:03-14:23:03]  (Global) -> emanuel0721: si
[2021:05:03-14:23:19]  (Local) -> (LOCAL)[1]Pasquel(Zetas): xD
[2021:05:03-14:23:33]  (Local) -> (LOCAL)[3]Pasquel(Zetas): no me aparece su nombre
[2021:05:03-14:23:48]  (Local) -> (LOCAL)[2]Pasquel(Zetas): xd
[2021:05:03-14:23:51]  (Global) -> emanuel0721: tjajaja
[2021:05:03-14:23:53]  (Global) -> emanuel0721: nos fuimos
[2021:05:03-14:23:57]  (Local) -> (LOCAL)[2]Pasquel(Zetas): AJAJAJAJA
[2021:05:03-14:24:04]  (Local) -> (LOCAL)[2]Pasquel(Zetas): Nos vamos de paseoo
[2021:05:03-14:24:05]  (Global) -> emanuel0721: es muy canson este man
[2021:05:03-14:24:07]  (Local) -> (LOCAL)[5]Pasquel(Zetas): pipipipi
[2021:05:03-14:24:19]  (Global) -> Pasquel(Zetas): jajajaja
[2021:05:03-14:24:24]  (Local) -> (LOCAL)[2]Pasquel(Zetas): oe
[2021:05:03-14:24:27]  (Global) -> emanuel0721: necesito curarme
[2021:05:03-14:24:35]  (Local) -> (LOCAL)[2]Pasquel(Zetas): ahora si le llegaron los 20k?
[2021:05:03-14:24:38]  ([Msg] de Gw?|Zetas| para Gomita|Z: cuanto le dieron?) -> nil
[2021:05:03-14:24:47]  (Global) -> emanuel0721: creo que si no me di cuenta :V
[2021:05:03-14:24:59]  (Local) -> (LOCAL)[2]Pasquel(Zetas): xd
[2021:05:03-14:25:06]  (Local) -> (LOCAL)[2]Pasquel(Zetas): lo van a warnear
[2021:05:03-14:25:08]  (Local) -> (LOCAL)[2]Pasquel(Zetas): xD
[2021:05:03-14:25:14]  (Local) -> (LOCAL)[2]Pasquel(Zetas): no use pacman
[2021:05:03-14:25:16]  (Global) -> emanuel0721: como asi
[2021:05:03-14:25:24]  (Global) -> emanuel0721: como?
[2021:05:03-14:25:29]  (Global) -> emanuel0721: jaajaja
[2021:05:03-14:25:31]  (Global) -> Pasquel(Zetas): mano no use el pacman
[2021:05:03-14:25:40]  (Global) -> Pasquel(Zetas): y hablemos por U
[2021:05:03-14:25:42]  (Local) -> (LOCAL)[2]emanuel0721: OK
[2021:05:03-14:25:55]  (Local) -> (LOCAL)[2]emanuel0721: QUE ES EL PACMAN
[2021:05:03-14:26:02]  (Local) -> (LOCAL)[2]emanuel0721: xd
[2021:05:03-14:26:29]  (Local) -> (LOCAL)[1]Pasquel(Zetas): SI SI
[2021:05:03-14:26:33]  (Local) -> (LOCAL)[1]Pasquel(Zetas): el :v
[2021:05:03-14:26:39]  (Local) -> (LOCAL)[1]Pasquel(Zetas): xd
[2021:05:03-14:26:53]  (Local) -> (LOCAL)[4]Gw?|Zetas|: UF
[2021:05:03-14:26:58]  (Local) -> (LOCAL)[4]Gw?|Zetas|: CJ ARAÑA
[2021:05:03-14:27:35]  (Local) -> (LOCAL)[4]Gw?|Zetas|: DENII|CAPU me arresta porfa
[2021:05:03-14:27:43]  (Global) -> Pasquel(Zetas): emanuel el pacman es el :v y no lo debe usar
[2021:05:03-14:28:01]  (Global) -> emanuel0721: ahhh
[2021:05:03-14:28:06]  (Global) -> emanuel0721: y porque
[2021:05:03-14:28:24]  (Local) -> (LOCAL)[1]Gw?|Zetas|: hola ;(
[2021:05:03-14:28:30]  (Local) -> (LOCAL)[1]Gomita|Z: ...
[2021:05:03-14:28:38]  (Local) -> (LOCAL)[1]Gomita|Z: xD
[2021:05:03-14:28:41]  (Local) -> (LOCAL)[3]$$GomezZETAS$$: este care chimbo
[2021:05:03-14:28:43]  (Local) -> (LOCAL)[1]Gw?|Zetas|: me perdonas :(
[2021:05:03-14:28:46]  (Local) -> (LOCAL)[1]Gomita|Z: aja
[2021:05:03-14:28:52]  (Local) -> (LOCAL)[2]Gw?|Zetas|: xd
[2021:05:03-14:28:59]  (Local) -> (LOCAL)[2]Gw?|Zetas|: cuanto le falta?
[2021:05:03-14:29:04]  (Local) -> (LOCAL)[2]Gomita|Z: 130
[2021:05:03-14:29:10]  (Local) -> (LOCAL)[3]Gw?|Zetas|: a mi 94 xd
[2021:05:03-14:29:57]  (Global) -> Pasquel(Zetas): xd
[2021:05:03-14:29:59]  (Global) -> emanuel0721: jajaja
[2021:05:03-14:30:21]  (Global) -> Mysto: Emannuel Eres nuevo??
[2021:05:03-14:30:29]  (Local) -> (LOCAL)[2]Gw?|Zetas|: estallemolas
[2021:05:03-14:30:39]  (Local) -> (LOCAL)[2]$$GomezZETAS$$: yyy
[2021:05:03-14:30:39]  (Local) -> (LOCAL)[2]Gw?|Zetas|: a
[2021:05:03-14:30:44]  (Local) -> (LOCAL)[1]$$GomezZETAS$$: uyyyyyyyyy
[2021:05:03-14:30:52]  (Global) -> emanuel0721: EHHH NO
[2021:05:03-14:31:10]  (Local) -> (LOCAL)[0]Mysto|EVG|: segunda vez que te veo por el server
[2021:05:03-14:31:19]  (Global) -> Mysto|EVG|: segunda vez que te veo en el server
[2021:05:03-14:31:26]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Llanerito'ELN': como?
[2021:05:03-14:31:30]  (Global) -> emanuel0721: ahh
[2021:05:03-14:31:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Llanerito'ELN': ahh hacele cogete 3
[2021:05:03-14:32:02]  (Global) -> Mysto|EVG|: xd
[2021:05:03-14:32:05]  (Global) -> Ivan_Duque_AUC:  ud puede ver  cuanto e falata pa subir de e nivel   a respeytado
[2021:05:03-14:32:14]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Llanerito'ELN': no
[2021:05:03-14:32:21]  (Global) -> Mysto|EVG|: como asi ¡
[2021:05:03-14:32:24]  (Global) -> Mysto|EVG|: ?
[2021:05:03-14:33:21]  (Global) -> $$GomezZETAS$$|#FFFFFFঔৣ☬: jajajajja
[2021:05:03-14:33:31]  (Global) -> Pasquel(Zetas): emanuel es nuevo dejelo sano ._.
[2021:05:03-14:33:34]  (Local) -> (LOCAL)[1]Mysto|EVG|: xd
[2021:05:03-14:33:34]  (Global) -> emanuel0721: joda ariel quien te llamo
[2021:05:03-14:33:53]  (Local) -> (LOCAL)[1]Gw?|Zetas|: hoy abandono CVR
[2021:05:03-14:33:58]  (Local) -> (LOCAL)[1]Gomita|Z: pq
[2021:05:03-14:34:10]  (Local) -> (LOCAL)[1]Gw?|Zetas|: moment estudiar
[2021:05:03-14:34:18]  (Global) -> Pasquel(Zetas): admin
[2021:05:03-14:34:23]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito'ELN': señor
[2021:05:03-14:34:23]  (Local) -> (LOCAL)[1]Gomita|Z: ya no va a jugar mas?
[2021:05:03-14:34:32]  (Global) -> Pasquel(Zetas): se me quedo bugeado lo de la gasolina
[2021:05:03-14:34:35]  (Local) -> (LOCAL)[1]Gw?|Zetas|: no depronto en unos meses
[2021:05:03-14:34:40]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito'ELN': te toca reconectar
