This file was generated by Console at 2021:05:15-00:00:00



[2021:05:15-00:00:00]  (Local) -> (LOCAL)[7]Miguel-paraco: oe
[2021:05:15-16:23:48]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: j
[2021:05:15-16:23:49]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: vamos
[2021:05:15-16:23:50]  (Local) -> (LOCAL)[2]elpanakris_pai: salten
[2021:05:15-16:23:50]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: al banco
[2021:05:15-16:23:51]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: y porq hp se cambia?
[2021:05:15-16:23:52]  (Global) -> ELBARTO_[CDG]|#1B2ABA������: DJLuis|CDG| pon guataba
[2021:05:15-16:23:52]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: porfavor
[2021:05:15-16:23:53]  (Global) -> Johndaddy: y que es lo basico?
[2021:05:15-16:23:56]  (Local) -> (LOCAL)[4]BajaPantys420|ELN: al banco
[2021:05:15-16:23:57]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: ajaj q monda
[2021:05:15-16:23:59]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: cambia de que?XD
[2021:05:15-16:24:00]  (Global) -> Maximiliano_007: BAJAPANTIS
[2021:05:15-16:24:03]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: se cambia sola
[2021:05:15-16:24:03]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: parcero ya 
[2021:05:15-16:24:05]  (Global) -> BajaPantys420|ELN: que
[2021:05:15-16:24:08]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: la arma
[2021:05:15-16:24:09]  (Global) -> BajaPantys420|ELN: vamos al banco
[2021:05:15-16:24:11]  (Global) -> #EB4E89hoka|#EB4E89ㅇㅅㅇ: IceWipe'ELN mande 20k
[2021:05:15-16:24:13]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: no se ponga a buscar pelea si ni sabe pvp
[2021:05:15-16:24:21]  (Local) -> (LOCAL)[1]Jazzy: ¿Trabajar
[2021:05:15-16:24:21]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: Mnrpatecumbias[6] Sos pro
[2021:05:15-16:24:23]  (Local) -> (LOCAL)[2]elpanakris_pai: no mk
[2021:05:15-16:24:23]  (Global) -> IceWipe'ELN|#EB4E89ㅇㅅㅇ: no tengo broder
[2021:05:15-16:24:29]  (Local) -> (LOCAL)[2]elpanakris_pai: acerquese a la puerta
[2021:05:15-16:24:30]  (Global) -> PipiNeitor320: PA MORIRME COMO LE HAGO
[2021:05:15-16:24:30]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: habla por chat
[2021:05:15-16:24:30]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: nao nao
[2021:05:15-16:24:31]  (Local) -> (LOCAL)[2]Maximiliano_007: SUBITRE
[2021:05:15-16:24:32]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: no soy,,,
[2021:05:15-16:24:33]  (Global) -> Johndaddy: ps no se
[2021:05:15-16:24:35]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: yo en ningu momento digue q era bueno
[2021:05:15-16:24:35]  (Local) -> (LOCAL)[2]elpanakris_pai: y salgase
[2021:05:15-16:24:39]  (Local) -> (LOCAL)[2]Maximiliano_007: TE VOY A DECIR ALGO
[2021:05:15-16:24:40]  (Global) -> Johndaddy: hay comando o algo?
[2021:05:15-16:24:41]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: no
[2021:05:15-16:24:45]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: dime aca
[2021:05:15-16:24:48]  (Local) -> (LOCAL)[2]elpanakris_pai: pa morirse es con /kill
[2021:05:15-16:24:52]  (Local) -> (LOCAL)[1]JuanJuan'ELN: vamo por duque
[2021:05:15-16:24:52]  (Global) -> IceWipe'ELN|#EB4E89ㅇㅅㅇ: #000000Austin[6] tu eres un puto nub como yo
[2021:05:15-16:24:53]  (Local) -> (LOCAL)[1]Jazzy: sigueme y te llevo a donde los buses
[2021:05:15-16:24:53]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: naaa
[2021:05:15-16:24:56]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: mi cara cuando
[2021:05:15-16:24:58]  (Global) -> SANTI|CDG|: #4B3001Naruto|ZETAS NO DEJA TRABAJAR ADMIN
[2021:05:15-16:24:59]  (Global) -> PipiNeitor320: relajao ya le llego
[2021:05:15-16:25:01]  (Local) -> (LOCAL)[2]KING[ELN]: cuidado con lo que hace
[2021:05:15-16:25:03]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: dime por chat
[2021:05:15-16:25:04]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: claro
[2021:05:15-16:25:08]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Que pasa
[2021:05:15-16:25:08]  (Local) -> (LOCAL)[2]Maximiliano_007: ME MATAS 15 VESES Y ME DAS 150K
[2021:05:15-16:25:16]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: ehh
[2021:05:15-16:25:20]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: espera
[2021:05:15-16:25:21]  (Global) -> DJLuis|CDG||#1B2ABA������: SANTI|CDG|  HAI ESTA TU TEMA XD
[2021:05:15-16:25:29]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: Quien Me Enseña PvP
[2021:05:15-16:25:31]  (Global) -> IceWipe'ELN|#EB4E89ㅇㅅㅇ: hai
[2021:05:15-16:25:44]  (Local) -> (LOCAL)[4]JuanJuan'ELN: cubra
[2021:05:15-16:25:45]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: si te mato 15 veces son 120k
[2021:05:15-16:25:49]  (Local) -> (LOCAL)[2]Maximiliano_007: OK
[2021:05:15-16:25:53]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: dale
[2021:05:15-16:25:53]  (Local) -> (LOCAL)[2]KING[ELN]: dele
[2021:05:15-16:25:54]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: pero
[2021:05:15-16:25:56]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: en duelo
[2021:05:15-16:26:06]  (Local) -> (LOCAL)[2]Maximiliano_007: NO ACI NORMAL
[2021:05:15-16:26:06]  (Local) -> (LOCAL)[2]KING[ELN]: delen
[2021:05:15-16:26:08]  (Global) -> Johndaddy: gracias bro
[2021:05:15-16:26:09]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: no
[2021:05:15-16:26:10]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: QUIEN PA DUELO
[2021:05:15-16:26:11]  (Local) -> (LOCAL)[3]IceWipe'ELN: jijijijijiji
[2021:05:15-16:26:13]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: por que asi me puedes arrestar
[2021:05:15-16:26:16]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: para q me enseñe
[2021:05:15-16:26:23]  (Local) -> (LOCAL)[3]OMAR25.ZETAS: mariks
[2021:05:15-16:26:23]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: yo te doy 120k y yo subo el rango
[2021:05:15-16:26:25]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: dale
[2021:05:15-16:26:25]  (Local) -> (LOCAL)[3]IceWipe'ELN: ud
[2021:05:15-16:26:28]  (Local) -> (LOCAL)[3]OMAR25.ZETAS: ud
[2021:05:15-16:26:30]  (Local) -> (LOCAL)[3]IceWipe'ELN: y su papà
[2021:05:15-16:26:32]  (Local) -> (LOCAL)[2]Maximiliano_007: mano hagale
[2021:05:15-16:26:38]  (Local) -> (LOCAL)[1]AGENTE777: si ese es
[2021:05:15-16:26:38]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: acepta
[2021:05:15-16:26:46]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: acepta
[2021:05:15-16:26:54]  (Global) -> DJLuis|CDG||#1B2ABA������: DJLuis|CDG| PIDA SUS TEMA <3
[2021:05:15-16:26:57]  (Local) -> (LOCAL)[1]Maximiliano_007: no me deja
[2021:05:15-16:26:58]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: acepta el duelo
[2021:05:15-16:26:59]  (Local) -> (LOCAL)[1]AGENTE777: cuando el jugador tiene estrellas se le pega con el taser
[2021:05:15-16:27:04]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: /aceptarduelo
[2021:05:15-16:27:07]  (Team - Law Enforcement) -> (TEAM)Maximiliano_007: /aceptarduelo
[2021:05:15-16:27:09]  (Local) -> (LOCAL)[1]JuanJuan'ELN: casi no se sube no
[2021:05:15-16:27:10]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: con la T
[2021:05:15-16:27:13]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: escribe con
[2021:05:15-16:27:15]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: T
[2021:05:15-16:27:15]  (Local) -> (LOCAL)[1]AGENTE777: y cuando esta el el suelo se le pega con el palo de tombo
[2021:05:15-16:27:20]  (Local) -> (LOCAL)[1]IceWipe'ELN: jajaja
[2021:05:15-16:27:20]  (Local) -> (LOCAL)[1]xXstokXx: hey
[2021:05:15-16:27:20]  (Local) -> (LOCAL)[1]JuanJuan'ELN: sori papi
[2021:05:15-16:27:24]  (Local) -> (LOCAL)[1]AGENTE777: el palo esta en la comisaria
[2021:05:15-16:27:28]  (Local) -> (LOCAL)[2]OMAR25.ZETAS: xd
[2021:05:15-16:27:28]  (Local) -> (LOCAL)[1]AGENTE777: entendio??
[2021:05:15-16:27:29]  (Local) -> (LOCAL)[1]SANTI|CDG|: donde lo llevo
[2021:05:15-16:27:36]  (Local) -> (LOCAL)[1]xXstokXx: al hospital
[2021:05:15-16:27:39]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: DJLuis|CDG| pongase Usuario desconocido de Buhodermia
[2021:05:15-16:27:46]  (Local) -> (LOCAL)[1]JuanJuan'ELN: eee
[2021:05:15-16:27:49]  (Global) -> letra(PEYETA)ELN|#9800D1GDT!: qn puso a pirlo
[2021:05:15-16:27:55]  (Global) -> SeFiroT__.: oe loka
[2021:05:15-16:27:57]  (Global) -> letra(PEYETA)ELN|#9800D1GDT!: ese es amigo mio
[2021:05:15-16:27:58]  (Local) -> (LOCAL)[1]JuanJuan'ELN: cubrime
[2021:05:15-16:28:00]  (Global) -> ReY|Rs: oe
[2021:05:15-16:28:01]  (Local) -> (LOCAL)[1]JuanJuan'ELN: voa cagar
[2021:05:15-16:28:04]  (Local) -> (LOCAL)[2]xXstokXx: grax
[2021:05:15-16:28:04]  (Global) -> DJLuis|CDG||#1B2ABA������: bueno
[2021:05:15-16:28:06]  (Local) -> (LOCAL)[1]IceWipe'ELN: va
[2021:05:15-16:28:08]  (Local) -> (LOCAL)[1]SANTI|CDG|: ok manito
[2021:05:15-16:28:09]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: mi mama lo puso
[2021:05:15-16:28:13]  (Local) -> (LOCAL)[1]JuanJuan'ELN: ojop ps yo vere
[2021:05:15-16:28:16]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: Ya te paso la plata
[2021:05:15-16:28:17]  (Local) -> (LOCAL)[3]elpanakris_pai: oe
[2021:05:15-16:28:19]  (Global) -> SeFiroT__.: vamos a vender perika o miedo 
[2021:05:15-16:28:21]  (Local) -> (LOCAL)[1]IceWipe'ELN: me extraña araña
[2021:05:15-16:28:22]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: 8x3
[2021:05:15-16:28:27]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: 24
[2021:05:15-16:28:28]  (Global) -> OMAR25.ZETAS: calla qlo
[2021:05:15-16:28:30]  (Global) -> ReY|Rs: Uno no saca nada de eso .-.
[2021:05:15-16:28:31]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: VENDO DROGA DE F7
[2021:05:15-16:28:54]  (Local) -> (LOCAL)[1]Maximiliano_007: pasa los 24k
[2021:05:15-16:28:56]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: ahi te la mande
[2021:05:15-16:28:59]  (Global) -> PipiNeitor320: MK
[2021:05:15-16:29:00]  (Local) -> (LOCAL)[1]Maximiliano_007: espera los guardo
[2021:05:15-16:29:01]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: otra que
[2021:05:15-16:29:03]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: noo
[2021:05:15-16:29:05]  (Global) -> PipiNeitor320: APARECI EN LA MIERDA
[2021:05:15-16:29:07]  (Global) -> PipiNeitor320: JAJAJAJA
[2021:05:15-16:29:07]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: dale asi
[2021:05:15-16:29:22]  (Global) -> PipiNeitor320: FORST CARSON :(
[2021:05:15-16:29:24]  (Local) -> (LOCAL)[1]xXstokXx: pa donde va
[2021:05:15-16:29:25]  (Local) -> (LOCAL)[0]Johndaddy: wu
[2021:05:15-16:29:26]  (Global) -> SeFiroT__.: suba
[2021:05:15-16:29:34]  (Law) -> DrabSun55: babbuni
[2021:05:15-16:29:34]  (Law) -> (LAW)DrabSun55: #ffffffbabbuni
[2021:05:15-16:29:40]  (Global) -> Juanma-_-'ELN'|#F2008E卍: '#ff0000 EJERCITO DE LIBERACION NACIONAL #00ff00 [ELN] Recluta Nuevos miembros'
[2021:05:15-16:30:05]  (Local) -> (LOCAL)[2]Maximiliano_007: ponga duelo
[2021:05:15-16:30:06]  (Global) -> ReY|Rs: ?
[2021:05:15-16:30:18]  (Global) -> SeFiroT__.: no se que hacemos?
[2021:05:15-16:30:32]  (Global) -> ReY|Rs: Pvp A Kanife en freeRoam
[2021:05:15-16:30:41]  (Local) -> (LOCAL)[1]xXstokXx: lo llevo o que
[2021:05:15-16:30:43]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: acepta
[2021:05:15-16:30:48]  (Global) -> Juanma-_-'ELN'|#F2008E卍: #000000 ok
[2021:05:15-16:30:48]  (Global) -> SeFiroT__.: hagale 
[2021:05:15-16:30:50]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Pongase una canción de Linkin Park
[2021:05:15-16:30:55]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Pongase Numb
[2021:05:15-16:30:58]  (Global) -> ReY|Rs: Vamos al otro sercer
[2021:05:15-16:31:00]  (Global) -> ReY|Rs: server
[2021:05:15-16:31:08]  (Global) -> OMAR25.ZETAS: mankita
[2021:05:15-16:31:13]  (Global) -> DJLuis|CDG||#1B2ABA������: voy
[2021:05:15-16:31:24]  (Global) -> Austin|#EB4E89ㅇㅅㅇ: OMAR25.ZETAS[6] El Pro
[2021:05:15-16:31:29]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: ey que temazooo
[2021:05:15-16:31:31]  (Global) -> AGENTE777: compro dt
[2021:05:15-16:31:36]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: si quieres me hago el muerto para que me quieras
[2021:05:15-16:31:40]  (Global) -> OMAR25.ZETAS: mas nada
[2021:05:15-16:31:43]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: ya te los paso
[2021:05:15-16:31:55]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: pero hagamos bastentes y cuando ya tengas bastante plata los guardas
[2021:05:15-16:32:03]  (Local) -> (LOCAL)[2]xXstokXx: quiubo
[2021:05:15-16:32:08]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: por que si vas a estar guardando eso cada vez que terminemos nos demoramos muchos
[2021:05:15-16:32:09]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: hola
[2021:05:15-16:32:15]  (Local) -> (LOCAL)[1]elpanakris_pai: oe mk
[2021:05:15-16:32:17]  (Global) -> PipiNeitor320: oe
[2021:05:15-16:32:19]  (Local) -> (LOCAL)[1]elpanakris_pai: jaja
[2021:05:15-16:32:21]  (Global) -> duquehpparaco: como coloco un parlante a mi carro?
[2021:05:15-16:32:21]  (Local) -> (LOCAL)[2]xXstokXx: que hacen
[2021:05:15-16:32:22]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: ahi te los mande
[2021:05:15-16:32:22]  (Local) -> (LOCAL)[2]Maximiliano_007: pero si me matas no me quitan mi plata
[2021:05:15-16:32:25]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: no
[2021:05:15-16:32:26]  (Global) -> PipiNeitor320: pense que me queria matar
[2021:05:15-16:32:28]  (Global) -> PipiNeitor320: JKAJKAJAKKA
[2021:05:15-16:32:31]  (Local) -> (LOCAL)[1]elpanakris_pai: no mk
[2021:05:15-16:32:31]  (Local) -> (LOCAL)[2]Maximiliano_007: ok
[2021:05:15-16:32:35]  (Global) -> John: omg
[2021:05:15-16:32:35]  (Global) -> PipiNeitor320: PONGA 
[2021:05:15-16:32:35]  (Local) -> (LOCAL)[1]elpanakris_pai: soy el que lo estaba
[2021:05:15-16:32:39]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: duquehpparaco /sound
[2021:05:15-16:32:42]  (Global) -> OMAR25.ZETAS: algun mamaguevo
[2021:05:15-16:32:45]  (Local) -> (LOCAL)[1]elpanakris_pai: acompañar a comprar la skin
[2021:05:15-16:32:45]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: acepta
[2021:05:15-16:32:47]  (Local) -> (LOCAL)[2]xXstokXx: nos vemos despues
[2021:05:15-16:32:48]  (Global) -> John: mi buen hombre
[2021:05:15-16:32:50]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: dale
[2021:05:15-16:32:53]  (Global) -> John: puedo hablar con ud
[2021:05:15-16:32:54]  (Global) -> PipiNeitor320: PONGA /sound
[2021:05:15-16:32:56]  (Local) -> (LOCAL)[1]elpanakris_pai: ya no se acuerda o que jaja
[2021:05:15-16:32:59]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: acepta
[2021:05:15-16:33:01]  (Local) -> (LOCAL)[1]elpanakris_pai: me cambie de skin
[2021:05:15-16:33:01]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: /aceptarduelo
[2021:05:15-16:33:01]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: a
[2021:05:15-16:33:03]  (Local) -> (LOCAL)[0]BajaPantys420|ELN: con T
[2021:05:15-16:33:03]  (Local) -> (LOCAL)[1]IceWipe'ELN: full protection
[2021:05:15-16:33:05]  (Local) -> (LOCAL)[2]OMAR25.ZETAS: aggg no compre vida
[2021:05:15-16:33:06]  (Global) -> PipiNeitor320: y pone el CVR
[2021:05:15-16:33:09]  (Global) -> PipiNeitor320: AAAA
[2021:05:15-16:33:10]  (Global) -> John: ud es viejo por aca?
[2021:05:15-16:33:13]  (Local) -> (LOCAL)[2]OMAR25.ZETAS: sal cagada
[2021:05:15-16:33:13]  (Local) -> (LOCAL)[1]IceWipe'ELN: u know mr worldwide
[2021:05:15-16:33:15]  (Global) -> John: ajaja
[2021:05:15-16:33:16]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: si
[2021:05:15-16:33:16]  (Local) -> (LOCAL)[1]JuanJuan'ELN: casi me pelan
[2021:05:15-16:33:22]  (Local) -> (LOCAL)[1]Mnrpatecumbias: oe
[2021:05:15-16:33:24]  (Local) -> (LOCAL)[1]IceWipe'ELN: si pero me los pele
[2021:05:15-16:33:28]  (Global) -> John: me enseña?
[2021:05:15-16:33:29]  (Global) -> PipiNeitor320: perdon
[2021:05:15-16:33:29]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000CrudoMeansRaw: oe
[2021:05:15-16:33:30]  (Local) -> (LOCAL)[1]JuanJuan'ELN: asi es
[2021:05:15-16:33:32]  (Global) -> PipiNeitor320: KAKAKAKKAKAJKAJAJA
[2021:05:15-16:33:34]  (Local) -> (LOCAL)[1]Mnrpatecumbias: ud es el de el pvp?
[2021:05:15-16:33:35]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: q le enseño
[2021:05:15-16:33:36]  (Local) -> (LOCAL)[1]Mnrpatecumbias: verda?
[2021:05:15-16:33:41]  (Local) -> (LOCAL)[1]elpanakris_pai: jaja
[2021:05:15-16:33:43]  (Global) -> John: soy nuevo
[2021:05:15-16:33:43]  (Global) -> PipiNeitor320: Hora si
[2021:05:15-16:33:43]  (Local) -> (LOCAL)[1]elpanakris_pai: pa donde va
[2021:05:15-16:33:44]  (Global) -> John: bro
[2021:05:15-16:33:45]  (Global) -> PipiNeitor320: dele
[2021:05:15-16:33:45]  (Local) -> (LOCAL)[1]elpanakris_pai: lo llevo
[2021:05:15-16:33:45]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000CrudoMeansRaw: pvp? no nada
[2021:05:15-16:33:49]  (Local) -> (LOCAL)[1]Mnrpatecumbias: asg
[2021:05:15-16:33:50]  (Global) -> PipiNeitor320: a la skin
[2021:05:15-16:33:53]  (Local) -> (LOCAL)[1]Mnrpatecumbias: aa noo
[2021:05:15-16:33:54]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: q cosa de pvp
[2021:05:15-16:33:55]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: te quitaron plata?
[2021:05:15-16:33:55]  (Local) -> (LOCAL)[3]Mnrpatecumbias: es shadow
[2021:05:15-16:33:56]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: ahi esta trabajando
[2021:05:15-16:33:57]  (Local) -> (LOCAL)[3]Mnrpatecumbias: gracias
[2021:05:15-16:33:58]  (Local) -> (LOCAL)[2]Mnrpatecumbias: <3
[2021:05:15-16:33:59]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: haga plata
[2021:05:15-16:33:59]  (Local) -> (LOCAL)[1]JuanJuan'ELN: llevame a criminal
[2021:05:15-16:34:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000CrudoMeansRaw: ajaa
[2021:05:15-16:34:02]  (Local) -> (LOCAL)[2]Maximiliano_007: si
[2021:05:15-16:34:04]  (Local) -> (LOCAL)[3]JuanJuan'ELN: que tengo drift
[2021:05:15-16:34:04]  (Local) -> (LOCAL)[1]letra(PEYETA)ELN: para comprarse un carrito
[2021:05:15-16:34:07]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: pongase si queire jover figaro
[2021:05:15-16:34:08]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: no te creo
[2021:05:15-16:34:08]  (Local) -> (LOCAL)[1]IceWipe'ELN: ya voy
[2021:05:15-16:34:08]  (Global) -> John: oh
[2021:05:15-16:34:11]  (Global) -> DJLuis|CDG||#1B2ABA������: SejimO[CDG] HAI ESTA JEJJE XD
[2021:05:15-16:34:11]  (Local) -> (LOCAL)[2]OMAR25.ZETAS: quitense del camino cagadas
[2021:05:15-16:34:12]  (Local) -> (LOCAL)[2]Maximiliano_007: tengo 21600
[2021:05:15-16:34:15]  (Local) -> (LOCAL)[1]elpanakris_pai: aca
[2021:05:15-16:34:16]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: ah
[2021:05:15-16:34:18]  (Global) -> John: ud es mujer o homnbre
[2021:05:15-16:34:18]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: joven figaro*
[2021:05:15-16:34:23]  (Local) -> (LOCAL)[2]Maximiliano_007: dale tab
[2021:05:15-16:34:24]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: bueno entonces guardalas
[2021:05:15-16:34:26]  (Local) -> (LOCAL)[1]JuanJuan'ELN: .-.
[2021:05:15-16:34:27]  (Global) -> DONOSO|4K: #00ff00DONOSO ACTIVO PA
[2021:05:15-16:34:27]  (Local) -> (LOCAL)[3]letra(PEYETA)ELN: hombre XD
[2021:05:15-16:34:29]  (Local) -> (LOCAL)[3]letra(PEYETA)ELN: A
[2021:05:15-16:34:30]  (Team - Law Enforcement) -> (TEAM)Maximiliano_007: y mra
[2021:05:15-16:34:33]  (Global) -> John: mierda
[2021:05:15-16:34:36]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: SUBELE A ESOOOOOOOOOOOOOOOOOOOO
[2021:05:15-16:34:39]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: ey q
[2021:05:15-16:34:41]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: severo tema
[2021:05:15-16:35:03]  (Local) -> (LOCAL)[2]IceWipe'ELN: boff
[2021:05:15-16:35:06]  (Global) -> OMAR25.ZETAS: algun mamaguevo
[2021:05:15-16:35:09]  (Local) -> (LOCAL)[2]JuanJuan'ELN: kr
[2021:05:15-16:35:18]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Caugh in the undertown 
[2021:05:15-16:35:22]  (Local) -> (LOCAL)[1]KING[ELN]: APRENDA
[2021:05:15-16:35:26]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Become so numb so much more aware!
[2021:05:15-16:35:33]  (Global) -> BajaPantys420|ELN: que cancion mas makiaaa
[2021:05:15-16:35:35]  (Global) -> #7F7F7F|ADM||LG|#0064FFCurioso|CAPU|#18AED9カプガン: Vine a baniar a unos conche su madres
[2021:05:15-16:35:40]  (Global) -> Luis_Iriarte: jaja con dolble
[2021:05:15-16:35:43]  (Local) -> (LOCAL)[1]ElatedPaints94: oe
[2021:05:15-16:35:49]  (Local) -> (LOCAL)[1]buitrago: oe
[2021:05:15-16:35:49]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: Falling apart, right in front of you
[2021:05:15-16:35:56]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: acepta
[2021:05:15-16:35:57]  (Global) -> DJLuis|CDG||#1B2ABA������: XD
[2021:05:15-16:35:57]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: DJLuis|CDG| > f3 > Radio > Radio CVR
[2021:05:15-16:35:58]  (Local) -> (LOCAL)[2]IceWipe'ELN: curate
[2021:05:15-16:35:59]  (Local) -> (LOCAL)[1]elpanakris_pai: HACELE
[2021:05:15-16:36:02]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: el duelo
[2021:05:15-16:36:09]  (Local) -> (LOCAL)[2]Austin: ajaja
[2021:05:15-16:36:10]  (Global) -> DJLuis|CDG||#1B2ABA������: Mnrpatecumbias[6] q?
[2021:05:15-16:36:11]  (Global) -> PipiNeitor320: perdon otra vez
[2021:05:15-16:36:15]  (Global) -> PipiNeitor320: t
[2021:05:15-16:36:15]  (Global) -> DONOSO|4K: #00ff00SE VENDE OCEANIC Y BANSHEE
[2021:05:15-16:36:16]  (Local) -> (LOCAL)[1]elpanakris_pai: shh usted si es guebon jaja
[2021:05:15-16:36:19]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: acepta
[2021:05:15-16:36:19]  (Local) -> (LOCAL)[1]elpanakris_pai: hacele
[2021:05:15-16:36:21]  (Global) -> PipiNeitor320: JAJAJAJJAA
[2021:05:15-16:36:22]  (Local) -> (LOCAL)[3]ElatedPaints94: llevem
[2021:05:15-16:36:25]  (Local) -> (LOCAL)[2]Maximiliano_007: manda ote
[2021:05:15-16:36:25]  (Global) -> OMAR25.ZETAS: xdddddddddddddddddddddddddddddd
[2021:05:15-16:36:25]  (Local) -> (LOCAL)[1]elpanakris_pai: pa donde va
[2021:05:15-16:36:27]  (Local) -> (LOCAL)[1]KING[ELN]: APRENDA
[2021:05:15-16:36:27]  (Global) -> #7F7F7F|ADM|#FFFF00SejimO[CDG]|#1B2ABA������: And I know
