This file was generated by Console at 2021:06:14-00:00:02



[2021:06:14-00:00:02]  (Global) -> cacharrito.HP: PANTHER963(Z)
[2021:06:14-05:33:08]  (Local) -> (LOCAL)[3]Soltec: y me deja manejar
[2021:06:14-05:33:09]  (Local) -> (LOCAL)[2]HABLAME: eso que tiene xd
[2021:06:14-05:33:11]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021:06:14-05:33:13]  (Local) -> (LOCAL)[3]MenteMaestra: quien tiene gasofa
[2021:06:14-05:33:14]  (Local) -> (LOCAL)[2]HABLAME: yo tampoco
[2021:06:14-05:33:15]  (Local) -> (LOCAL)[3]Soltec: suabe
[2021:06:14-05:33:16]  ([Msg] de Skip~#~#00FF00|*| para fazza'2cb: pa toy pensando) -> nil
[2021:06:14-05:33:16]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: VEO ME MONTO
[2021:06:14-05:33:19]  (Global) -> RicardoPajass22: no soy vip no tengo plata jajasja
[2021:06:14-05:33:19]  (Local) -> (LOCAL)[2]CristianCDM: quiten una radio
[2021:06:14-05:33:19]  (Local) -> (LOCAL)[1]IDavid: ola
[2021:06:14-05:33:23]  (Local) -> (LOCAL)[2]HABLAME: xdd
[2021:06:14-05:33:24]  (Local) -> (LOCAL)[3]MenteMaestra: asofa Ã±ero
[2021:06:14-05:33:24]  (Local) -> (LOCAL)[2]HABLAME: oe mor
[2021:06:14-05:33:24]  (Local) -> (LOCAL)[3]Soltec: anda
[2021:06:14-05:33:25]  (Local) -> (LOCAL)[3]jReboll: o
[2021:06:14-05:33:25]  (Global) -> Stitches!~>||(CDG)|||#9D12D1í ½í¸ˆ: Radial[MP] AHHH SAPA HPT
[2021:06:14-05:33:26]  (Local) -> (LOCAL)[3]MenteMaestra: gasofa
[2021:06:14-05:33:26]  (Local) -> (LOCAL)[2]larrycaremonda: OLA
[2021:06:14-05:33:26]  (Local) -> (LOCAL)[2]HABLAME: cuanto te ganas ah
[2021:06:14-05:33:28]  (Global) -> Radial|#9800D1GDT!: Ey me pueden dar jail=
[2021:06:14-05:33:31]  (Local) -> (LOCAL)[2]HABLAME: ahi en cuanto time
[2021:06:14-05:33:33]  (Local) -> (LOCAL)[1]IDavid: k hace
[2021:06:14-05:33:34]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF0000tussy'2cb: na pa q se bajan
[2021:06:14-05:33:34]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: nea lo robaron
[2021:06:14-05:33:36]  (Global) -> Radial|#9800D1GDT!: Ey me pueden dar jail, porfavor
[2021:06:14-05:33:36]  (Global) -> RicardoPajass22: casi nada jsjajs
[2021:06:14-05:33:37]  (Global) -> Yavix|LMB|: x
[2021:06:14-05:33:38]  (Global) -> Soltec|#CBFF00âœ˜ : eieiei
[2021:06:14-05:33:38]  (Global) -> Oreo|PlayBoy|#CBFF00âœ˜ : nea lo robaron
[2021:06:14-05:33:39]  (Global) -> Yavix|LMB|: d
[2021:06:14-05:33:41]  (Local) -> (LOCAL)[2]HABLAME: cuanto
[2021:06:14-05:33:42]  (Local) -> (LOCAL)[1]larrycaremonda: na
[2021:06:14-05:33:46]  (Local) -> (LOCAL)[3]Soltec: veo
[2021:06:14-05:33:47]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: veo nos subimos
[2021:06:14-05:33:47]  (Global) -> Stitches!~>||(CDG)|||#9D12D1í ½í¸ˆ: Radial[MP] LE MANDO PAL /TELE?
[2021:06:14-05:33:49]  (Local) -> (LOCAL)[1]larrycaremonda: tu q
[2021:06:14-05:33:51]  (Local) -> (LOCAL)[2]Oreo|PlayBoy: venga
[2021:06:14-05:33:52]  (Local) -> (LOCAL)[2]BazucoPai!2cb: q se hizo aragan
[2021:06:14-05:33:54]  (Global) -> Radial|#9800D1GDT!: ahhh no, relax
[2021:06:14-05:33:55]  (Global) -> RicardoPajass22: por
[2021:06:14-05:33:56]  (Local) -> (LOCAL)[3]fazza'2cb: nose
[2021:06:14-05:33:57]  (Local) -> (LOCAL)[2]Oreo|PlayBoy: venga
[2021:06:14-05:33:57]  (Local) -> (LOCAL)[1]HABLAME: dime
[2021:06:14-05:34:00]  (Local) -> (LOCAL)[1]IDavid: xd
[2021:06:14-05:34:02]  (Local) -> (LOCAL)[2]Soltec: venga
[2021:06:14-05:34:04]  (Local) -> (LOCAL)[4]fazza'2cb: dele a ese hp autista
[2021:06:14-05:34:07]  (Global) -> Javi'ELN': hola aca esta carlos?
[2021:06:14-05:34:10]  (Local) -> (LOCAL)[1]IDavid: aprendiendo a dar pvp
[2021:06:14-05:34:11]  (Local) -> (LOCAL)[2]Oreo|PlayBoy: jj
[2021:06:14-05:34:12]  (Global) -> RicardoPajass22: como 13k por pedido ajaj
[2021:06:14-05:34:15]  (Local) -> (LOCAL)[2]Soltec: dediqueme un caÃ±onazo
[2021:06:14-05:34:15]  (Local) -> (LOCAL)[2]Oreo|PlayBoy: vamos a matar a tussy
[2021:06:14-05:34:18]  (Local) -> (LOCAL)[1]larrycaremonda: so q
[2021:06:14-05:34:19]  (Local) -> (LOCAL)[1]HABLAME: ycuantos pedidos haces
[2021:06:14-05:34:22]  (Local) -> (LOCAL)[3]MenteMaestra: parchen luca para tankear
[2021:06:14-05:34:23]  (Local) -> (LOCAL)[1]HABLAME: son largos?
[2021:06:14-05:34:25]  (Local) -> (LOCAL)[1]HABLAME: xd
[2021:06:14-05:34:26]  (Local) -> (LOCAL)[3]Soltec: no
[2021:06:14-05:34:26]  (Local) -> (LOCAL)[1]IDavid: k
[2021:06:14-05:34:32]  (Local) -> (LOCAL)[1]larrycaremonda: pvp
[2021:06:14-05:34:32]  (Local) -> (LOCAL)[2]Granpa_Doggy: Oeee
[2021:06:14-05:34:33]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: ocampo dele luka pa tankiar
[2021:06:14-05:34:33]  (Local) -> (LOCAL)[3]MenteMaestra: bajense perras
[2021:06:14-05:34:36]  (Global) -> RicardoPajass22: son infinitos ajaj
[2021:06:14-05:34:43]  (Global) -> RicardoPajass22: usted es vip?
[2021:06:14-05:34:43]  (Local) -> (LOCAL)[2]Granpa_Doggy: Son banda o que
[2021:06:14-05:34:43]  (Local) -> (LOCAL)[1]IDavid: si
[2021:06:14-05:34:46]  (Local) -> (LOCAL)[4]fazza'2cb: q cringe me dan los jugadores de este sv
[2021:06:14-05:34:46]  (Local) -> (LOCAL)[2]LG_jhonnyculeo_gaviria: oe
[2021:06:14-05:34:46]  (Local) -> (LOCAL)[1]IDavid: soi nuevo
[2021:06:14-05:34:48]  (Local) -> (LOCAL)[1]larrycaremonda: plomo va plomo
[2021:06:14-05:34:50]  (Local) -> (LOCAL)[5]pene~>w<: xddd
[2021:06:14-05:34:51]  (Local) -> (LOCAL)[3]#7F7F7F|LG|#FF0000tussy'2cb: ok
[2021:06:14-05:34:52]  (Local) -> (LOCAL)[1]larrycaremonda: o q
[2021:06:14-05:34:53]  (Local) -> (LOCAL)[1]IDavid: xd
[2021:06:14-05:34:55]  (Local) -> (LOCAL)[1]IDavid: aver
[2021:06:14-05:34:57]  (Local) -> (LOCAL)[1]HABLAME: ahi le mande
[2021:06:14-05:34:58]  (Local) -> (LOCAL)[2]LG_jhonnyculeo_gaviria: sizas
[2021:06:14-05:34:59]  (Local) -> (LOCAL)[1]HABLAME: unas luquitas
[2021:06:14-05:35:00]  (Local) -> (LOCAL)[1]Radial: Que le dije Ã±ero
[2021:06:14-05:35:01]  (Local) -> (LOCAL)[2]Oreo|PlayBoy: vamos a tankiar
[2021:06:14-05:35:02]  (Local) -> (LOCAL)[3]BazucoPai!2cb: wi
[2021:06:14-05:35:06]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: xdd
[2021:06:14-05:35:06]  (Local) -> (LOCAL)[2]Granpa_Doggy: deje el visaje pues nunca tuvo fierro
[2021:06:14-05:35:08]  (Local) -> (LOCAL)[3]Soltec: tankie esto
[2021:06:14-05:35:08]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: jsjs
[2021:06:14-05:35:08]  (Local) -> (LOCAL)[3]MenteMaestra: Ã±ero
[2021:06:14-05:35:08]  (Local) -> (LOCAL)[1]Radial: por eso no la vendo
[2021:06:14-05:35:10]  (Local) -> (LOCAL)[3]MenteMaestra: tankeeme la nabe
[2021:06:14-05:35:11]  (Local) -> (LOCAL)[1]HABLAME: dpara ahorrrle unas cuantas
[2021:06:14-05:35:11]  (Local) -> (LOCAL)[1]Radial: es unica
[2021:06:14-05:35:13]  (Local) -> (LOCAL)[1]HABLAME: xd
[2021:06:14-05:35:14]  (Local) -> (LOCAL)[1]IDavid: acepta xd
[2021:06:14-05:35:15]  (Global) -> RicardoPajass22: grax mano 
[2021:06:14-05:35:17]  (Local) -> (LOCAL)[3]fazza'2cb: me das recluterÂ¿
[2021:06:14-05:35:18]  (Local) -> (LOCAL)[1]HABLAME: la bna mor
[2021:06:14-05:35:18]  (Local) -> (LOCAL)[1]larrycaremonda: eso pa q
[2021:06:14-05:35:18]  (Local) -> (LOCAL)[1]Radial: esta morada
[2021:06:14-05:35:19]  (Local) -> (LOCAL)[4]Soltec: @ocampo
[2021:06:14-05:35:22]  (Local) -> (LOCAL)[0]#00146C|#A4B5FFPROD#00146C|#FF0000ElMasFumondeantioquia: a
[2021:06:14-05:35:22]  (Local) -> (LOCAL)[1]IDavid: cero toxic plos
[2021:06:14-05:35:23]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: le doy 20
[2021:06:14-05:35:23]  (Local) -> (LOCAL)[1]Radial: es hand de balaclava
[2021:06:14-05:35:27]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: lucas en nequi
[2021:06:14-05:35:29]  (Local) -> (LOCAL)[2]jReboll: oe
[2021:06:14-05:35:30]  (Local) -> (LOCAL)[1]Radial: uy no
[2021:06:14-05:35:31]  (Local) -> (LOCAL)[1]IDavid: es un duelo con las mismas armas xd
[2021:06:14-05:35:32]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: por la cuenta
[2021:06:14-05:35:33]  (Local) -> (LOCAL)[2]Zoro059[Zetas]: si
[2021:06:14-05:35:34]  (Local) -> (LOCAL)[5]Soltec: ocampo
[2021:06:14-05:35:36]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: suba+ Ã±ero
[2021:06:14-05:35:36]  (Global) -> #7F7F7F|DJ|#FF5C00CAMPO:  DJ CAMPO TRANSMTIIENDO - PRENDAN LA RAIDO.
[2021:06:14-05:35:37]  (Local) -> (LOCAL)[3]jReboll: le vemdo
[2021:06:14-05:35:37]  (Local) -> (LOCAL)[1]Radial: pere
[2021:06:14-05:35:37]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: subase
[2021:06:14-05:35:38]  (Local) -> (LOCAL)[1]IDavid: y nos dan chleco
[2021:06:14-05:35:41]  (Local) -> (LOCAL)[3]pene~>w<: orecio
[2021:06:14-05:35:43]  (Local) -> (LOCAL)[3]pene~>w<: p
[2021:06:14-05:35:47]  (Local) -> (LOCAL)[3]jReboll: 7.5
[2021:06:14-05:35:47]  (Local) -> (LOCAL)[5]Oreo|PlayBoy: vamos en este
[2021:06:14-05:35:50]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: suba pobre
[2021:06:14-05:35:52]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: escuchemos
[2021:06:14-05:35:53]  (Local) -> (LOCAL)[1]Carrancho|2cb|: donde lo llevo
[2021:06:14-05:35:54]  (Local) -> (LOCAL)[1]larrycaremonda: bacano
[2021:06:14-05:35:54]  (Local) -> (LOCAL)[1]Radial: tengo 3 palos en el banco
[2021:06:14-05:35:55]  (Local) -> (LOCAL)[3]jReboll: vale 9 en la tienda
[2021:06:14-05:35:55]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00CAMPO: VOY A TRABAJAR DE PILOTO
[2021:06:14-05:35:55]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: el bb
[2021:06:14-05:35:55]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: ell preview extenso
[2021:06:14-05:35:57]  (Local) -> (LOCAL)[3]pene~>w<: cuanto corre
[2021:06:14-05:35:57]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: de loq viene
[2021:06:14-05:35:58]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00CAMPO: HABLAMOS DESPUES
[2021:06:14-05:36:00]  (Local) -> (LOCAL)[3]pene~>w<: aver
[2021:06:14-05:36:00]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: escuche mano
[2021:06:14-05:36:00]  (Local) -> (LOCAL)[4]jReboll: 220
[2021:06:14-05:36:00]  (Local) -> (LOCAL)[2]CristianCDM: Si esta hablando no se le escucha ni mierda
[2021:06:14-05:36:01]  (Local) -> (LOCAL)[5]MenteMaestra: que va
[2021:06:14-05:36:02]  (Local) -> (LOCAL)[1]juanDA_Zetas-Cali: a busetros
[2021:06:14-05:36:03]  (Local) -> (LOCAL)[1]larrycaremonda: /aceptarduelo
[2021:06:14-05:36:04]  (Local) -> (LOCAL)[4]pene~>w<: uym
[2021:06:14-05:36:05]  (Local) -> (LOCAL)[1]Radial: tengo helicoptero
[2021:06:14-05:36:06]  (Global) -> Granpa_Doggy: Campo como?
[2021:06:14-05:36:09]  (Local) -> (LOCAL)[1]Radial: casa
[2021:06:14-05:36:09]  (Global) -> Crepyyuya: busco clan
[2021:06:14-05:36:10]  (Local) -> (LOCAL)[1]juanDA_Zetas-Cali: pero termine su ruta
[2021:06:14-05:36:10]  (Local) -> (LOCAL)[1]IDavid: espera
[2021:06:14-05:36:11]  (Local) -> (LOCAL)[4]pene~>w<: recibe intercambio?
[2021:06:14-05:36:11]  (Local) -> (LOCAL)[4]Soltec: tankie
[2021:06:14-05:36:13]  (Global) -> #7F7F7F|DJ|#FF5C00CAMPO:  ?
[2021:06:14-05:36:13]  (Global) -> Crepyyuya: que sea de araganes
[2021:06:14-05:36:14]  (Local) -> (LOCAL)[1]larrycaremonda: aja
[2021:06:14-05:36:15]  (Local) -> (LOCAL)[4]jReboll: no
[2021:06:14-05:36:15]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: casa?
[2021:06:14-05:36:18]  (Local) -> (LOCAL)[4]pene~>w<: ai
[2021:06:14-05:36:18]  (Local) -> (LOCAL)[1]Radial: un turismo
[2021:06:14-05:36:20]  (Global) -> Granpa_Doggy: prendo la radio
[2021:06:14-05:36:21]  (Local) -> (LOCAL)[4]jReboll: pq me voy del sv
[2021:06:14-05:36:22]  (Local) -> (LOCAL)[1]Carrancho|2cb|: listo
[2021:06:14-05:36:22]  (Local) -> (LOCAL)[1]Radial: una casa
[2021:06:14-05:36:23]  (Global) -> Brayan_Alberto: Las auc de colombia
[2021:06:14-05:36:23]  (Local) -> (LOCAL)[1]Radial: XD
[2021:06:14-05:36:27]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: piye
[2021:06:14-05:36:27]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: ahh xd
[2021:06:14-05:36:27]  (Local) -> (LOCAL)[1]IDavid: ya
[2021:06:14-05:36:28]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: escucheen
[2021:06:14-05:36:28]  (Local) -> (LOCAL)[3]Zoro059[Zetas]: a
[2021:06:14-05:36:30]  (Global) -> #7F7F7F|DJ|#FF5C00CAMPO:  ESCRIBE /bafle
[2021:06:14-05:36:32]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: DONDE
[2021:06:14-05:36:33]  (Local) -> (LOCAL)[1]IDavid: ahora en la global
[2021:06:14-05:36:33]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: almighty x kein roldan
[2021:06:14-05:36:38]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: 35?
[2021:06:14-05:36:40]  (Local) -> (LOCAL)[1]IDavid: pone eso
[2021:06:14-05:36:40]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: kein
[2021:06:14-05:36:43]  (Local) -> (LOCAL)[1]Losfer: ta mela
[2021:06:14-05:36:45]  (Local) -> (LOCAL)[0]Randall...!: mm ya
[2021:06:14-05:36:45]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: uf mano
[2021:06:14-05:36:50]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: igual la tuya bro
[2021:06:14-05:36:50]  (Local) -> (LOCAL)[1]Splishbomm22: a
[2021:06:14-05:36:50]  (Global) -> Randall...!|#9D12D1í ½í¸ˆ: mm ya
[2021:06:14-05:36:51]  (Local) -> (LOCAL)[1]Radial: 40 y todo es suyo
[2021:06:14-05:36:53]  (Local) -> (LOCAL)[1]sofia: ola
[2021:06:14-05:36:54]  (Local) -> (LOCAL)[9]fazza'2cb: Q
[2021:06:14-05:36:54]  (Local) -> (LOCAL)[3]Soltec: kein roldan
[2021:06:14-05:36:55]  (Local) -> (LOCAL)[1]Splishbomm22: metase a voz
[2021:06:14-05:36:56]  (Local) -> (LOCAL)[1]Radial: pero que sea verdad pa
[2021:06:14-05:36:56]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: 35
[2021:06:14-05:36:58]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: pongala otra vez
[2021:06:14-05:36:59]  (Global) -> Granpa_Doggy: Listo
[2021:06:14-05:37:01]  (Local) -> (LOCAL)[1]sofia: quien sos
[2021:06:14-05:37:01]  (Local) -> (LOCAL)[1]Radial: hagale pues
[2021:06:14-05:37:03]  (Local) -> (LOCAL)[3]Zoro059[Zetas]: yo tengo 7 pero estoy ahorrando pa el turismo
[2021:06:14-05:37:03]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00KevinOcampo: no chupelo
[2021:06:14-05:37:03]  (Local) -> (LOCAL)[1]Losfer: si esta recien
[2021:06:14-05:37:04]  (Local) -> (LOCAL)[4]larrycaremonda: y q no me deja
[2021:06:14-05:37:07]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: jaj
[2021:06:14-05:37:08]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: pa que me deje para el relog del cucho
[2021:06:14-05:37:10]  (Local) -> (LOCAL)[1]Juanda'2cb: juanda
[2021:06:14-05:37:10]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: eso esta bien
[2021:06:14-05:37:12]  (Local) -> (LOCAL)[4]fazza'2cb: XD?
[2021:06:14-05:37:12]  (Local) -> (LOCAL)[1]Juanda'2cb: ya
[2021:06:14-05:37:13]  (Local) -> (LOCAL)[1]sofia: ah xD
[2021:06:14-05:37:14]  (Local) -> (LOCAL)[3]jReboll: este es mejor no ve q corre mas
[2021:06:14-05:37:16]  (Local) -> (LOCAL)[3]larrycaremonda: bacano
[2021:06:14-05:37:17]  (Local) -> (LOCAL)[1]Losfer: venga y las probamos
[2021:06:14-05:37:17]  (Local) -> (LOCAL)[2]Stitches!~>||(CDG)||: pero espereme hasta el 29 vale?
[2021:06:14-05:37:19]  (Local) -> (LOCAL)[1]BenjaRios[2cb]: el esfuerzo vale la pena
[2021:06:14-05:37:20]  (Local) -> (LOCAL)[3]MenteMaestra: cuando sale eos
[2021:06:14-05:37:24]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: esuchce
[2021:06:14-05:37:24]  (Local) -> (LOCAL)[3]IDavid: aaa
[2021:06:14-05:37:26]  (Local) -> (LOCAL)[2]jReboll: se lo dejo a 7
[2021:06:14-05:37:27]  (Local) -> (LOCAL)[1]pene~>w<: xddd
[2021:06:14-05:37:27]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: la aprte de almiry
[2021:06:14-05:37:28]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: aaaaaaaaaaaaaaa
[2021:06:14-05:37:29]  (Local) -> (LOCAL)[3]Soltec: no escucho
[2021:06:14-05:37:29]  (Local) -> (LOCAL)[1]Radial: listo
[2021:06:14-05:37:33]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: la gasofa pirbo
[2021:06:14-05:37:35]  (Local) -> (LOCAL)[1]Radial: lo espero pues, pero serio
[2021:06:14-05:37:37]  (Local) -> (LOCAL)[1]sofia: unete a un canal
[2021:06:14-05:37:37]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: tiene whassap o algo?
[2021:06:14-05:37:38]  (Local) -> (LOCAL)[3]HABLAME: per
[2021:06:14-05:37:38]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF0000tussy'2cb: mio
[2021:06:14-05:37:39]  (Local) -> (LOCAL)[7]fazza'2cb: na
[2021:06:14-05:37:40]  (Local) -> (LOCAL)[3]HABLAME: pene
[2021:06:14-05:37:41]  (Local) -> (LOCAL)[3]pene~>w<: yo
[2021:06:14-05:37:42]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF0000tussy'2cb: pero no se bajen naa
[2021:06:14-05:37:42]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: szs serio
[2021:06:14-05:37:44]  (Local) -> (LOCAL)[1]Radial: pq ud sabe que no falta el que ofertetambien
[2021:06:14-05:37:48]  (Local) -> (LOCAL)[2]fazza'2cb: no nos pise
[2021:06:14-05:37:48]  (Local) -> (LOCAL)[3]HABLAME: como estas bb
[2021:06:14-05:37:51]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: kita eso
[2021:06:14-05:37:51]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: szs
[2021:06:14-05:37:51]  (Local) -> (LOCAL)[1]Radial: si, 3146573457
[2021:06:14-05:37:51]  (Local) -> (LOCAL)[3]pene~>w<: bn
[2021:06:14-05:37:52]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: bobo hpta
[2021:06:14-05:37:52]  (Local) -> (LOCAL)[3]MenteMaestra: quien puso la radio
[2021:06:14-05:37:53]  (Local) -> (LOCAL)[3]pene~>w<: >w<
[2021:06:14-05:37:54]  (Local) -> (LOCAL)[2]BazucoPai!2cb: mero aburre hay commo zombies quieto
[2021:06:14-05:37:56]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: jaja
[2021:06:14-05:37:57]  (Local) -> (LOCAL)[3]Oreo|PlayBoy: qn puso eso
[2021:06:14-05:37:59]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: pero relajao que yo me consigo eso
[2021:06:14-05:38:02]  (Local) -> (LOCAL)[2]Losfer: carrera hasta el fondo
[2021:06:14-05:38:02]  (Local) -> (LOCAL)[1]Juanda'2cb: musica 2
[2021:06:14-05:38:04]  (Local) -> (LOCAL)[3]Soltec: ud
[2021:06:14-05:38:05]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: si me lo deja en 7_
[2021:06:14-05:38:08]  (Local) -> (LOCAL)[2]Losfer: apenas
[2021:06:14-05:38:10]  (Local) -> (LOCAL)[1]jReboll: szs
[2021:06:14-05:38:14]  (Global) -> Losfer: yo diga 3
[2021:06:14-05:38:20]  (Local) -> (LOCAL)[2]pene~>w<: xddd
[2021:06:14-05:38:20]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: uff
[2021:06:14-05:38:21]  (Local) -> (LOCAL)[2]Losfer: 1
[2021:06:14-05:38:21]  (Local) -> (LOCAL)[3]Soltec: repitala
[2021:06:14-05:38:21]  (Local) -> (LOCAL)[3]HABLAME: ayaya
[2021:06:14-05:38:22]  (Local) -> (LOCAL)[3]MenteMaestra: vea este tema
[2021:06:14-05:38:23]  (Local) -> (LOCAL)[2]Losfer: 2
[2021:06:14-05:38:26]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: deje y voy al banco
[2021:06:14-05:38:26]  (Local) -> (LOCAL)[2]Losfer: 3
[2021:06:14-05:38:29]  (Local) -> (LOCAL)[1]jReboll: vamos
[2021:06:14-05:38:30]  (Global) -> Zoro059[Zetas]: barranquilla
[2021:06:14-05:38:32]  (Global) -> KM9: hola
[2021:06:14-05:38:36]  (Local) -> (LOCAL)[3]pene~>w<: oe
[2021:06:14-05:38:36]  (Global) -> KM9: vale
[2021:06:14-05:38:37]  (Local) -> (LOCAL)[2]Losfer: yo disparooo
[2021:06:14-05:38:37]  (Local) -> (LOCAL)[2]BenjaRios[2cb]: otra jasjaj
[2021:06:14-05:38:37]  (Local) -> (LOCAL)[1]vale: hola
[2021:06:14-05:38:40]  (Local) -> (LOCAL)[2]BenjaRios[2cb]: epa
[2021:06:14-05:38:40]  (Global) -> KM9: mamasita jajaj
[2021:06:14-05:38:41]  (Local) -> (LOCAL)[3]pene~>w<: m toco suicidarme
[2021:06:14-05:38:45]  (Local) -> (LOCAL)[1]vale: ush
[2021:06:14-05:38:46]  (Global) -> KM9: te llevo ?
[2021:06:14-05:38:49]  (Local) -> (LOCAL)[4]pene~>w<: prefiero eso a q m mate un pastuso
[2021:06:14-05:38:54]  (Local) -> (LOCAL)[4]Oreo|PlayBoy: ish
[2021:06:14-05:38:54]  (Local) -> (LOCAL)[1]Juanda'2cb: esas o las cambio
[2021:06:14-05:38:56]  (Local) -> (LOCAL)[1]vale: no gracias
[2021:06:14-05:38:56]  (Global) -> MenteMaestra|#9800D1GDT!: baÃ±aito y oloroso con el bicho afeitao
[2021:06:14-05:38:57]  (Global) -> RightTowtruck75: que mas compa
[2021:06:14-05:38:57]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: hptas postes
[2021:06:14-05:38:57]  (Local) -> (LOCAL)[3]Soltec: jay
[2021:06:14-05:39:01]  (Local) -> (LOCAL)[3]fazza'2cb: xd
[2021:06:14-05:39:01]  (Local) -> (LOCAL)[1]Juanda'2cb: mire las llantas
[2021:06:14-05:39:03]  (Local) -> (LOCAL)[1]Acid2: nada mani q hace
[2021:06:14-05:39:10]  (Local) -> (LOCAL)[1]jReboll: O
[2021:06:14-05:39:13]  (Global) -> Zoro059[Zetas]: xD
[2021:06:14-05:39:14]  (Local) -> (LOCAL)[1]Juanda'2cb: color?
[2021:06:14-05:39:17]  (Global) -> RightTowtruck75: nada compa
[2021:06:14-05:39:19]  (Global) -> RicardoPajass22: QUE DE QUE
[2021:06:14-05:39:23]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF0000tussy'2cb: pq se bajan hp
[2021:06:14-05:39:24]  (Local) -> (LOCAL)[1]sofia: rojo xd?
[2021:06:14-05:39:25]  (Local) -> (LOCAL)[2]jReboll: de q
[2021:06:14-05:39:26]  (Local) -> (LOCAL)[1]Acid2: es nuevo?
[2021:06:14-05:39:26]  (Local) -> (LOCAL)[4]fazza'2cb: tussy es dificil matar sin bajarse..
[2021:06:14-05:39:27]  (Local) -> (LOCAL)[2]BenjaRios[2cb]: gane xd
[2021:06:14-05:39:30]  (Local) -> (LOCAL)[1]Juanda'2cb: oks
[2021:06:14-05:39:30]  (Local) -> (LOCAL)[2]Losfer: que le parecio]
[2021:06:14-05:39:31]  (Local) -> (LOCAL)[2]fazza'2cb: ud se mueve muy brusco
[2021:06:14-05:39:31]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: q va ud es bizco
