This file was generated by Console at 2021:03:24-00:00:00



[2021:03:24-00:00:00]  (Local) -> (LOCAL)[3]Niche~CaPu: quitese
[2021:03:24-04:49:21]  (Local) -> (LOCAL)[0]Ivan_xxD: tengo bug el cell
[2021:03:24-04:49:21]  (Local) -> (LOCAL)[2]Sornero/AK47/: vamonos pa un fiesto mejor
[2021:03:24-04:49:21]  (Local) -> (LOCAL)[2]SEVEN||2cb||: obviamente ud si lo vende lo vdende en mas
[2021:03:24-04:49:23]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: FUISTE QUIEN ME DIO ESTA HERIDA
[2021:03:24-04:49:23]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#0064FFCurioso||CAPU: XD
[2021:03:24-04:49:25]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Hola Radial
[2021:03:24-04:49:25]  (Local) -> (LOCAL)[2]Lozhka: boff
[2021:03:24-04:49:27]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: lo acompaÃ±o
[2021:03:24-04:49:27]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]|#5723FEGDT!: Hoy estoy despechado entonces, en la radio, F3 - PLAY RADIO
[2021:03:24-04:49:28]  (Global) -> Peyeta[2cb]: bye amores
[2021:03:24-04:49:31]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: sobelo
[2021:03:24-04:49:34]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Kevin: Ã‘ERO
[2021:03:24-04:49:35]  (Local) -> (LOCAL)[1]brandonjose: NO TIENE MAS NAVES?
[2021:03:24-04:49:36]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: q esta aluna conectada
[2021:03:24-04:49:36]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Kevin: XDDDDDDDDDDDDDDDDD
[2021:03:24-04:49:38]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MoraHpta: ahh??? XDD
[2021:03:24-04:49:38]  (Local) -> (LOCAL)[1]#7F7F7F|LG|#0064FFCurioso||CAPU: vamos a buscar al menor
[2021:03:24-04:49:39]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Kevin: QUE CARRO MAS HPTA
[2021:03:24-04:49:40]  (Local) -> (LOCAL)[2]Ivan_xxD: debo reinstalar de nuevo todo xd
[2021:03:24-04:49:41]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Kevin: XDDDDDDDDDDDDDDDDDDDDDDD
[2021:03:24-04:49:44]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: pero ocmo hacemos?
[2021:03:24-04:49:46]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]|#5723FEGDT!: ay noooooooo
[2021:03:24-04:49:52]  (Local) -> (LOCAL)[2]SEVEN||2cb||: /vehiculos
[2021:03:24-04:49:53]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: mero tema
[2021:03:24-04:49:56]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MoraHpta: pongalo a driftear
[2021:03:24-04:49:56]  (Global) -> MaxwelTomp|AK47|: si
[2021:03:24-04:49:56]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: bea
[2021:03:24-04:49:58]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: como es pa simpiar y q nos baneen
[2021:03:24-04:49:59]  (Local) -> (LOCAL)[2]SEVEN||2cb||: regaleme el suyo y yo el mio
[2021:03:24-04:50:00]  (Local) -> (LOCAL)[1]Ivan_xxD: en la tienda se puede spawnear?
[2021:03:24-04:50:01]  (Local) -> (LOCAL)[1]Lozhka: nosr
[2021:03:24-04:50:02]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000MoraHpta: XDDDDDDDDD
[2021:03:24-04:50:02]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Y VIVIRÃ‰
[2021:03:24-04:50:03]  (Local) -> (LOCAL)[1]Lozhka: respete
[2021:03:24-04:50:05]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: alexispagedj[EVG] coloquese 2 razones 
[2021:03:24-04:50:06]  (Local) -> (LOCAL)[2]BrihamchoSinGang: uy
[2021:03:24-04:50:07]  (Local) -> (LOCAL)[1]brandonjose: QUE OTROS TIENE ASI A LA VENTA?
[2021:03:24-04:50:07]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: weno
[2021:03:24-04:50:09]  (Local) -> (LOCAL)[2]SEVEN||2cb||: pero paseme el palo
[2021:03:24-04:50:09]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: si pero mas caras
[2021:03:24-04:50:10]  (Global) -> Radial|#5723FEGDT!: uy sisas
[2021:03:24-04:50:11]  (Local) -> (LOCAL)[0]Jolyne'2cb: A
[2021:03:24-04:50:12]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: XD
[2021:03:24-04:50:13]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: A
[2021:03:24-04:50:15]  (Local) -> (LOCAL)[1]Lozhka: ud qiere un perma
[2021:03:24-04:50:16]  (Local) -> (LOCAL)[1]Rivera*2cb: creo que no
[2021:03:24-04:50:16]  (Local) -> (LOCAL)[2]Lozhka: ermano
[2021:03:24-04:50:17]  (Local) -> (LOCAL)[1]BrihamchoSinGang: bien o que?
[2021:03:24-04:50:17]  (Local) -> (LOCAL)[2]Lozhka: B,v
[2021:03:24-04:50:18]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: de Jhon ALez
[2021:03:24-04:50:19]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: ah no tonces no
[2021:03:24-04:50:20]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: 2 palos en adelante
[2021:03:24-04:50:22]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Bien y vos quÃ©
[2021:03:24-04:50:24]  (Global) -> Ivan_xxD: ni modo ps
[2021:03:24-04:50:24]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: :D
[2021:03:24-04:50:24]  (Local) -> (LOCAL)[1]brandonjose: PUES DEPENDE EL CARRO OBVIO ES QUE POR UN SPARK ESTA CARO PERRO
[2021:03:24-04:50:24]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: CAstaÃ±o
[2021:03:24-04:50:26]  (Global) -> Lozhka: callate un rato flaco
[2021:03:24-04:50:28]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: y a beber
[2021:03:24-04:50:29]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00Kevin|#5723FEGDT!: XD.
[2021:03:24-04:50:29]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: QUE NO SE HACE FALTA SIN TI SOBREVIVIRÃ‰
[2021:03:24-04:50:30]  (Local) -> (LOCAL)[1]Rivera*2cb: de q
[2021:03:24-04:50:31]  (Local) -> (LOCAL)[2]BrihamchoSinGang: melo melo
[2021:03:24-04:50:32]  (Local) -> (LOCAL)[1]brandonjose: MUECHE A VER
[2021:03:24-04:50:37]  (Local) -> (LOCAL)[2]SEVEN||2cb||: si o no?
[2021:03:24-04:50:41]  (Local) -> (LOCAL)[2]SEVEN||2cb||: ultima oferta
[2021:03:24-04:50:41]  (Local) -> (LOCAL)[1]Ivan_xxD: no puedo spawnear el carro
[2021:03:24-04:50:42]  (Global) -> Radial|#5723FEGDT!: q
[2021:03:24-04:50:42]  (Local) -> (LOCAL)[2]BrihamchoSinGang: como pa ser EVG viejo ricardo
[2021:03:24-04:50:43]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: no hay negocios
[2021:03:24-04:50:44]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]|#5723FEGDT!: ESTA VA PA RICARDO JORGE
[2021:03:24-04:50:44]  (Local) -> (LOCAL)[2]SEVEN||2cb||: 11
[2021:03:24-04:50:45]  (Global) -> Radial|#5723FEGDT!: UUUUF
[2021:03:24-04:50:45]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Ay nea que temazo
[2021:03:24-04:50:49]  (Local) -> (LOCAL)[1]Rivera*2cb: a
[2021:03:24-04:50:52]  (Global) -> Peyeta[2cb]: DOLOR MAMASITA
[2021:03:24-04:50:53]  (Local) -> (LOCAL)[1]Rivera*2cb: si saquelo
[2021:03:24-04:50:53]  (Local) -> (LOCAL)[2]Sornero/AK47/: tengo 10 PA
[2021:03:24-04:50:54]  (Global) -> Radial|#5723FEGDT!: nonono q tema
[2021:03:24-04:50:54]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]|#5723FEGDT!: 100K PA L QUE LA CANTE
[2021:03:24-04:50:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Por quÃ© te saliste de 2cb amigo
[2021:03:24-04:51:00]  (Local) -> (LOCAL)[1]Lozhka: kr beibe
[2021:03:24-04:51:00]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: alexispagedj[EVG] mlp 2 razones de Jhon Alex CastaÃ±o
[2021:03:24-04:51:01]  (Local) -> (LOCAL)[1]Ivan_xxD: no deja el f3
[2021:03:24-04:51:03]  (Global) -> Radial|#5723FEGDT!: NO LO PUEDO CREER
[2021:03:24-04:51:03]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: kaerre
[2021:03:24-04:51:06]  (Local) -> (LOCAL)[2]Sornero/AK47/: Y NOS VAMOS DE FIESTICA Y TOTO
[2021:03:24-04:51:08]  (Global) -> Radial|#5723FEGDT!: Q DESPUES DE TANTOS
[2021:03:24-04:51:08]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: gracias pa la buena despues me compro uno
[2021:03:24-04:51:08]  (Local) -> (LOCAL)[1]Rivera*2cb: aca afuera
[2021:03:24-04:51:12]  (Local) -> (LOCAL)[2]BrihamchoSinGang: me he salido varias veces
[2021:03:24-04:51:13]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: DESPUÃ‰S DE TANTOS DESAIRES
[2021:03:24-04:51:16]  (Local) -> (LOCAL)[2]SEVEN||2cb||: ajÃ¡ chao
[2021:03:24-04:51:17]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: yo no quiero vender pa comprar
[2021:03:24-04:51:19]  (Local) -> (LOCAL)[2]BrihamchoSinGang: eso del pvp me aburriÃ³
[2021:03:24-04:51:20]  (Global) -> Radial|#5723FEGDT!: DIME Q PASO
[2021:03:24-04:51:22]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: el dinero llueve como confeti
[2021:03:24-04:51:24]  (Global) -> Radial|#5723FEGDT!: SE VARO L AVION
[2021:03:24-04:51:24]  (Local) -> (LOCAL)[2]SEVEN||2cb||: bueno
[2021:03:24-04:51:27]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: 2cb solo es pvp o quÃ©
[2021:03:24-04:51:27]  (Local) -> (LOCAL)[1]Ivan_xxD: no sale el celuco
[2021:03:24-04:51:29]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: esta es la consentida
[2021:03:24-04:51:30]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: boff
[2021:03:24-04:51:30]  (Local) -> (LOCAL)[2]Sornero/AK47/: EN 10?
[2021:03:24-04:51:31]  (Local) -> (LOCAL)[2]Lozhka: muevase
[2021:03:24-04:51:33]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: si los tuviera y amismo se los doy
[2021:03:24-04:51:33]  (Local) -> (LOCAL)[2]Lozhka: q lo sacan
[2021:03:24-04:51:38]  (Local) -> (LOCAL)[3]Rivera*2cb: a
[2021:03:24-04:51:40]  (Local) -> (LOCAL)[1]brandonjose: MAZZERAT?
[2021:03:24-04:51:41]  (Local) -> (LOCAL)[2]BrihamchoSinGang: prÃ¡cticamente
[2021:03:24-04:51:42]  (Local) -> (LOCAL)[3]Rivera*2cb: oe
[2021:03:24-04:51:43]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: si
[2021:03:24-04:51:43]  (Local) -> (LOCAL)[2]SEVEN||2cb||: ud lo quiere porque sabe q lo vende mas caro y salgo perdiendo rei
[2021:03:24-04:51:45]  (Local) -> (LOCAL)[3]Rivera*2cb: rey
[2021:03:24-04:51:45]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: asi de grandes son los perros que le voy a echar a Aluna|ELN[MP]
[2021:03:24-04:51:49]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: Joa mani alexispagedj[EVG] yo te dije que esa lea no era pa ti
[2021:03:24-04:51:49]  (Local) -> (LOCAL)[1]brandonjose: QUE OTROS?
[2021:03:24-04:51:51]  (Local) -> (LOCAL)[1]CruelGlands4: buena mi sow
[2021:03:24-04:51:51]  (Local) -> (LOCAL)[1]Lozhka: boff
[2021:03:24-04:51:52]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000Balaclava: boff
[2021:03:24-04:51:53]  (Local) -> (LOCAL)[3]DJFABIAN421"2CB: suba
[2021:03:24-04:51:55]  (Local) -> (LOCAL)[2]BrihamchoSinGang: eso aburre
[2021:03:24-04:51:55]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: maÃ±ana me llean 5 palos y igual ni me alcansa
[2021:03:24-04:51:56]  (Local) -> (LOCAL)[3]#7F7F7FGataOficial>#FF5C00Aluna|ELN: jajsjasjajs
[2021:03:24-04:51:58]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MoraHpta: el hp ajsjas
[2021:03:24-04:51:59]  (Local) -> (LOCAL)[3]Rivera*2cb: vamos con ivan
[2021:03:24-04:52:00]  (Local) -> (LOCAL)[2]SEVEN||2cb||: y ud lo mismo
[2021:03:24-04:52:01]  (Local) -> (LOCAL)[2]Lozhka: siempre me llama
[2021:03:24-04:52:03]  (Local) -> (LOCAL)[3]Ivan_xxD: a
[2021:03:24-04:52:04]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Kevin: ASI DE GRANDE ES EL PERRO HIJUEPUTA Q LE CAE A MI GATA OFICIAL
[2021:03:24-04:52:05]  (Global) -> Lozhka: callate un rato flaco
[2021:03:24-04:52:06]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: pero es que ud no tiene la luka
[2021:03:24-04:52:07]  (Global) -> #5723FERadial|#5723FEGDT!: y dinero
[2021:03:24-04:52:07]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: pepepe
[2021:03:24-04:52:07]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Espere a ver quÃ© dice el jefe
[2021:03:24-04:52:09]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: que estÃ¡ afk
[2021:03:24-04:52:10]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: xddd
[2021:03:24-04:52:11]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: yo como que
[2021:03:24-04:52:13]  (Local) -> (LOCAL)[2]Sornero/AK47/: yo no vendo lo mio
[2021:03:24-04:52:14]  (Local) -> (LOCAL)[3]Lozhka: pa matar las ganassss
[2021:03:24-04:52:14]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]|#5723FEGDT!: #ffaaffFlaco'2cb[1] grasias bro:C
[2021:03:24-04:52:14]  (Local) -> (LOCAL)[2]Dilan_Jimenez|AK|: chao ps se cuidan bbs
[2021:03:24-04:52:16]  (Local) -> (LOCAL)[2]BrihamchoSinGang: hace rato le dije a crudo
[2021:03:24-04:52:16]  (Local) -> (LOCAL)[4]Rivera*2cb: fabian
[2021:03:24-04:52:17]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: me voy
[2021:03:24-04:52:21]  (Local) -> (LOCAL)[4]Lozhka: siempre puesto pa darle placer
[2021:03:24-04:52:22]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: estoy pepepe
[2021:03:24-04:52:23]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: quÃ© te dijo
[2021:03:24-04:52:23]  (Local) -> (LOCAL)[1]brandonjose: PAL SPARK SI TENGO FACIL PERRO SINO QUE ESTA CARO SOWART
[2021:03:24-04:52:23]  (Local) -> (LOCAL)[2]Sornero/AK47/: llevo apenas como dos semanas jugando
[2021:03:24-04:52:24]  (Local) -> (LOCAL)[2]SEVEN||2cb||: chao
[2021:03:24-04:52:24]  (Local) -> (LOCAL)[2]DJFABIAN421"2CB: qqu
[2021:03:24-04:52:24]  (Local) -> (LOCAL)[2]BrihamchoSinGang: me dijo que llenara el formulario
[2021:03:24-04:52:27]  (Local) -> (LOCAL)[2]SEVEN||2cb||: calle
[2021:03:24-04:52:29]  (Local) -> (LOCAL)[2]SEVEN||2cb||: ajjajajajaja
[2021:03:24-04:52:29]  (Global) -> Lozhka: Puesto Pa Pegarle a flaco
[2021:03:24-04:52:30]  (Local) -> (LOCAL)[2]BrihamchoSinGang: lo hice pero no dijo nada
[2021:03:24-04:52:31]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: si mk por eso le digo
[2021:03:24-04:52:32]  (Local) -> (LOCAL)[2]Rivera*2cb: quiere ver mi carro
[2021:03:24-04:52:37]  (Local) -> (LOCAL)[1]brandonjose: BUENO VEMOS
[2021:03:24-04:52:39]  (Global) -> #18AED9sem|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: pa donde vas pirobo
[2021:03:24-04:52:39]  (Local) -> (LOCAL)[2]DJFABIAN421"2CB: sawulp
[2021:03:24-04:52:40]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: ahhh sino que el mk que revisa el formulario es jimenez
[2021:03:24-04:52:41]  (Local) -> (LOCAL)[1]MaxwelTomp|AK47|: lo espero con esa rutaque le queda
[2021:03:24-04:52:45]  (Global) -> Ivan_xxD: mejor reinstalo todo de nuevo xd
[2021:03:24-04:52:46]  (Local) -> (LOCAL)[1]SEVEN||2cb||: cuanto vale ese lambo q tiene?
[2021:03:24-04:52:48]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: ye stÃ¡ sin internet hasta el jueves yo creo
[2021:03:24-04:52:49]  (Local) -> (LOCAL)[1]Sornero/AK47/: 10 palos o que
[2021:03:24-04:52:49]  (Local) -> (LOCAL)[5]Flaco'2cb: hay 3 fps
[2021:03:24-04:52:51]  (Team - Unemployed) -> (TEAM)MaxwelTomp|AK47|: u lo sifgo y pilamos cuanto le pagan
[2021:03:24-04:52:51]  (Local) -> (LOCAL)[3]Lozhka: tusi tusi
[2021:03:24-04:52:52]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#0064FFCurioso||CAPU: Subi cagon
[2021:03:24-04:52:53]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: uy mka
[2021:03:24-04:52:54]  (Local) -> (LOCAL)[5]malo'2cb: mk
[2021:03:24-04:52:56]  (Global) -> #5723FERadial|#5723FEGDT!: #ffaaffFlaco'2cb[1] como asi q vendiendo plata del juego por plata real
[2021:03:24-04:52:56]  (Local) -> (LOCAL)[1]Sornero/AK47/: 70 palos
[2021:03:24-04:52:58]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: se cambiÃ³ de casa
[2021:03:24-04:52:58]  (Local) -> (LOCAL)[2]malo'2cb: jaa
[2021:03:24-04:52:59]  (Local) -> (LOCAL)[3]Lozhka: mi gatita esclusiv
[2021:03:24-04:53:01]  (Local) -> (LOCAL)[3]BrihamchoSinGang: tu eres el lider de esa vuelta, meteme pa
[2021:03:24-04:53:01]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: yo pense que andaba mimido pa
[2021:03:24-04:53:05]  (Global) -> Lozhka: ban
[2021:03:24-04:53:05]  (Global) -> #7F7F7F|ADM|#FF0000#4C4C4CMoraHpta|#4C4C4CRN: coomo
[2021:03:24-04:53:10]  (Local) -> (LOCAL)[1]SEVEN||2cb||: ajaajja
[2021:03:24-04:53:10]  (Local) -> (LOCAL)[1]Lozhka: a ella le gusta porq estoy PPP
[2021:03:24-04:53:10]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: Radial[1]
[2021:03:24-04:53:11]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: pepe pe
[2021:03:24-04:53:13]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: pero si ud es el que hace eso
[2021:03:24-04:53:15]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: Bv
[2021:03:24-04:53:17]  (Global) -> Lozhka: aiii
[2021:03:24-04:53:17]  (Global) -> #5723FERadial|#5723FEGDT!: BVV
[2021:03:24-04:53:17]  (Global) -> #5723FEJolyne'2cb|#5723FEGDT!: Bv
[2021:03:24-04:53:17]  (Global) -> LAPEPEGANG|ELN|#5EF5F7í ½í±»: XD
[2021:03:24-04:53:18]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: ricardo
[2021:03:24-04:53:18]  (Local) -> (LOCAL)[3]BrihamchoSinGang: tu y so somos panas
[2021:03:24-04:53:19]  (Global) -> #5723FERadial|#5723FEGDT!: q
[2021:03:24-04:53:20]  (Global) -> Lozhka: BAN
[2021:03:24-04:53:21]  (Local) -> (LOCAL)[1]DJFABIAN421"2CB: asi no corre
[2021:03:24-04:53:22]  (Local) -> (LOCAL)[1]SEVEN||2cb||: saque los carros q tiene
[2021:03:24-04:53:23]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Dime
[2021:03:24-04:53:24]  (Global) -> #7F7F7F|ADM|#FF0000#4C4C4CMoraHpta|#4C4C4CRN: cuck
[2021:03:24-04:53:24]  (Global) -> #7F7F7F|ADM|#FF5C00Kevin|#5723FEGDT!: te di mi amor y tu buscando otro
[2021:03:24-04:53:24]  (Global) -> #5723FEJolyne'2cb|#5723FEGDT!: BAAAAAAAAAAN
[2021:03:24-04:53:24]  (Local) -> (LOCAL)[1]Rivera*2cb: y esta
[2021:03:24-04:53:25]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: a como lo das
[2021:03:24-04:53:28]  (Local) -> (LOCAL)[4]Flaco'2cb: Mk tu si mandas paja Carlos
[2021:03:24-04:53:28]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: aaaa
[2021:03:24-04:53:29]  (Global) -> Lozhka: BAN
[2021:03:24-04:53:29]  (Global) -> #5723FERadial|#5723FEGDT!: noOOOoOoOo mis 80 palos :,
[2021:03:24-04:53:30]  (Local) -> (LOCAL)[3]Sornero/AK47/: no tengo
[2021:03:24-04:53:31]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: eeeeeeee
[2021:03:24-04:53:32]  (Global) -> Lozhka: llore
[2021:03:24-04:53:34]  (Global) -> #18AED9sem|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: penecabezon|CApu
[2021:03:24-04:53:35]  (Local) -> (LOCAL)[1]Rivera*2cb: tuneelo
[2021:03:24-04:53:36]  (Local) -> (LOCAL)[1]DJFABIAN421"2CB: de donde saco plata
[2021:03:24-04:53:36]  (Global) -> Lozhka: BAN
[2021:03:24-04:53:37]  (Local) -> (LOCAL)[3]Buitre|sad|2cB: mico hpta
[2021:03:24-04:53:38]  (Local) -> (LOCAL)[3]BrihamchoSinGang: AAAAAAAAAAAAA
[2021:03:24-04:53:40]  (Local) -> (LOCAL)[1]SEVEN||2cb||: .______:
[2021:03:24-04:53:40]  (Local) -> (LOCAL)[1]Rivera*2cb: el carro pa que corra
[2021:03:24-04:53:40]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: XD
[2021:03:24-04:53:42]  (Global) -> Jolyne'2cb|#5723FEGDT!: si x2
[2021:03:24-04:53:42]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: perro drift
[2021:03:24-04:53:43]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu: aqn van a baniar
[2021:03:24-04:53:46]  (Global) -> #7F7F7F|ADM|#FF5C00Kevin|#5723FEGDT!: perro drift
[2021:03:24-04:53:47]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00penecabezon|CApu|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: q
[2021:03:24-04:53:47]  (Local) -> (LOCAL)[1]SEVEN||2cb||: ._____________.
[2021:03:24-04:53:48]  (Global) -> DonBazuco|AK1|#1914D7í ½í¸ˆ: 50k y lo suellto
[2021:03:24-04:53:49]  (Local) -> (LOCAL)[3]BrihamchoSinGang: MANDA INVITE REY
[2021:03:24-04:53:49]  (Local) -> (LOCAL)[1]Rivera*2cb: vendi la solair en 1.500
[2021:03:24-04:53:51]  (Local) -> (LOCAL)[2]malo'2cb: XD
[2021:03:24-04:53:54]  (Local) -> (LOCAL)[1]DJFABIAN421"2CB: vamos hacer driff
[2021:03:24-04:53:56]  (Team - Criminals) -> (TEAM)Radial: drift con despecho, suabe
[2021:03:24-04:53:58]  (Global) -> #5723FERadial|#5723FEGDT!: drift con despecho, suabe
[2021:03:24-04:53:58]  (Global) -> DonBazuco|AK1|#1914D7í ½í¸ˆ: bre?
[2021:03:24-04:54:01]  (Local) -> (LOCAL)[1]Flaco'2cb: Szs su mma
[2021:03:24-04:54:01]  (Local) -> (LOCAL)[4]Juanchorois[AK]: XD
[2021:03:24-04:54:02]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MoraHpta: vamos a los santos
[2021:03:24-04:54:02]  (Local) -> (LOCAL)[1]Rivera*2cb: oe
[2021:03:24-04:54:03]  (Global) -> #7F7F7F|ADM|#FF5C00Kevin|#5723FEGDT!: perro drift
[2021:03:24-04:54:03]  (Global) -> #7F7F7F|LG|#0064FFCurioso||CAPU|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: ud solo
[2021:03:24-04:54:04]  (Local) -> (LOCAL)[1]DJFABIAN421"2CB: pa que suba y le pueda poner
[2021:03:24-04:54:05]  (Global) -> #18AED9sem|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: pagame lo mio
[2021:03:24-04:54:06]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MoraHpta: jaja
[2021:03:24-04:54:08]  (Local) -> (LOCAL)[1]DJFABIAN421"2CB: nitro
[2021:03:24-04:54:08]  (Local) -> (LOCAL)[4]malo'2cb: xd
[2021:03:24-04:54:10]  (Global) -> Dilan_Jimenez|AK||#0F7D64ï¼«ï¼°â†’å»¶: donde?
