This file was generated by Console at 2021:04:28-00:00:00



[2021:04:28-00:00:00]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: f
[2021:04:28-04:57:12]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: Jasqui[6] cuales bug sjasjdk que ud sea malo es diferente XD
[2021:04:28-04:57:13]  (Local) -> (LOCAL)[7]Jasqui: xdd
[2021:04:28-04:57:15]  (Global) -> MELINA666$$$$$$$$$$$$: si
[2021:04:28-04:57:18]  (Local) -> (LOCAL)[4]TOBON_: Cucha hp
[2021:04:28-04:57:18]  (Global) -> Juanma'ELN|#5EF5F7������: Dayer<3[MP] es la novia de vlank
[2021:04:28-04:57:23]  (Global) -> ElDiabloEnPatines|L4|#CBCBCBЯN: MALPARIDO
[2021:04:28-04:57:27]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: Dayer es hobre
[2021:04:28-04:57:28]  (Local) -> (LOCAL)[4]Dayer<3: ola
[2021:04:28-04:57:28]  (Global) -> Nicole:): Perrito123 que te hiciste
[2021:04:28-04:57:30]  (Global) -> Valak!|#5EF5F7������: SI
[2021:04:28-04:57:32]  (Local) -> (LOCAL)[5]Dayer<3: gay
[2021:04:28-04:57:38]  (Local) -> (LOCAL)[7]Valak!: espere
[2021:04:28-04:57:40]  (Local) -> (LOCAL)[5]TOBON_: montese abuela
[2021:04:28-04:57:41]  (Local) -> (LOCAL)[1]Naruto|zetas|: oe
[2021:04:28-04:57:41]  (Local) -> (LOCAL)[3]Jasqui: mjira
[2021:04:28-04:57:45]  (Global) -> perrito123|#9800D1GDT!: ya em voy
[2021:04:28-04:57:46]  (Team - Unemployed) -> (TEAM)Jasqui: uxd
[2021:04:28-04:57:47]  (Global) -> tupsi29: me pueden invitar al eln
[2021:04:28-04:57:47]  (Local) -> (LOCAL)[4]Azrael: como las obtengo?
[2021:04:28-04:57:49]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: sisas es macho pecho peludo
[2021:04:28-04:57:49]  (Local) -> (LOCAL)[1]miguelito|CDG|: q
[2021:04:28-04:57:49]  (Global) -> Juanma'ELN|#5EF5F7������: jjjjj
[2021:04:28-04:57:49]  (Local) -> (LOCAL)[1]Naruto|zetas|: lo desbloquee
[2021:04:28-04:57:50]  (Local) -> (LOCAL)[2]rambo2K: naa
[2021:04:28-04:57:50]  (Global) -> perrito123|#9800D1GDT!: chaoo
[2021:04:28-04:57:52]  (Local) -> (LOCAL)[4]Jasqui: con vip creo
[2021:04:28-04:57:54]  (Local) -> (LOCAL)[4]TOBON_: vieja ho
[2021:04:28-04:57:54]  (Global) -> Nicole:): chaao
[2021:04:28-04:58:00]  (Global) -> Juanda:2cb: chao
[2021:04:28-04:58:01]  (Local) -> (LOCAL)[1]miguelito|CDG|: SISA
[2021:04:28-04:58:01]  (Local) -> (LOCAL)[8]TOBON_: hp
[2021:04:28-04:58:01]  (Local) -> (LOCAL)[8]Jasqui: su cucha en pelota
[2021:04:28-04:58:02]  (Global) -> Trinidad''2cb|#E20280 ඞ: musho rum
[2021:04:28-04:58:02]  (Local) -> (LOCAL)[8]Azrael: aaa bueno
[2021:04:28-04:58:04]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: chao
[2021:04:28-04:58:05]  (Local) -> (LOCAL)[1]Naruto|zetas|: el trabajo
[2021:04:28-04:58:06]  (Local) -> (LOCAL)[9]Azrael: gracias bro
[2021:04:28-04:58:08]  (Local) -> (LOCAL)[9]TOBON_: JAJAJA
[2021:04:28-04:58:09]  (Local) -> (LOCAL)[9]Jasqui: ale bro
[2021:04:28-04:58:14]  (Local) -> (LOCAL)[9]TOBON_: Esta malparida
[2021:04:28-04:58:15]  (Local) -> (LOCAL)[8]Soltec|EVGays: xddd
[2021:04:28-04:58:17]  (Local) -> (LOCAL)[2]Juanda:2cb: te vas?
[2021:04:28-04:58:18]  (Local) -> (LOCAL)[2]Nicole:): era ocampo xd
[2021:04:28-04:58:20]  (Local) -> (LOCAL)[2]Nicole:): XD
[2021:04:28-04:58:21]  (Global) -> Luis|CDG||#F1F1F1ঔৣ☬: alexispagedj-CDG[6] adios bb
[2021:04:28-04:58:23]  (Global) -> tupsi29: invitenmen al eln
[2021:04:28-04:58:23]  (Local) -> (LOCAL)[2]Juanda:2cb: ajaj wtf
[2021:04:28-04:58:25]  (Local) -> (LOCAL)[6]Valak!: ah
[2021:04:28-04:58:27]  (Local) -> (LOCAL)[5]Valak!: hola
[2021:04:28-04:58:28]  (Local) -> (LOCAL)[2]Nicole:): era pa mirar lo del man acosador
[2021:04:28-04:58:29]  (Global) -> Alfred: MODS
[2021:04:28-04:58:29]  (Global) -> ElDiabloEnPatines|L4|#CBCBCBЯN: ,,
[2021:04:28-04:58:30]  (Local) -> (LOCAL)[2]Nicole:): vamos
[2021:04:28-04:58:30]  (Global) -> SejimO[CDG]: COMPRO HOSTLER #00ff00
[2021:04:28-04:58:34]  (Local) -> (LOCAL)[2]Juanda:2cb: uy kieto
[2021:04:28-04:58:38]  (Global) -> SejimO[CDG]: #00ff00 COMPRO HOSTLER
[2021:04:28-04:58:38]  (Local) -> (LOCAL)[4]CarlosCasti01: hola jajajaj
[2021:04:28-04:58:39]  (Local) -> (LOCAL)[3]Juanda:2cb: entendi xd
[2021:04:28-04:58:43]  (Global) -> Valak!|#5EF5F7������: tupsi29 acepte
[2021:04:28-04:58:50]  (Local) -> (LOCAL)[6]Valak!: me presento
[2021:04:28-04:58:51]  (Global) -> Luis|CDG||#F1F1F1ঔৣ☬: SejimO[CDG][2] regala un 1M
[2021:04:28-04:58:53]  (Local) -> (LOCAL)[6]PARCERO_[CDG]: Un admi en la carcel :0
[2021:04:28-04:58:54]  (Local) -> (LOCAL)[13]Naruto|zetas|: bro
[2021:04:28-04:58:54]  (Local) -> (LOCAL)[8]Valak!: soy el fundador de eln
[2021:04:28-04:58:57]  (Local) -> (LOCAL)[6]Valak!: xdd
[2021:04:28-04:58:58]  (Global) -> Sofi: Como pongo música
[2021:04:28-04:58:58]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: ey
[2021:04:28-04:59:02]  (Local) -> (LOCAL)[12]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: deja ver este carro
[2021:04:28-04:59:03]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: aaaaaaaaaaaaaaaa
[2021:04:28-04:59:04]  (Local) -> (LOCAL)[3]Juanma'ELN: hola buenas noches
[2021:04:28-04:59:06]  (Global) -> tupsi29: no me llega la inviaciona la banda
[2021:04:28-04:59:06]  (Team - Services) -> (TEAM)QuickestCrab74: ayuda no me coje las calles
[2021:04:28-04:59:07]  (Local) -> (LOCAL)[6]Dayer<3: loca
[2021:04:28-04:59:07]  (Local) -> (LOCAL)[11]Naruto|zetas|: R~at~a~>|Z|[2] bro
[2021:04:28-04:59:08]  (Local) -> (LOCAL)[13]R~at~a~>|Z|: aa sapo
[2021:04:28-04:59:08]  (Local) -> (LOCAL)[2]Juanma'ELN: con /sound
[2021:04:28-04:59:08]  (Local) -> (LOCAL)[6]Valak!: espere q llegue otro
[2021:04:28-04:59:09]  (Local) -> (LOCAL)[6]CarlosCasti01: asi que usted es el patron?
[2021:04:28-04:59:09]  (Team - Criminals) -> (TEAM)Feid: digalo a ver jefe
[2021:04:28-04:59:09]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: Admin el dulo ese me quito armas
[2021:04:28-04:59:11]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: agh
[2021:04:28-04:59:15]  (Local) -> (LOCAL)[7]Valak!: si señor
[2021:04:28-04:59:15]  (Global) -> Jasqui: Soltevc
[2021:04:28-04:59:16]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: duelo
[2021:04:28-04:59:16]  (Global) -> SejimO[CDG]: LE COMPR
[2021:04:28-04:59:16]  (Local) -> (LOCAL)[12]Naruto|zetas|: me perdona
[2021:04:28-04:59:20]  (Local) -> (LOCAL)[8]Valak!: me puede decir alejito
[2021:04:28-04:59:20]  (Global) -> Sofi: y luego?
[2021:04:28-04:59:22]  (Local) -> (LOCAL)[7]Valak!: de cariño
[2021:04:28-04:59:23]  (Global) -> #7F7F7F|ADM||DJ|#FF8C00alexispagedj-CDG|#9800D1GDT!: Dilan'CDG[6] a mi  no
[2021:04:28-04:59:23]  (Global) -> SejimO[CDG]: COMPRO 
[2021:04:28-04:59:27]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: Tipico zetin
[2021:04:28-04:59:29]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: a mi si
[2021:04:28-04:59:30]  (Global) -> SejimO[CDG]: COMPRO HOSTLER
[2021:04:28-04:59:30]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: jasdja
[2021:04:28-04:59:32]  (Global) -> mata|#E20280 ඞ: jasd
[2021:04:28-04:59:32]  (Local) -> (LOCAL)[3]Juanda:2cb: sjasjasj
[2021:04:28-04:59:32]  (Local) -> (LOCAL)[5]CarlosCasti01: bueno patron
[2021:04:28-04:59:34]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: eso esta todo bug
[2021:04:28-04:59:35]  (Local) -> (LOCAL)[3]Juanda:2cb: modo pasio
[2021:04:28-04:59:36]  (Local) -> (LOCAL)[5]Valak!: epa
[2021:04:28-04:59:38]  (Global) -> mata|#E20280 ඞ: callate niche
[2021:04:28-04:59:38]  (Local) -> (LOCAL)[2]Juanma'ELN: le das en play
[2021:04:28-04:59:41]  (Global) -> tupsi29: hola
[2021:04:28-04:59:41]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00MarcelJose||Z||: a
[2021:04:28-04:59:42]  (Global) -> TOBON_: Compro vicio
[2021:04:28-04:59:44]  (Global) -> k4zuo'2cb|#E20280 ඞ: racista de mierda
[2021:04:28-04:59:45]  (Local) -> (LOCAL)[5]Valak!: espere un momento y nos vamos
[2021:04:28-04:59:46]  (Global) -> mata|#E20280 ඞ: aaa
[2021:04:28-04:59:46]  (Local) -> (LOCAL)[3]Juanma'ELN: bio
[2021:04:28-04:59:47]  (Local) -> (LOCAL)[4]Dayer<3: alejito
[2021:04:28-04:59:48]  (Global) -> AmericaDeCali|Z:   ✖‿✖ 
[2021:04:28-04:59:48]  (Local) -> (LOCAL)[4]Nicole:): ?
[2021:04:28-04:59:48]  (Local) -> (LOCAL)[3]Juanda:2cb: nicole
[2021:04:28-04:59:49]  (Local) -> (LOCAL)[2]Nicole:): xd
[2021:04:28-04:59:50]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: nonononononononononon
[2021:04:28-04:59:51]  (Local) -> (LOCAL)[4]Valak!: dayercita
[2021:04:28-04:59:51]  (Global) -> mata|#E20280 ඞ: se lo digo con amor
[2021:04:28-04:59:51]  (Local) -> (LOCAL)[3]Juanma'ELN: ahi buscas la emisoras
[2021:04:28-04:59:55]  (Local) -> (LOCAL)[1]Juanda:2cb: compre marihuana quieres?
[2021:04:28-04:59:57]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: mata maldito negro
[2021:04:28-05:00:00]  (Local) -> (LOCAL)[1]Nicole:): no
[2021:04:28-05:00:01]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: .iiiiiiiii.
[2021:04:28-05:00:02]  (Global) -> mata|#E20280 ඞ: su gran pu
[2021:04:28-05:00:04]  (Local) -> (LOCAL)[3]rambo2K: jajaja
[2021:04:28-05:00:04]  (Local) -> (LOCAL)[4]Valak!: aprovecheme q hoy estoy humilde
[2021:04:28-05:00:05]  (Local) -> (LOCAL)[1]Nicole:): gachas
[2021:04:28-05:00:05]  (Local) -> (LOCAL)[1]Juanda:2cb: wueno
[2021:04:28-05:00:07]  (Local) -> (LOCAL)[4]Dayer<3: gae
[2021:04:28-05:00:07]  (Global) -> k4zuo'2cb|#E20280 ඞ: mata no es negro :)
[2021:04:28-05:00:08]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: quien me va dar armas agh esa mierda me la quito
[2021:04:28-05:00:08]  (Local) -> (LOCAL)[1]Juanda:2cb: a ondew
[2021:04:28-05:00:14]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: qva mata si es negro
[2021:04:28-05:00:14]  (Global) -> mata|#E20280 ඞ: jjjaaw
[2021:04:28-05:00:16]  (Global) -> Juanma'ELN|#5EF5F7������: lloron
[2021:04:28-05:00:16]  (Local) -> (LOCAL)[2]Nicole:): vamos pa hospi central
[2021:04:28-05:00:19]  (Global) -> mata|#E20280 ඞ: usted ya me vio el pene
[2021:04:28-05:00:22]  (Global) -> mata|#E20280 ඞ: digale aragan
[2021:04:28-05:00:25]  (Global) -> MouIsland: hola ppapi
[2021:04:28-05:00:25]  (Global) -> Nicole:): aragan
[2021:04:28-05:00:25]  (Global) -> k4zuo'2cb|#E20280 ඞ: es q 
[2021:04:28-05:00:27]  (Global) -> k4zuo'2cb|#E20280 ඞ: mata
[2021:04:28-05:00:30]  (Local) -> (LOCAL)[3]Dayer<3: con 2 putas
[2021:04:28-05:00:30]  (Global) -> k4zuo'2cb|#E20280 ඞ: yo
[2021:04:28-05:00:31]  (Global) -> SejimO[CDG]: t/mo
[2021:04:28-05:00:33]  (Global) -> mata|#E20280 ඞ: si
[2021:04:28-05:00:35]  (Global) -> Nicole:): si
[2021:04:28-05:00:37]  (Global) -> mata|#E20280 ඞ: soy gay
[2021:04:28-05:00:41]  (Global) -> MouIsland: que paso ñero
[2021:04:28-05:00:42]  (Global) -> Dayer<3: soy gay
[2021:04:28-05:00:43]  (Global) -> Sofi: Como pongo una cancion que yo quiera
[2021:04:28-05:00:47]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: soy gay
[2021:04:28-05:00:48]  (Global) -> k4zuo'2cb|#E20280 ඞ: mata parece una jalea
[2021:04:28-05:00:48]  (Global) -> MouIsland: algun problema o que
[2021:04:28-05:00:50]  (Local) -> (LOCAL)[5]Dayer<3: con 3*
[2021:04:28-05:00:50]  (Local) -> (LOCAL)[4]Andres_Ramires||2cb||: dios mio esa skin parce
[2021:04:28-05:00:51]  (Global) -> tupsi29: por que no me llegan la invitacion de las bandas?
[2021:04:28-05:00:51]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: si ya se
[2021:04:28-05:00:52]  (Global) -> SejimO[CDG]: COMPRO OSTLER
[2021:04:28-05:00:55]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: maldito gay
[2021:04:28-05:00:55]  (Local) -> (LOCAL)[4]Valak!: t gusta?
[2021:04:28-05:00:58]  (Global) -> mata|#E20280 ඞ: ooo
[2021:04:28-05:00:59]  (Global) -> Sofi: Como pongo una cancion que yo quiera
[2021:04:28-05:01:01]  (Global) -> mata|#E20280 ඞ: omofobico
[2021:04:28-05:01:02]  (Local) -> (LOCAL)[4]Dayer<3: a qn no
[2021:04:28-05:01:03]  (Global) -> mata|#E20280 ඞ: @adms
[2021:04:28-05:01:06]  (Global) -> mata|#E20280 ඞ: omofobia
[2021:04:28-05:01:06]  (Global) -> k4zuo'2cb|#E20280 ඞ: omofobicus
[2021:04:28-05:01:07]  (Local) -> (LOCAL)[16]Nicole:): hagame un perro
[2021:04:28-05:01:08]  (Local) -> (LOCAL)[5]Dayer<3: maricon
[2021:04:28-05:01:09]  (Local) -> (LOCAL)[15]Nicole:): xjshdjshdj
[2021:04:28-05:01:09]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: nonono yo no dije eso
[2021:04:28-05:01:13]  (Local) -> (LOCAL)[13]Jasqui: oe gordo
[2021:04:28-05:01:13]  (Global) -> TOBON_: En youtube sofi
[2021:04:28-05:01:13]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: omofabius
[2021:04:28-05:01:14]  (Local) -> (LOCAL)[5]Valak!: el q es lindo es lindo
[2021:04:28-05:01:16]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: bobo tonto popo sanitario
[2021:04:28-05:01:17]  (Global) -> k4zuo'2cb|#E20280 ඞ: 7 mute ELN!~>!PsIcKo?[5]
[2021:04:28-05:01:17]  (Local) -> (LOCAL)[15]#7F7F7F|DJ|#FF5C00GordoBM: ola jaski
[2021:04:28-05:01:18]  (Local) -> (LOCAL)[15]Juanda:2cb: asjasjas
[2021:04:28-05:01:18]  (Local) -> (LOCAL)[15]Naruto|zetas|: los 2cb no me disparem
[2021:04:28-05:01:20]  (Local) -> (LOCAL)[15]Juanda:2cb: aer
[2021:04:28-05:01:21]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: son blasfemias
[2021:04:28-05:01:21]  (Local) -> (LOCAL)[15]Jasqui: me hace un cruce
[2021:04:28-05:01:22]  (Global) -> mata|#E20280 ඞ: papure fabius
[2021:04:28-05:01:25]  (Local) -> (LOCAL)[17]#7F7F7F|DJ|#FF5C00GordoBM: dime
[2021:04:28-05:01:26]  (Local) -> (LOCAL)[17]Juanda:2cb: ya vengo
[2021:04:28-05:01:27]  (Local) -> (LOCAL)[15]BajaPantys420|4k: habla bro
[2021:04:28-05:01:30]  (Local) -> (LOCAL)[14]Jasqui: subite
[2021:04:28-05:01:33]  (Global) -> Feid: joinevent
[2021:04:28-05:01:38]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: ey vale mia
[2021:04:28-05:01:39]  (Global) -> mata|#E20280 ඞ: lo admito me masturve con el video de fabius haciendo el papure
[2021:04:28-05:01:41]  (Global) -> k4zuo'2cb|#E20280 ඞ: MATA ES UN RACISTA DE MIERDA
[2021:04:28-05:01:42]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: quieres un bso?
[2021:04:28-05:01:44]  (Local) -> (LOCAL)[7]Valak!: KIO
[2021:04:28-05:01:46]  (Local) -> (LOCAL)[7]Valak!: se queda oq
[2021:04:28-05:01:51]  (Global) -> tupsi29: quien me invita a uan banda?
[2021:04:28-05:01:53]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: racista y feo ese hpta
[2021:04:28-05:01:54]  (Global) -> Nicole:): hay video de fabious haciendo el papure?
[2021:04:28-05:01:58]  (Global) -> mata|#E20280 ඞ: si
[2021:04:28-05:02:00]  (Global) -> k4zuo'2cb|#E20280 ඞ: GAFUFO DE MIERDA
[2021:04:28-05:02:02]  (Global) -> Nicole:): uy rote eso mata
[2021:04:28-05:02:03]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: nicole
[2021:04:28-05:02:04]  (Global) -> Valak!|#5EF5F7������: xdd
[2021:04:28-05:02:06]  (Local) -> (LOCAL)[12]Nicole:): Hola
[2021:04:28-05:02:08]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: nicoleeeeeeeeeeeeeeeeeeeeeeeee
[2021:04:28-05:02:09]  (Local) -> (LOCAL)[10]Nicole:): amigo
[2021:04:28-05:02:11]  (Global) -> mata|#E20280 ඞ: esta en galeria media creo
[2021:04:28-05:02:12]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: hola
[2021:04:28-05:02:12]  (Local) -> (LOCAL)[10]Nicole:): como estas
[2021:04:28-05:02:13]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: esta en galeria del discord de cvr
[2021:04:28-05:02:16]  (Local) -> (LOCAL)[0]Rivera[EVG]: e
[2021:04:28-05:02:16]  (Global) -> #9706BCR~at~a~>|Z||#9706BC 夜: xddd
[2021:04:28-05:02:16]  (Local) -> (LOCAL)[9]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: bien y vos
[2021:04:28-05:02:18]  (Global) -> Nicole:): XDDDDD
[2021:04:28-05:02:19]  (Global) -> tupsi29: quien me invita a una banda?
[2021:04:28-05:02:20]  (Global) -> MouIsland: cuando pongo musica los demas la escuchan?
[2021:04:28-05:02:21]  (Global) -> Nicole:): voy a verlo
[2021:04:28-05:02:22]  (Global) -> EightSectional57: 7sound
[2021:04:28-05:02:24]  (Global) -> mata|#E20280 ඞ: kashd8yadasd
[2021:04:28-05:02:29]  (Global) -> EightSectional57: 7sound
[2021:04:28-05:02:29]  (Global) -> mata|#E20280 ඞ: groserin
[2021:04:28-05:02:30]  (Global) -> mata|#E20280 ඞ: jjajaja
[2021:04:28-05:02:32]  (Global) -> k4zuo'2cb|#E20280 ඞ: TU DIME Y YO PASO Y TE RECOJO EN EL ROJO 
[2021:04:28-05:02:32]  (Local) -> (LOCAL)[13]Nicole:): bien
[2021:04:28-05:02:35]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00MarcelJose||Z||: fix
[2021:04:28-05:02:36]  (Global) -> mata|#E20280 ඞ: no
[2021:04:28-05:02:37]  (Global) -> k4zuo'2cb|#E20280 ඞ: ahh pero esta gente
[2021:04:28-05:02:37]  (Global) -> MouIsland: osea los que estan cerca mio escuchan mi musica?
[2021:04:28-05:02:41]  (Local) -> (LOCAL)[3]PARCERO_[CDG]: ola bv
[2021:04:28-05:02:44]  (Global) -> k4zuo'2cb|#E20280 ඞ: piensa q uno lo dice de verdad
[2021:04:28-05:02:46]  (Local) -> (LOCAL)[14]Nicole:): quedese quieto
[2021:04:28-05:02:47]  (Global) -> k4zuo'2cb|#E20280 ඞ: ._.
[2021:04:28-05:02:50]  (Local) -> (LOCAL)[1]Jasqui: entremos
[2021:04:28-05:02:51]  (Local) -> (LOCAL)[2]Valak!: bueno pelao
[2021:04:28-05:02:53]  (Global) -> tupsi29: quien me invita a una banda?=
[2021:04:28-05:02:53]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: perdon
[2021:04:28-05:02:54]  (Local) -> (LOCAL)[2]Valak!: lo primero es
[2021:04:28-05:02:57]  (Local) -> (LOCAL)[2]Valak!: ponga /resign
[2021:04:28-05:03:01]  (Global) -> tupsi29: quien me invita a una banda?
[2021:04:28-05:03:08]  (Local) -> (LOCAL)[14]Felipe's: entonces hpts
[2021:04:28-05:03:09]  (Global) -> BajaPantys420|4k: BARRANQUILLA
[2021:04:28-05:03:12]  (Global) -> SejimO[CDG]: COMPRO USTLER
[2021:04:28-05:03:13]  (Local) -> (LOCAL)[2]Valak!: tiene armas?
[2021:04:28-05:03:14]  (Local) -> (LOCAL)[13]Juanda:2cb: quieresalgo nicole?
[2021:04:28-05:03:16]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: catreeeeeee
[2021:04:28-05:03:17]  (Global) -> SejimO[CDG]: COMPRO O
[2021:04:28-05:03:17]  (Global) -> BajaPantys420|4k: PA PA PA AP
[2021:04:28-05:03:18]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: mi kill
[2021:04:28-05:03:18]  (Global) -> SejimO[CDG]: OSTROL
[2021:04:28-05:03:21]  (Global) -> SejimO[CDG]: COMPRO OSTLER
[2021:04:28-05:03:22]  (Local) -> (LOCAL)[13]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: mlp ocañero
[2021:04:28-05:03:23]  (Local) -> (LOCAL)[12]Nicole:): tamos comiendo
[2021:04:28-05:03:24]  (Local) -> (LOCAL)[1]Jasqui: te pasaré 30k
[2021:04:28-05:03:27]  (Local) -> (LOCAL)[2]Valak!: hagamos un pvp yo veo
[2021:04:28-05:03:27]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG: bajeme del carro ñero
[2021:04:28-05:03:27]  (Local) -> (LOCAL)[10]Nicole:): perrito
[2021:04:28-05:03:29]  (Local) -> (LOCAL)[1]Jasqui: y me las pasas cuando te diga va?
[2021:04:28-05:03:30]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00GordoBM: pa q mnao
[2021:04:28-05:03:31]  (Local) -> (LOCAL)[1]Jasqui: vamos a la casa
[2021:04:28-05:03:32]  (Local) -> (LOCAL)[1]PARCERO_[CDG]: HAGASE TP A SF
[2021:04:28-05:03:32]  (Local) -> (LOCAL)[12]Nicole:): sientese
[2021:04:28-05:03:32]  (Local) -> (LOCAL)[12]Juanda:2cb: ok
[2021:04:28-05:03:33]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00GordoBM: bre
[2021:04:28-05:03:33]  (Global) -> CarlosCasti01: hay mrka
[2021:04:28-05:03:36]  (Local) -> (LOCAL)[2]Dayer<3: mocho
[2021:04:28-05:03:39]  (Global) -> Rivera[EVG]: Dayer<3[MP]
[2021:04:28-05:03:40]  (Global) -> #7F7F7F|LG|#FF0000#18AED9ELN!~>!PsIcKo?|#18AED9カプガン: bueno reparto aguapanela con pan
[2021:04:28-05:03:43]  (Local) -> (LOCAL)[12]Sarkasmus666: catre
[2021:04:28-05:03:45]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF0000Catre^: dime
[2021:04:28-05:03:45]  (Global) -> Dayer<3: q
[2021:04:28-05:03:47]  (Local) -> (LOCAL)[11]MELINA666$$$$$$$$$$$$: ash
[2021:04:28-05:03:48]  (Local) -> (LOCAL)[12]Sarkasmus666: usted de donde es?
[2021:04:28-05:03:50]  (Local) -> (LOCAL)[12]BajaPantys420|4k: BARRANQUILLAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
[2021:04:28-05:03:52]  (Local) -> (LOCAL)[12]MELINA666$$$$$$$$$$$$: comogomyim
[2021:04:28-05:03:53]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF0000Catre^: ocaña
[2021:04:28-05:03:53]  (Global) -> BajaPantys420|4k: ESTAAA
[2021:04:28-05:03:54]  (Global) -> Rivera[EVG]: Nada jajja
[2021:04:28-05:03:55]  (Global) -> BajaPantys420|4k: COLETAAAAAAA
[2021:04:28-05:03:55]  (Local) -> (LOCAL)[13]Juanda:2cb: ya llego felipe
[2021:04:28-05:03:58]  (Local) -> (LOCAL)[14]Sarkasmus666: ahh melo
[2021:04:28-05:04:00]  (Global) -> #7F7F7F|ADM|#FF5C00Meguu~: XDDDDD
[2021:04:28-05:04:00]  (Local) -> (LOCAL)[14]Trinidad''2cb: pa que me dispara
[2021:04:28-05:04:00]  (Local) -> (LOCAL)[14]Juanda:2cb: q le habia pasado xd
[2021:04:28-05:04:01]  (Local) -> (LOCAL)[14]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: jaj ocañero mkon
[2021:04:28-05:04:02]  (Local) -> (LOCAL)[14]Trinidad''2cb: sapo
[2021:04:28-05:04:05]  (Local) -> (LOCAL)[14]#7F7F7F|ADM|#FF0000Catre^: pq
[2021:04:28-05:04:05]  (Local) -> (LOCAL)[14]MELINA666$$$$$$$$$$$$: q
[2021:04:28-05:04:07]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00GordoBM: tengo mp?
[2021:04:28-05:04:11]  (Local) -> (LOCAL)[14]#7F7F7F|LG|#FF0000ELN!~>!PsIcKo?: catre
