This file was generated by Console at 2021:03:29-00:00:12



[2021:03:29-00:00:12]  (Local) -> (LOCAL)[3]KiraOwO~Capu: agh
[2021:03:29-09:41:14]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: como salgo de aka
[2021:03:29-09:41:21]  (Global) -> Millos>~<David|#18AED9カプガン: gane
[2021:03:29-09:41:22]  (Global) -> TheCrazyPipeNeXus: de donde
[2021:03:29-09:41:24]  (Global) -> Millos>~<David|#18AED9カプガン: que me gane??
[2021:03:29-09:41:29]  (Global) -> TheCrazyPipeNeXus: donde sta :C
[2021:03:29-09:41:31]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: un kick
[2021:03:29-09:41:34]  (Global) -> Millos>~<David|#18AED9カプガン: a
[2021:03:29-09:41:39]  (Global) -> TheCrazyPipeNeXus: no puedes poner ./salircarrera
[2021:03:29-09:41:45]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: que se hicieron
[2021:03:29-09:41:46]  (Global) -> TheCrazyPipeNeXus: a ya saliste
[2021:03:29-09:42:08]  (Global) -> _SEMDS_|#18AED9カプガン: moticos
[2021:03:29-09:42:12]  (Global) -> Millos>~<David|#18AED9カプガン: buag
[2021:03:29-09:42:17]  (Global) -> Millos>~<David|#18AED9カプガン: este no aguanta
[2021:03:29-09:42:24]  (Global) -> TheCrazyPipeNeXus: Mejor gokart
[2021:03:29-09:42:32]  (Global) -> _SEMDS_|#18AED9カプガン: esto es hasta el final?
[2021:03:29-09:42:34]  (Global) -> Millos>~<David|#18AED9カプガン: hagale y ya
[2021:03:29-09:42:39]  (Global) -> TheCrazyPipeNeXus: mejor gokart xd
[2021:03:29-09:42:46]  (Global) -> Millos>~<David|#18AED9カプガン: inicie y despues gucar
[2021:03:29-09:42:56]  (Global) -> TheCrazyPipeNeXus: Que dicen si cambio el carro y los puntos de control
[2021:03:29-09:43:00]  (Global) -> TheCrazyPipeNeXus: para parcharnos
[2021:03:29-09:43:28]  (Global) -> TheCrazyPipeNeXus: Que dicen si cambio el carro y los puntos de control
[2021:03:29-09:43:32]  (Global) -> _SEMDS_|#18AED9カプガン: nos
[2021:03:29-09:43:40]  (Global) -> TheCrazyPipeNeXus: no tengo sueño que gnrr
[2021:03:29-09:43:51]  (Global) -> TheCrazyPipeNeXus: por andar metiend0 vsj de desconocida procedencia
[2021:03:29-09:44:08]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: moticos
[2021:03:29-09:44:16]  (Global) -> _SEMDS_|#18AED9カプガン: moticos
[2021:03:29-09:44:19]  (Global) -> TheCrazyPipeNeXus: moticos uwu
[2021:03:29-09:44:26]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: #FDE500Millos>~<David[5]
[2021:03:29-09:44:32]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: K ternura de mico
[2021:03:29-09:44:37]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: Oe usted es un hombre?
[2021:03:29-09:44:40]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: no
[2021:03:29-09:44:41]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: xd
[2021:03:29-09:44:41]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: o se llama lautaro
[2021:03:29-09:44:44]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: a
[2021:03:29-09:44:47]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: como k no
[2021:03:29-09:44:51]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: ps no
[2021:03:29-09:44:56]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: Es la que sale en las fotos de bala?
[2021:03:29-09:44:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: yo soy la novia de sem
[2021:03:29-09:44:59]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: del cum
[2021:03:29-09:45:04]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: aaaaaa
[2021:03:29-09:45:08]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: k pena
[2021:03:29-09:45:10]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: ps si salgo en esas fotos
[2021:03:29-09:45:11]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: :V
[2021:03:29-09:45:16]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: a esa es usted?
[2021:03:29-09:45:21]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: cual
[2021:03:29-09:45:25]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: la del cumpleaños
[2021:03:29-09:45:29]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: de pelo pintao
[2021:03:29-09:45:32]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: si
[2021:03:29-09:45:44]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: a pero el vag0 este es su novio en real lifee
[2021:03:29-09:45:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: si
[2021:03:29-09:45:50]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: a bn
[2021:03:29-09:46:08]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: son rolos todos siono ajaj?
[2021:03:29-09:46:09]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: si le vas a komprar
[2021:03:29-09:46:13]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: firme que se conozcan en persona
[2021:03:29-09:46:26]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: pues depende nena si me da primero sisas
[2021:03:29-09:46:37]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: es que si tengo lucas pero aqui son 2 carritos
[2021:03:29-09:46:37]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: entiendo
[2021:03:29-09:46:42]  (Local) -> (LOCAL)[1]TheCrazyPipeNeXus: en la vida real me la gasto en mis cosas
[2021:03:29-09:46:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: si obvio
[2021:03:29-09:46:48]  (Local) -> (LOCAL)[2]TheCrazyPipeNeXus: que me apetezcan
[2021:03:29-09:46:53]  (Local) -> (LOCAL)[2]Millos>~<David: laugigi
[2021:03:29-09:46:58]  (Local) -> (LOCAL)[2]Millos>~<David: cuando se va a ver con smes
[2021:03:29-09:47:02]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00lauuu: el sabad
[2021:03:29-09:47:26]  (Local) -> (LOCAL)[2]Millos>~<David: stealth
[2021:03:29-09:47:45]  (Team - Unemployed) -> (TEAM)Millos>~<David: /gc laura entra a stelath
[2021:03:29-09:48:14]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: m
[2021:03:29-09:48:26]  (Global) -> #7F7F7F|ADM|#FF8C00lauuu|#18AED9カプガン: bueno amigo a dormir
[2021:03:29-09:48:38]  (Global) -> #7F7F7F|ADM|#FF5C00lauuu|#18AED9カプガン: xao
[2021:03:29-09:49:08]  (Global) -> TheCrazyPipeNeXus: jums
[2021:03:29-09:49:12]  (Global) -> TheCrazyPipeNeXus: adi0s
[2021:03:29-09:52:24]  (Global) -> TheCrazyPipeNeXus: a mimir ya?
[2021:03:29-10:10:41]  (Global) -> NecessaryGunner94: ytt
[2021:03:29-11:34:20]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#1914D7Oconner'2cb|#1914D7������: OE
[2021:03:29-11:34:36]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pe
[2021:03:29-11:34:41]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pa
[2021:03:29-11:34:45]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: calmado
[2021:03:29-11:34:54]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: calmado no lo quiero pelar
[2021:03:29-11:35:56]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: abra el chat con la U
[2021:03:29-11:36:06]  (Local) -> (LOCAL)[1]PurpleWarrior42: bna
[2021:03:29-11:36:16]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: Decilo apa
[2021:03:29-11:36:26]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bien o q por q tan agresivo me daño el rari jajaja
[2021:03:29-11:36:40]  (Local) -> (LOCAL)[1]PurpleWarrior42: bro lo siento
[2021:03:29-11:36:48]  (Local) -> (LOCAL)[1]PurpleWarrior42: puedo pagar?
[2021:03:29-11:36:58]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: no la rebuena yo lo puedo arreglar
[2021:03:29-11:37:09]  (Local) -> (LOCAL)[1]PurpleWarrior42: breve
[2021:03:29-11:37:21]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: y q se dice bro es nuevo en el server?
[2021:03:29-11:37:45]  (Local) -> (LOCAL)[1]PurpleWarrior42: si perro
[2021:03:29-11:37:50]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ya activo los mods?
[2021:03:29-11:38:03]  (Local) -> (LOCAL)[1]PurpleWarrior42: si ya
[2021:03:29-11:38:03]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: abra el chat con la T y escriba /mods
[2021:03:29-11:38:07]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: aa bueno esoo
[2021:03:29-11:38:18]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: vamos de rose
[2021:03:29-11:38:35]  (Local) -> (LOCAL)[1]PurpleWarrior42: eso jaja
[2021:03:29-11:39:07]  (Local) -> (LOCAL)[1]PurpleWarrior42: ponga musica pa parchar
[2021:03:29-11:39:23]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: escucha?
[2021:03:29-11:39:34]  (Local) -> (LOCAL)[1]PurpleWarrior42: no
[2021:03:29-11:39:48]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bro bajese del carro y dele F3
[2021:03:29-11:39:56]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: busca la opcion de ajustes en el celular
[2021:03:29-11:40:12]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: y activa la q se llama sonidos realistas, y baja del todo y le da a save o guardar
[2021:03:29-11:41:36]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: luego ponga /sound y se fija q este marcada la cosita de escuchar todos los bafles y cierra eso
[2021:03:29-11:42:41]  (Global) -> PurpleWarrior42:  listo pa
[2021:03:29-11:42:47]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: listo lets go
[2021:03:29-11:43:04]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bro ahi escucha?
[2021:03:29-11:43:12]  (Local) -> (LOCAL)[1]PurpleWarrior42: si pa
[2021:03:29-11:43:20]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: si me viste con 3 pues le dimo a las 3
[2021:03:29-11:43:23]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: jajaja
[2021:03:29-11:43:31]  (Local) -> (LOCAL)[0]PurpleWarrior42: estos cabrones me lo tienen qie mamar
[2021:03:29-11:43:44]  (Local) -> (LOCAL)[1]PurpleWarrior42: jajaja
[2021:03:29-11:44:20]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: oe y ya tiene carritos
[2021:03:29-11:44:39]  (Local) -> (LOCAL)[1]PurpleWarrior42: todavia no se como es la vuelta
[2021:03:29-11:44:50]  (Local) -> (LOCAL)[1]PurpleWarrior42: y ps no se de que precios hay
[2021:03:29-11:45:06]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: cuanto lleva ahorrado bro esta guardando en el banco?
[2021:03:29-11:45:40]  (Local) -> (LOCAL)[1]PurpleWarrior42: no, eso estaba pensando en empezar a guardar ahi
[2021:03:29-11:45:47]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: vamos yo le muestro donde
[2021:03:29-11:45:54]  (Local) -> (LOCAL)[0]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: espere pongo otro tema
[2021:03:29-11:46:39]  (Local) -> (LOCAL)[1]PurpleWarrior42: go
[2021:03:29-11:46:52]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: escucha esa
[2021:03:29-11:47:06]  (Local) -> (LOCAL)[1]PurpleWarrior42: va
[2021:03:29-11:47:12]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: si suena?
[2021:03:29-11:47:21]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: esq a veces se bugea eso
[2021:03:29-11:47:40]  (Local) -> (LOCAL)[1]PurpleWarrior42: esta sonando
[2021:03:29-11:49:16]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ahi le tire una liguita pa q guarde mas jaja
[2021:03:29-11:49:54]  (Local) -> (LOCAL)[0]PurpleWarrior42: uy pa yo si dije esta chimbada por que me dio plata jajajajja
[2021:03:29-11:50:03]  (Local) -> (LOCAL)[0]PurpleWarrior42: todo bien bro
[2021:03:29-11:51:42]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ponga la cantidad y le da en deposit
[2021:03:29-11:51:50]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: y para sacar le da en withdraw
[2021:03:29-11:52:25]  (Local) -> (LOCAL)[1]PurpleWarrior42: severo
[2021:03:29-11:52:31]  (Local) -> (LOCAL)[0]PurpleWarrior42: gracias
[2021:03:29-11:52:43]  (Local) -> (LOCAL)[0]PurpleWarrior42: ahi ya guarde 115k
[2021:03:29-11:52:45]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#1914D7Oconner'2cb|#1914D7������: vamos
[2021:03:29-11:54:07]  (Local) -> (LOCAL)[1]PurpleWarrior42: mas o menos cuanto vale un carro chimba?
[2021:03:29-11:54:35]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bro esq hay de muchos precios por ejemplo el ferrari q disparo ahora vale 10 millones nuevo
[2021:03:29-11:54:41]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: a parte hay q meterle a tunearlos
[2021:03:29-11:54:52]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: vamos a ver carros
[2021:03:29-11:55:00]  (Local) -> (LOCAL)[1]PurpleWarrior42: uf, pero severo
[2021:03:29-11:55:12]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: vea esta es la tienda de carros lujosos aca hay unos muy caros
[2021:03:29-11:55:21]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ahorita lo llevo a ver unos mas baraticos
[2021:03:29-11:55:38]  (Local) -> (LOCAL)[1]PurpleWarrior42: eso
[2021:03:29-11:55:41]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pille aca
[2021:03:29-11:55:55]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: este verde en el q andamos es el q se llama Bullet ahi le sale
[2021:03:29-11:57:05]  (Local) -> (LOCAL)[1]PurpleWarrior42: hay cosas chimbas aca
[2021:03:29-11:57:59]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: sizas estos son meros carros los de aca
[2021:03:29-11:58:44]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: oe el juego a veces lo saca a uno si se me sale me espera q reinicio de una
[2021:03:29-11:59:11]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#1914D7Oconner'2cb|#1914D7������: (sound
[2021:03:29-11:59:16]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: venga
[2021:03:29-12:00:36]  (Local) -> (LOCAL)[1]PurpleWarrior42: breve
[2021:03:29-12:00:39]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: aca son los carros gama media
[2021:03:29-12:02:19]  (Local) -> (LOCAL)[1]PurpleWarrior42: aca hay de tdo un oiquito
[2021:03:29-12:02:33]  (Local) -> (LOCAL)[1]PurpleWarrior42: poquito
[2021:03:29-12:02:52]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: alli sin los mas baraticos
[2021:03:29-12:04:23]  (Local) -> (LOCAL)[1]PurpleWarrior42: uno que otro me gusto pa que
[2021:03:29-12:05:05]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: sizas hay meros
[2021:03:29-12:05:10]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: alli vamos donde venden las motos
[2021:03:29-12:05:25]  (Local) -> (LOCAL)[1]PurpleWarrior42: severo tema elcoronel
[2021:03:29-12:09:00]  (Local) -> (LOCAL)[1]PurpleWarrior42: severa lok jajajaja
[2021:03:29-12:09:05]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ajajajaja mentiras es jodiendo
[2021:03:29-12:09:22]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ponga /resign pa q se le quite esa bomba
[2021:03:29-12:09:31]  (Local) -> (LOCAL)[1]PurpleWarrior42: paga ponerse a camellar por una motico o carro
[2021:03:29-12:10:00]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: aca le dan camello de busetero
[2021:03:29-12:10:09]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: se hace como 80mil por cada ruta
[2021:03:29-12:10:26]  (Local) -> (LOCAL)[1]PurpleWarrior42: cual sera el mejor pa conseguir asi buenas luks o pa empezar?
[2021:03:29-12:10:48]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pa empezar este pq es muy facil de irse por la rutica sin perderse
[2021:03:29-12:11:08]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: y cuando tenga empleo y le salgan las letras amarillas no lo pueden matar ni ut matar a nadie
[2021:03:29-12:14:11]  (Local) -> (LOCAL)[0]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: la rebuenaa
[2021:03:29-12:45:11]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00Oconner'2cb|#1914D7������: OEEE
[2021:03:29-12:46:47]  (Global) -> DistinctAcidrain37: wenas
[2021:03:29-12:47:12]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00Oconner'2cb|#1914D7������: oe bien o que
[2021:03:29-12:47:37]  (Global) -> DistinctAcidrain37: vien socio
[2021:03:29-12:47:53]  (Global) -> DistinctAcidrain37: deme 10 minutos ya le ablo
[2021:03:29-12:48:00]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Oconner'2cb: hagale
[2021:03:29-12:51:21]  (Global) -> DistinctAcidrain37: listo
[2021:03:29-12:51:33]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#1914D7Oconner'2cb|#1914D7������: voy
[2021:03:29-12:52:04]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: oe
[2021:03:29-12:52:08]  (Local) -> (LOCAL)[1]DistinctAcidrain37: oe
[2021:03:29-12:52:20]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: buen carrito le tiene nitro?
[2021:03:29-12:52:35]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no pero lo tengo full
[2021:03:29-12:52:55]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: aa bro si quiere le ponemos nitro yo se lo dejo barato q a ust lo he pillado por ahi earias vece
[2021:03:29-12:53:28]  (Local) -> (LOCAL)[0]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: o q, con nitro le queda andando dur
[2021:03:29-12:53:46]  (Global) -> DistinctAcidrain37: szs
[2021:03:29-12:54:03]  (Global) -> DistinctAcidrain37: lo estoy vendiendo
[2021:03:29-12:54:26]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: le vendo yo el nitro en 100k pa que le quede arrancando el doble de rapidow
[2021:03:29-12:54:47]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: o que
[2021:03:29-12:55:01]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no bro no quiero nitro
[2021:03:29-12:55:10]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: y eso?
[2021:03:29-12:55:19]  (Local) -> (LOCAL)[1]DistinctAcidrain37: este esta andando bueno
[2021:03:29-12:55:33]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: se lo dejo ps a 50 yo los vendo siempre a 300 a ut s lo iba a dejar a 100 pero en 50 se lo dejo
[2021:03:29-12:55:38]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: con nitro le queda poderosisimo
[2021:03:29-12:55:55]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: aca mismo se lo pongo
[2021:03:29-12:56:18]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no bro ando con poca plata
[2021:03:29-12:56:30]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: jaja dizq poca medio millon aa bueno
[2021:03:29-12:56:38]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: venga yo veo como anda con nitro
[2021:03:29-12:57:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pille el nitro atras
[2021:03:29-12:57:50]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: jajaja queda picandose a la velocidad q sea
[2021:03:29-12:57:53]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: con ese nitro
[2021:03:29-12:58:29]  (Local) -> (LOCAL)[1]DistinctAcidrain37: una carrera
[2021:03:29-12:58:51]  (Global) -> DistinctAcidrain37: una carrera
[2021:03:29-12:58:55]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: cualquier cosa avisa pal nitro yo era por ayudarle despues le va a tocar pagar mas por nitrosj a
[2021:03:29-13:00:23]  (Global) -> DistinctAcidrain37: cuanto bale uno de esos
[2021:03:29-13:00:47]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: 10 millones y a parte la tuneada
[2021:03:29-13:00:59]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ajajaj
[2021:03:29-13:01:39]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bro ut si sabe lo dificil q es tener nitro pa q ust este desperdiciando uno jajajajajaja
[2021:03:29-13:01:49]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pa poner nitro tiene q ser rango keisuke en drifter
[2021:03:29-13:02:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: yo pq soy productor del server ps ya tengo pero consiga pues keisuke y lo creo bravo jajajaa
[2021:03:29-13:02:20]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: vamos de rose
[2021:03:29-13:02:59]  (Local) -> (LOCAL)[1]DistinctAcidrain37: socio
[2021:03:29-13:03:00]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ut tiene los mods activados?
[2021:03:29-13:03:09]  (Local) -> (LOCAL)[1]DistinctAcidrain37: szs
[2021:03:29-13:03:22]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: bro digame un temita yo lo pongo bien chimbita jaja
[2021:03:29-13:03:25]  (Local) -> (LOCAL)[1]DistinctAcidrain37: dejeme manejar un segundo
[2021:03:29-13:03:46]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: digame q tema pongo mientras jajaja
[2021:03:29-13:04:11]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: este es pa driftear es muy incomodo pa correr
[2021:03:29-13:04:17]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: maneje este
[2021:03:29-13:04:55]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no me deja traerlo
[2021:03:29-13:05:03]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: pa recuperar el carro dele ocultar, luego recuperar luego mostrar luego traer
[2021:03:29-13:05:14]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: primero ocultar, luego recuperar, luego mostrar luego traer
[2021:03:29-13:05:43]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: ocultar, reparar o recuperar, mostrar y por ultimo traer
[2021:03:29-13:05:57]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: escondalo y le da en recuperar eso no tiene nada de dificil
[2021:03:29-13:06:06]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner'2cb: esconder, luego recuperar y luego mostrar y
[2021:03:29-13:06:14]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no me deja
[2021:03:29-13:06:28]  (Local) -> (LOCAL)[1]DistinctAcidrain37: no me dea recuparar
