This file was generated by Console at 2020:10:12-00:00:00



[2020:10:12-00:00:00]  (Local) -> (LOCAL)[17][EVG]Orgalor: Chys
[2020:10:12-09:12:09]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Catre: nao nao
[2020:10:12-09:12:10]  (Global) -> 2cb'Python: amo mia moglie
[2020:10:12-09:12:11]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000[EVG]Lopez: xd
[2020:10:12-09:12:11]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: mk
[2020:10:12-09:12:13]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Catre: por ser falso
[2020:10:12-09:12:15]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: me da culo de bajon ahi
[2020:10:12-09:12:19]  (Local) -> (LOCAL)[3]2cb'tussy: falso?
[2020:10:12-09:12:19]  (Local) -> (LOCAL)[1]ElPipa: Me gustaría
[2020:10:12-09:12:26]  (Local) -> (LOCAL)[3]2cb'tussy: mente me saco del discord
[2020:10:12-09:12:27]  (Local) -> (LOCAL)[1][GT]Jhojan: dale si quieres te meto ya mismo
[2020:10:12-09:12:30]  (Global) -> 2cb'Q'Piskero: esa represa mero lag si creo xd
[2020:10:12-09:12:31]  (Local) -> (LOCAL)[1][GT]Jhojan: a la GT
[2020:10:12-09:12:31]  (Local) -> (LOCAL)[3]2cb'tussy: y me dijo q yo era todo raro
[2020:10:12-09:12:34]  (Local) -> (LOCAL)[3]2cb'tussy: :c
[2020:10:12-09:12:36]  (Local) -> (LOCAL)[1]ElPipa: Listo
[2020:10:12-09:12:39]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: ssia
[2020:10:12-09:12:41]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Catre: mente no tenia permisos
[2020:10:12-09:12:42]  (Local) -> (LOCAL)[1][GT]Jhojan: tienes dc?
[2020:10:12-09:12:48]  (Local) -> (LOCAL)[1][GT]Jhojan: discord
[2020:10:12-09:12:50]  (Local) -> (LOCAL)[1]ElPipa: dc?
[2020:10:12-09:12:51]  (Local) -> (LOCAL)[3]2cb'tussy: entonces qn me saco del discord
[2020:10:12-09:12:53]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]Lopez: ud se fue falseto
[2020:10:12-09:12:55]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]Lopez: q hablas
[2020:10:12-09:13:03]  (Local) -> (LOCAL)[1]ElPipa: Ahhhh, sí
[2020:10:12-09:13:05]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Catre: ñero usted se fue solo
[2020:10:12-09:13:05]  (Local) -> (LOCAL)[1]Willy: q me preguntab
[2020:10:12-09:13:07]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: esta a 9 500
[2020:10:12-09:13:08]  (Local) -> (LOCAL)[3]2cb'tussy: no
[2020:10:12-09:13:11]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Catre: nadie lo saco
[2020:10:12-09:13:11]  (Local) -> (LOCAL)[1]ElPipa: Pero no lo uso por el momento
[2020:10:12-09:13:14]  (Local) -> (LOCAL)[4]2cb'tussy: le pregunte a mente
[2020:10:12-09:13:15]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Catre: yo vi los logs
[2020:10:12-09:13:16]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: ve cuantos años tenes?
[2020:10:12-09:13:16]  (Local) -> (LOCAL)[5]2cb'tussy: q pq me sacaron
[2020:10:12-09:13:17]  (Local) -> (LOCAL)[1]Willy: Mejor no lo vendo
[2020:10:12-09:13:17]  (Local) -> (LOCAL)[1][GT]Jhojan: pero yo casi no lo uso tampoco
[2020:10:12-09:13:18]  (Global) -> PapiCaliche: parcero ud me puede llevar para el centro de necoclí?
[2020:10:12-09:13:20]  (Local) -> (LOCAL)[5]2cb'tussy: y me dijo eso
[2020:10:12-09:13:20]  (Local) -> (LOCAL)[1]Willy: Aa 17
[2020:10:12-09:13:23]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: naa
[2020:10:12-09:13:23]  (Local) -> (LOCAL)[1]Willy: Por?
[2020:10:12-09:13:24]  (Local) -> (LOCAL)[1][GT]Jhojan: por el momento dame tu facebook
[2020:10:12-09:13:26]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: nda
[2020:10:12-09:13:26]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Catre: ñero mente ni se conecta a dc
[2020:10:12-09:13:27]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Catre: XD
[2020:10:12-09:13:30]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: yo 14
[2020:10:12-09:13:30]  (Local) -> (LOCAL)[1]Willy: Me gusta jejje
[2020:10:12-09:13:35]  (Local) -> (LOCAL)[1]ElPipa: Juan FElipe Parra
[2020:10:12-09:13:39]  (Local) -> (LOCAL)[1]Willy: jajaja y que grado hace
[2020:10:12-09:13:49]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: 9
[2020:10:12-09:13:51]  (Local) -> (LOCAL)[1]Willy: Melo
[2020:10:12-09:13:58]  (Local) -> (LOCAL)[1][GT]Jhojan: q foto ees?
[2020:10:12-09:14:00]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: ud ya salio?
[2020:10:12-09:14:05]  (Local) -> (LOCAL)[1]Willy: Salgo este año
[2020:10:12-09:14:07]  (Local) -> (LOCAL)[1]ElPipa: Es una foto con dos amigos
[2020:10:12-09:14:08]  (Local) -> (LOCAL)[1][GT]Jhojan: joker?
[2020:10:12-09:14:10]  (Local) -> (LOCAL)[2][Zetas]^LartPopper^: ahh gonorere
[2020:10:12-09:14:17]  (Local) -> (LOCAL)[2][GT]Jhojan: uy no lo veo
[2020:10:12-09:14:19]  (Local) -> (LOCAL)[2][GT]Jhojan: buscame tu
[2020:10:12-09:14:24]  (Local) -> (LOCAL)[2]ElPipa: listo
[2020:10:12-09:14:24]  (Local) -> (LOCAL)[2][GT]Jhojan: Jhojan Piamonte
[2020:10:12-09:14:26]  (Global) -> BigFootrest1: FW
[2020:10:12-09:14:32]  (Local) -> (LOCAL)[2][GT]Jhojan: Foto de un gayo en un skate
[2020:10:12-09:14:34]  (Global) -> #7F7F7F|CVR|#A9A9A9 Khausu: E
[2020:10:12-09:14:37]  (Local) -> (LOCAL)[2][GT]Jhojan: ola
[2020:10:12-09:14:37]  (Global) -> 2cb'tussy: ocampo ho
[2020:10:12-09:14:41]  (Local) -> (LOCAL)[2]BigFootrest1: HOLA
[2020:10:12-09:14:41]  (Global) -> PapiCaliche: .V.
[2020:10:12-09:14:45]  (Local) -> (LOCAL)[2][Zetas]^LartPopper^: hpw mi kil
[2020:10:12-09:14:50]  (Global) -> #7F7F7F|CVR|#FF7C00 Bernaaa: 7
[2020:10:12-09:14:58]  (Local) -> (LOCAL)[1]ElPipa: listo
[2020:10:12-09:15:01]  (Global) -> #7F7F7F|CVR|#A9A9A9 Khausu: El cine seguiria el tiempo real de youtube?? ni idea
[2020:10:12-09:15:04]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: jaja
[2020:10:12-09:15:07]  (Local) -> (LOCAL)[1]Willy: Le vot a cambiar el motor
[2020:10:12-09:15:12]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: si
[2020:10:12-09:15:14]  (Local) -> (LOCAL)[1]ElPipa: Ahi la mande
[2020:10:12-09:15:14]  (Global) -> 2cb'Q'Piskero: naa hp
[2020:10:12-09:15:15]  (Local) -> (LOCAL)[2]Willy: Para hacer drift
[2020:10:12-09:15:17]  (Local) -> (LOCAL)[1][GT]Jhojan: bree
[2020:10:12-09:15:19]  (Local) -> (LOCAL)[1][GT]Jhojan: ya la acepte
[2020:10:12-09:15:26]  (Local) -> (LOCAL)[1][GT]Jhojan: mira dale f2
[2020:10:12-09:15:30]  (Local) -> (LOCAL)[1][GT]Jhojan: en my invites
[2020:10:12-09:15:32]  (Local) -> (LOCAL)[2][GT]Jhojan: y acepta
[2020:10:12-09:15:47]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: wao
[2020:10:12-09:15:51]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: magicoooooo
[2020:10:12-09:15:54]  (Local) -> (LOCAL)[2]ElPipa: No me sale
[2020:10:12-09:15:55]  (Global) -> 2cb'Q'Piskero: santaclos
[2020:10:12-09:15:55]  (Local) -> (LOCAL)[2][GT]Jhojan: ya
[2020:10:12-09:15:58]  (Local) -> (LOCAL)[2][GT]Jhojan: mira
[2020:10:12-09:15:58]  (Global) -> 2cb'Q'Piskero: >_<
[2020:10:12-09:16:01]  (Global) -> 2cb'tussy: a
[2020:10:12-09:16:05]  (Local) -> (LOCAL)[2]ElPipa: El gordo es parcero mío
[2020:10:12-09:16:05]  (Local) -> (LOCAL)[2][GT]Jhojan: jey jey jey
[2020:10:12-09:16:08]  (Global) -> PapiCaliche: bno qn pa entrar a cvr kids gang
[2020:10:12-09:16:12]  (Local) -> (LOCAL)[2][GT]Jhojan: q mas mir careloquitos
[2020:10:12-09:16:18]  (Local) -> (LOCAL)[4]2cb'tussy: driftear en este es re chimba
[2020:10:12-09:16:19]  (Local) -> (LOCAL)[2][GT]Jhojan: breeve
[2020:10:12-09:16:23]  (Local) -> (LOCAL)[2]ElPipa: Ya acepté
[2020:10:12-09:16:24]  (Local) -> (LOCAL)[2][GT]Jhojan: bienvenido pues
[2020:10:12-09:16:25]  (Local) -> (LOCAL)[6]2cb'Q'Piskero: yo no lo controlo pa
[2020:10:12-09:16:29]  (Local) -> (LOCAL)[6]2cb'Q'Piskero: eso se me va pa la puta mierda
[2020:10:12-09:16:32]  (Local) -> (LOCAL)[2]ElPipa: Listo parcero
[2020:10:12-09:16:35]  (Local) -> (LOCAL)[2]ElPipa: La buena
[2020:10:12-09:16:37]  (Local) -> (LOCAL)[2][GT]Jhojan: para hablar por le chat de le gru po del das /gc
[2020:10:12-09:16:43]  (Global) -> 2cb'Q'Piskero: XD
[2020:10:12-09:16:44]  (Local) -> (LOCAL)[2][GT]Jhojan: ey gordo
[2020:10:12-09:16:49]  (Global) -> [Zetas]ElGordo: hablalo
[2020:10:12-09:16:52]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000[EVG]Lopez: pirobo
[2020:10:12-09:16:52]  (Global) -> #7F7F7F|CVR|#FF7C00 Khausu: sponsored
[2020:10:12-09:16:53]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Catre: GUCCI EN MIS PIES
[2020:10:12-09:16:55]  (Local) -> (LOCAL)[2][GT]Jhojan: cambiate pa mi gang
[2020:10:12-09:16:58]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Catre: pisando el pedal
[2020:10:12-09:16:59]  (Local) -> (LOCAL)[2][Zetas]ElGordo: sisas
[2020:10:12-09:17:04]  (Local) -> (LOCAL)[2][GT]Jhojan: pa los gt
[2020:10:12-09:17:10]  (Global) -> [Zetas]ElGordo: mande inv
[2020:10:12-09:17:10]  (Local) -> (LOCAL)[2][GT]Jhojan: el pipa pnete el gt
[2020:10:12-09:17:13]  (Local) -> (LOCAL)[2][GT]Jhojan: bree
[2020:10:12-09:17:25]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: OE,VOS SABES COMO HACER OS CARROS PODEROSAMENTE RAPIDOS?
[2020:10:12-09:17:25]  (Global) -> [Zetas]Londo: hey pero cual es tu problema pirobo
[2020:10:12-09:17:26]  (Local) -> (LOCAL)[1]Willy: Un elegy en 5400
[2020:10:12-09:17:31]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: UY
[2020:10:12-09:17:33]  (Local) -> (LOCAL)[2]ElPipa: Como?
[2020:10:12-09:17:33]  (Global) -> 2cb'Q'Piskero: XDDDDDD
[2020:10:12-09:17:36]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: xddd
[2020:10:12-09:17:38]  (Global) -> 2cb'tussy: XD
[2020:10:12-09:17:39]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: subite
[2020:10:12-09:17:39]  (Global) -> 2cb'tussy: HP 
[2020:10:12-09:17:41]  (Local) -> (LOCAL)[1]Willy: Los tuneo
[2020:10:12-09:17:42]  (Global) -> 2cb'tussy: me cague de la risa
[2020:10:12-09:17:43]  (Global) -> 2cb'Q'Piskero: jasdkasjdkasjd
[2020:10:12-09:17:44]  (Global) -> 2cb'tussy: XD
[2020:10:12-09:17:47]  (Global) -> 2cb'Q'Piskero: SAKDJASK
[2020:10:12-09:17:49]  (Global) -> 2cb'Q'Piskero: NA
[2020:10:12-09:17:51]  (Global) -> 2cb'Q'Piskero: yo dizq no
[2020:10:12-09:17:56]  (Global) -> Willy: de q se rien sapos
[2020:10:12-09:17:59]  (Global) -> 2cb'Q'Piskero: pa ir reposaito
[2020:10:12-09:18:02]  (Global) -> 2cb'Q'Piskero: y me estampo ._.
[2020:10:12-09:18:05]  (Local) -> (LOCAL)[2][Zetas]Londo: ya? enano catre.
[2020:10:12-09:18:06]  (Global) -> 2cb'Q'Piskero: XD
[2020:10:12-09:18:06]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: xdd
[2020:10:12-09:18:07]  (Global) -> 2cb'tussy: q trake
[2020:10:12-09:18:21]  (Local) -> (LOCAL)[3]BigFootrest1: paro camionero =?
[2020:10:12-09:18:21]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: anual
[2020:10:12-09:18:23]  (Global) -> 2cb'Q'Piskero: anuel
[2020:10:12-09:18:23]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: yo ando etrenando
[2020:10:12-09:18:25]  (Local) -> (LOCAL)[3][Zetas]ElGordo: mandala
[2020:10:12-09:18:26]  (Local) -> (LOCAL)[3]ElPipa: sisas
[2020:10:12-09:18:29]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: este cual es
[2020:10:12-09:18:31]  (Local) -> (LOCAL)[3][Zetas]ElGordo: sisas
[2020:10:12-09:18:32]  (Local) -> (LOCAL)[3][GT]Jhojan: ya
[2020:10:12-09:18:33]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: hand?
[2020:10:12-09:18:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: phonei
[2020:10:12-09:18:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: sisas
[2020:10:12-09:18:37]  (Local) -> (LOCAL)[3][GT]Jhojan: ey pipa
[2020:10:12-09:18:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: hand de elegy
[2020:10:12-09:18:39]  (Local) -> (LOCAL)[3]BigFootrest1: eso es todo
[2020:10:12-09:18:39]  (Local) -> (LOCAL)[3][Zetas]ElGordo: pero volteo
[2020:10:12-09:18:42]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: a mera chimba
[2020:10:12-09:18:45]  (Local) -> (LOCAL)[3]ElPipa: Señor
[2020:10:12-09:18:46]  (Local) -> (LOCAL)[3][GT]Jhojan: ponete alprincipo de le nombre
[2020:10:12-09:18:47]  (Global) -> PapiCaliche: son los borrachos de siempre, por ahí en cualquier parte
[2020:10:12-09:18:50]  (Local) -> (LOCAL)[3]BigFootrest1: se me cuidan esas tapas
[2020:10:12-09:18:51]  (Local) -> (LOCAL)[3][GT]Jhojan: el [GT]
[2020:10:12-09:18:55]  (Local) -> (LOCAL)[3]ElPipa: Listo
[2020:10:12-09:19:03]  (Local) -> (LOCAL)[2][GT]Jhojan: YA TIENE las uzis mejoradas
[2020:10:12-09:19:06]  (Local) -> (LOCAL)[2][GT]Jhojan: ?
[2020:10:12-09:19:08]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: yo ando jugando con jolyn en el servidor de el, y uf correr con auto handleado
[2020:10:12-09:19:10]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: es chimbita
[2020:10:12-09:19:17]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: CORRE MUCHO?
[2020:10:12-09:19:20]  (Global) -> PapiCaliche: Compro kart 40 palos
[2020:10:12-09:19:28]  (Local) -> (LOCAL)[2]2cb'tussy: me sacaron del discord
[2020:10:12-09:19:30]  (Local) -> (LOCAL)[2]2cb'tussy: no del gang
[2020:10:12-09:19:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000[GTD]KevinOcampo: paselo
[2020:10:12-09:19:41]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Catre: por eso
[2020:10:12-09:19:45]  (Local) -> (LOCAL)[2][GT]Jhojan: saben turfear?
[2020:10:12-09:19:48]  (Local) -> (LOCAL)[3]2cb'tussy: eso esta tuneao pa
[2020:10:12-09:19:51]  (Global) -> PapiCaliche: tussy le compro su kart en 40 palos
[2020:10:12-09:19:51]  (Local) -> (LOCAL)[2][GT]Jhojan: esoo
[2020:10:12-09:19:51]  (Local) -> (LOCAL)[4][Zetas]Londo: szs
[2020:10:12-09:19:55]  (Local) -> (LOCAL)[2][GT]ElPipa: listo
[2020:10:12-09:19:55]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Catre: usted se salio solo
[2020:10:12-09:19:56]  (Global) -> 2cb'tussy: bno
[2020:10:12-09:19:56]  (Local) -> (LOCAL)[2][GT]Jhojan: el gorde tambien
[2020:10:12-09:19:59]  (Local) -> (LOCAL)[4]2cb'tussy: del clan
[2020:10:12-09:20:01]  (Local) -> (LOCAL)[4]2cb'tussy: del discord no
[2020:10:12-09:20:06]  (Local) -> (LOCAL)[6]2cb'Q'Piskero: no esta hontiao
[2020:10:12-09:20:08]  (Local) -> (LOCAL)[6]2cb'Q'Piskero: hostiado
[2020:10:12-09:20:10]  (Global) -> PapiCaliche: pongalo en la tienda pa ir a comprarlo
[2020:10:12-09:20:10]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Catre: del dc
[2020:10:12-09:20:13]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: qqqqqqqqqqqqqqekeke
[2020:10:12-09:20:13]  (Local) -> (LOCAL)[5]2cb'Q'Piskero: es por hamachi xD
[2020:10:12-09:20:14]  (Local) -> (LOCAL)[1]Willy: Pruebalo
[2020:10:12-09:20:22]  (Local) -> (LOCAL)[2][GT]ElGordo: que es eso de turfear
[2020:10:12-09:20:28]  (Local) -> (LOCAL)[2][GT]Jhojan: miren el mapa
[2020:10:12-09:20:30]  (Local) -> (LOCAL)[2][GT]Jhojan: en f11
[2020:10:12-09:20:34]  (Local) -> (LOCAL)[2][GT]Jhojan: donde etsasan fierro
[2020:10:12-09:20:40]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: fk
[2020:10:12-09:20:43]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: llevam
[2020:10:12-09:20:44]  (Local) -> (LOCAL)[2][GT]Jhojan: si ven los territorios en rosado?
[2020:10:12-09:20:47]  (Local) -> (LOCAL)[2][GT]ElPipa: ya
[2020:10:12-09:20:48]  (Local) -> (LOCAL)[2][GT]ElGordo: sisas
[2020:10:12-09:20:53]  (Local) -> (LOCAL)[2][GT]Jhojan: esos territorios son de los 2cb
[2020:10:12-09:20:53]  (Local) -> (LOCAL)[2][GT]ElPipa: si
[2020:10:12-09:20:55]  (Local) -> (LOCAL)[1]Willy: q tal
[2020:10:12-09:20:55]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: UD QUE LE MEJORO?
[2020:10:12-09:20:58]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: MELOSO
[2020:10:12-09:20:59]  (Local) -> (LOCAL)[1]Willy: el turbo
[2020:10:12-09:21:00]  (Local) -> (LOCAL)[2][GT]Jhojan: cuando esatn azules son nuestros
[2020:10:12-09:21:03]  (Global) -> 2cb'Q'Piskero: aaa
[2020:10:12-09:21:03]  (Local) -> (LOCAL)[1]Willy: y motor
[2020:10:12-09:21:04]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: AL MAX
[2020:10:12-09:21:06]  (Local) -> (LOCAL)[1]Willy: sisas
[2020:10:12-09:21:09]  (Local) -> (LOCAL)[2][GT]Jhojan: y ganamso plata por tenrlos
[2020:10:12-09:21:09]  (Global) -> [Zetas]Londo: s
[2020:10:12-09:21:11]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: EL MOTOR ES EL ENGINE?
[2020:10:12-09:21:12]  (Local) -> (LOCAL)[1]Willy: quedo corriendo si o q
[2020:10:12-09:21:13]  (Local) -> (LOCAL)[2][GT]Jhojan: tenerlos
[2020:10:12-09:21:14]  (Local) -> (LOCAL)[1]Willy: sisas
[2020:10:12-09:21:16]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: SI
[2020:10:12-09:21:19]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: MELO
[2020:10:12-09:21:21]  (Global) -> [GT]ElGordo: breve
[2020:10:12-09:21:23]  (Local) -> (LOCAL)[2][GT]ElPipa: Ahhh yayaya
[2020:10:12-09:21:23]  (Local) -> (LOCAL)[2][GT]Jhojan: hay q cumplir responsabilidades
[2020:10:12-09:21:30]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]KevinOcampo: ya
[2020:10:12-09:21:31]  (Global) -> [GT]ElGordo: sin mente a dar plomo
[2020:10:12-09:21:31]  (Local) -> (LOCAL)[2][GT]Jhojan: y una de esas es turfear
[2020:10:12-09:21:31]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: ESPERE
[2020:10:12-09:21:37]  (Global) -> PapiCaliche: ya lo puso?
[2020:10:12-09:21:39]  (Local) -> (LOCAL)[2][GT]ElPipa: Listo parcero, mañana eso está azul todo
[2020:10:12-09:21:43]  (Local) -> (LOCAL)[2][GT]Jhojan: cuando estemos aca hablen con u
[2020:10:12-09:21:48]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]Lopez: a
[2020:10:12-09:21:54]  (Local) -> (LOCAL)[2][GT]Jhojan: y caundo quieran hablar con la gang
[2020:10:12-09:22:00]  (Local) -> (LOCAL)[2][GT]ElGordo: breveee
[2020:10:12-09:22:00]  (Local) -> (LOCAL)[2][GT]Jhojan: hablan con /gc
[2020:10:12-09:22:12]  (Local) -> (LOCAL)[2][GT]Jhojan: denle t/gc
[2020:10:12-09:22:22]  (Global) -> [GT]ElGordo: t/gc ola
[2020:10:12-09:22:26]  (Local) -> (LOCAL)[2][GT]Jhojan: panas bienvenidos pues
[2020:10:12-09:22:30]  (Local) -> (LOCAL)[2][GT]ElGordo: jajajaa
[2020:10:12-09:22:30]  (Local) -> (LOCAL)[2][GT]Jhojan: sin la t
[2020:10:12-09:22:32]  (Local) -> (LOCAL)[2][GT]Jhojan: xd
[2020:10:12-09:22:34]  (Local) -> (LOCAL)[2][GT]Jhojan: ajjaja
[2020:10:12-09:22:38]  (Local) -> (LOCAL)[1]ElPepe: Buenas
[2020:10:12-09:22:40]  (Local) -> (LOCAL)[2][GT]ElPipa: Listo parcero, la re buena
[2020:10:12-09:22:40]  (Local) -> (LOCAL)[2][GT]ElGordo: mera gva ajajaja
[2020:10:12-09:22:40]  (Local) -> (LOCAL)[2][GT]Jhojan: ya tiene la uzi?
[2020:10:12-09:22:43]  (Global) -> 2cb'Q'Piskero: aaaa XDDDD
[2020:10:12-09:22:47]  (Local) -> (LOCAL)[2][GT]Jhojan: esta
[2020:10:12-09:22:55]  (Local) -> (LOCAL)[1]2cb'Camilashade: uholaaa
[2020:10:12-09:22:55]  (Local) -> (LOCAL)[2][GT]ElPipa: Nada
[2020:10:12-09:22:59]  (Local) -> (LOCAL)[2][GT]Jhojan: tiene q tener las armas mejoras a el 100
[2020:10:12-09:22:59]  (Local) -> (LOCAL)[2][GT]ElGordo: nada
[2020:10:12-09:23:05]  (Local) -> (LOCAL)[2][GT]ElGordo: y como
[2020:10:12-09:23:06]  (Global) -> [ZETAS]JUAN-AA: ElGordo es un chota se cambia de gang para una que no le da
[2020:10:12-09:23:08]  (Local) -> (LOCAL)[2][GT]ElPipa: Como se hace?
[2020:10:12-09:23:10]  (Local) -> (LOCAL)[1]Willy: Dejeme probar el suyo
[2020:10:12-09:23:11]  (Local) -> (LOCAL)[1]2cb'Camilashade: cuentele
[2020:10:12-09:23:13]  (Local) -> (LOCAL)[2][GT]ElGordo: con razon me matan de 2 tiros
[2020:10:12-09:23:15]  (Local) -> (LOCAL)[2][GT]Jhojan: ahorita me escriben y les enseño
[2020:10:12-09:23:15]  (Global) -> 2cb'tussy: zetas y gts reclutando gente con 10 horas
[2020:10:12-09:23:16]  (Global) -> 2cb'tussy: silencio
[2020:10:12-09:23:18]  (Local) -> (LOCAL)[2][GT]Jhojan: jajajjja
[2020:10:12-09:23:18]  (Global) -> [Zetas]Londo: ?cd
[2020:10:12-09:23:22]  (Local) -> (LOCAL)[1]ElPepe: 3
[2020:10:12-09:23:24]  (Local) -> (LOCAL)[1]ElPepe: 2
[2020:10:12-09:23:25]  (Local) -> (LOCAL)[2][GT]Jhojan: voy a entregar este y vamos
[2020:10:12-09:23:25]  (Local) -> (LOCAL)[2][GT]ElPipa: Listo pues
[2020:10:12-09:23:26]  (Local) -> (LOCAL)[1]ElPepe: 1
[2020:10:12-09:23:27]  (Local) -> (LOCAL)[2][GT]Jhojan: sisas?
[2020:10:12-09:23:28]  (Local) -> (LOCAL)[2][GT]ElGordo: jajaja breve
[2020:10:12-09:23:29]  (Local) -> (LOCAL)[1]ElPepe: ya
[2020:10:12-09:23:31]  (Global) -> PapiCaliche: 2cb también ._:XD
[2020:10:12-09:23:33]  (Local) -> (LOCAL)[1]2cb'Camilashade: ah?
[2020:10:12-09:23:33]  (Local) -> (LOCAL)[2][GT]ElPipa: jajajaja
[2020:10:12-09:23:38]  (Local) -> (LOCAL)[1]2cb'Camilashade: anda a correr tu papi
[2020:10:12-09:23:39]  (Local) -> (LOCAL)[2][GT]ElGordo: sisas, estamos re vicios a esto
[2020:10:12-09:23:39]  (Local) -> (LOCAL)[2][GT]ElPipa: -Breve
[2020:10:12-09:23:42]  (Local) -> (LOCAL)[2][GT]Jhojan: bree ya hablamos pues
[2020:10:12-09:23:43]  (Local) -> (LOCAL)[1]2cb'Camilashade: ahorita no puedo
[2020:10:12-09:23:44]  (Global) -> [ZETAS]JUAN-AA: na tussy no hables mierda que en 2cb hay manes con segundos en el server
[2020:10:12-09:23:46]  (Local) -> (LOCAL)[2][GT]ElGordo: breveee
[2020:10:12-09:23:47]  (Local) -> (LOCAL)[2][GT]Jhojan: ajjaja sisas
[2020:10:12-09:23:49]  (Local) -> (LOCAL)[2][GT]Jhojan: melo
[2020:10:12-09:23:52]  (Local) -> (LOCAL)[2][GT]ElPipa: La buena socín
[2020:10:12-09:23:55]  (Local) -> (LOCAL)[2][GT]Jhojan: la bna
[2020:10:12-09:23:58]  (Local) -> (LOCAL)[2][GT]Jhojan: ya hablamos
[2020:10:12-09:24:14]  (Global) -> 2cb'Q'Piskero: XDDDDD
[2020:10:12-09:24:27]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: VAMOS A CAMELLAR
[2020:10:12-09:24:35]  (Local) -> (LOCAL)[1][Zetas]^LartPopper^: POR QUE QUE MAS HAY PA HACER-?
[2020:10:12-09:24:41]  (Local) -> (LOCAL)[1]Willy: Uy bro
[2020:10:12-09:24:44]  (Local) -> (LOCAL)[1]Willy: Yo creo que lo dejo
[2020:10:12-09:24:49]  (Local) -> (LOCAL)[1]Willy: xq tengo hambre
