This file was generated by Console at 2020:10:09-00:00:00



[2020:10:09-00:00:00]  (Global) -> [GT]AndresCanson: okampo¿
[2020:10:09-05:37:19]  (Local) -> (LOCAL)[4]2cb'dilan: perdoname
[2020:10:09-05:37:20]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: xd eres policia
[2020:10:09-05:37:20]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: tengo plata
[2020:10:09-05:37:21]  (Global) -> [EVG]Javier: NO ME TUMBE EL HELICOPTERO
[2020:10:09-05:37:22]  (Local) -> (LOCAL)[3]2cb'ViejoRichard: quite loca
[2020:10:09-05:37:23]  (Local) -> (LOCAL)[5]2cBPrexto: a 60k
[2020:10:09-05:37:23]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: todo en el banco
[2020:10:09-05:37:23]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: y usted?
[2020:10:09-05:37:24]  (Global) -> 2cb*sumadre: A
[2020:10:09-05:37:25]  (Global) -> (POPEYE):  AJAJJAJ SOS WEON
[2020:10:09-05:37:25]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: y yo soy su hijo
[2020:10:09-05:37:26]  (Local) -> (LOCAL)[3]2cb'dilan: perdoname
[2020:10:09-05:37:29]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: no ademas se me bugean las armas
[2020:10:09-05:37:30]  (Local) -> (LOCAL)[3]2cb'JuanPablo: que
[2020:10:09-05:37:30]  (Global) -> (POPEYE):  CUANTO ENCIMA
[2020:10:09-05:37:30]  (Global) -> [EVG]alexispagedj: QUE PASO SUMADRE?
[2020:10:09-05:37:31]  (Global) -> Tetranutra~2cB: mi  melo bonito o feo
[2020:10:09-05:37:32]  (Local) -> (LOCAL)[2]2cb'tussy: solo 1 click
[2020:10:09-05:37:34]  (Local) -> (LOCAL)[3]2cb'JuanPablo: ah
[2020:10:09-05:37:36]  (Local) -> (LOCAL)[6]2cBPrexto: guaracaha
[2020:10:09-05:37:36]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: pana
[2020:10:09-05:37:38]  (Global) -> 2cb'Royal: COMPRO HOTRING RACER
[2020:10:09-05:37:39]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: pana
[2020:10:09-05:37:40]  (Local) -> (LOCAL)[9][Z]XhnGuaracha: no
[2020:10:09-05:37:42]  (Global) -> ProductiveDagger70:  YO BIEN QUE HACEMOS ???
[2020:10:09-05:37:42]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: estan en discord
[2020:10:09-05:37:42]  (Local) -> (LOCAL)[9]2cBPrexto: duuelo a 100k
[2020:10:09-05:37:43]  (Team - Criminals) -> (TEAM)PATRONAZO: AHORITA OBJETIVO  TIROFIJO
[2020:10:09-05:37:43]  (Local) -> (LOCAL)[2]2cb'ratix: hey ya
[2020:10:09-05:37:43]  (Local) -> (LOCAL)[4]2cb'tussy: apague el laser
[2020:10:09-05:37:44]  (Global) -> OMAR25: jajajajaj
[2020:10:09-05:37:45]  (Local) -> (LOCAL)[2]2cb'ratix: sapo
[2020:10:09-05:37:46]  (Local) -> (LOCAL)[6][Z]XhnGuaracha: na
[2020:10:09-05:37:47]  (Local) -> (LOCAL)[7][EVG]RicardoJorge: Oe
[2020:10:09-05:37:48]  (Global) -> Cadabra: zora
[2020:10:09-05:37:48]  (Global) -> 2cb*sumadre: PS LLANERITO Y UD MIJO K KIERE K HAGA
[2020:10:09-05:37:50]  (Local) -> (LOCAL)[4]2cb'tussy: apague el laser
[2020:10:09-05:37:50]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF7C00 Balaclava: q
[2020:10:09-05:37:52]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: hey
[2020:10:09-05:37:52]  (Global) -> [M19]arete[GT]: yo no estoy hablando
[2020:10:09-05:37:53]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:37:53]  (Global) -> Cadabra: zorra
[2020:10:09-05:37:53]  (Local) -> (LOCAL)[4]2cb'tussy: eso
[2020:10:09-05:37:54]  (Local) -> (LOCAL)[1]TUERTO: 2 PALOS
[2020:10:09-05:37:54]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: cuales guaracha agrandada
[2020:10:09-05:37:55]  (Local) -> (LOCAL)[1](GT)MIGUEL1450: quien?
[2020:10:09-05:37:56]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: pa estan en discord
[2020:10:09-05:37:56]  (Local) -> (LOCAL)[3]2cb'tussy: 2 tiros cambia
[2020:10:09-05:37:57]  (Global) -> [GT]FranciscoBY: VENDO HOTRING RACE EN 8 MILLONES
[2020:10:09-05:37:59]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: t
[2020:10:09-05:38:00]  (Global) -> ProductiveDagger70: Y TU COMO MESTA???
[2020:10:09-05:38:00]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: siempre tratandolo mal a uno
[2020:10:09-05:38:00]  (Global) -> TUERTO: 2 PALOS
[2020:10:09-05:38:01]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF7C00 Balaclava: q hago con la skin :'v y el karro :''v papu
[2020:10:09-05:38:02]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:38:02]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: que haess
[2020:10:09-05:38:03]  (Global) -> #7F7F7F|CVR|#FF7C00 Zllanerito: que paso sumadre?
[2020:10:09-05:38:04]  (Local) -> (LOCAL)[1]|GT|~SubditoWantMoto: quieto ome
[2020:10:09-05:38:04]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: ut
[2020:10:09-05:38:05]  (Local) -> (LOCAL)[8][EVG]RicardoJorge: Pues, te envié el link que hablé con varios ya que Súbdito no responde mensajes
[2020:10:09-05:38:06]  (Local) -> (LOCAL)[1]|GT|~SubditoWantMoto: no quiero duelos
[2020:10:09-05:38:06]  (Local) -> (LOCAL)[1](GT)MIGUEL1450: sisa
[2020:10:09-05:38:07]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: no
[2020:10:09-05:38:07]  (Local) -> (LOCAL)[5][Z]XhnGuaracha: tan bobo
[2020:10:09-05:38:07]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: cuales
[2020:10:09-05:38:08]  (Local) -> (LOCAL)[3]2cb'tussy: epa
[2020:10:09-05:38:08]  (Local) -> (LOCAL)[5][Z]XhnGuaracha: jajsdjas
[2020:10:09-05:38:09]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: cuales
[2020:10:09-05:38:10]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: ando trabjando
[2020:10:09-05:38:11]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: cuales
[2020:10:09-05:38:11]  (Local) -> (LOCAL)[0]2cb'ViejoRichard: loca
[2020:10:09-05:38:12]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: t no es el que estab
[2020:10:09-05:38:13]  (Local) -> (LOCAL)[5][Z]XhnGuaracha: yo no trato mal a ndie
[2020:10:09-05:38:14]  (Global) -> TUERTO: 2 PALOS
[2020:10:09-05:38:14]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: mk
[2020:10:09-05:38:16]  (Local) -> (LOCAL)[4][GT]XXXTENTACION: farrita en kenedy llegue
[2020:10:09-05:38:16]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:38:17]  (Global) -> TIROFIJO420: MATENME
[2020:10:09-05:38:18]  (Global) -> #7F7F7F|CVR|#FF7C00 Zllanerito: ?
[2020:10:09-05:38:19]  (Global) -> TIROFIJO420: XD
[2020:10:09-05:38:20]  (Global) -> TUERTO: POPEYE
[2020:10:09-05:38:20]  (Local) -> (LOCAL)[4][GT]AndresCanson: pe
[2020:10:09-05:38:20]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: aaa ut es el delos mios
[2020:10:09-05:38:20]  (Local) -> (LOCAL)[8][EVG]RicardoJorge: Pero pues meté el que más te crea pertinente, la decisión no nos afecta creo
[2020:10:09-05:38:21]  (Global) -> TUERTO: 2 PALOS
[2020:10:09-05:38:24]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: agg
[2020:10:09-05:38:25]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Balaclava: pero subdito me pidió otro karro hpp
[2020:10:09-05:38:27]  (Local) -> (LOCAL)[2][GT]FranciscoBY: q
[2020:10:09-05:38:27]  (Global) -> (POPEYE): AJAJJAJAJ
[2020:10:09-05:38:27]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Balaclava: bno
[2020:10:09-05:38:28]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: 3219091891
[2020:10:09-05:38:28]  (Local) -> (LOCAL)[4]2cb'EmilioEscobar: si te vuelvo a ver te vuelvo a matar y asi
[2020:10:09-05:38:30]  (Global) -> (POPEYE):  NO MK SEA SERIOO
[2020:10:09-05:38:31]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:38:31]  (Local) -> (LOCAL)[6][EVG]RicardoJorge: por eso hppp
[2020:10:09-05:38:33]  (Local) -> (LOCAL)[7][GT]AndresCanson: si le llega una invirtacion a duelo
[2020:10:09-05:38:33]  (Local) -> (LOCAL)[1](GT)MIGUEL1450: pere
[2020:10:09-05:38:33]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF7C00 Balaclava: tonces meteré el de súbdito :vvvvvvvvvvvvvv
[2020:10:09-05:38:35]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: y me pasa le link del discod
[2020:10:09-05:38:35]  (Global) -> (POPEYE):  Y AAHABLAMOSS
[2020:10:09-05:38:35]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: yo produzco mi familia no se mantiene sola
[2020:10:09-05:38:36]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF7C00 Balaclava: papu
[2020:10:09-05:38:37]  (Global) -> ProductiveDagger70: TRABAJAMOS EN RAPPI
[2020:10:09-05:38:37]  (Global) -> [M19]arete[GT]: chao
[2020:10:09-05:38:37]  (Local) -> (LOCAL)[4][GT]AndresCanson: no acepte grax
[2020:10:09-05:38:38]  (Local) -> (LOCAL)[6][EVG]RicardoJorge: Breve
[2020:10:09-05:38:41]  (Local) -> (LOCAL)[4]2cb'python: es algo complicado
[2020:10:09-05:38:42]  (Local) -> (LOCAL)[8][GT]FranciscoBY: jajaja okay
[2020:10:09-05:38:43]  (Local) -> (LOCAL)[3][GT]XXXTENTACION: la muy perra e su madre
[2020:10:09-05:38:43]  (Global) -> TUERTO: DIGA PS
[2020:10:09-05:38:44]  (Local) -> (LOCAL)[5]2cb'ViejoRichard: a
[2020:10:09-05:38:44]  (Local) -> (LOCAL)[4]2cb'tussy: apaguen el laser
[2020:10:09-05:38:44]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: de piloto da mas
[2020:10:09-05:38:45]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: sapa hijueputa
[2020:10:09-05:38:45]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:38:45]  (Local) -> (LOCAL)[5]Tetranutra~2cB: piro
[2020:10:09-05:38:46]  (Team - Criminals) -> (TEAM)PATRONAZO: AHORITA OBJETIVO  TIROFIJO
[2020:10:09-05:38:46]  (Global) -> 2cb'guardaespaldaesco: hola patron
[2020:10:09-05:38:47]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: xd
[2020:10:09-05:38:50]  (Local) -> (LOCAL)[1]Tetranutra~2cB: mi melo
[2020:10:09-05:38:50]  (Local) -> (LOCAL)[4]2cB~Beltran: pq
[2020:10:09-05:38:51]  (Local) -> (LOCAL)[4]2cb'ELBARTO: ya entendi melo
[2020:10:09-05:38:51]  (Global) -> Elpalomas: xd
[2020:10:09-05:38:51]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: Tussy
[2020:10:09-05:38:52]  (Local) -> (LOCAL)[3]2cb'ViejoRichard: XDDDD
[2020:10:09-05:38:53]  (Local) -> (LOCAL)[4]2cb'tussy: pq si
[2020:10:09-05:38:53]  (Local) -> (LOCAL)[4]2cB~Beltran: solo pregunto
[2020:10:09-05:38:53]  (Local) -> (LOCAL)[7]MrNadieOwO: cállate sin brazos
[2020:10:09-05:38:53]  (Local) -> (LOCAL)[5][EVG]RicardoJorge: Me podés el conejo malo de evg hoy?
[2020:10:09-05:38:54]  (Global) -> 2cb'tussy: yo
[2020:10:09-05:38:54]  (Global) -> TUERTO: DIGA PS
[2020:10:09-05:38:54]  (Local) -> (LOCAL)[3]Tetranutra~2cB: me lo daño
[2020:10:09-05:38:56]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: si la skin que me pasó es muy pequeño
[2020:10:09-05:38:58]  (Local) -> (LOCAL)[8]Maicke_Casiano: que dijo
[2020:10:09-05:38:58]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: salgame con esa vida
[2020:10:09-05:39:00]  (Local) -> (LOCAL)[6][GT]XXXTENTACION: malo hpta
[2020:10:09-05:39:00]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: pequeña
[2020:10:09-05:39:01]  (Global) -> [EVG]Javier: este ho
[2020:10:09-05:39:01]  (Local) -> (LOCAL)[6]MrNadieOwO: breve
[2020:10:09-05:39:03]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: y la gente se queja
[2020:10:09-05:39:04]  (Global) -> Elpalomas: XD
[2020:10:09-05:39:05]  (Global) -> 2cB~Beltran: jm
[2020:10:09-05:39:05]  (Local) -> (LOCAL)[1]2cb'ratix: bobo
[2020:10:09-05:39:05]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: lo dejo sin skin
[2020:10:09-05:39:06]  (Local) -> (LOCAL)[7]Maicke_Casiano: jajajaja
[2020:10:09-05:39:08]  (Team - Criminals) -> (TEAM)PATRONAZO: ESTA MUY FASTIDIOSO
[2020:10:09-05:39:08]  (Global) -> #7F7F7F|CVR|#1F00FF[EVG]CrudoMeansRaw: XD
[2020:10:09-05:39:10]  (Global) -> ProductiveDagger70: DONDE PUEDO CONSEGUIR AVION???
[2020:10:09-05:39:12]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: porque es la tercera vez que la cambio
[2020:10:09-05:39:12]  (Global) -> TUERTO: DIGA PS
[2020:10:09-05:39:12]  (Local) -> (LOCAL)[4]2cB~Beltran: naaa
[2020:10:09-05:39:12]  (Global) -> 2cb*sumadre: A                  
[2020:10:09-05:39:12]  (Local) -> (LOCAL)[5]Maicke_Casiano: que le paso
[2020:10:09-05:39:12]  (Global) -> 2cb'tussy: la skin es mas alta q la de los zetas
[2020:10:09-05:39:13]  (Local) -> (LOCAL)[3]2cb'dilan: puro 2cb
[2020:10:09-05:39:14]  (Local) -> (LOCAL)[1]2cb'ElSocito: abrite sapo
[2020:10:09-05:39:15]  (Global) -> [EVG]Javier: f?
[2020:10:09-05:39:15]  (Local) -> (LOCAL)[4]2cb'python: porq son visajes que lo delatan a uno?
[2020:10:09-05:39:16]  (Team - Services) -> (TEAM)$CHAPO$GUSMAN$: ya
[2020:10:09-05:39:18]  (Global) -> 2cB~Beltran: sii
[2020:10:09-05:39:20]  (Global) -> [EVG]Javier: F?
[2020:10:09-05:39:23]  (Local) -> (LOCAL)[4]2cB~Beltran: no se cual es pero bno
[2020:10:09-05:39:23]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF7C00 Khausu: ey
[2020:10:09-05:39:23]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: a pues parce venga
[2020:10:09-05:39:24]  (Global) -> 2cBPrexto: Quien un duelito a 100k
[2020:10:09-05:39:25]  (Local) -> (LOCAL)[4]2cB~Beltran: :V
[2020:10:09-05:39:26]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: la de los zetas
[2020:10:09-05:39:28]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: la voy a quitar
[2020:10:09-05:39:30]  (Local) -> (LOCAL)[5][GT]XXXTENTACION: no cucho despues no se me quitan las estrellas
[2020:10:09-05:39:30]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: porque paila 
[2020:10:09-05:39:30]  (Local) -> (LOCAL)[8][ZETAS]Tussi_Sabes: oe
[2020:10:09-05:39:30]  (Global) -> Tetranutra~2cB: xdd
[2020:10:09-05:39:32]  (Global) -> 2cB~Beltran: jm
[2020:10:09-05:39:32]  (Global) -> 2cb'tussy: quitela
[2020:10:09-05:39:33]  (Global) -> TUERTO: POPEYE
[2020:10:09-05:39:34]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF7C00 Khausu: Vn
[2020:10:09-05:39:34]  (Global) -> [Zetas]Mata: oilo
[2020:10:09-05:39:35]  (Global) -> TUERTO: DIGA PS
[2020:10:09-05:39:35]  (Global) -> 2cb'tussy: y no me ponmga la skin
[2020:10:09-05:39:37]  (Global) -> 2cb'tussy: y bre
[2020:10:09-05:39:37]  (Local) -> (LOCAL)[6][ZETAS]Tussi_Sabes: ah?
[2020:10:09-05:39:37]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Khausu: yo tmb tenia uno
[2020:10:09-05:39:38]  (Global) -> TIROFIJO420: AJAJAAJAJAJA
[2020:10:09-05:39:41]  (Global) -> [Zetas]Mata: oilo
[2020:10:09-05:39:41]  (Global) -> [GT]XXXTENTACION: eyy pillin
[2020:10:09-05:39:43]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: muy pekeña, advertí a candonga hace días
[2020:10:09-05:39:44]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: :vvv 
[2020:10:09-05:39:45]  (Local) -> (LOCAL)[8]2cBPrexto: oe
[2020:10:09-05:39:46]  (Global) -> TIROFIJO420: PATRON
[2020:10:09-05:39:47]  (Local) -> (LOCAL)[8]Maicke_Casiano: oe
[2020:10:09-05:39:47]  (Global) -> TIROFIJO420: PA QUE ME MATO
[2020:10:09-05:39:48]  (Local) -> (LOCAL)[8]2cBPrexto: duelito a 100k
[2020:10:09-05:39:48]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: ajajja
[2020:10:09-05:39:50]  (Global) -> TIROFIJO420: AQUI SE LAS COBRO
[2020:10:09-05:39:50]  (Global) -> [GT]XXXTENTACION: chao
[2020:10:09-05:39:50]  (Global) -> ProductiveDagger70: GRACIAS ERES BUENA GENTE
[2020:10:09-05:39:51]  (Global) -> |GT|~SubditoWantMoto: ahi esta mi skin
[2020:10:09-05:39:52]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: ewse patron
[2020:10:09-05:39:53]  (Local) -> (LOCAL)[3]MrNadieOwO: chao loca
[2020:10:09-05:39:55]  (Global) -> [Zetas]Mata: es mas grande que zero two 
[2020:10:09-05:39:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: XDDDDD
[2020:10:09-05:39:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: ya voy
[2020:10:09-05:39:57]  (Global) -> TIROFIJO420: EN EL MARKET
[2020:10:09-05:39:58]  (Global) -> |GT|~SubditoWantMoto: es una skin gamer
[2020:10:09-05:39:58]  (Local) -> (LOCAL)[1](GT)MIGUEL1450: q paso jsjs
[2020:10:09-05:39:58]  (Local) -> (LOCAL)[8]Maicke_Casiano: uy nahh
[2020:10:09-05:40:00]  (Global) -> TIROFIJO420: ACUERDESE
[2020:10:09-05:40:02]  (Local) -> (LOCAL)[9]2cBPrexto: ua 60
[2020:10:09-05:40:02]  (Local) -> (LOCAL)[9]Maicke_Casiano: sabes que no soy vip
[2020:10:09-05:40:04]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: montese
[2020:10:09-05:40:06]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: ya nme scribio+
[2020:10:09-05:40:06]  (Local) -> (LOCAL)[1]2cb'ratix: buena socio+
[2020:10:09-05:40:07]  (Local) -> (LOCAL)[9]2cBPrexto: no importa eso
[2020:10:09-05:40:08]  (Local) -> (LOCAL)[6]zarco(L.E): KW
[2020:10:09-05:40:09]  (Global) -> TIROFIJO420: VENGA LO SUELTO
[2020:10:09-05:40:09]  (Local) -> (LOCAL)[5]2cB~Beltran: ve
[2020:10:09-05:40:10]  (Local) -> (LOCAL)[1](GT)MIGUEL1450: aa pere
[2020:10:09-05:40:12]  (Global) -> TUERTO: POPEYE
[2020:10:09-05:40:12]  (Global) -> [Zetas]Mata: Es mas grande que zero two y aparte es mas ancha
[2020:10:09-05:40:13]  (Local) -> (LOCAL)[9]2cBPrexto: en los duelos no se usan escopetas
[2020:10:09-05:40:14]  (Global) -> ProductiveDagger70: ME PREOCUPA TU FAMILIA
[2020:10:09-05:40:16]  (Global) -> TIROFIJO420: ya
[2020:10:09-05:40:19]  (Local) -> (LOCAL)[1]2cb'ratix: que tal como va la familia ?
[2020:10:09-05:40:19]  (Global) -> TIROFIJO420: jajajjajajajajajajaja
[2020:10:09-05:40:20]  (Local) -> (LOCAL)[6]2cb'tussy: SILENCIO
[2020:10:09-05:40:20]  (Local) -> (LOCAL)[7]2cB~Beltran: camilo el job
[2020:10:09-05:40:20]  (Global) -> TIROFIJO420: ahhhh ya
[2020:10:09-05:40:22]  (Local) -> (LOCAL)[7]2cb'tussy: CAMILO DJ CON VIP
[2020:10:09-05:40:23]  (Local) -> (LOCAL)[8]zarco(L.E): ien loka??
[2020:10:09-05:40:24]  (Global) -> TIROFIJO420: sisas relax 
[2020:10:09-05:40:24]  (Global) -> 2cb'ELBARTO: melo este carro
[2020:10:09-05:40:25]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: ps si quiere quito la de zero two
[2020:10:09-05:40:26]  (Global) -> TIROFIJO420: JAJAJAJAJAJAJAJAJA
[2020:10:09-05:40:26]  (Global) -> #7F7F7F|CVR|#FF7C00 Balaclava: listo 
[2020:10:09-05:40:27]  (Global) -> 2cb'EmilioEscobar: que ahces bobo
[2020:10:09-05:40:29]  (Global) -> TIROFIJO420: EPAAA
[2020:10:09-05:40:30]  (Local) -> (LOCAL)[10]2cBPrexto: mrnadie
[2020:10:09-05:40:30]  (Global) -> 2cb'EmilioEscobar: si soy de la gang
[2020:10:09-05:40:31]  (Global) -> 2cb'Royal: bala
[2020:10:09-05:40:31]  (Global) -> [EVG]Javier: vayan pal tourg mejor
[2020:10:09-05:40:31]  (Global) -> TIROFIJO420: ALE ALE
[2020:10:09-05:40:31]  (Local) -> (LOCAL)[6]2cb'ELBARTO: ya no lo venden?
[2020:10:09-05:40:32]  (Local) -> (LOCAL)[11]Maicke_Casiano: llegue ps, creo que tengo en el banco
[2020:10:09-05:40:33]  (Local) -> (LOCAL)[11]MrNadieOwO: Dime
[2020:10:09-05:40:34]  (Local) -> (LOCAL)[11]2cBPrexto: duelito a 60k
[2020:10:09-05:40:35]  (Local) -> (LOCAL)[5]2cB~Beltran: a
[2020:10:09-05:40:36]  (Global) -> TIROFIJO420: ESPERE
[2020:10:09-05:40:38]  (Global) -> Elpalomas: q
[2020:10:09-05:40:39]  (Global) -> [M19]arete[GT]: gt y mecogio
[2020:10:09-05:40:40]  (Local) -> (LOCAL)[11]MrNadieOwO: tengo lag
[2020:10:09-05:40:40]  (Global) -> 2cb'Royal: no me des ban pero xfa ayudame con lo de mi casa
[2020:10:09-05:40:40]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF7C00 Khausu: nunca vi cuanto quitaba
[2020:10:09-05:40:40]  (Global) -> Elpalomas: XD
[2020:10:09-05:40:40]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: miguel
[2020:10:09-05:40:42]  (Local) -> (LOCAL)[11]2cBPrexto: :c
[2020:10:09-05:40:43]  (Global) -> 2cb'romero: ya mano
[2020:10:09-05:40:43]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: agale pss
[2020:10:09-05:40:44]  (Local) -> (LOCAL)[3]TIROFIJO420: ESQUE ESTABA HACIENDO OPERATIVOS POR LOS MAS BUSCADOS
[2020:10:09-05:40:44]  (Local) -> (LOCAL)[7]2cb'ELBARTO: ya no lo venden?
[2020:10:09-05:40:44]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: xdddddd
[2020:10:09-05:40:45]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: U
[2020:10:09-05:40:46]  (Local) -> (LOCAL)[1]$CHAPO$GUSMAN$: mande el discprd
[2020:10:09-05:40:47]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF7C00 Khausu: palomas
[2020:10:09-05:40:47]  (Global) -> #7F7F7F|CVR|#FF7C00 Lopez: jkajka
[2020:10:09-05:40:48]  (Local) -> (LOCAL)[7]2cb'tussy: Q COSA
[2020:10:09-05:40:49]  (Local) -> (LOCAL)[3]TIROFIJO420: PERO Y NO ES LA ESTOY
[2020:10:09-05:40:49]  (Local) -> (LOCAL)[1][GT]KhaiJuanes: montese con g
[2020:10:09-05:40:50]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: romero estas en el rol?
[2020:10:09-05:40:50]  (Global) -> Plutarco: HAGAN CILENCIO NO PUEDO ESCUCHAR XD
[2020:10:09-05:40:53]  (Local) -> (LOCAL)[7]2cb'ELBARTO: este carro
[2020:10:09-05:40:54]  (Global) -> TIROFIJO420: MONTANDO
[2020:10:09-05:40:56]  (Global) -> TIROFIJO420: COMO UD PIENS
[2020:10:09-05:40:57]  (Local) -> (LOCAL)[10]2cBPrexto: le das
[2020:10:09-05:40:57]  (Local) -> (LOCAL)[2]2cb'ViejoRichard: a
[2020:10:09-05:40:57]  (Local) -> (LOCAL)[7]2cb'tussy: CUESTA 25k
[2020:10:09-05:40:58]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF7C00 Khausu: puedes ser mi sujeto de prueba
[2020:10:09-05:40:59]  (Global) -> TIROFIJO420: RELAJESE OME
[2020:10:09-05:40:59]  (Local) -> (LOCAL)[7]2cb'ElSocito: gran tetra hpta
[2020:10:09-05:40:59]  (Global) -> [Zetas]Mata: Papi pero de argumentos , solo con decir que esta pequeña no sirve pa nada
[2020:10:09-05:41:01]  (Local) -> (LOCAL)[7]chocorramo: XDE
[2020:10:09-05:41:02]  (Global) -> 2cb'romero: sau es k vamos a sacar el melon
[2020:10:09-05:41:03]  (Local) -> (LOCAL)[7][EVG]alexispagedj: JAVIER
[2020:10:09-05:41:03]  (Local) -> (LOCAL)[7]2cB~Beltran: :V
[2020:10:09-05:41:04]  (Global) -> 2cb'tussy: bno callate
[2020:10:09-05:41:05]  (Global) -> [EVG]Javier: soy evg
[2020:10:09-05:41:05]  (Global) -> TIROFIJO420: A UD NO LO HE BUSCADO
[2020:10:09-05:41:06]  (Local) -> (LOCAL)[7][EVG]alexispagedj: SUELTELO
[2020:10:09-05:41:07]  (Local) -> (LOCAL)[7]2cb'ELBARTO: a lo bienm
[2020:10:09-05:41:09]  (Team - Criminals) -> (TEAM)PATRONAZO: VAMOS
[2020:10:09-05:41:09]  (Local) -> (LOCAL)[10]chocorramo: ES CON AMOER
[2020:10:09-05:41:09]  (Local) -> (LOCAL)[7]2cb'ELBARTO: cual es
[2020:10:09-05:41:09]  (Global) -> 2cb'tussy: q estoy hablando con bala no con vos
[2020:10:09-05:41:10]  (Local) -> (LOCAL)[8]Maicke_Casiano: espere miro que tengo en el banco
[2020:10:09-05:41:10]  (Local) -> (LOCAL)[10]2cb'ElSocito: mañana mismo se le muere la mae
[2020:10:09-05:41:10]  (Global) -> |GT|~SubditoWantMoto: yutu
[2020:10:09-05:41:13]  (Local) -> (LOCAL)[1]2cb'EmilioEscobar: XD Cual melon?
