This file was generated by Console at 2020:12:16-00:00:03



[2020:12:16-00:00:03]  (Local) -> (LOCAL)[1]2cb'ratix: oe
[2020:12:16-05:07:37]  (Local) -> (LOCAL)[1][EVG]juann: maneja
[2020:12:16-05:07:37]  (Global) -> |EVG|Guarachero: jsjaja
[2020:12:16-05:07:38]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: yComooooo
[2020:12:16-05:07:40]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: Me da pena con Santi
[2020:12:16-05:07:41]  (Local) -> (LOCAL)[2](AK)Tupack: santiago la quiere oir hablar?
[2020:12:16-05:07:41]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: x plata
[2020:12:16-05:07:42]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: barrios de cali
[2020:12:16-05:07:44]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: normal
[2020:12:16-05:07:44]  (Global) -> #7F7F7F|CVR|#FF5C00GuevasNegras: que rico 
[2020:12:16-05:07:45]  (Local) -> (LOCAL)[2]2cb|Woch: pero pa eso soy bueno
[2020:12:16-05:07:45]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: mero asco
[2020:12:16-05:07:46]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Es semds
[2020:12:16-05:07:46]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: jajajaja
[2020:12:16-05:07:47]  (Local) -> (LOCAL)[1]Akde(Dark): el dinero bro
[2020:12:16-05:07:48]  (Global) -> #7F7F7F|CVR|#FF5C00GuevasNegras: trio con 2 manes
[2020:12:16-05:07:48]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: sr
[2020:12:16-05:07:50]  (Global) -> [Dark]Santiago_Perez: ta n boba
[2020:12:16-05:07:50]  (Local) -> (LOCAL)[2]GT|Anndrew: eso ya es algo
[2020:12:16-05:07:54]  (Global) -> #7F7F7F|CVR|#FF5C00Krestorrrelrkestor: cuca peluda
[2020:12:16-05:07:55]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: uy qu
[2020:12:16-05:07:55]  ([Msg] de careloco para XhnGuaracha: porque le da plata a la vieja pa que no se sepa que es gay) -> nil
[2020:12:16-05:07:55]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Kkkkk
[2020:12:16-05:07:56]  (Global) -> #7F7F7F|CVR|#FFFF00FurryTrash: HAHAHHHAHHAASGH
[2020:12:16-05:07:57]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: asjikadjkasjkdjas
[2020:12:16-05:07:57]  (Local) -> (LOCAL)[1]TREBOOL: espera elimino grupo
[2020:12:16-05:07:58]  (Global) -> [CAPU]Elmorenosexy: JAJAJJA
[2020:12:16-05:07:59]  (Global) -> |EVG|Guarachero: jasjsajksa
[2020:12:16-05:07:59]  (Global) -> [Dark]Santiago_Perez: muche le numero pues
[2020:12:16-05:07:59]  (Global) -> #7F7F7F|CVR|#FF5C00GuevasNegras: ey como asi
[2020:12:16-05:08:00]  (Global) -> careloco: me curas
[2020:12:16-05:08:00]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Esste nea que ve aqui al lado
[2020:12:16-05:08:01]  (Local) -> (LOCAL)[1]|EVG|Guarachero: bre
[2020:12:16-05:08:02]  (Local) -> (LOCAL)[2]GT|Anndrew: que se te de mas facil te permite aprovechar mejor el tiempo
[2020:12:16-05:08:03]  (Local) -> (LOCAL)[1][EVG]juann: mira f6
[2020:12:16-05:08:04]  (Local) -> (LOCAL)[2](AK)Tupack: normal nena solo habla normal como con los panas
[2020:12:16-05:08:05]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: es el proopio para las mates
[2020:12:16-05:08:05]  (Local) -> (LOCAL)[1][EVG]juann: eso
[2020:12:16-05:08:08]  (Local) -> (LOCAL)[1]Akde(Dark): salir afuera
[2020:12:16-05:08:08]  (Global) -> CarlosBareta: NA, COMAN MIERDA. NO DEJAN NI TRBAJAR
[2020:12:16-05:08:10]  (Global) -> LumpyWeasel26: buena
[2020:12:16-05:08:11]  (Local) -> (LOCAL)[3](AK)Tupack: sin pena
[2020:12:16-05:08:11]  (Local) -> (LOCAL)[2]GT|Anndrew: inicio hace poco=
[2020:12:16-05:08:11]  (Local) -> (LOCAL)[1]2cb'pinina: Buenas noches
[2020:12:16-05:08:12]  (Local) -> (LOCAL)[1]Akde(Dark): para poder hacerlo
[2020:12:16-05:08:12]  (Global) -> Sancocho-kun: EY COMO ASI AJSDAJSSAD
[2020:12:16-05:08:12]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: Hablo?
[2020:12:16-05:08:13]  (Global) -> careloco: me curas
[2020:12:16-05:08:13]  (Local) -> (LOCAL)[3][Kp]-[C]ogoying: ah casi
[2020:12:16-05:08:13]  (Global) -> LumpyWeasel26: 420?
[2020:12:16-05:08:13]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: muestre las guevas
[2020:12:16-05:08:15]  (Local) -> (LOCAL)[2][Kp]-[C]ogoying: ajajja
[2020:12:16-05:08:15]  (Local) -> (LOCAL)[5](AK)Tupack: aca todos somos amigos
[2020:12:16-05:08:15]  (Local) -> (LOCAL)[5][EVG]juann: tomala
[2020:12:16-05:08:16]  (Global) -> #7F7F7F|CVR|#FF5C00Krestorrrelrkestor: te deico este tema
[2020:12:16-05:08:16]  ([Msg] de careloco para XhnGuaracha: porque le da plata a la vieja pa que no se sepa que es gay) -> nil
[2020:12:16-05:08:17]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Jimenez: te la dedico lopez
[2020:12:16-05:08:17]  (Global) -> #7F7F7F|CVR|#FFFF00FurryTrash: CarlosBareta reporta reporta
[2020:12:16-05:08:17]  (Local) -> (LOCAL)[2]GT|Anndrew: o que en semestre vas?
[2020:12:16-05:08:19]  (Global) -> FantasticSky: Guevas negras sin pelo y parejas
[2020:12:16-05:08:19]  (Global) -> #7F7F7F|CVR|#FF5C00Krestorrrelrkestor: semds
[2020:12:16-05:08:19]  (Global) -> #7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: uy
[2020:12:16-05:08:21]  (Global) -> #7F7F7F|CVR|#FF5C00Krestorrrelrkestor: te lp dedico
[2020:12:16-05:08:23]  (Global) -> #7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: me dedicas uno
[2020:12:16-05:08:23]  (Global) -> FantasticSky: las guevas perfectas
[2020:12:16-05:08:24]  (Local) -> (LOCAL)[1]2cb'pinina: sink 420
[2020:12:16-05:08:25]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: graciaaso
[2020:12:16-05:08:26]  (Local) -> (LOCAL)[3](AK)Tupack: santiago que dice si quiere que hable o no
[2020:12:16-05:08:27]  (Global) -> careloco: garx
[2020:12:16-05:08:27]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Jimenez: mi niño bonito
[2020:12:16-05:08:31]  (Global) -> careloco: grax*
[2020:12:16-05:08:34]  (Global) -> |EVG|Guarachero: YA VOY PA
[2020:12:16-05:08:36]  (Global) -> Loctarsito12: SUBALEEEEE
[2020:12:16-05:08:37]  (Local) -> (LOCAL)[5][CAPU]Elmorenosexy: Si el me lo pide si
[2020:12:16-05:08:39]  (Team - Criminals) -> (TEAM)2cb|Woch: voy por el 6to semestre
[2020:12:16-05:08:39]  (Global) -> TREBOOL: F
[2020:12:16-05:08:42]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Se la dedico GuevasNegras
[2020:12:16-05:08:42]  (Local) -> (LOCAL)[8]#7F7F7F|CVR||DJ|#FF5C00Jimenez: tanto amoooor
[2020:12:16-05:08:43]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Ay gono
[2020:12:16-05:08:43]  (Local) -> (LOCAL)[1]Akde(Dark): sos new?
[2020:12:16-05:08:44]  (Local) -> (LOCAL)[2](AK)Tupack: santiago que quiere que le diga ella
[2020:12:16-05:08:45]  (Global) -> [Dark]Santiago_Perez: puess habla xd
[2020:12:16-05:08:46]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: avanzado ya
[2020:12:16-05:08:46]  (Local) -> (LOCAL)[2]2cb|Woch: duro como 3 o 4 años
[2020:12:16-05:08:49]  (Local) -> (LOCAL)[9]2cb'Jabon: ey berna si o no
[2020:12:16-05:08:49]  (Local) -> (LOCAL)[11]2cBPrexto: hey
[2020:12:16-05:08:51]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000DonBerna: que
[2020:12:16-05:08:53]  (Local) -> (LOCAL)[3]2cb'Jabon: estoy malo
[2020:12:16-05:08:54]  (Global) -> Loctarsito12: Te la dedico andres :3
[2020:12:16-05:08:56]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: malo d q
[2020:12:16-05:08:57]  (Local) -> (LOCAL)[2]2cb'Jabon: q me ayudes
[2020:12:16-05:08:57]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Que va
[2020:12:16-05:08:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: a q
[2020:12:16-05:09:02]  (Local) -> (LOCAL)[8]robertoesco0bar: como buelbo a reconectar
[2020:12:16-05:09:02]  (Local) -> (LOCAL)[1]2cb'Jabon: a recuperar lvl
[2020:12:16-05:09:04]  ([Msg] de #FF00FFL#000000ocaHp para robertoesco0bar: pin) -> nil
[2020:12:16-05:09:06]  (Local) -> (LOCAL)[2]2cb|Woch: y ustede que si piensan ir aya
[2020:12:16-05:09:07]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: y com
[2020:12:16-05:09:08]  (Local) -> (LOCAL)[8]#7F7F7F|CVR||DJ|#FF5C00Jimenez: loopez mi dulce princeso
[2020:12:16-05:09:10]  (Local) -> (LOCAL)[1]2cb'Jabon: ps
[2020:12:16-05:09:11]  (Local) -> (LOCAL)[2]2cb|Woch: ala U
[2020:12:16-05:09:13]  (Local) -> (LOCAL)[2]2cb'Jabon: con pvs
[2020:12:16-05:09:13]  (Local) -> (LOCAL)[6](AK)Tupack: nea cesar se murio JAJAJAJAJJAJ
[2020:12:16-05:09:13]  (Local) -> (LOCAL)[6][CAPU]Elmorenosexy: Jaja
[2020:12:16-05:09:13]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: oepin) -> nil
[2020:12:16-05:09:14]  (Local) -> (LOCAL)[2]2cb'Jabon: :d
[2020:12:16-05:09:15]  (Local) -> (LOCAL)[8]#7F7F7F|LG|#FF5C00|EVG|RicardoJorge: mmm
[2020:12:16-05:09:16]  (Local) -> (LOCAL)[2]2cb|Woch: solo que muchos
[2020:12:16-05:09:17]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Nea yo estudio derecho
[2020:12:16-05:09:19]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Stonks
[2020:12:16-05:09:19]  (Local) -> (LOCAL)[2]2cb|Woch: viciosos
[2020:12:16-05:09:19]  (Global) -> [Dark]Santiago_Perez: moreno
[2020:12:16-05:09:20]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: ppues
[2020:12:16-05:09:20]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: oepi) -> nil
[2020:12:16-05:09:21]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Lopez: uyy
[2020:12:16-05:09:22]  (Local) -> (LOCAL)[8]#7F7F7F|CVR||DJ|#FF5C00Jimenez: uusted es mi reina ricardo
[2020:12:16-05:09:23]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: paq
[2020:12:16-05:09:24]  (Global) -> GUSTAVO: juan gracias ya pude
[2020:12:16-05:09:24]  (Local) -> (LOCAL)[2]2cb'Jabon: pues
[2020:12:16-05:09:25]  (Global) -> [Dark]Santiago_Perez: donde esta xdd
[2020:12:16-05:09:26]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: a
[2020:12:16-05:09:28]  (Local) -> (LOCAL)[8]robertoesco0bar: como buelbo a reconectar
[2020:12:16-05:09:28]  (Local) -> (LOCAL)[2]2cb|Woch: eso nilos de papi y mami
[2020:12:16-05:09:29]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: farmear deaths
[2020:12:16-05:09:30]  (Local) -> (LOCAL)[6](AK)Tupack: ñero esperemoslo jajajaja
[2020:12:16-05:09:31]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000DonBerna: na
[2020:12:16-05:09:31]  (Global) -> [EVG]juann: vale 
[2020:12:16-05:09:31]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: jajaja
[2020:12:16-05:09:32]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: e
[2020:12:16-05:09:34]  (Local) -> (LOCAL)[7]2cb'Razzork: naaa
[2020:12:16-05:09:34]  (Local) -> (LOCAL)[2]2cb|Woch: niños
[2020:12:16-05:09:35]  (Local) -> (LOCAL)[7](AK)Tupack: que man tan bobo la plena
[2020:12:16-05:09:36]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: Oe pin) -> nil
[2020:12:16-05:09:36]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: dele
[2020:12:16-05:09:38]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: ./reconnect
[2020:12:16-05:09:39]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Jimenez: aqui hay amooooooooooooooooooooooor
[2020:12:16-05:09:40]  (Local) -> (LOCAL)[1]2cb'Jabon: tenes como 7k de muertes
[2020:12:16-05:09:41]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Mk y viejas dandole culo al profesor
[2020:12:16-05:09:41]  (Local) -> (LOCAL)[2]2cb|Woch: se van aole tussi aya
[2020:12:16-05:09:42]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: Oe pin) -> nil
[2020:12:16-05:09:47]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: para pasar materias
[2020:12:16-05:09:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: por eso para q mas
[2020:12:16-05:09:48]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: oepin) -> nil
[2020:12:16-05:09:49]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: no kiero
[2020:12:16-05:09:49]  (Local) -> (LOCAL)[1]TREBOOL: ya
[2020:12:16-05:09:52]  (Local) -> (LOCAL)[6]NeutroPimp2cb: PININA
[2020:12:16-05:09:53]  (Local) -> (LOCAL)[1]TREBOOL: invita
[2020:12:16-05:09:54]  (Local) -> (LOCAL)[1]2cb'Jabon: a bno sapo
[2020:12:16-05:09:55]  ([Msg] de #FF00FFL#000000ocaHp para #CB00FFNeutroPimp2cb: oepin) -> nil
[2020:12:16-05:09:57]  (Local) -> (LOCAL)[2]GT|Anndrew: y hasta manes nea
[2020:12:16-05:09:58]  (Local) -> (LOCAL)[2]2cb|Woch: sisas eso es normal aya
[2020:12:16-05:09:59]  (Local) -> (LOCAL)[6]2cb'pinina: dime
[2020:12:16-05:10:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: matemos en el ammu
[2020:12:16-05:10:03]  (Local) -> (LOCAL)[1]2cb'Jabon: me va a papiar stiven
[2020:12:16-05:10:03]  (Local) -> (LOCAL)[2]2cb|Woch: severas lokas
[2020:12:16-05:10:05]  (Local) -> (LOCAL)[1]2cb'Jabon: por su culpa
[2020:12:16-05:10:05]  (Local) -> (LOCAL)[7]NeutroPimp2cb: TE ANDA BUSCANDO ESTE COLE
[2020:12:16-05:10:07]  (Local) -> (LOCAL)[1]2cb'Jabon: :(
[2020:12:16-05:10:08]  (Local) -> (LOCAL)[7](AK)Tupack: se fue el man?
[2020:12:16-05:10:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: pq
[2020:12:16-05:10:08]  (Local) -> (LOCAL)[2]GT|Anndrew: o pagando los examenes
[2020:12:16-05:10:09]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: las tiene peludas
[2020:12:16-05:10:10]  (Global) -> 2cBPrexto: ojala tener alguien para dedicarsela
[2020:12:16-05:10:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: quien es stiven
[2020:12:16-05:10:12]  (Local) -> (LOCAL)[1]LocaHp: oe radial
[2020:12:16-05:10:13]  (Local) -> (LOCAL)[2]2cb|Woch: hasta pr una bolsa de tussi lo dan
[2020:12:16-05:10:14]  (Local) -> (LOCAL)[1]|EVG|Guarachero: ya
[2020:12:16-05:10:15]  (Local) -> (LOCAL)[1]2cb'Jabon: pq estoy muy malo
[2020:12:16-05:10:15]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: yo si quisiera ser profesr mk
[2020:12:16-05:10:16]  (Global) -> 2cBPrexto: como me enamoro?
[2020:12:16-05:10:18]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: mera chimba
[2020:12:16-05:10:18]  (Global) -> #7F7F7F|CVR|#FFFF00FurryTrash: Llegó franquito
[2020:12:16-05:10:19]  (Local) -> (LOCAL)[2]GT|Anndrew: oi
[2020:12:16-05:10:21]  (Global) -> #7F7F7F|LG|#FF5C00XhnGuaracha: GT|~SubditoDeSatanas xq tan callado????????
[2020:12:16-05:10:21]  (Local) -> (LOCAL)[2]GT|Anndrew: JAJAJA
[2020:12:16-05:10:22]  (Local) -> (LOCAL)[2]2cb|Woch: uy gonorrea
[2020:12:16-05:10:22]  (Local) -> (LOCAL)[8]NeutroPimp2cb: TE BUSCA LOCA
[2020:12:16-05:10:23]  (Local) -> (LOCAL)[1]2cb'Jabon: un zetin muy malo
[2020:12:16-05:10:23]  (Local) -> (LOCAL)[1]|EVG|Guarachero: tienes discord?
[2020:12:16-05:10:23]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: pe
[2020:12:16-05:10:25]  (Local) -> (LOCAL)[1]LocaHp: me decis q color y q llantas le qda melo a este?
[2020:12:16-05:10:26]  (Global) -> [CAPU]Elmorenosexy: Santiago
[2020:12:16-05:10:28]  (Local) -> (LOCAL)[2]2cb|Woch: eso asara
[2020:12:16-05:10:30]  (Global) -> GT|~SubditoDeSatanas: xq sufres por amores pasados
[2020:12:16-05:10:31]  (Global) -> GT|~SubditoDeSatanas: jeje
[2020:12:16-05:10:31]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: de one
[2020:12:16-05:10:33]  (Local) -> (LOCAL)[1]LocaHp: no c q ponerle mk
[2020:12:16-05:10:34]  (Local) -> (LOCAL)[2]TREBOOL: si
[2020:12:16-05:10:35]  (Global) -> 2cBPrexto: xd
[2020:12:16-05:10:36]  (Global) -> Sancocho-kun: XD
[2020:12:16-05:10:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: ud sabe jugar que habla
[2020:12:16-05:10:36]  (Global) -> GT|~SubditoDeSatanas: factores
[2020:12:16-05:10:38]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Lopez: bueno
[2020:12:16-05:10:38]  (Global) -> ArturoCortez: aish
[2020:12:16-05:10:39]  (Local) -> (LOCAL)[1]2cb'Jabon: qva
[2020:12:16-05:10:39]  (Local) -> (LOCAL)[2]2cb|Woch: joden mucho los estudiantes
[2020:12:16-05:10:40]  (Global) -> #7F7F7F|LG|#FF5C00XhnGuaracha: UY JESUS
[2020:12:16-05:10:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: ya tiene dobles no?
[2020:12:16-05:10:42]  (Local) -> (LOCAL)[1]2cb'Jabon: s
[2020:12:16-05:10:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: con eso ka da
[2020:12:16-05:10:44]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Lopez: vamos a la otra dimension
[2020:12:16-05:10:44]  (Local) -> (LOCAL)[1]2cb'Jabon: so
[2020:12:16-05:10:46]  (Local) -> (LOCAL)[1]GUSTAVO: hola
[2020:12:16-05:10:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: poreso con eso tiene
[2020:12:16-05:10:48]  (Local) -> (LOCAL)[1]TREBOOL: me dejas conducir
[2020:12:16-05:10:48]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: sii
[2020:12:16-05:10:48]  (Global) -> #7F7F7F|LG|#FF5C00XhnGuaracha: me papio como la suegra
[2020:12:16-05:10:48]  (Local) -> (LOCAL)[1]|EVG|Guarachero: encribeme
[2020:12:16-05:10:49]  (Local) -> (LOCAL)[1]2cb'Jabon: pero 1 sapo mes
[2020:12:16-05:10:49]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Nea pero pues muy gnorrea pero mera chimba
[2020:12:16-05:10:49]  ([Msg] de careloco para XhnGuaracha: confieso que fumarassa esta cule4bl3) -> nil
[2020:12:16-05:10:49]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: paq maass
[2020:12:16-05:10:51]  (Local) -> (LOCAL)[4][CAPU]Elmorenosexy: SANTI
[2020:12:16-05:10:52]  (Local) -> (LOCAL)[1]2cb'Jabon: sin usar eso
[2020:12:16-05:10:52]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: pere
[2020:12:16-05:10:54]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Pues ser profesor de u
[2020:12:16-05:10:54]  (Local) -> (LOCAL)[1]LocaHp: le roto 100k y me lo pone melo de color y llantas?
[2020:12:16-05:10:54]  (Local) -> (LOCAL)[4][CAPU]Elmorenosexy: Ah ya se va
[2020:12:16-05:10:55]  (Global) -> [Dark]Santiago_Perez: eu
[2020:12:16-05:10:55]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: jajajaaj
[2020:12:16-05:10:56]  (Local) -> (LOCAL)[1]|EVG|Guarachero: Jhojan4107
[2020:12:16-05:10:56]  (Global) -> Sancocho-kun: cooooooomo
[2020:12:16-05:10:58]  (Local) -> (LOCAL)[4](AK)Tupack: oe pues santi que quiere te diga la nena
[2020:12:16-05:10:59]  ([Msg] de careloco para XhnGuaracha: confieso que fumarassa esta cule4bl3) -> nil
[2020:12:16-05:11:02]  (Local) -> (LOCAL)[2]2cb|Woch: su jajaja
[2020:12:16-05:11:03]  (Global) -> [Dark]Santiago_Perez: hable pues
[2020:12:16-05:11:04]  (Local) -> (LOCAL)[4][CAPU]Elmorenosexy: Ya se va
[2020:12:16-05:11:05]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: ajjjjjjjjaj
[2020:12:16-05:11:05]  (Local) -> (LOCAL)[2]GT|Anndrew: pues lo unico chimba seria eso
[2020:12:16-05:11:05]  (Local) -> (LOCAL)[3][CAPU]Elmorenosexy: Como que
[2020:12:16-05:11:06]  (Local) -> (LOCAL)[1]|EVG|Guarachero: Jhojan#4107
[2020:12:16-05:11:06]  (Global) -> [Dark]Santiago_Perez: no al escuche
[2020:12:16-05:11:06]  (Global) -> #7F7F7F|CVR|#FF5C00GuevasNegras: ajhdjashgfdhjasf
[2020:12:16-05:11:08]  (Local) -> (LOCAL)[1]TREBOOL: ·
[2020:12:16-05:11:08]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: XD
[2020:12:16-05:11:09]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: Se aburrio
[2020:12:16-05:11:10]  (Local) -> (LOCAL)[2]2cb|Woch: uy gonorrea
[2020:12:16-05:11:10]  (Local) -> (LOCAL)[1]|EVG|Guarachero: Jhojan#4107
[2020:12:16-05:11:11]  (Local) -> (LOCAL)[6]#7F7F7F|CVR||DJ|#FF5C00Jimenez: lopezz me pegas
[2020:12:16-05:11:12]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: ajsjkaskajs
[2020:12:16-05:11:14]  (Local) -> (LOCAL)[2](AK)Tupack: hablale
[2020:12:16-05:11:14]  (Local) -> (LOCAL)[1]TREBOOL: ok
[2020:12:16-05:11:15]  (Local) -> (LOCAL)[2]GT|Anndrew: de resto la cantidad de trabajo que tienen
[2020:12:16-05:11:16]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Mi niña bonita
[2020:12:16-05:11:16]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: XD
[2020:12:16-05:11:17]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: estas me parecen mas melas
[2020:12:16-05:11:18]  ([Msg] de [EVG]juann para XhnGuaracha: confieso que pude estar con la mujer perfecta para mi y la perdi por tnto :() -> nil
[2020:12:16-05:11:18]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Na
[2020:12:16-05:11:18]  (Local) -> (LOCAL)[1]LocaHp: tiene secundario tambn
[2020:12:16-05:11:19]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: Pero dame un besito
[2020:12:16-05:11:20]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: Primero
[2020:12:16-05:11:22]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: eso es de cada quien
[2020:12:16-05:11:23]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: ale
[2020:12:16-05:11:23]  (Local) -> (LOCAL)[2](AK)Tupack: si
[2020:12:16-05:11:24]  (Global) -> Sancocho-kun: simplemente guevasnegras
[2020:12:16-05:11:24]  (Local) -> (LOCAL)[5]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: ay
[2020:12:16-05:11:24]  (Local) -> (LOCAL)[1]|EVG|Guarachero: y te meto a el dc de la gang
[2020:12:16-05:11:24]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: <3
[2020:12:16-05:11:24]  (Local) -> (LOCAL)[1]LocaHp: q son unas rayitas
[2020:12:16-05:11:24]  (Global) -> [Dark]Santiago_Perez: hable boba
[2020:12:16-05:11:29]  (Local) -> (LOCAL)[1]LocaHp: te roto los 100k?
[2020:12:16-05:11:29]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: q tal estas llantas?
[2020:12:16-05:11:31]  (Local) -> (LOCAL)[4][Kp]-[C]ogoying: uff
[2020:12:16-05:11:32]  (Local) -> (LOCAL)[4]NeutroPimp2cb: OJO
[2020:12:16-05:11:32]  (Local) -> (LOCAL)[2](AK)Tupack: ey respete respete
[2020:12:16-05:11:34]  (Local) -> (LOCAL)[5][Kp]-[C]ogoying: ajajja
[2020:12:16-05:11:34]  (Local) -> (LOCAL)[1]2cb'~#[R]adial^: hagale
[2020:12:16-05:11:34]  (Local) -> (LOCAL)[5]NeutroPimp2cb: jajajajajajjja
[2020:12:16-05:11:34]  (Local) -> (LOCAL)[1]|EVG|Guarachero: donde esta tu primo
[2020:12:16-05:11:35]  (Local) -> (LOCAL)[1]2cb'Jabon: olam
[2020:12:16-05:11:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: nah
[2020:12:16-05:11:37]  (Global) -> [Dark]Santiago_Perez: sjjs
[2020:12:16-05:11:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerna: a que mierda aca
[2020:12:16-05:11:38]  (Local) -> (LOCAL)[1]2cb'Jabon: :D
[2020:12:16-05:11:38]  (Local) -> (LOCAL)[2][CAPU]Elmorenosexy: No se
[2020:12:16-05:11:41]  (Local) -> (LOCAL)[3][CAPU]Elmorenosexy: Porque me trata asi
