This file was generated by Console at 2020:09:11-00:00:02



[2020:09:11-00:00:02]  (Global) -> BurlyPlate49: perdon
[2020:09:11-17:08:13]  (Local) -> (LOCAL)[2][CT-S]bray: no te puedo enseñar
[2020:09:11-17:08:16]  (Global) -> (CTS)EmilioEscobar: JAJAJAJJA
[2020:09:11-17:08:16]  (Local) -> (LOCAL)[3]Lauriita: na
[2020:09:11-17:08:17]  (Local) -> (LOCAL)[1][GT]Suavitel: taxi mula
[2020:09:11-17:08:19]  (Local) -> (LOCAL)[2][CT-S]bray: estoy en portatil
[2020:09:11-17:08:21]  (Local) -> (LOCAL)[4][Z]opj: a mi me dan ganas de coger esta mierda a pulñis
[2020:09:11-17:08:23]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: imaginate si le pongo nitro
[2020:09:11-17:08:23]  (Global) -> Tribilin: q hago con el maletin
[2020:09:11-17:08:23]  (Local) -> (LOCAL)[1]CamilaGil: uber mula
[2020:09:11-17:08:24]  (Global) -> EL_PATRON: que  queres
[2020:09:11-17:08:25]  (Team - Law Enforcement) -> (TEAM)FedericoMamelo: /dance 8
[2020:09:11-17:08:30]  (Local) -> (LOCAL)[1]Lauriita: noooo
[2020:09:11-17:08:32]  (Local) -> (LOCAL)[1]CamilaGil: vamos pa la tienda de armas
[2020:09:11-17:08:32]  (Team - Services) -> (TEAM)GT~[Orgalor]: suavitel
[2020:09:11-17:08:32]  (Local) -> (LOCAL)[9]walter: kepler
[2020:09:11-17:08:33]  (Local) -> (LOCAL)[2][CT-S]bray: pon /culearman y culearvieja
[2020:09:11-17:08:34]  (Team - Unemployed) -> (TEAM)Jessica: en portatil no se puede?
[2020:09:11-17:08:35]  (Local) -> (LOCAL)[1]CamilaGil: to bien
[2020:09:11-17:08:36]  (Local) -> (LOCAL)[9]Kepler: que?
[2020:09:11-17:08:36]  (Local) -> (LOCAL)[2][CT-S]bray: po pa culear xd
[2020:09:11-17:08:37]  (Local) -> (LOCAL)[1]Lauriita: esque ru sabes manejar yo no
[2020:09:11-17:08:38]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: JAJAJAJAJAJAJ XDDD
[2020:09:11-17:08:39]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: LiLPussy[3] mal mentiro y mal sicario xao
[2020:09:11-17:08:39]  (Local) -> (LOCAL)[2][CT-S]bray: no
[2020:09:11-17:08:40]  (Local) -> (LOCAL)[9]walter: pago vip?
[2020:09:11-17:08:41]  (Local) -> (LOCAL)[1][GT]Suavitel: ale
[2020:09:11-17:08:41]  (Global) -> Jessica: si esa me la se
[2020:09:11-17:08:45]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: mentiroso
[2020:09:11-17:08:46]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: a mi me da risa cuando lo manejan
[2020:09:11-17:08:47]  (Local) -> (LOCAL)[8]Kepler: Noks, no he pagado vip
[2020:09:11-17:08:48]  (Local) -> (LOCAL)[1][GT]Suavitel: Y que
[2020:09:11-17:08:49]  (Local) -> (LOCAL)[2][CT-S]bray: necesitas los numero que estan al lado de flechas
[2020:09:11-17:08:50]  (Local) -> (LOCAL)[1][GT]Suavitel: Mucho acoso?
[2020:09:11-17:08:50]  (Global) -> Haski_Serio: uh
[2020:09:11-17:08:53]  (Local) -> (LOCAL)[2]CAREBOLA: jajaj
[2020:09:11-17:08:53]  (Local) -> (LOCAL)[2][CT-S]bray: mmm
[2020:09:11-17:08:54]  (Global) -> (CTS)EmilioEscobar: Jajajaja es exagerado lo rapido
[2020:09:11-17:08:54]  (Global) -> Haski_Serio: q le paso a mi lilpusy
[2020:09:11-17:08:54]  (Local) -> (LOCAL)[1]CamilaGil: acoso?
[2020:09:11-17:08:55]  (Local) -> (LOCAL)[2]Lauriita: jajajaja
[2020:09:11-17:08:57]  (Local) -> (LOCAL)[1]CamilaGil: de k
[2020:09:11-17:08:59]  (Global) -> Haski_Serio: lo cojieron haciendo maldades
[2020:09:11-17:09:00]  (Global) -> PapiCaliche: Francine tirando factores
[2020:09:11-17:09:03]  (Local) -> (LOCAL)[2][CT-S]bray: creo que esos son todos asi para cocializar
[2020:09:11-17:09:03]  (Local) -> (LOCAL)[1]CamilaGil: oee
[2020:09:11-17:09:04]  (Global) -> DrStrange: pai
[2020:09:11-17:09:04]  (Team - Law Enforcement) -> (TEAM)|S.A.S|C|M/N: ADMIN WALTER EM BUGIO
[2020:09:11-17:09:07]  (Local) -> (LOCAL)[1][GT]Suavitel: Dimelo
[2020:09:11-17:09:07]  (Local) -> (LOCAL)[1]CamilaGil: ese es mi pana
[2020:09:11-17:09:08]  (Global) -> DrStrange: coloque el carro ahi
[2020:09:11-17:09:13]  (Global) -> LiLPussy: haski mi amor
[2020:09:11-17:09:14]  (Local) -> (LOCAL)[2][CT-S]bray: otros para tu moto o ocarro
[2020:09:11-17:09:15]  (Local) -> (LOCAL)[3][GT]Suavitel: Cual?
[2020:09:11-17:09:17]  (Global) -> [GT]Juanes: que putas
[2020:09:11-17:09:19]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Francine98: wow
[2020:09:11-17:09:20]  (Local) -> (LOCAL)[3]CamilaGil: el de master chief
[2020:09:11-17:09:20]  (Global) -> [S.A.S]Royal: sabian que hello kitty significa ola demonio
[2020:09:11-17:09:20]  (Local) -> (LOCAL)[2][CT-S]bray: sal y te enseño
[2020:09:11-17:09:23]  (Global) -> ratix86: haski mi pescador favorito
[2020:09:11-17:09:23]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: calicha gaymer
[2020:09:11-17:09:24]  (Local) -> (LOCAL)[3][GT]Suavitel: ajdajs breve
[2020:09:11-17:09:24]  (Local) -> (LOCAL)[3]CamilaGil: se murio JAJAJA
[2020:09:11-17:09:27]  (Local) -> (LOCAL)[5]PapiCaliche: na
[2020:09:11-17:09:27]  (Local) -> (LOCAL)[2]Tribilin: se me bugio disco
[2020:09:11-17:09:28]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: caliche
[2020:09:11-17:09:28]  (Local) -> (LOCAL)[4][GT]Suavitel: Jajdjas mantiene muerto
[2020:09:11-17:09:28]  (Global) -> Haski_Serio: ooo
[2020:09:11-17:09:29]  (Global) -> (CTS)EmilioEscobar: f
[2020:09:11-17:09:30]  (Team - Law Enforcement) -> (TEAM)FedericoMamelo: /stopanim
[2020:09:11-17:09:30]  (Global) -> Judas?: royal bro wtf
[2020:09:11-17:09:30]  (Global) -> ratix86: lo malo es que pasa oliendo a pescado el hpta
[2020:09:11-17:09:32]  (Local) -> (LOCAL)[1][CT-S]bray: espera
[2020:09:11-17:09:34]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: dije nos matamos xD
[2020:09:11-17:09:34]  (Local) -> (LOCAL)[3]CamilaGil: JAJAJAJ
[2020:09:11-17:09:35]  (Global) -> LiLPussy: estaba dandole unas balitas al francinee pero esa perra tiene chaleco o algo asi
[2020:09:11-17:09:35]  (Global) -> (DV)menorpatecumbias: royal ñro  wttf?
[2020:09:11-17:09:36]  (Global) -> Lauriita: aca si
[2020:09:11-17:09:39]  (Local) -> (LOCAL)[1]PapiCaliche: estos manes son malitos
[2020:09:11-17:09:41]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Francine98: hola
[2020:09:11-17:09:42]  (Local) -> (LOCAL)[2]Lauriita: ajjaja
[2020:09:11-17:09:42]  (Local) -> (LOCAL)[1][CT-S]bray: ok
[2020:09:11-17:09:44]  (Local) -> (LOCAL)[4]CamilaGil: espere que llegue otra vez
[2020:09:11-17:09:45]  (Global) -> Judas?: hello kity
[2020:09:11-17:09:47]  (Local) -> (LOCAL)[2][CT-S]bray: con o abres puertas
[2020:09:11-17:09:48]  (Global) -> [S.A.S]Royal: bueno ya, muy idiota por hoy xao
[2020:09:11-17:09:49]  (Global) -> gecogeta797: kepler
[2020:09:11-17:09:51]  (Local) -> (LOCAL)[4][GT]Suavitel: hola bo
[2020:09:11-17:09:51]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: PERA LO ARREGLO
[2020:09:11-17:09:51]  (Local) -> (LOCAL)[4]CamilaGil: oe
[2020:09:11-17:09:53]  (Local) -> (LOCAL)[4][GT]Suavitel: como tas
[2020:09:11-17:09:53]  (Global) -> Judas?: salude un demonio?\
[2020:09:11-17:09:53]  (Global) -> JUANDA909: como puedo mandar a la carcel
[2020:09:11-17:09:54]  (Local) -> (LOCAL)[11]Tajada: grax
[2020:09:11-17:09:56]  (Global) -> Jessica: si eso tambien
[2020:09:11-17:09:56]  (Global) -> LiLPussy: me gaste 100 balas jajajaj y solo le quite como la mitad
[2020:09:11-17:10:00]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: no0o0o0
[2020:09:11-17:10:00]  (Local) -> (LOCAL)[4][GT]Suavitel: se;ora
[2020:09:11-17:10:02]  (Team - Unemployed) -> (TEAM)terse: que wea es esto
[2020:09:11-17:10:02]  (Global) -> [GT]Juanes: dilan es zeta?
[2020:09:11-17:10:02]  (Global) -> (CTS)EmilioEscobar: JAJAJAJAJJAJAJAJAJAJAJAJA
[2020:09:11-17:10:04]  (Local) -> (LOCAL)[1][CT-S]bray: poniendo /neon le pones luces
[2020:09:11-17:10:06]  (Global) -> Haski_Serio: ahorita me hago tombo
[2020:09:11-17:10:07]  (Local) -> (LOCAL)[1][CT-S]bray: pero es con carros
[2020:09:11-17:10:08]  (Local) -> (LOCAL)[2]Lauriita: a
[2020:09:11-17:10:08]  (Global) -> SRQUINTERO: ujfh
[2020:09:11-17:10:09]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Francine98: bnas
[2020:09:11-17:10:09]  (Global) -> Jessica: tambien xd
[2020:09:11-17:10:10]  (Global) -> (CTS)EmilioEscobar: JAJAJAJAJAJAJJA Valio verga
[2020:09:11-17:10:10]  (Global) -> PapiCaliche: a
[2020:09:11-17:10:12]  (Local) -> (LOCAL)[2]Lauriita: casi me muero
[2020:09:11-17:10:13]  (Global) -> Haski_Serio: y van a tener miedo 
[2020:09:11-17:10:13]  (Global) -> ratix86: ay haski tombo
[2020:09:11-17:10:14]  (Local) -> (LOCAL)[2][GT]Suavitel: hola precioso
[2020:09:11-17:10:19]  (Local) -> (LOCAL)[2]CamilaGil: ola rey
[2020:09:11-17:10:21]  (Global) -> [GT]Suavitel: aaaaaaaaaa
[2020:09:11-17:10:23]  (Local) -> (LOCAL)[2]Lauriita: has acrobacias
[2020:09:11-17:10:24]  (Global) -> JuanLasso: camiloooo
[2020:09:11-17:10:25]  (Local) -> (LOCAL)[1][CT-S]bray: para esconder todos los vehiculos pones /hideall
[2020:09:11-17:10:25]  (Local) -> (LOCAL)[1]Jmcastro: may
[2020:09:11-17:10:29]  (Local) -> (LOCAL)[1]Jmcastro: paila
[2020:09:11-17:10:30]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: te lleco mami
[2020:09:11-17:10:32]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: esta ese
[2020:09:11-17:10:33]  (Local) -> (LOCAL)[5]walter: que no entre ni mierda
[2020:09:11-17:10:34]  (Local) -> (LOCAL)[1]Jmcastro: ya empezo
[2020:09:11-17:10:34]  (Global) -> HUEVO: ya empezo?
[2020:09:11-17:10:35]  (Local) -> (LOCAL)[1][CT-S]bray: se guardan todos a la vez
[2020:09:11-17:10:35]  (Local) -> (LOCAL)[3]CamilaGil: espere nea
[2020:09:11-17:10:37]  (Local) -> (LOCAL)[1]Jmcastro: sisa
[2020:09:11-17:10:38]  (Global) -> [Z]opj: ?
[2020:09:11-17:10:38]  (Global) -> HUEVO: nuuuu
[2020:09:11-17:10:39]  (Local) -> (LOCAL)[3]CamilaGil: a que se suban todos
[2020:09:11-17:10:40]  (Global) -> dilan: ?
[2020:09:11-17:10:41]  (Local) -> (LOCAL)[3][GT]Suavitel: noooooooo
[2020:09:11-17:10:41]  (Local) -> (LOCAL)[1][CT-S]bray: mm
[2020:09:11-17:10:42]  (Global) -> [Z]opj: ayuda
[2020:09:11-17:10:42]  (Global) -> Jessica: ahh listo
[2020:09:11-17:10:43]  (Global) -> HUEVO: ale may
[2020:09:11-17:10:43]  (Local) -> (LOCAL)[3]CamilaGil: NOOOOOOOOOOO
[2020:09:11-17:10:44]  (Local) -> (LOCAL)[3][GT]Suavitel: el es parcero ajdjasd
[2020:09:11-17:10:45]  (Global) -> HUEVO: relax
[2020:09:11-17:10:45]  (Local) -> (LOCAL)[2][Z]Eldiego2FPS: salga
[2020:09:11-17:10:46]  (Local) -> (LOCAL)[2]dilan: ?!
[2020:09:11-17:10:46]  (Local) -> (LOCAL)[1][CT-S]bray: sabes pegarte al carro?
[2020:09:11-17:10:47]  (Local) -> (LOCAL)[3]CamilaGil: era un pana jajaj
[2020:09:11-17:10:49]  (Global) -> PabloGanster: VRGA 20FPS
[2020:09:11-17:10:50]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Francine98: a
[2020:09:11-17:10:50]  (Local) -> (LOCAL)[2]dilan: A
[2020:09:11-17:10:52]  (Local) -> (LOCAL)[1][CT-S]bray: osea cuando esta lleno
[2020:09:11-17:10:52]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Francine98: perdon xd
[2020:09:11-17:10:54]  (Global) -> HUEVO: si algo en la noche o k
[2020:09:11-17:10:54]  (Global) -> (DV)menorpatecumbias: Diomedes777 , donde anda?
[2020:09:11-17:10:54]  (Global) -> [Z]opj: wena
[2020:09:11-17:10:55]  (Global) -> Jessica: no xd
[2020:09:11-17:10:55]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: con ctril es el nitro
[2020:09:11-17:10:57]  (Global) -> walter: lleguen  a comisaria 
[2020:09:11-17:10:57]  (Local) -> (LOCAL)[1][CT-S]bray: te pones arriba
[2020:09:11-17:10:58]  (Local) -> (LOCAL)[1]Jmcastro: sisas hagale
[2020:09:11-17:11:00]  (Local) -> (LOCAL)[3]CamilaGil: espere a que aparezca otra vez jaajja
[2020:09:11-17:11:00]  (Local) -> (LOCAL)[1][CT-S]bray: y le das x
[2020:09:11-17:11:02]  (Local) -> (LOCAL)[1]Jmcastro: todo bien
[2020:09:11-17:11:03]  (Global) -> HUEVO: bre
[2020:09:11-17:11:05]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: es q ese me estaba disparando ahorita xddd
[2020:09:11-17:11:05]  (Global) -> [Z]opj: dilan
[2020:09:11-17:11:09]  (Global) -> HUEVO: chao ps may xxdxdxdd
[2020:09:11-17:11:09]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: xd
[2020:09:11-17:11:10]  (Local) -> (LOCAL)[1][CT-S]bray: ya
[2020:09:11-17:11:11]  (Global) -> Haski_Serio: ahorita me hago tombo pa arrestar costeños
[2020:09:11-17:11:12]  (Global) -> [Z]opj: dilan
[2020:09:11-17:11:13]  (Global) -> ItsAlexyXD: subete
[2020:09:11-17:11:13]  (Global) -> SRQUINTERO: tienes estrellas D:?
[2020:09:11-17:11:14]  (Local) -> (LOCAL)[2]dilan: Qe
[2020:09:11-17:11:15]  (Global) -> JUANSGAMEZ: tombo
[2020:09:11-17:11:15]  (Local) -> (LOCAL)[4]CamilaGil: yayaya
[2020:09:11-17:11:15]  (Local) -> (LOCAL)[1]Jmcastro: yu
[2020:09:11-17:11:17]  (Local) -> (LOCAL)[4]CamilaGil: todo bien
[2020:09:11-17:11:17]  (Global) -> [Z]opj: a ud cuantos fps le va ahora mismo
[2020:09:11-17:11:18]  (Local) -> (LOCAL)[4]CamilaGil: paz
[2020:09:11-17:11:18]  (Local) -> (LOCAL)[1][CT-S]bray: te lo quitas con x
[2020:09:11-17:11:18]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Francine98: bno ya
[2020:09:11-17:11:20]  (Global) -> Jmcastro: voy a llevarlo a pescar
[2020:09:11-17:11:22]  (Local) -> (LOCAL)[1]dilan: 60
[2020:09:11-17:11:22]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: alv
[2020:09:11-17:11:23]  (Global) -> (CTS)EmilioEscobar: jajaja
[2020:09:11-17:11:24]  (Local) -> (LOCAL)[2][GT]Suavitel: francine mano
[2020:09:11-17:11:25]  (Local) -> (LOCAL)[2]CamilaGil: esperee ajJAJAJAJ
[2020:09:11-17:11:25]  (Global) -> [Z]opj: uy no mk
[2020:09:11-17:11:27]  (Global) -> JUANSGAMEZ: tenemos aun criminal
[2020:09:11-17:11:27]  (Local) -> (LOCAL)[1][CT-S]bray: o si no te sirve la x pones
[2020:09:11-17:11:27]  (Local) -> (LOCAL)[2]CamilaGil: JKKAAKJSAKSAKJS
[2020:09:11-17:11:29]  (Global) -> Lauriita: empujemolo
[2020:09:11-17:11:30]  (Local) -> (LOCAL)[2]CamilaGil: falto el :c
[2020:09:11-17:11:31]  (Local) -> (LOCAL)[1]dilan: y austed
[2020:09:11-17:11:32]  (Local) -> (LOCAL)[1]PapiCaliche: No, no tengo
[2020:09:11-17:11:32]  (Local) -> (LOCAL)[1][CT-S]bray: /glue
[2020:09:11-17:11:32]  (Global) -> [Z]opj: yo soy un venezolano entonce
[2020:09:11-17:11:33]  (Global) -> (CTS)EmilioEscobar: JAJAJAJAJAJAJAJAJAJAJ
[2020:09:11-17:11:35]  (Global) -> [Z]opj: a 15 me va
[2020:09:11-17:11:36]  (Local) -> (LOCAL)[1]dilan: XD
[2020:09:11-17:11:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: es q hay uno disparando
[2020:09:11-17:11:38]  (Global) -> (CTS)EmilioEscobar: AL FONDO DEL MAR 
[2020:09:11-17:11:39]  (Local) -> (LOCAL)[2]Lauriita: nooooooooooooooooooooooooooooooooooooo
[2020:09:11-17:11:40]  (Global) -> [Z]opj: igual asi me culeo los gt 8)
[2020:09:11-17:11:41]  (Global) -> Haski_Serio: y a venezolanos tambn
[2020:09:11-17:11:42]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: CON J BALVIN xd
[2020:09:11-17:11:42]  (Local) -> (LOCAL)[1][CT-S]bray: para subirte a un helicoptero y esta lleni
[2020:09:11-17:11:45]  (Local) -> (LOCAL)[1][CT-S]bray: lleno
[2020:09:11-17:11:46]  (Global) -> [Z]opj: a ti no tu eres pro
[2020:09:11-17:11:47]  (Global) -> SRQUINTERO: ah...linda noche xd
[2020:09:11-17:11:47]  (Global) -> dilan: sii
[2020:09:11-17:11:49]  (Local) -> (LOCAL)[2]Lauriita: ya no me preste tus carros
[2020:09:11-17:11:50]  (Local) -> (LOCAL)[2][GT]Suavitel: Francine
[2020:09:11-17:11:50]  (Local) -> (LOCAL)[1][CT-S]bray: saltas doble vez
[2020:09:11-17:11:52]  (Local) -> (LOCAL)[2]Lauriita: los daño
[2020:09:11-17:11:53]  (Local) -> (LOCAL)[1]dilan: .-__:.
[2020:09:11-17:11:55]  (Local) -> (LOCAL)[2]CamilaGil: es que no era a vos
[2020:09:11-17:11:56]  (Local) -> (LOCAL)[2][GT]Suavitel: Tienes 200 ahi que me prestes jadajsd
[2020:09:11-17:11:56]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: dime
[2020:09:11-17:11:58]  (Global) -> JUANDA909: oigan como puedo mandar a la carcel
[2020:09:11-17:11:59]  (Local) -> (LOCAL)[2]CamilaGil: era a otro man mamon
[2020:09:11-17:12:01]  (Global) -> Tajada: pirobos tombooos
[2020:09:11-17:12:01]  (Global) -> (CTS)EmilioEscobar: jajajaja esos me los dan gratis
[2020:09:11-17:12:03]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: a
[2020:09:11-17:12:03]  (Local) -> (LOCAL)[2](CTS)EmilioEscobar: no me cuestan
[2020:09:11-17:12:04]  (Local) -> (LOCAL)[1][CT-S]bray: no te puedo enseñar porque soy pobre y no tengo uno xd
[2020:09:11-17:12:07]  (Global) -> [CAPU]Pastor_Lopez: COMPRO COMET
[2020:09:11-17:12:07]  (Global) -> Jessica: eres admin?
[2020:09:11-17:12:08]  (Local) -> (LOCAL)[2][GT]Suavitel: xfa
[2020:09:11-17:12:09]  (Local) -> (LOCAL)[1][CT-S]bray: mmm
[2020:09:11-17:12:09]  (Local) -> (LOCAL)[2]Lauriita: q
[2020:09:11-17:12:11]  (Local) -> (LOCAL)[1][CT-S]bray: nop
[2020:09:11-17:12:11]  (Global) -> [CAPU]Pastor_Lopez: COMPRO COMET
[2020:09:11-17:12:15]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: 200k?
[2020:09:11-17:12:17]  (Global) -> Jessica: ohhh
[2020:09:11-17:12:18]  (Team - Unemployed) -> (TEAM)Lauriita: a por q eres vip
[2020:09:11-17:12:19]  (Global) -> [Z]opj: siiiiiiii
[2020:09:11-17:12:19]  (Global) -> Haski_Serio: ayer mate tantos Zetas que me hice un palo en 5 minutos
[2020:09:11-17:12:20]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: oli
[2020:09:11-17:12:22]  (Local) -> (LOCAL)[1]dilan: siii
[2020:09:11-17:12:22]  (Local) -> (LOCAL)[1][CT-S]bray: xd
[2020:09:11-17:12:23]  (Global) -> [CAPU]Pastor_Lopez: COMPRO COMET
[2020:09:11-17:12:23]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: hola lil
[2020:09:11-17:12:24]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: o 200
[2020:09:11-17:12:25]  (Local) -> (LOCAL)[2][GT]Suavitel: Si patron
[2020:09:11-17:12:26]  (Local) -> (LOCAL)[3]Lauriita: holaa
[2020:09:11-17:12:26]  (Local) -> (LOCAL)[1][CT-S]bray: solo ayudo y ya
[2020:09:11-17:12:29]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: a
[2020:09:11-17:12:29]  (Team - Law Enforcement) -> (TEAM)|S.A.S|C|M/N: aaa
[2020:09:11-17:12:30]  (Local) -> (LOCAL)[1][CT-S]bray: mm
[2020:09:11-17:12:30]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: q hacen xd
[2020:09:11-17:12:32]  (Local) -> (LOCAL)[2][GT]Suavitel: 200k
[2020:09:11-17:12:33]  (Global) -> terse: lel 
[2020:09:11-17:12:33]  (Local) -> (LOCAL)[3]GT|~[SubditoDeSatanas]: ez
[2020:09:11-17:12:33]  (Global) -> Jessica: gracias por los datos xd
[2020:09:11-17:12:34]  (Local) -> (LOCAL)[3]Lauriita: como se maneja esto mk
[2020:09:11-17:12:34]  (Local) -> (LOCAL)[1][CT-S]bray: que mas quieres aprender
[2020:09:11-17:12:34]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: sube con g
[2020:09:11-17:12:36]  (Global) -> ratix86: garndote
[2020:09:11-17:12:39]  (Global) -> ratix86: garndote
[2020:09:11-17:12:41]  (Local) -> (LOCAL)[3]Tribilin: algo ñr
[2020:09:11-17:12:42]  (Global) -> ratix86: grandote
[2020:09:11-17:12:42]  (Global) -> SRQUINTERO: agachate por si acaso we :3
[2020:09:11-17:12:43]  (Global) -> Tajada: como es que hago la selfie?
[2020:09:11-17:12:43]  (Global) -> Chayan_emilio: oe
[2020:09:11-17:12:45]  (Global) -> Pana_Miguel: algun admin que me desbugee
[2020:09:11-17:12:46]  (Global) -> Haski_Serio: esole
[2020:09:11-17:12:46]  (Global) -> (DV)_Yogan666: si
[2020:09:11-17:12:47]  (Global) -> ChamberConPanela: Jueputa
[2020:09:11-17:12:47]  (Team - Unemployed) -> (TEAM)Jessica: pues y creo que asi es suficiente
[2020:09:11-17:12:48]  (Global) -> (DV)_Yogan666: dime
[2020:09:11-17:12:50]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: con el w,s,d,a,q,r, y felchas
[2020:09:11-17:12:51]  (Local) -> (LOCAL)[1][CT-S]bray: dale
[2020:09:11-17:12:52]  (Global) -> DrStrange: con J
[2020:09:11-17:12:53]  (Global) -> Chayan_emilio: los lsd
[2020:09:11-17:12:53]  (Local) -> (LOCAL)[2]GT~[Orgalor]: taxi
[2020:09:11-17:12:54]  (Global) -> [S.A.S]Royal: YOGAAN
[2020:09:11-17:12:54]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: para ir adelante y atras
[2020:09:11-17:12:57]  (Local) -> (LOCAL)[1][CT-S]bray: entonces nos vemos luego
[2020:09:11-17:12:58]  (Local) -> (LOCAL)[15]Tajada: no me da pa
[2020:09:11-17:12:59]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: manejo?
[2020:09:11-17:12:59]  (Local) -> (LOCAL)[3]Lauriita: q miedo
[2020:09:11-17:13:00]  (Local) -> (LOCAL)[1][CT-S]bray: o no c xd
[2020:09:11-17:13:02]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: ufff vamos a morir men xD
[2020:09:11-17:13:02]  (Team - Services) -> (TEAM)(DV)menorpatecumbias: T
[2020:09:11-17:13:04]  (Global) -> (DV)menorpatecumbias: YPGAN
[2020:09:11-17:13:05]  (Local) -> (LOCAL)[1][CT-S]bray: a
[2020:09:11-17:13:06]  (Global) -> Jessica: dale bray gracias
[2020:09:11-17:13:09]  (Local) -> (LOCAL)[3]Lauriita: orita
[2020:09:11-17:13:10]  (Global) -> Chayan_emilio: estoy que me consumo 
[2020:09:11-17:13:11]  (Global) -> GT~[Orgalor]: suavitel
[2020:09:11-17:13:12]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: tabien xd
[2020:09:11-17:13:13]  (Global) -> [GT]Suavitel: FRAN
[2020:09:11-17:13:14]  (Global) -> (DV)_Yogan666: wey no los tengo aqui los tengo en mi casa 
[2020:09:11-17:13:15]  (Local) -> (LOCAL)[1][CT-S]bray: me falto uno de bloquear tu carrro
[2020:09:11-17:13:16]  (Local) -> (LOCAL)[2][GT]Suavitel: AAAAAAAA
[2020:09:11-17:13:18]  (Global) -> ratix86: tombos malparidos
[2020:09:11-17:13:19]  (Local) -> (LOCAL)[1]CamilaGil: JAJAJA
[2020:09:11-17:13:20]  (Global) -> Jessica: HASKIIIII
[2020:09:11-17:13:20]  (Local) -> (LOCAL)[1][CT-S]bray: pones /lock
[2020:09:11-17:13:21]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: ME PONDRE EL PARACAIDAS MEJOR JAJAJA
[2020:09:11-17:13:22]  (Local) -> (LOCAL)[1][CT-S]bray: y ya
[2020:09:11-17:13:23]  (Global) -> [S.A.S]Royal: yogan es papulince:c
[2020:09:11-17:13:23]  (Global) -> Jessica: si ese l se
[2020:09:11-17:13:23]  (Local) -> (LOCAL)[1][CT-S]bray: bai
[2020:09:11-17:13:24]  (Global) -> Chayan_emilio: :(
[2020:09:11-17:13:25]  (Local) -> (LOCAL)[1][GT]Suavitel: Vea mami
[2020:09:11-17:13:26]  (Local) -> (LOCAL)[1][GT]Suavitel: pa ti
[2020:09:11-17:13:27]  (Global) -> Chayan_emilio: avmos 
[2020:09:11-17:13:27]  (Global) -> (DV)_Yogan666:  me esperas y ya te traigo algunos 
[2020:09:11-17:13:31]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: como se lo ponen io quierro :c
[2020:09:11-17:13:35]  (Global) -> [CT-S]bray: lil
[2020:09:11-17:13:39]  (Global) -> (Cts)Lil.Dream: bray
[2020:09:11-17:13:41]  (Global) -> (DV)_Yogan666: esperame en la t de las venturas 
[2020:09:11-17:13:43]  (Local) -> (LOCAL)[3]Osama_Golfista: ah oe perdon
[2020:09:11-17:13:44]  (Global) -> [CT-S]bray: ontas
[2020:09:11-17:13:45]  (Local) -> (LOCAL)[3](CTS)EmilioEscobar: Tu debes tener a nosotros el staff a la pandilla entera nos regaloa yer
