This file was generated by Console at 2021:02:12-00:00:00



[2021:02:12-00:00:00]  (Global) -> AttractiveDunebuggy54: socio
[2021:02:12-14:28:40]  (Local) -> (LOCAL)[9]Chancleta|$Baby$: sí quieres?
[2021:02:12-14:28:44]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: pero como seria eso
[2021:02:12-14:28:46]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: joder q temazo el de jamby
[2021:02:12-14:28:47]  (Local) -> (LOCAL)[8]Chancleta|$Baby$: mira, este es de la gang
[2021:02:12-14:28:50]  (Global) -> JuanCC: como pongo esas lineas
[2021:02:12-14:28:53]  (Local) -> (LOCAL)[7]Pipe: chistosito el bobo esto
[2021:02:12-14:28:54]  (Local) -> (LOCAL)[1]FoFinho'Mode#: cual
[2021:02:12-14:28:56]  (Local) -> (LOCAL)[7]Pipe: tomto sapo 30
[2021:02:12-14:28:58]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: hoy
[2021:02:12-14:28:59]  (Local) -> (LOCAL)[1]Skippers|ELN: cuanto vale
[2021:02:12-14:28:59]  (Local) -> (LOCAL)[7]Chancleta|$Baby$: haber
[2021:02:12-14:29:00]  (Local) -> (LOCAL)[1]Skippers|ELN: xd
[2021:02:12-14:29:02]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: y la carta
[2021:02:12-14:29:02]  (Local) -> (LOCAL)[1]FoFinho'Mode#: si sr tema
[2021:02:12-14:29:03]  (Global) -> Chancleta|$Baby$: estas en portatil?
[2021:02:12-14:29:04]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: tbt
[2021:02:12-14:29:05]  (Local) -> (LOCAL)[7]Arison45[EVG]: koky vaya utt primero
[2021:02:12-14:29:05]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: 50 palos
[2021:02:12-14:29:06]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: o en pc de mesa
[2021:02:12-14:29:10]  (Local) -> (LOCAL)[6]Whipex|$baby$: chancli
[2021:02:12-14:29:10]  (Global) -> JuanCC: en pc con teclado
[2021:02:12-14:29:12]  (Local) -> (LOCAL)[1]Skippers|ELN: uy hp
[2021:02:12-14:29:12]  (Local) -> (LOCAL)[1]FoFinho'Mode#: uff chimba de temas la vdd
[2021:02:12-14:29:12]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: la carta me pone sad xd
[2021:02:12-14:29:14]  (Local) -> (LOCAL)[7]Chancleta|$Baby$: ammm
[2021:02:12-14:29:17]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: JAJJAJA
[2021:02:12-14:29:17]  (Local) -> (LOCAL)[7]Arison45[EVG]: o voy yo
[2021:02:12-14:29:19]  (Local) -> (LOCAL)[1]FoFinho'Mode#: q gei
[2021:02:12-14:29:20]  (Local) -> (LOCAL)[7]Whipex|$baby$: que tal pa
[2021:02:12-14:29:23]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: pues, ves la tecla que dice ESC?
[2021:02:12-14:29:23]  (Global) -> JuanCC: pero es lo mismo xd
[2021:02:12-14:29:28]  (Global) -> JuanCC: si
[2021:02:12-14:29:30]  (Local) -> (LOCAL)[1]Skippers|ELN: q carros tene como para modififcar asi
[2021:02:12-14:29:32]  (Local) -> (LOCAL)[1]Skippers|ELN: oe
[2021:02:12-14:29:33]  (Local) -> (LOCAL)[1]FoFinho'Mode#: a mi me pone sad vamos a marte
[2021:02:12-14:29:35]  (Local) -> (LOCAL)[5]Whipex|$baby$: luego donde dice salir
[2021:02:12-14:29:36]  (Local) -> (LOCAL)[5]Chancleta|$Baby$: bueno, abajo debes de tener una tecla que tiene
[2021:02:12-14:29:37]  (Local) -> (LOCAL)[1]Skippers|ELN: usted vende palos??
[2021:02:12-14:29:38]  (Local) -> (LOCAL)[7]Whipex|$baby$: y ya
[2021:02:12-14:29:38]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: ahorita la pongo
[2021:02:12-14:29:39]  (Local) -> (LOCAL)[7]Chancleta|$Baby$: un circulito
[2021:02:12-14:29:42]  (Local) -> (LOCAL)[1]FoFinho'Mode#: ok
[2021:02:12-14:29:45]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: y ese mismo simbolo '|'
[2021:02:12-14:29:46]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: Nonas
[2021:02:12-14:29:50]  (Local) -> (LOCAL)[2]helado2cb: a
[2021:02:12-14:29:52]  (Local) -> (LOCAL)[1]FoFinho'Mode#: y el ñenguito{
[2021:02:12-14:30:01]  (Local) -> (LOCAL)[4]Whipex|$baby$: vamos chanclas
[2021:02:12-14:30:01]  (Local) -> (LOCAL)[1]FoFinho'Mode#: ufff chimba como canta
[2021:02:12-14:30:01]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: ese le mete sabro tambien
[2021:02:12-14:30:03]  (Global) -> JuanCC: JuanCC|$baby$|
[2021:02:12-14:30:04]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: espera
[2021:02:12-14:30:04]  (Local) -> (LOCAL)[2]helado2cb: pa donde vamos mi rey
[2021:02:12-14:30:07]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: esoo
[2021:02:12-14:30:10]  (Local) -> (LOCAL)[9]Chancleta|$Baby$: pero usa /nick
[2021:02:12-14:30:14]  (Local) -> (LOCAL)[8]Chancleta|$Baby$: y te pones eso mismo
[2021:02:12-14:30:20]  (Local) -> (LOCAL)[2]JUAN-DIEGO-CR-(2cB): Pa la ciudad o que?
[2021:02:12-14:30:23]  (Local) -> (LOCAL)[2]helado2cb: ls?
[2021:02:12-14:30:26]  (Local) -> (LOCAL)[1]FoFinho'Mode#: pero nadie supera a mi poderisisimo cejaz negraz la vd
[2021:02:12-14:30:28]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: JAJA
[2021:02:12-14:30:29]  (Local) -> (LOCAL)[7]Chancleta|$Baby$: eso, así
[2021:02:12-14:30:30]  (Global) -> JuanCC|$baby$|: ya
[2021:02:12-14:30:31]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: xDDD
[2021:02:12-14:30:35]  (Local) -> (LOCAL)[7]Chancleta|$Baby$: ahora, espera te invito a la gang
[2021:02:12-14:30:36]  (Local) -> (LOCAL)[1]FoFinho'Mode#: jjjjj
[2021:02:12-14:30:44]  (Global) -> JuanCC|$baby$|: ponga mega
[2021:02:12-14:30:57]  (Global) -> JuanCC|$baby$|: o candela
[2021:02:12-14:30:58]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: ya te invite
[2021:02:12-14:31:01]  (Local) -> (LOCAL)[2]JUAN-DIEGO-CR-(2cB): Nos parchamos en la armeria
[2021:02:12-14:31:04]  (Local) -> (LOCAL)[2]JuanPablo|2cB|: ez
[2021:02:12-14:31:04]  (Team - Criminals) -> (TEAM)FoFinho'Mode#: ez
[2021:02:12-14:31:05]  (Local) -> (LOCAL)[2]helado2cb: sisa
[2021:02:12-14:31:05]  (Global) -> JuanCC|$baby$|: como acepto?
[2021:02:12-14:31:22]  (Local) -> (LOCAL)[10]Whipex|$baby$: suba wepn
[2021:02:12-14:31:22]  (Local) -> (LOCAL)[9]Chancleta|$Baby$: abre F2- le das en Information - le das en My invites y aceptas la qeu dice BabyGangg
[2021:02:12-14:31:30]  (Global) -> Mnrpatecumbias'GT'LP: algun tombo que me encane?
[2021:02:12-14:31:40]  (Global) -> ART[AK]: yo  estoy
[2021:02:12-14:31:45]  (Global) -> ART[AK]: donde esta?
[2021:02:12-14:31:51]  (Global) -> JuanCC|$baby$|: no me aprece
[2021:02:12-14:31:56]  (Global) -> Mnrpatecumbias'GT'LP: tire tele para piketes
[2021:02:12-14:31:57]  (Global) -> Chancleta|$Baby$: aggggggggggggghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
[2021:02:12-14:32:02]  (Global) -> Chancleta|$Baby$: pq a la gente no le aparece ,-;
[2021:02:12-14:32:05]  (Global) -> Cagaleto|EVG|: VENDO HOTRING RACER 1 
[2021:02:12-14:32:08]  (Local) -> (LOCAL)[2]Whipex|$baby$: que cosa
[2021:02:12-14:32:12]  (Local) -> (LOCAL)[3]Pipe: esa mierda pa
[2021:02:12-14:32:16]  (Local) -> (LOCAL)[2]Skippers|ELN: uy
[2021:02:12-14:32:18]  (Local) -> (LOCAL)[1]FoFinho'Mode#: q sueño tan doble
[2021:02:12-14:32:18]  (Local) -> (LOCAL)[2]Skippers|ELN: cuantro
[2021:02:12-14:32:22]  (Global) -> JuanCC|$baby$|: pongan radio mk :(
[2021:02:12-14:32:23]  (Local) -> (LOCAL)[1]JuanPablo|2cB|: szs
[2021:02:12-14:32:29]  (Local) -> (LOCAL)[3]Whipex|$baby$: ne ano se
[2021:02:12-14:32:32]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: ps lo dejo a 8 pero a ud a 7
[2021:02:12-14:32:40]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: necesito plata para ese rare
[2021:02:12-14:32:49]  (Local) -> (LOCAL)[1]Skippers|ELN: dejola probar
[2021:02:12-14:32:50]  (Local) -> (LOCAL)[1]Skippers|ELN: xd
[2021:02:12-14:33:02]  (Local) -> (LOCAL)[3]Chancleta|$Baby$: quitate el job
[2021:02:12-14:33:03]  (Local) -> (LOCAL)[3]Whipex|$baby$: abramonos
[2021:02:12-14:33:03]  (Global) -> JuanCC|$baby$|: subase
[2021:02:12-14:33:04]  (Local) -> (LOCAL)[3]Chancleta|$Baby$: Juan
[2021:02:12-14:33:07]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: haber
[2021:02:12-14:33:10]  (Local) -> (LOCAL)[6]JuanPablo|2cB|: JUAN-DIEGO-CR-(2cB)[2]
[2021:02:12-14:33:11]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: abre F2
[2021:02:12-14:33:11]  (Local) -> (LOCAL)[6]JuanPablo|2cB|: ole
[2021:02:12-14:33:13]  (Global) -> JuanCC|$baby$|: abramonos yo sigo
[2021:02:12-14:33:17]  (Local) -> (LOCAL)[5]JuanPablo|2cB|: fuimonos
[2021:02:12-14:33:21]  (Local) -> (LOCAL)[1]Skippers|ELN: uunm este carro modificado por mi
[2021:02:12-14:33:24]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: esto se puede handlear?
[2021:02:12-14:33:30]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: bala
[2021:02:12-14:33:30]  (Local) -> (LOCAL)[1]Skippers|ELN: obvio
[2021:02:12-14:33:32]  (Global) -> JACK_RCA: que gonorrea de musica cambien de dj
[2021:02:12-14:33:32]  (Global) -> JuanCC|$baby$|: ya no me aparece nada :(
[2021:02:12-14:33:33]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: correria rapido no?
[2021:02:12-14:33:36]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: JAJJAA
[2021:02:12-14:33:36]  (Local) -> (LOCAL)[2]Whipex|$baby$: mk hagale rapido
[2021:02:12-14:33:42]  (Local) -> (LOCAL)[1]Skippers|ELN: /vehiculos
[2021:02:12-14:33:42]  (Local) -> (LOCAL)[2]Whipex|$baby$: yo puedo invitar chancla
[2021:02:12-14:33:43]  (Global) -> Chancleta|$Baby$: no hay forma de que uses refrascar?
[2021:02:12-14:33:48]  (Local) -> (LOCAL)[1]Skippers|ELN: i lo manda
[2021:02:12-14:33:48]  (Local) -> (LOCAL)[2]Whipex|$baby$: ¿¿??
[2021:02:12-14:33:53]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: no sé
[2021:02:12-14:33:55]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: creo que no
[2021:02:12-14:34:00]  (Local) -> (LOCAL)[2]Whipex|$baby$: a f
[2021:02:12-14:34:02]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: noo le entiendo
[2021:02:12-14:34:03]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: q hago
[2021:02:12-14:34:10]  (Local) -> (LOCAL)[1]Skippers|ELN: guarda el carro
[2021:02:12-14:34:16]  (Global) -> JuanCC|$baby$|: sigan yo sigo
[2021:02:12-14:34:16]  (Local) -> (LOCAL)[2]Whipex|$baby$: voy a intentar brv?
[2021:02:12-14:34:16]  (Local) -> (LOCAL)[1]Skippers|ELN: /vehiculos
[2021:02:12-14:34:22]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: aaa nooo
[2021:02:12-14:34:23]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: ya
[2021:02:12-14:34:24]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: esperaa
[2021:02:12-14:34:26]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: Juan
[2021:02:12-14:34:32]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: dale en donde dice My group
[2021:02:12-14:34:35]  (Local) -> (LOCAL)[1]Skippers|ELN: regalar escoge el carro y me lo envia
[2021:02:12-14:34:40]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: tienes que darle varias veces, normalmente esta bugueado
[2021:02:12-14:34:43]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: a
[2021:02:12-14:34:49]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: breve
[2021:02:12-14:34:54]  (Local) -> (LOCAL)[1]Skippers|ELN: en regalar
[2021:02:12-14:34:56]  (Global) -> Willow'ELN': yosemiteeeeeeeeeeeeeeeeeeeeeee 6 palos lleguen a el hospital central para verlaaaaaaaaaaaaaaaaaa
[2021:02:12-14:34:57]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: pere lo busco
[2021:02:12-14:35:02]  (Local) -> (LOCAL)[1]Skippers|ELN: si le da en vender lo pierde
[2021:02:12-14:35:04]  (Local) -> (LOCAL)[2]Whipex|$baby$: ah mk no me deja invitar paila
[2021:02:12-14:35:04]  (Local) -> (LOCAL)[3]MEN0R~|GT: JAJJA
[2021:02:12-14:35:10]  (Local) -> (LOCAL)[2]Whipex|$baby$: suba ems
[2021:02:12-14:35:11]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: luego de darle muchas veces, te saldra algo que dice Your account: *tu nick de logueo
[2021:02:12-14:35:14]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: y abajo de eso
[2021:02:12-14:35:17]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: saldra algo que dice
[2021:02:12-14:35:17]  (Global) -> GustavoPetro(RCA)(J): byeeee
[2021:02:12-14:35:20]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: ahi?
[2021:02:12-14:35:20]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: my invites
[2021:02:12-14:35:21]  (Global) -> JuanCC|$baby$|: no apreceeee
[2021:02:12-14:35:24]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: ahí es en donde esta
[2021:02:12-14:35:38]  (Global) -> JuanCC|$baby$|: no aprece la invitacion
[2021:02:12-14:35:41]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: uy gonorrea
[2021:02:12-14:35:45]  (Local) -> (LOCAL)[1]Skippers|ELN: sap hp
[2021:02:12-14:35:49]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: parece el 3
[2021:02:12-14:35:52]  (Local) -> (LOCAL)[1]Skippers|ELN: sikas
[2021:02:12-14:35:54]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: JAJAJA
[2021:02:12-14:35:55]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: agghhh
[2021:02:12-14:35:56]  (Local) -> (LOCAL)[7]helado2cb: XD
[2021:02:12-14:36:00]  (Global) -> Chancleta|$Baby$: mero asco ese panel
[2021:02:12-14:36:12]  (Local) -> (LOCAL)[2]Whipex|$baby$: nea voy a matar
[2021:02:12-14:36:13]  (Global) -> ART[AK]: cuidaooooo jjajaja
[2021:02:12-14:36:23]  (Local) -> (LOCAL)[7]JuanPablo|2cB|: a
[2021:02:12-14:36:23]  (Local) -> (LOCAL)[7]Arison45[EVG]: oe
[2021:02:12-14:36:25]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: espera, dejame con juan
[2021:02:12-14:36:26]  (Local) -> (LOCAL)[4]Arison45[EVG]: paz
[2021:02:12-14:36:26]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: te arrestaron?
[2021:02:12-14:36:28]  (Local) -> (LOCAL)[2]Skippers|ELN: oe
[2021:02:12-14:36:31]  (Local) -> (LOCAL)[2]Whipex|$baby$: dale
[2021:02:12-14:36:31]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: estamos perdiendo gente para la gang
[2021:02:12-14:36:31]  (Local) -> (LOCAL)[2]Skippers|ELN: Cagaleto|EVG|
[2021:02:12-14:36:32]  (Local) -> (LOCAL)[3]Arison45[EVG]: no gracias
[2021:02:12-14:36:35]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: a ok
[2021:02:12-14:36:35]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: creo que ya se como es juan
[2021:02:12-14:36:35]  (Local) -> (LOCAL)[2]Cagaleto|EVG|: DIGAME PA
[2021:02:12-14:36:38]  (Global) -> Pinina.2cb: javier rkd
[2021:02:12-14:36:41]  (Global) -> JuanCC|$baby$|: como explica
[2021:02:12-14:36:48]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: dale en donde dice ESC
[2021:02:12-14:36:52]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: le das en configuraciones
[2021:02:12-14:36:53]  (Global) -> JuanCC|$baby$|: ya
[2021:02:12-14:36:54]  (Global) -> UnwieldySleuth28: t
[2021:02:12-14:36:56]  (Local) -> (LOCAL)[2]Skippers|ELN: TEN 5.7
[2021:02:12-14:36:59]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: luego en video
[2021:02:12-14:37:00]  (Global) -> 69Kid|AUC: donde lo dejo pai
[2021:02:12-14:37:03]  (Local) -> (LOCAL)[2]Skippers|ELN: ESPERE TRAFICO MAS
[2021:02:12-14:37:04]  (Local) -> (LOCAL)[2]Skippers|ELN: XD
[2021:02:12-14:37:09]  (Global) -> UnwieldySleuth28: aqui
[2021:02:12-14:37:09]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: y en donde dice resolución, lo cambias
[2021:02:12-14:37:11]  (Global) -> JuanPablo|2cB|: si me dice q esta pa mi sabe mami q me activo con tigo baby  me la vivo
[2021:02:12-14:37:12]  (Local) -> (LOCAL)[2]Cagaleto|EVG|: a
[2021:02:12-14:37:17]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: según un man es por la capacidad del pc
[2021:02:12-14:37:20]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: vamo a ver que pasa
[2021:02:12-14:37:29]  (Local) -> (LOCAL)[7]JuanPablo|2cB|: aca
[2021:02:12-14:37:32]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: luego de que la aceptes, solo le das en volver a predeterminados y ya
[2021:02:12-14:37:32]  (Global) -> JuanCC|$baby$|: ya
[2021:02:12-14:37:39]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: ya cambiaste la resolución?
[2021:02:12-14:37:40]  (Local) -> (LOCAL)[2]Skippers|ELN: espere ahora busco mas traficando
[2021:02:12-14:37:42]  (Local) -> (LOCAL)[5]JuanPablo|2cB|: suban
[2021:02:12-14:37:43]  (Global) -> JuanCC|$baby$|: sip
[2021:02:12-14:37:44]  (Local) -> (LOCAL)[2]Cagaleto|EVG|: breve
[2021:02:12-14:37:47]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: ahora abre F2
[2021:02:12-14:37:48]  (Local) -> (LOCAL)[3]Skippers|ELN: yo lo conctato
[2021:02:12-14:37:49]  (Local) -> (LOCAL)[3]Skippers|ELN: xd
[2021:02:12-14:37:54]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: le das en my group
[2021:02:12-14:37:54]  (Local) -> (LOCAL)[3]Skippers|ELN: vamos acarrera
[2021:02:12-14:37:58]  (Local) -> (LOCAL)[3]Skippers|ELN: y me voy xd
[2021:02:12-14:37:58]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: y luego en my invites
[2021:02:12-14:38:03]  (Local) -> (LOCAL)[3]Cagaleto|EVG|: bree
[2021:02:12-14:38:13]  (Local) -> (LOCAL)[6]JuanPablo|2cB|: q parchesote
[2021:02:12-14:38:15]  (Local) -> (LOCAL)[3]Whipex|$baby$: que tal
[2021:02:12-14:38:15]  (Global) -> JuanCC|$baby$|: nada :(
[2021:02:12-14:38:21]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: a
[2021:02:12-14:38:21]  (Local) -> (LOCAL)[4]Pinina.2cb: por que me amto viejo
[2021:02:12-14:38:21]  (Local) -> (LOCAL)[4]Whipex|$baby$: jajaja
[2021:02:12-14:38:25]  (Global) -> GustavoPetro(RCA)(J): jajajauj muchas locas , 15 vs 1
[2021:02:12-14:38:28]  (Local) -> (LOCAL)[6]JuanPablo|2cB|: ojo
[2021:02:12-14:38:32]  (Local) -> (LOCAL)[4]Whipex|$baby$: nadie me compraba bonice
[2021:02:12-14:38:37]  (Global) -> JuanCC|$baby$|: :(
[2021:02:12-14:38:39]  (Local) -> (LOCAL)[4]GustavoPetro(RCA)(J): whipex
[2021:02:12-14:38:42]  (Local) -> (LOCAL)[4]Pinina.2cb: eso da ban
[2021:02:12-14:38:43]  (Local) -> (LOCAL)[4]Whipex|$baby$: ha
[2021:02:12-14:38:45]  (Local) -> (LOCAL)[4]GustavoPetro(RCA)(J): tenes popetas?
[2021:02:12-14:38:51]  (Local) -> (LOCAL)[4]Oconner'2cb: next
[2021:02:12-14:38:53]  (Local) -> (LOCAL)[5]Whipex|$baby$: tengo triangulitos
[2021:02:12-14:38:54]  (Local) -> (LOCAL)[5]Pinina.2cb: oe
[2021:02:12-14:38:56]  (Global) -> Willow'ELN': YOSEMITE 6 PALOS LEGUEN A HOSPITAL CENTRAL PARA VERLAAA
[2021:02:12-14:38:57]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: peratee activo los mods
[2021:02:12-14:38:57]  (Local) -> (LOCAL)[11]GustavoPetro(RCA)(J): deme 2
[2021:02:12-14:39:03]  (Global) -> Chancleta|$Baby$: ps
[2021:02:12-14:39:05]  (Global) -> Chancleta|$Baby$: no sé
[2021:02:12-14:39:09]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: tienes discord?
[2021:02:12-14:39:14]  (Global) -> Mnrpatecumbias'GT'LP: Cagaleto|EVG|
[2021:02:12-14:39:14]  (Local) -> (LOCAL)[4]Willow'ELN': PININAAAAAAAAAAAAAAA
[2021:02:12-14:39:14]  (Local) -> (LOCAL)[6]Arison45[EVG]: gracias lod dejo los quiero mucho
[2021:02:12-14:39:16]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: para por lo menos tenerte en el discord de la gang
[2021:02:12-14:39:19]  (Global) -> Cagaleto|EVG|: digame
[2021:02:12-14:39:20]  (Local) -> (LOCAL)[0]JACK_RCA: ayuda admiiii
[2021:02:12-14:39:20]  (Global) -> JuanCC|$baby$|: si 
[2021:02:12-14:39:21]  (Local) -> (LOCAL)[5]Oconner'2cb: <3
[2021:02:12-14:39:21]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: y luego pedirle ayuda a un admin
[2021:02:12-14:39:25]  (Local) -> (LOCAL)[2]Willow'ELN': PINIA
[2021:02:12-14:39:27]  (Global) -> Mnrpatecumbias'GT'LP: cuanto vende el hotring?
[2021:02:12-14:39:29]  (Local) -> (LOCAL)[2]Willow'ELN': PININA
[2021:02:12-14:39:32]  (Local) -> (LOCAL)[2]Willow'ELN': PININA
[2021:02:12-14:39:33]  (Global) -> JuanCC|$baby$|: dime como apreces
[2021:02:12-14:39:35]  (Global) -> Cagaleto|EVG|: lo acabe de vender
[2021:02:12-14:39:47]  (Local) -> (LOCAL)[4]Oconner'2cb: a cuanto esta la gasola
[2021:02:12-14:39:52]  (Global) -> Skippers|ELN: Mnrpatecumbias'GT'LP Venga y lo prueba xd
[2021:02:12-14:39:53]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: mi discord es Chancleta#0674
[2021:02:12-14:39:53]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: 1320
[2021:02:12-14:39:58]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: 132
[2021:02:12-14:40:07]  (Local) -> (LOCAL)[5]Oconner'2cb: huyy barata y yo con todo sin gasola ahora voy
[2021:02:12-14:40:13]  (Local) -> (LOCAL)[5]Willow'ELN': YOSEMITE 6 PALOSSSSSSSSSSSSSSSSS
[2021:02:12-14:40:15]  (Local) -> (LOCAL)[5]Skippers|ELN: yeç
[2021:02:12-14:40:16]  (Local) -> (LOCAL)[4]Oconner'2cb: vamos de caseria
[2021:02:12-14:40:16]  (Local) -> (LOCAL)[5]Cagaleto|EVG|: oe mano
[2021:02:12-14:40:17]  (Local) -> (LOCAL)[5]Skippers|ELN: ey manegue
[2021:02:12-14:40:31]  (Global) -> Chancleta|$Baby$: xdddd
[2021:02:12-14:40:32]  (Local) -> (LOCAL)[3]Chancleta|$Baby$: curame
[2021:02:12-14:40:34]  (Global) -> Willow'ELN': OSEMITE 6 PALOS LLEGUEN A VERLA EN HOSPITAL CENTRALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL
[2021:02:12-14:40:37]  (Local) -> (LOCAL)[3]Chancleta|$Baby$: sal de la zona
[2021:02:12-14:40:38]  (Global) -> JuanCC|$baby$|: que boton xd
[2021:02:12-14:40:39]  (Local) -> (LOCAL)[1]Skippers|ELN: jj
[2021:02:12-14:40:41]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: y te pones el armita para curar
[2021:02:12-14:40:41]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: JJAJAJAJJA
[2021:02:12-14:40:44]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: BORRADOS
[2021:02:12-14:40:49]  (Local) -> (LOCAL)[1]Skippers|ELN: lo deja babiando
[2021:02:12-14:40:49]  (Global) -> Brahian'2cb: que va sigue en 8
[2021:02:12-14:40:53]  (Local) -> (LOCAL)[5]Chancleta|$Baby$: con este
[2021:02:12-14:40:56]  (Local) -> (LOCAL)[4]Willow'ELN': HOLA
[2021:02:12-14:40:59]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: ven, ahora sales
[2021:02:12-14:41:09]  (Local) -> (LOCAL)[3]Willow'ELN': ESTA INTERESADO EN LA CAMOINETA RARE ?
[2021:02:12-14:41:11]  (Global) -> JuanCC|$baby$|: comoooo
[2021:02:12-14:41:11]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: saca este coso
[2021:02:12-14:41:11]  (Local) -> (LOCAL)[4]JuanPablo|2cB|: jajaja q papeada
[2021:02:12-14:41:14]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: que tengo en mi mano
[2021:02:12-14:41:16]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: y pegame
[2021:02:12-14:41:16]  (Global) -> Mnrpatecumbias'GT'LP: Skippers|ELN[MP] probar que?
[2021:02:12-14:41:19]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: con eso me curas
[2021:02:12-14:41:23]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: así
[2021:02:12-14:41:26]  (Global) -> Skippers|ELN: MI NAVE
[2021:02:12-14:41:27]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: pero obviamente yo no puedo curar
[2021:02:12-14:41:28]  (Local) -> (LOCAL)[5]JuanPablo|2cB|: HP
[2021:02:12-14:41:30]  (Local) -> (LOCAL)[5]Arison45[EVG]: no
[2021:02:12-14:41:33]  (Local) -> (LOCAL)[5]JuanPablo|2cB|: vamos a ponerle 4
[2021:02:12-14:41:34]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: pegame
