This file was generated by Console at 2020:09:23-00:00:00



[2020:09:23-00:00:00]  (Local) -> (LOCAL)[4]GT|~Beltran: osi
[2020:09:23-05:46:36]  (Team - Services) -> (TEAM)RedundantTree66: f
[2020:09:23-05:46:38]  (Local) -> (LOCAL)[1][Zetas]MAJACA: r
[2020:09:23-05:46:40]  (Local) -> (LOCAL)[1](Z)SUPAPA: a lo que le boa decir
[2020:09:23-05:46:40]  (Local) -> (LOCAL)[5]2cb'Tusifeo: q
[2020:09:23-05:46:40]  (Local) -> (LOCAL)[1](POPEYE): juaaaanaw
[2020:09:23-05:46:44]  (Local) -> (LOCAL)[2]GT|~[Orgalor]: kevin
[2020:09:23-05:46:44]  (Global) -> [GT]Jhojan: donde estaaa?
[2020:09:23-05:46:48]  (Global) -> Alejo_valencia97: ya fui y volvi
[2020:09:23-05:46:49]  (Local) -> (LOCAL)[2]GT|~[Orgalor]: saca la electrica
[2020:09:23-05:46:50]  (Local) -> (LOCAL)[5]2cb'Tusifeo: NO MATEN A TRIBILIN
[2020:09:23-05:46:59]  (Local) -> (LOCAL)[6][CAPU]Gallo_Pepe: ajajja como no
[2020:09:23-05:47:01]  (Local) -> (LOCAL)[5]2cb'JuanPablo: no le hare daño
[2020:09:23-05:47:06]  (Local) -> (LOCAL)[5]2cb'Tusifeo: ENSERIO
[2020:09:23-05:47:11]  (Local) -> (LOCAL)[6]2cb'JuanPablo: bno
[2020:09:23-05:47:12]  (Local) -> (LOCAL)[1](Z)SUPAPA: la mayoria de viajes es en un coso donde usted puede cambiar de camion y cojer otro trailer
[2020:09:23-05:47:13]  (Local) -> (LOCAL)[5]2cb'tussy: wow
[2020:09:23-05:47:15]  (Local) -> (LOCAL)[6]2cb'tussy: q casota
[2020:09:23-05:47:16]  (Local) -> (LOCAL)[6]2cb'Tusifeo: e
[2020:09:23-05:47:19]  (Local) -> (LOCAL)[8]2cb'Jabon: xd
[2020:09:23-05:47:20]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: sizaaaa
[2020:09:23-05:47:20]  (Local) -> (LOCAL)[2]ZetasValeria: hey
[2020:09:23-05:47:23]  (Local) -> (LOCAL)[7]2cb'bosnian: como se llama esa
[2020:09:23-05:47:26]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: tussy
[2020:09:23-05:47:27]  (Local) -> (LOCAL)[1](Z)SUPAPA: pero el de ahora fue un viaje express y no habia para cambiar
[2020:09:23-05:47:28]  (Local) -> (LOCAL)[6]2cb'JuanPablo: xD
[2020:09:23-05:47:31]  (Local) -> (LOCAL)[7]2cb'bosnian: de
[2020:09:23-05:47:32]  (Local) -> (LOCAL)[1][Zetas]Tartarus: cucho
[2020:09:23-05:47:33]  (Local) -> (LOCAL)[7]2cb'JuanPablo: :c
[2020:09:23-05:47:35]  (Local) -> (LOCAL)[1][Zetas]MAJACA: ok
[2020:09:23-05:47:36]  (Local) -> (LOCAL)[8][CAPU]Elmenor: breve
[2020:09:23-05:47:38]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: tusi
[2020:09:23-05:47:39]  (Global) -> Krono: digame mano?
[2020:09:23-05:47:41]  (Local) -> (LOCAL)[3](CTA)POPI(BORRACHO): DIME
[2020:09:23-05:47:41]  (Local) -> (LOCAL)[1][Zetas]Tartarus: otro?
[2020:09:23-05:47:42]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: ere pusi
[2020:09:23-05:47:46]  (Local) -> (LOCAL)[3]ZetasValeria: carrera
[2020:09:23-05:47:48]  (Global) -> Krono: otro que xd?
[2020:09:23-05:47:49]  (Local) -> (LOCAL)[7]2cb'JuanPablo: oe
[2020:09:23-05:47:50]  (Local) -> (LOCAL)[1][Zetas]Tartarus: pvp
[2020:09:23-05:47:54]  (Global) -> [GT]Jhojan: oe popi
[2020:09:23-05:47:54]  (Local) -> (LOCAL)[7]Tribilin: oleee
[2020:09:23-05:47:55]  (Local) -> (LOCAL)[7]2cb'JuanPablo: amenazao
[2020:09:23-05:47:56]  (Local) -> (LOCAL)[2]ZetasValeria: hasta grove
[2020:09:23-05:47:58]  (Local) -> (LOCAL)[7]2cb'Tusifeo: miren esto
[2020:09:23-05:47:59]  (Global) -> Krono: no se si tu quieres
[2020:09:23-05:48:02]  (Local) -> (LOCAL)[1][Zetas]Tartarus: si
[2020:09:23-05:48:04]  (Local) -> (LOCAL)[1][Zetas]Tartarus: salga
[2020:09:23-05:48:06]  (Local) -> (LOCAL)[7]2cb'JuanPablo: xd
[2020:09:23-05:48:06]  (Local) -> (LOCAL)[1]GT|~[LilPeep]: va lentico xD
[2020:09:23-05:48:06]  (Global) -> Krono: dale pues
[2020:09:23-05:48:09]  (Global) -> Krono: poere
[2020:09:23-05:48:11]  (Local) -> (LOCAL)[7]2cb'tussy: q canson
[2020:09:23-05:48:11]  (Local) -> (LOCAL)[1]2cb'Jabon: siii
[2020:09:23-05:48:13]  (Global) -> (CTA)POPI(BORRACHO): no tengo nitro JAJAJAJAJ
[2020:09:23-05:48:16]  (Global) -> Krono: le escribo a mu nvia
[2020:09:23-05:48:17]  (Local) -> (LOCAL)[6]2cb'Tusifeo: ash
[2020:09:23-05:48:19]  (Local) -> (LOCAL)[6]2cb'Tusifeo: chao
[2020:09:23-05:48:24]  (Local) -> (LOCAL)[1][Zetas]Tartarus: yo estoy muy trabado ajjsajajajja
[2020:09:23-05:48:24]  (Local) -> (LOCAL)[1]2cb'JuanPablo: :3
[2020:09:23-05:48:25]  (Local) -> (LOCAL)[1][Zetas]Tartarus: no s
[2020:09:23-05:48:26]  (Local) -> (LOCAL)[4]2cb'bosnian: pq me matan
[2020:09:23-05:48:28]  (Local) -> (LOCAL)[4]2cb'bosnian: ptos
[2020:09:23-05:48:29]  (Local) -> (LOCAL)[4]ZetasValeria: cacorro
[2020:09:23-05:48:32]  (Local) -> (LOCAL)[1]2cb'JuanPablo: por que te vas :C
[2020:09:23-05:48:37]  (Local) -> (LOCAL)[1][Zetas]MAJACA: osea el camion no se puede cambiar peo aveces si?
[2020:09:23-05:48:40]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 KevinOcampo: komo dijiste
[2020:09:23-05:48:41]  (Local) -> (LOCAL)[4](CTA)POPI(BORRACHO): ASH OCAMPO MALAITO :((
[2020:09:23-05:48:42]  (Local) -> (LOCAL)[1](Z)SUPAPA: le doy en join voice y no da v
[2020:09:23-05:48:49]  (Local) -> (LOCAL)[1]2cb'Tusifeo: pues por que matan a mi novio
[2020:09:23-05:48:51]  (Global) -> Krono: ya
[2020:09:23-05:48:55]  (Local) -> (LOCAL)[1]2cb'JuanPablo: que es tu novio
[2020:09:23-05:48:58]  (Local) -> (LOCAL)[1](Z)SUPAPA: sisas aveces lo mandan a lados donde puede cambiar pero otras veces no
[2020:09:23-05:48:59]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: uy kieto
[2020:09:23-05:48:59]  (Local) -> (LOCAL)[1][Zetas]MAJACA: en general
[2020:09:23-05:49:01]  (Local) -> (LOCAL)[1]2cb'JuanPablo: -.-
[2020:09:23-05:49:01]  (Local) -> (LOCAL)[1][Zetas]Tartarus: szs
[2020:09:23-05:49:03]  (Local) -> (LOCAL)[1]2cb'Tusifeo: q
[2020:09:23-05:49:04]  (Local) -> (LOCAL)[5][CAPU]~CapuCurioso~: a
[2020:09:23-05:49:05]  (Local) -> (LOCAL)[1]2cb'JuanPablo: te voy a robar
[2020:09:23-05:49:08]  (Local) -> (LOCAL)[1][Zetas]MAJACA: entiendo
[2020:09:23-05:49:08]  (Global) -> GT|~Beltran: ola
[2020:09:23-05:49:11]  (Global) -> [GT]Jhojan: popi piroo
[2020:09:23-05:49:16]  (Local) -> (LOCAL)[1]2cb'Tusifeo: no
[2020:09:23-05:49:20]  (Global) -> (CTA)POPI(BORRACHO): DONDE HPTAS ESTASSSS
[2020:09:23-05:49:20]  (Local) -> (LOCAL)[1]2cb'Tusifeo: que me vas a robar
[2020:09:23-05:49:22]  (Global) -> Krono: zz
[2020:09:23-05:49:22]  (Local) -> (LOCAL)[4]2cb'tussy: BNO
[2020:09:23-05:49:24]  (Local) -> (LOCAL)[4]2cb'tussy: ESTA COMO DEMORADO
[2020:09:23-05:49:25]  (Local) -> (LOCAL)[1][Zetas]Tartarus: oe
[2020:09:23-05:49:26]  (Local) -> (LOCAL)[4]2cb'tussy: MMMMMMMMMMMM
[2020:09:23-05:49:26]  (Local) -> (LOCAL)[1]2cb'JuanPablo: un beso
[2020:09:23-05:49:27]  (Global) -> Krono: pereme
[2020:09:23-05:49:28]  (Local) -> (LOCAL)[1]2cb'Tusifeo: yaaaaaaaa
[2020:09:23-05:49:28]  (Local) -> (LOCAL)[1]2cb'JuanPablo: :c
[2020:09:23-05:49:31]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: los capus
[2020:09:23-05:49:31]  (Local) -> (LOCAL)[1]2cb'JuanPablo: jsjs
[2020:09:23-05:49:35]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: iban a comprar ese bundle
[2020:09:23-05:49:36]  (Global) -> [GT]Jhojan: ya entregue y no llego
[2020:09:23-05:49:37]  (Local) -> (LOCAL)[1](CTA)POPI(BORRACHO): JUAN A CAMIONEROS JSJS
[2020:09:23-05:49:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 ReizerB: a donde?
[2020:09:23-05:49:39]  (Local) -> (LOCAL)[3]2cB'Q'Piskero: y iban a pedir esta csa
[2020:09:23-05:49:40]  (Global) -> [GT]Jhojan: ando en grove
[2020:09:23-05:49:42]  (Local) -> (LOCAL)[2]ZetasValeria: pa onde sea
[2020:09:23-05:49:43]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: hay que ser agiles
[2020:09:23-05:49:43]  (Local) -> (LOCAL)[4]2cb'tussy: como sabe
[2020:09:23-05:49:45]  (Local) -> (LOCAL)[1](CTA)juann: hagle
[2020:09:23-05:49:46]  (Local) -> (LOCAL)[2]ZetasValeria: menos pa la casa
[2020:09:23-05:49:49]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: pa donde sea menos pa mi kasa
[2020:09:23-05:49:50]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: JAJAJAJAJA
[2020:09:23-05:49:51]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: porque vinieron
[2020:09:23-05:49:52]  (Local) -> (LOCAL)[1](CTA)POPI(BORRACHO): MANEJE PA jsjsj
[2020:09:23-05:49:54]  (Local) -> (LOCAL)[4]2cb'tussy: todos kieren esta casa
[2020:09:23-05:49:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 ReizerB: jajaja
[2020:09:23-05:50:00]  (Local) -> (LOCAL)[1](CTA)juann: yo estoy sobrio JAJAJA
[2020:09:23-05:50:01]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: y ahorita dijeron "bala vamos a comprar bundle gang"
[2020:09:23-05:50:03]  (Local) -> (LOCAL)[1](CTA)POPI(BORRACHO): pa grove
[2020:09:23-05:50:08]  (Local) -> (LOCAL)[1](Z)SUPAPA: no boo no pude JAJAJ
[2020:09:23-05:50:08]  (Local) -> (LOCAL)[4]2cb'tussy: van a comprar bundle gang
[2020:09:23-05:50:11]  (Local) -> (LOCAL)[4]2cb'tussy: pa parchar jjjjjajj
[2020:09:23-05:50:11]  (Local) -> (LOCAL)[4]2cb'Andrestp: hopta
[2020:09:23-05:50:13]  (Local) -> (LOCAL)[1](Z)SUPAPA: Mine
[2020:09:23-05:50:15]  (Local) -> (LOCAL)[1][Zetas]MAJACA: talvez esta lleno
[2020:09:23-05:50:16]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: jsajdjasjd
[2020:09:23-05:50:20]  (Local) -> (LOCAL)[1](Z)SUPAPA: quien sabe
[2020:09:23-05:50:22]  (Local) -> (LOCAL)[1](Z)SUPAPA: vamos
[2020:09:23-05:50:28]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: en dc
[2020:09:23-05:50:29]  (Local) -> (LOCAL)[4]2cB'Q'Piskero: aparece
[2020:09:23-05:50:37]  (Local) -> (LOCAL)[3]2cB'Q'Piskero: "Jugando TI duro"
[2020:09:23-05:50:40]  (Local) -> (LOCAL)[3]2cB'Q'Piskero: xd
[2020:09:23-05:50:42]  (Local) -> (LOCAL)[3]2cb'tussy: q es eso
[2020:09:23-05:50:43]  (Local) -> (LOCAL)[8]GT|~Beltran: yo
[2020:09:23-05:50:44]  (Local) -> (LOCAL)[3]2cB'Q'Piskero: que estara haciendo ese mk
[2020:09:23-05:50:46]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 ReizerB: ya vio la casa que van a cojer los 2cd
[2020:09:23-05:50:47]  (Global) -> (CTA)POPI(BORRACHO): UY GONORREA ME CAI
[2020:09:23-05:50:52]  (Local) -> (LOCAL)[1](CTA)juann: ajjaja
[2020:09:23-05:50:53]  (Local) -> (LOCAL)[5]2cb'JuanPablo: piskero
[2020:09:23-05:50:53]  (Global) -> 2cb'bosnian: xdxd
[2020:09:23-05:50:54]  (Local) -> (LOCAL)[1][Zetas]MAJACA: esta lleno el general?
[2020:09:23-05:50:54]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: Tecnologia
[2020:09:23-05:50:55]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: nokas
[2020:09:23-05:50:55]  (Local) -> (LOCAL)[2]ZetasValeria: cual es
[2020:09:23-05:50:58]  (Local) -> (LOCAL)[5]2cb'tussy: ELLA NO KIERE SUSTANCIA PERO TUSI
[2020:09:23-05:51:03]  (Local) -> (LOCAL)[1][Zetas]MAJACA: solo se puede de a 10
[2020:09:23-05:51:03]  (Local) -> (LOCAL)[5]2cb'JuanPablo: oe
[2020:09:23-05:51:06]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: las bolas de adorno
[2020:09:23-05:51:08]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: oe
[2020:09:23-05:51:10]  (Local) -> (LOCAL)[5]2cb'JuanPablo: q paso con balacalva
[2020:09:23-05:51:11]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 ReizerB: espectee e tussy
[2020:09:23-05:51:11]  (Local) -> (LOCAL)[9]GT|~Beltran: canson hp
[2020:09:23-05:51:11]  (Local) -> (LOCAL)[5]2cb'tussy: nos vemos re juiciosos con este tag todos
[2020:09:23-05:51:13]  (Local) -> (LOCAL)[1](Z)SUPAPA: creo que esta lleno
[2020:09:23-05:51:15]  (Local) -> (LOCAL)[5]2cb'JuanPablo: mucha demora
[2020:09:23-05:51:16]  (Local) -> (LOCAL)[5]2cb'tussy: parece que esta poniendo la skin
[2020:09:23-05:51:19]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: demas que esta poniendo el skin
[2020:09:23-05:51:19]  (Global) -> (CTA)POPI(BORRACHO): SUAVE OMEEEEEEEE
[2020:09:23-05:51:21]  (Local) -> (LOCAL)[1][Zetas]MAJACA: chulo :C
[2020:09:23-05:51:22]  (Local) -> (LOCAL)[1](CTA)POPI(BORRACHO): JSJSJSJSJJSJSJS
[2020:09:23-05:51:23]  (Local) -> (LOCAL)[5]2cb'JuanPablo: a ok
[2020:09:23-05:51:24]  (Local) -> (LOCAL)[1](CTA)juann: BRVE jaja
[2020:09:23-05:51:25]  (Global) -> Krono: soy nuevo con el vip 
[2020:09:23-05:51:27]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: o probandola
[2020:09:23-05:51:28]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: añañayy
[2020:09:23-05:51:28]  (Local) -> (LOCAL)[1](Z)SUPAPA: mai deje ese camion afuera
[2020:09:23-05:51:29]  (Local) -> (LOCAL)[0][CAPU]Gallo_Pepe: aaaaaaaaaaaaaaaaaaa
[2020:09:23-05:51:29]  (Local) -> (LOCAL)[5]2cb'JuanPablo: bno
[2020:09:23-05:51:30]  (Local) -> (LOCAL)[2]ZetasValeria: hey dura mas un peo en una mano q tussy con staff
[2020:09:23-05:51:32]  (Local) -> (LOCAL)[5]2cb'tussy: oe
[2020:09:23-05:51:33]  (Global) -> Krono: no lo manejo muchp
[2020:09:23-05:51:34]  (Local) -> (LOCAL)[5]2cb'JuanPablo: pongo temas
[2020:09:23-05:51:36]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: vamos a caerle
[2020:09:23-05:51:36]  (Local) -> (LOCAL)[2][CAPU]~CapuCurioso~: Naaa
[2020:09:23-05:51:36]  (Local) -> (LOCAL)[5]2cb'tussy: que fastidio
[2020:09:23-05:51:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 ReizerB: jajaja sisas
[2020:09:23-05:51:39]  (Local) -> (LOCAL)[1](CTA)juann: ?
[2020:09:23-05:51:40]  (Local) -> (LOCAL)[5]2cb'tussy: era tener ese CVR
[2020:09:23-05:51:41]  (Local) -> (LOCAL)[5]2cb'tussy: al lado del nick
[2020:09:23-05:51:42]  (Global) -> (CTA)POPI(BORRACHO): JHOJAN ESTOY EN GROVE PUES
[2020:09:23-05:51:43]  (Local) -> (LOCAL)[5]2cb'tussy: XD
[2020:09:23-05:51:43]  (Local) -> (LOCAL)[6]GT|~Beltran: bobo hpta
[2020:09:23-05:51:44]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: JASJDJASDJ
[2020:09:23-05:51:47]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: se veria re makia
[2020:09:23-05:51:48]  (Local) -> (LOCAL)[6]GT|~Beltran: orgalor mk
[2020:09:23-05:51:50]  (Global) -> [EVG]RicardoJorge: Hola ¿alguien sabe cuál es el número de la skin del bolosaurio?
[2020:09:23-05:51:50]  (Local) -> (LOCAL)[5]2cb'tussy: muy visajoso
[2020:09:23-05:51:50]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: la presencia
[2020:09:23-05:51:51]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: sake el tutuko
[2020:09:23-05:51:51]  (Local) -> (LOCAL)[1][Zetas]MAJACA: pertae k colocaron dimoedez
[2020:09:23-05:51:52]  (Local) -> (LOCAL)[5]2cb'tussy: no me gustaba
[2020:09:23-05:51:53]  (Global) -> [GT]Jhojan: en el job de camionero
[2020:09:23-05:51:54]  (Local) -> (LOCAL)[1](Z)SUPAPA: venga
[2020:09:23-05:51:55]  (Global) -> GT|~Beltran: 7
[2020:09:23-05:51:58]  (Global) -> [CAPU]~CapuCurioso~: 7
[2020:09:23-05:51:59]  (Global) -> GT|~Beltran: creo que es
[2020:09:23-05:52:01]  (Local) -> (LOCAL)[1][Zetas]MAJACA: y me sintonizo
[2020:09:23-05:52:01]  (Local) -> (LOCAL)[1](Z)SUPAPA: jajajajaja
[2020:09:23-05:52:02]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: le duro muy poco ese coso
[2020:09:23-05:52:04]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: XD
[2020:09:23-05:52:04]  (Global) -> GT|~Beltran: dele /resign
[2020:09:23-05:52:05]  (Local) -> (LOCAL)[6]2cb'tussy: obvio
[2020:09:23-05:52:06]  (Local) -> (LOCAL)[6]2cb'JuanPablo: tussy quieres ver mi casa?
[2020:09:23-05:52:07]  (Global) -> #7F7F7F|CVR|#FF7C00 CatreChimbita: capu
[2020:09:23-05:52:10]  (Local) -> (LOCAL)[2]ZetasValeria: ush
[2020:09:23-05:52:10]  (Local) -> (LOCAL)[6]2cb'JuanPablo: la que escojere
[2020:09:23-05:52:11]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: y por una gvnonada le quitaron eso
[2020:09:23-05:52:12]  (Local) -> (LOCAL)[6]2cB'Q'Piskero: k caja
[2020:09:23-05:52:14]  (Global) -> 2cb'JuanPablo: ?
[2020:09:23-05:52:15]  (Global) -> [CAPU]~CapuCurioso~: SEñor
[2020:09:23-05:52:15]  (Local) -> (LOCAL)[6]2cb'tussy: donde queda
[2020:09:23-05:52:18]  (Local) -> (LOCAL)[5]2cb'JuanPablo: en ls
[2020:09:23-05:52:20]  (Local) -> (LOCAL)[4]2cb'tussy: que peye
[2020:09:23-05:52:21]  (Global) -> relajadito: UY 
[2020:09:23-05:52:25]  (Local) -> (LOCAL)[5]2cb'tussy: todos los staffs en ese grupo me odiaban
[2020:09:23-05:52:25]  (Global) -> #7F7F7F|CVR|#FF7C00 CatreChimbita: donde esta?
[2020:09:23-05:52:27]  (Global) -> [EVG]RicardoJorge: Gracias
[2020:09:23-05:52:28]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: subase
[2020:09:23-05:52:29]  (Local) -> (LOCAL)[2]ZetasValeria: por donde se sube uno
[2020:09:23-05:52:29]  (Local) -> (LOCAL)[5]2cb'tussy: nadie queria que yo fuera staff
[2020:09:23-05:52:29]  (Local) -> (LOCAL)[5]2cb'JuanPablo: es caucha
[2020:09:23-05:52:31]  (Global) -> [CAPU]~CapuCurioso~: piketes
[2020:09:23-05:52:31]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: ahi ese koso
[2020:09:23-05:52:31]  (Local) -> (LOCAL)[5]2cb'tussy: pelechita
[2020:09:23-05:52:33]  (Local) -> (LOCAL)[5]2cb'JuanPablo: vamos?
[2020:09:23-05:52:34]  (Local) -> (LOCAL)[2](CTA)POPI(BORRACHO): cansones como n putas los muchachos :))
[2020:09:23-05:52:36]  (Local) -> (LOCAL)[5]2cb'tussy: ahora
[2020:09:23-05:52:37]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: a la apred
[2020:09:23-05:52:38]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: seee, pelechita los conflictos
[2020:09:23-05:52:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: y salta
[2020:09:23-05:52:41]  (Local) -> (LOCAL)[5]2cb'JuanPablo: bno
[2020:09:23-05:52:44]  (Local) -> (LOCAL)[10]GT|~Beltran: si
[2020:09:23-05:52:45]  (Local) -> (LOCAL)[5]2cb'Jabon: pillen la foto de discord
[2020:09:23-05:52:46]  (Local) -> (LOCAL)[10][CAPU]~CapuCurioso~: Hola
[2020:09:23-05:52:47]  (Local) -> (LOCAL)[2](CTA)juann: sikas jajaja
[2020:09:23-05:52:49]  (Local) -> (LOCAL)[10]GT|~Beltran: jum
[2020:09:23-05:52:49]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 CatreChimbita: holaaaaa
[2020:09:23-05:52:50]  (Local) -> (LOCAL)[2]ZetasValeria: xdddddddd
[2020:09:23-05:52:51]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: cual
[2020:09:23-05:52:52]  (Global) -> [GT]Jhojan: quien es Andressoul?
[2020:09:23-05:52:53]  (Local) -> (LOCAL)[11][CAPU]~CapuCurioso~: Que pacho
[2020:09:23-05:52:54]  (Local) -> (LOCAL)[11]GT|~[LilPeep]: holi
[2020:09:23-05:52:55]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 CatreChimbita: wow
[2020:09:23-05:52:59]  (Local) -> (LOCAL)[10][GT]MrNadieOwO: que tiempo wtf
[2020:09:23-05:52:59]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 CatreChimbita: un ocañero
[2020:09:23-05:53:00]  (Local) -> (LOCAL)[5]2cb'Jabon: yendo lento
[2020:09:23-05:53:02]  (Local) -> (LOCAL)[11][CAPU]Elmenor: a
[2020:09:23-05:53:02]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 KevinOcampo: mine a ver q pasa
[2020:09:23-05:53:02]  (Local) -> (LOCAL)[5]2cb'Jabon: xd
[2020:09:23-05:53:02]  (Local) -> (LOCAL)[11]GT|~Beltran: tal vez nos bugaron
[2020:09:23-05:53:07]  (Local) -> (LOCAL)[11][EVG]RicardoJorge: Holi
[2020:09:23-05:53:09]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 CatreChimbita: hola amigo
[2020:09:23-05:53:12]  (Team - Unemployed) -> (TEAM)[CAPU]~CapuCurioso~: Holi
[2020:09:23-05:53:14]  (Global) -> GT|~[Orgalor]: ./ponerskin 7
[2020:09:23-05:53:15]  (Team - Unemployed) -> (TEAM)[CAPU]~CapuCurioso~: Que pacho
[2020:09:23-05:53:16]  (Local) -> (LOCAL)[11][CAPU]Elmenor: wow
[2020:09:23-05:53:20]  (Global) -> [GT]Jhojan: oe Andres soul
[2020:09:23-05:53:22]  (Global) -> relajadito: buena
[2020:09:23-05:53:22]  (Local) -> (LOCAL)[1](POPEYE): paa
[2020:09:23-05:53:25]  (Local) -> (LOCAL)[5]2cb'JuanPablo: te mato
[2020:09:23-05:53:29]  (Local) -> (LOCAL)[0](POPEYE): ollee
[2020:09:23-05:53:31]  (Local) -> (LOCAL)[1]2cb'Tusifeo: o
[2020:09:23-05:53:31]  (Local) -> (LOCAL)[3]2cb'tussy: a
[2020:09:23-05:53:32]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF7C00 CatreChimbita: acompañeme hacer unas cosas para auc
[2020:09:23-05:53:35]  (Local) -> (LOCAL)[12]GT|~Beltran: yo tampoco
[2020:09:23-05:53:36]  (Local) -> (LOCAL)[12][CAPU]~CapuCurioso~: Weno
[2020:09:23-05:53:37]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF7C00 CatreChimbita: hola crudo
[2020:09:23-05:53:41]  (Local) -> (LOCAL)[5]2cb'tussy: a las pepas y al polvo rosa que la domina
[2020:09:23-05:53:41]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: Hoala catre
[2020:09:23-05:53:43]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 CatreChimbita: felicidades por tu staff
[2020:09:23-05:53:43]  (Local) -> (LOCAL)[5]2cb'tussy: moly moly 2cb
[2020:09:23-05:53:43]  (Local) -> (LOCAL)[12]GT|~Beltran: yo apague esoxd
[2020:09:23-05:53:45]  (Local) -> (LOCAL)[12]GT|~[LilPeep]: bre, vamos
[2020:09:23-05:53:47]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: gracias
[2020:09:23-05:53:50]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: pal motel me la lleve
[2020:09:23-05:53:52]  (Local) -> (LOCAL)[5]2cb'bosnian: aaa
[2020:09:23-05:53:53]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 CatreChimbita: bien merecido
[2020:09:23-05:53:54]  (Local) -> (LOCAL)[5]2cb'JuanPablo: xd
[2020:09:23-05:53:56]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 CatreChimbita: vamos
[2020:09:23-05:53:57]  (Local) -> (LOCAL)[5]2cB'Q'Piskero: a ella le gusta el rosado pal motel me la lleve
[2020:09:23-05:54:00]  (Local) -> (LOCAL)[11][CAPU]~CapuCurioso~: Camos
[2020:09:23-05:54:00]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: la buena gracias
[2020:09:23-05:54:00]  (Local) -> (LOCAL)[10][EVG]RicardoJorge: Yo ando buscando en el celu pero nada me llama
[2020:09:23-05:54:01]  (Local) -> (LOCAL)[10][CAPU]Elmenor: ola puedo ir
[2020:09:23-05:54:06]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 CatreChimbita: obvio
[2020:09:23-05:54:07]  (Global) -> Uribe: cual pongo
