This file was generated by Console at 2020:10:11-00:00:00



[2020:10:11-00:00:00]  (Global) -> |2cb|dilan: a
[2020:10:11-06:44:21]  (Global) -> EymarArchila1234: callese gran hpta
[2020:10:11-06:44:21]  (Local) -> (LOCAL)[6]#browser'-.2cb-: me dices
[2020:10:11-06:44:22]  (Local) -> (LOCAL)[11][Zetas]Matachivos: nah
[2020:10:11-06:44:24]  (Local) -> (LOCAL)[13][GT]AndresDirector: ola
[2020:10:11-06:44:26]  (Local) -> (LOCAL)[6]#browser'-.2cb-: browser me voy
[2020:10:11-06:44:26]  (Local) -> (LOCAL)[11]2cb'ratix: usted no tiene precio
[2020:10:11-06:44:27]  (Local) -> (LOCAL)[16]2cb'ViejoRichard: hola
[2020:10:11-06:44:27]  (Global) -> Rumons: calladito se ve mas bonito
[2020:10:11-06:44:28]  (Local) -> (LOCAL)[6]2cBPrexto: novaticos
[2020:10:11-06:44:28]  (Local) -> (LOCAL)[11]2cb'ratix: patron
[2020:10:11-06:44:29]  (Local) -> (LOCAL)[6]#browser'-.2cb-: y vamos al ze
[2020:10:11-06:44:29]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: Q HACE SLOPEZ
[2020:10:11-06:44:30]  (Global) -> EymarArchila1234: puro hack no puede sin eso el malparido
[2020:10:11-06:44:31]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: IDIOTO
[2020:10:11-06:44:35]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]Lopez: idioto
[2020:10:11-06:44:35]  (Local) -> (LOCAL)[6]Garu: a okay
[2020:10:11-06:44:37]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: kreator
[2020:10:11-06:44:37]  (Global) -> [GT]percy: veni al pvp
[2020:10:11-06:44:38]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: mirame
[2020:10:11-06:44:38]  (Local) -> (LOCAL)[6]Garu: vale
[2020:10:11-06:44:39]  (Local) -> (LOCAL)[6]2cb'Makintosh: saludando
[2020:10:11-06:44:39]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: ÑKASJDÑAKSD
[2020:10:11-06:44:40]  (Local) -> (LOCAL)[6]#browser'-.2cb-: dale, nv
[2020:10:11-06:44:41]  (Local) -> (LOCAL)[17][GT]AndresDirector: pq tan ermoso?
[2020:10:11-06:44:41]  (Local) -> (LOCAL)[6]2cBPrexto: 0 hacks bebe
[2020:10:11-06:44:42]  (Global) -> TIROFIJO420ALIASPOPEYE: LILPUSSY
[2020:10:11-06:44:43]  (Global) -> EymarArchila1234: novato pero juego como debe ser
[2020:10:11-06:44:43]  (Local) -> (LOCAL)[12]2cb'ratix: yandrix
[2020:10:11-06:44:48]  (Global) -> Rumons: ya ya
[2020:10:11-06:44:50]  (Local) -> (LOCAL)[6]2cBPrexto: en mta no hay hacks
[2020:10:11-06:44:51]  (Local) -> (LOCAL)[16]2cb'ViejoRichard: porque me acabo de dar los plones
[2020:10:11-06:44:54]  (Team - Unemployed) -> (TEAM)[GT]percy: veni
[2020:10:11-06:44:54]  (Local) -> (LOCAL)[7]CAPU|~CapuCurioso~|: JAJAJAJ
[2020:10:11-06:44:55]  (Local) -> (LOCAL)[7]2cb'Makintosh: wao
[2020:10:11-06:44:56]  (Local) -> (LOCAL)[6]Garu: si quieres invitame al clan de aqui, el que me dijiste
[2020:10:11-06:44:56]  (Local) -> (LOCAL)[15][GT]AndresDirector: ahh XD
[2020:10:11-06:44:58]  (Local) -> (LOCAL)[14]2cb'ratix: o sera viejorichard
[2020:10:11-06:44:59]  (Local) -> (LOCAL)[17][GT]~$Fabio_vidal69$:): quitese el job
[2020:10:11-06:44:59]  (Local) -> (LOCAL)[16]2cb'ViejoRichard: jajajajajja
[2020:10:11-06:45:01]  (Local) -> (LOCAL)[14]2cb'ratix: xdd
[2020:10:11-06:45:03]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: aaa 
[2020:10:11-06:45:04]  (Local) -> (LOCAL)[15][GT]AndresDirector: tiene un sombrero en la car
[2020:10:11-06:45:05]  (Team - Criminals) -> (TEAM)[Zetas]Timoh: y
[2020:10:11-06:45:06]  (Local) -> (LOCAL)[15][GT]AndresDirector: XDD
[2020:10:11-06:45:07]  (Global) -> [Zetas]Timoh: Ke
[2020:10:11-06:45:08]  (Local) -> (LOCAL)[7][CAPU]Dillom: a
[2020:10:11-06:45:10]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: ahhhss
[2020:10:11-06:45:11]  (Global) -> TIROFIJO420ALIASPOPEYE: COMO ES LA VUELTA PATRON
[2020:10:11-06:45:12]  (Local) -> (LOCAL)[15][Zetas]LartPopper: ya gracias
[2020:10:11-06:45:14]  (Local) -> (LOCAL)[7][CAPU]Dillom: qn me echula la nave
[2020:10:11-06:45:15]  (Local) -> (LOCAL)[7]Rastacuando: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:10:11-06:45:16]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: vemos
[2020:10:11-06:45:18]  (Local) -> (LOCAL)[14][GT]AndresDirector: los plones lo pusieron melo
[2020:10:11-06:45:18]  (Local) -> (LOCAL)[7]Rastacuando: jajajajajajajajaja
[2020:10:11-06:45:20]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: mi ama me llamo
[2020:10:11-06:45:22]  (Local) -> (LOCAL)[12][GT]AndresDirector: aah XD
[2020:10:11-06:45:23]  (Local) -> (LOCAL)[7]2cb'Makintosh: ola
[2020:10:11-06:45:23]  (Global) -> EymarArchila1234: entonces es un admin de mierda que no enseña sino solo quiere matar
[2020:10:11-06:45:23]  (Local) -> (LOCAL)[12]2cb'ViejoRichard: reposaito
[2020:10:11-06:45:27]  (Local) -> (LOCAL)[13][GT]AndresDirector: reposaito
[2020:10:11-06:45:29]  (Local) -> (LOCAL)[7]2cb'Makintosh: pasando a saludar
[2020:10:11-06:45:31]  (Team - Criminals) -> (TEAM)EymarArchila1234: tya que riene los poderes
[2020:10:11-06:45:32]  (Global) -> Rumons: disculpe
[2020:10:11-06:45:38]  (Global) -> [CAPU]Dillom: a
[2020:10:11-06:45:44]  (Local) -> (LOCAL)[7]2cb'Makintosh: a
[2020:10:11-06:45:45]  (Local) -> (LOCAL)[9][Zetas]Matachivos: ashidadyada+
[2020:10:11-06:45:49]  (Global) -> #7F7F7F|CVR|#FFFB00Khausu: pruebas
[2020:10:11-06:45:50]  (Local) -> (LOCAL)[9][Zetas]Matachivos: hpta malo
[2020:10:11-06:45:50]  (Local) -> (LOCAL)[13]2cb'ratix: aaa es willow
[2020:10:11-06:45:52]  (Local) -> (LOCAL)[13]2cb'ratix: willow
[2020:10:11-06:45:56]  (Local) -> (LOCAL)[8]2cb'Makintosh: aver
[2020:10:11-06:45:57]  (Local) -> (LOCAL)[8]2cb'Makintosh: aaaa
[2020:10:11-06:45:58]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#FF7C00 Patches: ay
[2020:10:11-06:45:59]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#FF0000[GTD]MenteMaestra: ME LE ESCAPE A LA CUCHA
[2020:10:11-06:46:02]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: PATRON PASELA Y NO LA DEVUELVA
[2020:10:11-06:46:03]  (Local) -> (LOCAL)[14]2cb'ratix: se llama willow
[2020:10:11-06:46:06]  (Global) -> EymarArchila1234: vuelve con toda la vida magicamnte
[2020:10:11-06:46:08]  (Local) -> (LOCAL)[8][CAPU]Dillom: xdd
[2020:10:11-06:46:10]  (Local) -> (LOCAL)[13]TIROFIJO420ALIASPOPEYE: DIGAN PUES QUIEN ES PARA VOLARLE LA CABEZA
[2020:10:11-06:46:14]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: PATRON PASELA Y NO LA DEVUELVA
[2020:10:11-06:46:17]  (Global) -> [DTA]iTTJJCandela:  hospital de esta ciudad
[2020:10:11-06:46:20]  (Local) -> (LOCAL)[2]2cBPrexto: asesino muy rapido xd
[2020:10:11-06:46:20]  (Global) -> #browser'-.2cb-: algun admin
[2020:10:11-06:46:21]  (Global) -> #browser'-.2cb-: ?
[2020:10:11-06:46:23]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: llegue
[2020:10:11-06:46:29]  (Local) -> (LOCAL)[1]CAPU|DENII: tu si eres pro
[2020:10:11-06:46:31]  (Local) -> (LOCAL)[8]2cb*sumadre: ola tqm
[2020:10:11-06:46:34]  (Local) -> (LOCAL)[3]2cb'ratix: ola
[2020:10:11-06:46:34]  (Global) -> #browser'-.2cb-: como se envía duelo?
[2020:10:11-06:46:38]  (Local) -> (LOCAL)[1]2cBPrexto: tu tambien
[2020:10:11-06:46:41]  (Global) -> 2cb'tussy:  /duelo nick
[2020:10:11-06:46:43]  (Local) -> (LOCAL)[7][CAPU]Dillom: preste
[2020:10:11-06:46:45]  (Local) -> (LOCAL)[1]2cBPrexto: por eso no te disparo
[2020:10:11-06:46:45]  (Local) -> (LOCAL)[1]2cb'ratix: solo humildad :v
[2020:10:11-06:46:47]  (Local) -> (LOCAL)[1]CAPU|DENII: na yo soy manco
[2020:10:11-06:46:48]  (Local) -> (LOCAL)[1]2cBPrexto: luego me tazeas
[2020:10:11-06:46:49]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: XDÑKASDJ
[2020:10:11-06:46:50]  (Local) -> (LOCAL)[3]Tribilin: q
[2020:10:11-06:46:52]  (Local) -> (LOCAL)[1]2cBPrexto: y zas
[2020:10:11-06:46:53]  (Local) -> (LOCAL)[24]2cb*sumadre: tqm
[2020:10:11-06:46:57]  (Local) -> (LOCAL)[1]2cBPrexto: presa por 10 minuutos
[2020:10:11-06:46:57]  (Global) -> [CAPU]Dillom: A
[2020:10:11-06:46:59]  (Global) -> EymarArchila1234: con n hacker no gracias
[2020:10:11-06:47:02]  (Local) -> (LOCAL)[1]CAPU|DENII: xd
[2020:10:11-06:47:03]  (Global) -> TIROFIJO420ALIASPOPEYE: patron
[2020:10:11-06:47:06]  (Local) -> (LOCAL)[27][Zetas]Matachivos: feo
[2020:10:11-06:47:06]  (Global) -> EymarArchila1234: hasta que tenga huevos de juagr como se debe
[2020:10:11-06:47:07]  (Global) -> TIROFIJO420ALIASPOPEYE: donde esta el man
[2020:10:11-06:47:10]  (Global) -> [M19]arete[GT]: ivamos pal infierno
[2020:10:11-06:47:12]  (Local) -> (LOCAL)[6]2cb'Makintosh: qn me saluda
[2020:10:11-06:47:14]  (Local) -> (LOCAL)[5]2cb'Makintosh: nosean groseros
[2020:10:11-06:47:16]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: hey por qué me pegas
[2020:10:11-06:47:17]  (Local) -> (LOCAL)[1]2cBPrexto: eres vip
[2020:10:11-06:47:17]  (Local) -> (LOCAL)[27][Zetas]Matachivos: oles feo
[2020:10:11-06:47:18]  (Local) -> (LOCAL)[1]2cBPrexto: :o
[2020:10:11-06:47:19]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: hEY HEY
[2020:10:11-06:47:21]  (Local) -> (LOCAL)[1]CAPU|DENII: no
[2020:10:11-06:47:22]  (Local) -> (LOCAL)[6][CAPU]Dillom: OL
[2020:10:11-06:47:23]  (Local) -> (LOCAL)[6][CAPU]Dillom: CUACK
[2020:10:11-06:47:24]  (Local) -> (LOCAL)[6]2cb'Makintosh: a
[2020:10:11-06:47:24]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: PAL SANCOCHO
[2020:10:11-06:47:27]  (Local) -> (LOCAL)[6]2cb'Makintosh: si
[2020:10:11-06:47:28]  (Local) -> (LOCAL)[28]#7F7F7F|CVR|#FF7C00 Patches: NOO
[2020:10:11-06:47:30]  (Local) -> (LOCAL)[6]CAPU|~CapuCurioso~|: Melo
[2020:10:11-06:47:30]  (Local) -> (LOCAL)[1]2cBPrexto: te puusiste chaleco
[2020:10:11-06:47:31]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: xd
[2020:10:11-06:47:36]  (Local) -> (LOCAL)[28]TIROFIJO420ALIASPOPEYE: patron ese tussy es mas toposo
[2020:10:11-06:47:40]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#FF7C00 [GTD]Kaicer: GUARACHA
[2020:10:11-06:47:41]  (Global) -> [Zetas]Timoh: Ole
[2020:10:11-06:47:42]  (Local) -> (LOCAL)[28]TIROFIJO420ALIASPOPEYE: hay que volarle la cabeza
[2020:10:11-06:47:43]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: PATRON AYUDA
[2020:10:11-06:47:44]  (Global) -> #7F7F7F|CVR|#FF7C00 [GTD]Kaicer: TE AMO GUARACHA
[2020:10:11-06:47:45]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Khausu: naruto momos
[2020:10:11-06:47:47]  (Global) -> [GT]percy: venga pues
[2020:10:11-06:47:48]  (Global) -> [Zetas]Timoh: Loco?
[2020:10:11-06:47:48]  (Local) -> (LOCAL)[1]CAPU|DENII: lo compre en el amu
[2020:10:11-06:47:49]  (Local) -> (LOCAL)[2][EVG]Orgalor: OE Q PASO
[2020:10:11-06:47:51]  (Local) -> (LOCAL)[2][EVG]Orgalor: ALFIN
[2020:10:11-06:47:52]  (Local) -> (LOCAL)[1]2cBPrexto: este server
[2020:10:11-06:47:55]  (Local) -> (LOCAL)[27]2cb'ratix: vamos lejos de la musica
[2020:10:11-06:47:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: MERA NABE
[2020:10:11-06:47:55]  (Local) -> (LOCAL)[1]2cBPrexto: ahora mismo
[2020:10:11-06:47:55]  (Global) -> [GT]percy: veni
[2020:10:11-06:47:56]  (Local) -> (LOCAL)[28]#7F7F7F|CVR|#FF7C00 Patches: carro tan feo
[2020:10:11-06:47:58]  (Global) -> [GT]percy: veni
[2020:10:11-06:47:59]  (Local) -> (LOCAL)[1]2cBPrexto: es mi vida sabes?
[2020:10:11-06:47:59]  (Global) -> TIROFIJO420ALIASPOPEYE: quiten la musica
[2020:10:11-06:48:03]  (Global) -> TIROFIJO420ALIASPOPEYE: no escucho al patron
[2020:10:11-06:48:04]  (Global) -> [Zetas]Timoh: Sos el loco chupapijas?
[2020:10:11-06:48:10]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#FF7C00 [GTD]Kaicer: NOOOOO
[2020:10:11-06:48:11]  (Local) -> (LOCAL)[27]#7F7F7F|CVR|#FF7C00 [GTD]Kaicer: MI AMOR
[2020:10:11-06:48:12]  (Global) -> [GT]percy: no
[2020:10:11-06:48:14]  (Global) -> [GT]percy: veni
[2020:10:11-06:48:17]  (Global) -> ET3RN0: gonorrea ese pito
[2020:10:11-06:48:17]  (Local) -> (LOCAL)[1]2cBPrexto: no hago mas nada ademas de tareas de la u
[2020:10:11-06:48:24]  (Local) -> (LOCAL)[1]2cBPrexto: siento que esta es mi vida
[2020:10:11-06:48:26]  (Global) -> [Zetas]Timoh: Que quieres
[2020:10:11-06:48:27]  (Global) -> [GT]percy: sal
[2020:10:11-06:48:29]  (Local) -> (LOCAL)[25][GT]AndresDirector: nao nao parceros
[2020:10:11-06:48:30]  (Local) -> (LOCAL)[1]2cBPrexto: ni amigos reales tengo
[2020:10:11-06:48:32]  (Global) -> [GT]percy: pvp
[2020:10:11-06:48:33]  (Local) -> (LOCAL)[1]2cBPrexto: es re f
[2020:10:11-06:48:33]  (Global) -> ET3RN0: PATRON PELE AL DEL HPTA PITO
[2020:10:11-06:48:35]  (Global) -> 2cb'Radial: quien pa subir akina a pie yaa
[2020:10:11-06:48:41]  (Global) -> [Zetas]Timoh: Con esas escopetas
[2020:10:11-06:48:43]  (Local) -> (LOCAL)[1]2cBPrexto: pero aqui estoy
[2020:10:11-06:48:45]  (Global) -> TIROFIJO420ALIASPOPEYE: yo
[2020:10:11-06:48:46]  (Local) -> (LOCAL)[27]Tribilin: yo
[2020:10:11-06:48:46]  (Local) -> (LOCAL)[28]2CbSCRYMBOY: bernaaa
[2020:10:11-06:48:48]  (Global) -> [GT]percy: con lo que quiera
[2020:10:11-06:48:48]  (Global) -> [Zetas]Timoh: Tan mka
[2020:10:11-06:48:49]  (Global) -> 2cb'ViejoRichard: A PIE NA
[2020:10:11-06:48:50]  (Local) -> (LOCAL)[25]TIROFIJO420ALIASPOPEYE: YO PELO A ESE MAN PATRON
[2020:10:11-06:48:51]  (Local) -> (LOCAL)[1]2cBPrexto: a las 1 de la madrugada
[2020:10:11-06:48:52]  (Global) -> 2cb'Lauriita: JAJAJAJAJJAJAAJJA
[2020:10:11-06:48:52]  (Global) -> 2cb'ViejoRichard: CORRIENDO
[2020:10:11-06:48:53]  (Local) -> (LOCAL)[26]TIROFIJO420ALIASPOPEYE: LO EXPLOTAMOS
[2020:10:11-06:48:55]  (Local) -> (LOCAL)[1]2cBPrexto: dandole a un juego
[2020:10:11-06:48:56]  (Local) -> (LOCAL)[20]#7F7F7F|CVR|#FF0000Berna: a
[2020:10:11-06:48:56]  (Local) -> (LOCAL)[20]2CbSCRYMBOY: cual es el id de la skin de naruto
[2020:10:11-06:49:00]  (Local) -> (LOCAL)[1]2cBPrexto: que posiblemente no me sirva de nada
[2020:10:11-06:49:01]  (Global) -> 2cb'ViejoRichard: QUIEN PA APOSTAR CORRIENDO EN AKINA RE YA
[2020:10:11-06:49:02]  (Global) -> [GT]~$Fabio_vidal69$:): jajajajajajja hps los staff se estan llevando carros guarden
[2020:10:11-06:49:02]  (Local) -> (LOCAL)[18]#7F7F7F|CVR|#FF0000Berna: No se
[2020:10:11-06:49:03]  (Local) -> (LOCAL)[1]2cBPrexto: pero me hace feliz
[2020:10:11-06:49:04]  (Local) -> (LOCAL)[17]2CbSCRYMBOY: es q yo lo compre pero se me volcido id
[2020:10:11-06:49:05]  (Team - Criminals) -> (TEAM)#7F7F7F|CVR|#FF0000[EVG]Lopez: /darskin [EVG]Lopez 166
[2020:10:11-06:49:05]  (Global) -> 2cb'Radial: viejo, una carrera pues
[2020:10:11-06:49:09]  (Local) -> (LOCAL)[19]2CbSCRYMBOY: ._.
[2020:10:11-06:49:09]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]Lopez: a
[2020:10:11-06:49:11]  (Local) -> (LOCAL)[22]#7F7F7F|CVR|#FF0000Berna: mire en /mods
[2020:10:11-06:49:12]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: A
[2020:10:11-06:49:13]  (Local) -> (LOCAL)[21]2CbSCRYMBOY: otra oregunta
[2020:10:11-06:49:14]  (Local) -> (LOCAL)[20]2CbSCRYMBOY: xd
[2020:10:11-06:49:15]  (Global) -> [EVG]RicardoJorge: A
[2020:10:11-06:49:20]  (Local) -> (LOCAL)[6]2cb'Makintosh: ush
[2020:10:11-06:49:21]  (Local) -> (LOCAL)[6]2cb'Makintosh: sems
[2020:10:11-06:49:23]  (Global) -> 2cb'ViejoRichard: ale radial
[2020:10:11-06:49:23]  (Local) -> (LOCAL)[6]2cb'Makintosh: vea esto
[2020:10:11-06:49:25]  (Local) -> (LOCAL)[15]2CbSCRYMBOY: cuando uno es vip diamante q le ofrecen
[2020:10:11-06:49:26]  (Global) -> TIROFIJO420ALIASPOPEYE: A QUEN 
[2020:10:11-06:49:28]  (Local) -> (LOCAL)[6]2cb'Makintosh: xd
[2020:10:11-06:49:29]  (Global) -> TIROFIJO420ALIASPOPEYE: HAY QUE PELAR
[2020:10:11-06:49:29]  (Local) -> (LOCAL)[1]CAPU|DENII: me acabas de describir
[2020:10:11-06:49:31]  (Global) -> TIROFIJO420ALIASPOPEYE: PATRON
[2020:10:11-06:49:33]  (Local) -> (LOCAL)[11]2CbSCRYMBOY: para ver si me lo compro
[2020:10:11-06:49:40]  (Local) -> (LOCAL)[1]2cBPrexto: Lo se....
[2020:10:11-06:49:41]  (Local) -> (LOCAL)[22]#7F7F7F|CVR|#FF7C00 Patches: nea
[2020:10:11-06:49:44]  (Local) -> (LOCAL)[1]2cBPrexto: Por eso te lo digo
[2020:10:11-06:49:46]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000Berna: Mas plata, efectos exclusivos para el carro
[2020:10:11-06:49:47]  (Local) -> (LOCAL)[21]#7F7F7F|CVR|#FF7C00 Patches: tengo bugeado esto
[2020:10:11-06:49:51]  (Local) -> (LOCAL)[1]2cBPrexto: Siempre te veo de tombito
[2020:10:11-06:49:51]  (Local) -> (LOCAL)[8]2CbSCRYMBOY: :0
[2020:10:11-06:49:51]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Berna: Menos minutos de carcel
[2020:10:11-06:49:54]  (Local) -> (LOCAL)[20]#7F7F7F|CVR|#FF7C00 Kreator: NO
[2020:10:11-06:49:54]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Khausu: amos
[2020:10:11-06:49:55]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000Berna: ammmmm
[2020:10:11-06:49:55]  (Local) -> (LOCAL)[1]2cBPrexto: me causas ternura
[2020:10:11-06:49:56]  (Local) -> (LOCAL)[18]2cb'ratix: matarle hasta las matas de la casa+
[2020:10:11-06:49:57]  (Local) -> (LOCAL)[19]#7F7F7F|CVR|#FF7C00 [GTD]Kaicer: nO SABES ENVARGAR
[2020:10:11-06:49:58]  (Local) -> (LOCAL)[17]#7F7F7F|CVR|#FF7C00 Kreator: A MI TAMPOCO ME DEJABA
[2020:10:11-06:49:58]  (Global) -> chocorramo: xd
[2020:10:11-06:49:59]  (Local) -> (LOCAL)[8]2CbSCRYMBOY: le dan plata por ser vip?
[2020:10:11-06:50:03]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000Berna: Si es bundle un carro unico
[2020:10:11-06:50:03]  (Local) -> (LOCAL)[19]#7F7F7F|CVR|#FF7C00 Patches: lo agarra pero no arrastra
[2020:10:11-06:50:05]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Khausu: ay se me cambio la camara
[2020:10:11-06:50:09]  (Global) -> ET3RN0: PATRON UN ATENTADO
[2020:10:11-06:50:09]  (Local) -> (LOCAL)[11]2CbSCRYMBOY: :0
[2020:10:11-06:50:10]  (Global) -> [Zetas]Timoh: Sapo
[2020:10:11-06:50:11]  (Local) -> (LOCAL)[1]2cBPrexto: Camellando para conseguir un buen vehiculo
[2020:10:11-06:50:14]  (Local) -> (LOCAL)[21]2cb'ratix: ajjajajaja
[2020:10:11-06:50:15]  (Global) -> TIROFIJO420ALIASPOPEYE: JAJAJAJJA
[2020:10:11-06:50:17]  (Global) -> TIROFIJO420ALIASPOPEYE: PATRON
[2020:10:11-06:50:18]  (Local) -> (LOCAL)[22]|GT|~SubditoDeSatanas: jajaja
[2020:10:11-06:50:18]  (Local) -> (LOCAL)[15]#7F7F7F|CVR|#FF0000Berna: y que mas ammm
[2020:10:11-06:50:19]  (Global) -> TIROFIJO420ALIASPOPEYE: COMO SON VUELTAS
[2020:10:11-06:50:21]  (Global) -> TIROFIJO420ALIASPOPEYE: PUES
[2020:10:11-06:50:22]  (Local) -> (LOCAL)[1]2cBPrexto: tampoco haz de salir mucho
[2020:10:11-06:50:24]  (Local) -> (LOCAL)[20]2cb*sumadre: PATERON MIERE PA ATARS
[2020:10:11-06:50:26]  (Local) -> (LOCAL)[17]#7F7F7F|CVR|#FF0000Berna: si le dan 600 segundos de cana
[2020:10:11-06:50:26]  (Global) -> TIROFIJO420ALIASPOPEYE: HABLE CLARO PATRON
[2020:10:11-06:50:28]  (Local) -> (LOCAL)[17]#7F7F7F|CVR|#FF0000Berna: sale a los 300
[2020:10:11-06:50:29]  (Local) -> (LOCAL)[23]2cb*sumadre: MIRE PA ATRAS
[2020:10:11-06:50:29]  (Local) -> (LOCAL)[12]2CbSCRYMBOY: mka llevo como 2 dias intentando crear una cuenta de nequi y no me deja skajskajs
[2020:10:11-06:50:30]  (Local) -> (LOCAL)[15]#7F7F7F|CVR|#FF7C00 Kreator: UY
[2020:10:11-06:50:34]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF7C00 Kreator: CUANTO BALE ESTA NAVE PA
[2020:10:11-06:50:35]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Khausu: narutmomos
[2020:10:11-06:50:35]  (Local) -> (LOCAL)[17]2CbSCRYMBOY: ushh esta melito
[2020:10:11-06:50:35]  (Local) -> (LOCAL)[2]2cBPrexto: yo salia a la u
[2020:10:11-06:50:36]  (Local) -> (LOCAL)[21]#7F7F7F|CVR|#FF7C00 Patches: yyy qqq
[2020:10:11-06:50:37]  (Local) -> (LOCAL)[21]#7F7F7F|CVR|#FF7C00 Patches: como
[2020:10:11-06:50:39]  (Local) -> (LOCAL)[25]2cb*sumadre: PATRON
[2020:10:11-06:50:39]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: mela si o q
[2020:10:11-06:50:42]  (Local) -> (LOCAL)[22]2cb*sumadre: SIGAME PA Q VEA
[2020:10:11-06:50:43]  (Local) -> (LOCAL)[16]2CbSCRYMBOY: cuanto vale?
[2020:10:11-06:50:45]  (Local) -> (LOCAL)[23]#7F7F7F|CVR|#FF7C00 [GTD]Kaicer: solo los maestros como yo lo hacen
[2020:10:11-06:50:46]  (Local) -> (LOCAL)[1]2cBPrexto: ahora solo a mi cocina a ver que hay y otra vez al PC
[2020:10:11-06:50:46]  (Local) -> (LOCAL)[8]2cb'Makintosh: momos
[2020:10:11-06:50:52]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: LOS DUEÑOS DEL PARI
[2020:10:11-06:50:55]  (Local) -> (LOCAL)[1]2cBPrexto: la vida es dificil
[2020:10:11-06:50:59]  (Local) -> (LOCAL)[25]2cb*sumadre: VAMOS PATRON
[2020:10:11-06:51:02]  (Global) -> [CAPU]Dillom: a
[2020:10:11-06:51:02]  (Local) -> (LOCAL)[24]2cb*sumadre: PA Q MIRE
[2020:10:11-06:51:03]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF7C00 Khausu: yo
[2020:10:11-06:51:04]  (Global) -> #7F7F7F|CVR|#FF7C00 [GTD]Kaicer: XDD
[2020:10:11-06:51:05]  (Local) -> (LOCAL)[1]2cBPrexto: cuando cierren el server me quedara en recuerdo
[2020:10:11-06:51:06]  (Global) -> TIROFIJO420ALIASPOPEYE: LISTO
[2020:10:11-06:51:09]  (Global) -> TIROFIJO420ALIASPOPEYE: PATRON
[2020:10:11-06:51:10]  (Global) -> [Zetas]Timoh: Jueputa
[2020:10:11-06:51:14]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: elegy
[2020:10:11-06:51:15]  (Global) -> TIROFIJO420ALIASPOPEYE: ESTAMOS READY
[2020:10:11-06:51:15]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: o k
[2020:10:11-06:51:16]  (Local) -> (LOCAL)[1]2cBPrexto: Por ahora no lo cerraran
[2020:10:11-06:51:17]  (Local) -> (LOCAL)[1]2cb'Radial: pille, subiendo en que carro?
[2020:10:11-06:51:17]  (Global) -> TIROFIJO420ALIASPOPEYE: PA VOLAR CABEZAS
[2020:10:11-06:51:19]  (Global) -> #7F7F7F|CVR|#FF0000[GTD]MenteMaestra: aaaaaaa
[2020:10:11-06:51:20]  (Local) -> (LOCAL)[1]2cBPrexto: pero algun dia llegara
[2020:10:11-06:51:21]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: XD?
[2020:10:11-06:51:22]  (Local) -> (LOCAL)[1]2cb'Radial: no tengo elegy
[2020:10:11-06:51:26]  (Local) -> (LOCAL)[1]2cBPrexto: ese dia me tocara salir
