This file was generated by Console at 2021:02:04-00:00:00



[2021:02:04-00:00:00]  (Local) -> (LOCAL)[1]manuuwu: q
[2021:02:04-17:58:45]  (Local) -> (LOCAL)[5]Leonardo_Pimentel: Eso es correcto patron
[2021:02:04-17:58:46]  (Local) -> (LOCAL)[1]SICARIO(GT): mula y bus
[2021:02:04-17:58:51]  (Local) -> (LOCAL)[5]Leonardo_Pimentel: Pa ayer es tarde
[2021:02:04-17:58:52]  (Global) -> (SANTIAGO)(Z): paron si
[2021:02:04-17:58:54]  (Local) -> (LOCAL)[5]Bellaqueohpta: si patron
[2021:02:04-17:58:54]  (Local) -> (LOCAL)[1]SAPAhpta: pasalo por wpp
[2021:02:04-17:58:57]  (Local) -> (LOCAL)[1]Strange|2cb: colocale
[2021:02:04-17:58:57]  (Global) -> (SANTIAGO)(Z): lo tengo detectado
[2021:02:04-17:58:58]  (Team - Unemployed) -> (TEAM)CANNABISATIVO:  el piloto q disq gana 
[2021:02:04-17:59:00]  (Local) -> (LOCAL)[1]Strange|2cb: otro color
[2021:02:04-17:59:03]  (Local) -> (LOCAL)[1]CANNABISATIVO: 10 mil por
[2021:02:04-17:59:04]  (Local) -> (LOCAL)[3]Poison2cb: ?
[2021:02:04-17:59:04]  (Local) -> (LOCAL)[1]LocaJijijij: ok
[2021:02:04-17:59:05]  (Local) -> (LOCAL)[1]CANNABISATIVO: ida
[2021:02:04-17:59:06]  (Local) -> (LOCAL)[6]enmanuel(AK): tienes que meterlo al banco pa
[2021:02:04-17:59:07]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: oe
[2021:02:04-17:59:09]  (Global) -> Andyf301: ADMIN
[2021:02:04-17:59:09]  (Local) -> (LOCAL)[1]SICARIO(GT): quiere almorzar jajajaw
[2021:02:04-17:59:10]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: creo que ya
[2021:02:04-17:59:10]  (Global) -> #7F7F7F|LG|#FF5C00SubditoDeSatanas|~GT: otro evento de esos por 500k?
[2021:02:04-17:59:10]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: yo noo me aquivoco
[2021:02:04-17:59:10]  (Local) -> (LOCAL)[1]Strange|2cb: el q ud quiera
[2021:02:04-17:59:10]  (Local) -> (LOCAL)[2]Poison2cb: me falta una
[2021:02:04-17:59:12]  (Local) -> (LOCAL)[2]LocaJijijij: roteme 10k jjjj
[2021:02:04-17:59:12]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: revise
[2021:02:04-17:59:15]  (Local) -> (LOCAL)[7]Elvis_Ajoso: ok
[2021:02:04-17:59:16]  (Global) -> (SANTIAGO)(Z): ay uno que es ygual que su nombre
[2021:02:04-17:59:18]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: se acuerda
[2021:02:04-17:59:19]  (Local) -> (LOCAL)[1]LocaJijijij: tengo 4k :,
[2021:02:04-17:59:20]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: la finca
[2021:02:04-17:59:20]  (Global) -> helado'2cb: siii
[2021:02:04-17:59:22]  (Local) -> (LOCAL)[1]CANNABISATIVO: jajaja a donde
[2021:02:04-17:59:23]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: suya
[2021:02:04-17:59:24]  (Local) -> (LOCAL)[4]Poison2cb: pa mejorst ytofo rl franco
[2021:02:04-17:59:25]  (Global) -> Andyf301: Tengo a un preso pero no me deja llevarlo a la carcel
[2021:02:04-17:59:26]  (Local) -> (LOCAL)[5]Elvis_Ajoso: me lleva?
[2021:02:04-17:59:26]  (Global) -> Andyf301: admin
[2021:02:04-17:59:32]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: hace dia
[2021:02:04-17:59:32]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: ya
[2021:02:04-17:59:32]  (Local) -> (LOCAL)[1]CANNABISATIVO: subase buscamos tombos
[2021:02:04-17:59:33]  (Local) -> (LOCAL)[4]enmanuel(AK): vamos por armas pa
[2021:02:04-17:59:35]  (Local) -> (LOCAL)[1]LocaJijijij: platuo
[2021:02:04-17:59:36]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: ya se la mandaron
[2021:02:04-17:59:37]  (Local) -> (LOCAL)[1]Gonzalo-gaviria[CM]: adm si va a venir
[2021:02:04-17:59:38]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: Andyf301 como asi ?
[2021:02:04-17:59:38]  (Local) -> (LOCAL)[1]CANNABISATIVO: ole
[2021:02:04-17:59:38]  (Local) -> (LOCAL)[3]SAPAhpta: como acepto
[2021:02:04-17:59:38]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: yo estab contando
[2021:02:04-17:59:40]  (Local) -> (LOCAL)[1]Strange|2cb: claro yo
[2021:02:04-17:59:43]  (Local) -> (LOCAL)[3]Elvis_Ajoso: que pena
[2021:02:04-17:59:44]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: donde die my invites
[2021:02:04-17:59:45]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: cuaidando
[2021:02:04-17:59:46]  (Local) -> (LOCAL)[1]CANNABISATIVO: eso lo hace el vip?
[2021:02:04-17:59:49]  (Global) -> Gonzalo-gaviria[CM]: catre venga 
[2021:02:04-17:59:50]  (Local) -> (LOCAL)[1]SICARIO(GT): no
[2021:02:04-17:59:52]  (Local) -> (LOCAL)[1]enmanuel(AK): al banco?
[2021:02:04-17:59:53]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: y me llegan muchos gt y me matan
[2021:02:04-17:59:57]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: ya voy en 60 que salgo de cana
[2021:02:04-17:59:57]  (Global) -> Samantha~2Aucb: tienes que llevarlo a un circulito azul andi
[2021:02:04-17:59:59]  (Local) -> (LOCAL)[1]SICARIO(GT): escriva /sancocho
[2021:02:04-18:00:00]  (Global) -> Gonzalo-gaviria[CM]: necesito la ayuda de algun admi
[2021:02:04-18:00:02]  (Local) -> (LOCAL)[2]Elvis_Ajoso: primero armas
[2021:02:04-18:00:03]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: sale una llamada Ghost Turfers
[2021:02:04-18:00:03]  (Team - Unemployed) -> (TEAM)CANNABISATIVO:  ese carro es suyo?
[2021:02:04-18:00:03]  (Local) -> (LOCAL)[1]Tetranutra-CAPU-: oe
[2021:02:04-18:00:05]  (Global) -> Stivenv28[GT]: general 3
[2021:02:04-18:00:06]  (Global) -> Andyf301: TENGO PRESO A ALGUIEN Y ESTOY DONDE SE MANDAN A LA CARCEL PERO NO APARECE PARA DEJARLO PRESO
[2021:02:04-18:00:06]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: ah
[2021:02:04-18:00:07]  (Local) -> (LOCAL)[1]Tetranutra-CAPU-: vamos al banco
[2021:02:04-18:00:07]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: ya voy gonzalo
[2021:02:04-18:00:09]  (Local) -> (LOCAL)[1]enmanuel(AK): ok
[2021:02:04-18:00:10]  (Local) -> (LOCAL)[1]SICARIO(GT): no es del vip
[2021:02:04-18:00:10]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: es amigo o no
[2021:02:04-18:00:10]  (Local) -> (LOCAL)[2]SAPAhpta: no llega
[2021:02:04-18:00:11]  (Global) -> SffOquez6969.: admin me pusieron c4 en ammu
[2021:02:04-18:00:14]  (Local) -> (LOCAL)[1]LocaJijijij: joder
[2021:02:04-18:00:15]  (Global) -> Skertchet2cb: weed
[2021:02:04-18:00:16]  (Local) -> (LOCAL)[1]LocaJijijij: este me gusta
[2021:02:04-18:00:16]  (Local) -> (LOCAL)[1]Strange|2cb: agh
[2021:02:04-18:00:17]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: si quiere voy y lo pelo
[2021:02:04-18:00:18]  (Global) -> Samantha~2Aucb: intenta pasar por ahi
[2021:02:04-18:00:19]  (Local) -> (LOCAL)[0]Briham|2cB: quieto
[2021:02:04-18:00:19]  (Local) -> (LOCAL)[1]Strange|2cb: bno
[2021:02:04-18:00:21]  (Local) -> (LOCAL)[1]Strange|2cb: xd
[2021:02:04-18:00:22]  (Local) -> (LOCAL)[1]enmanuel(AK): entre rapido pa
[2021:02:04-18:00:22]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: seguro?
[2021:02:04-18:00:24]  (Global) -> Weed'2cb: MAYORGA
[2021:02:04-18:00:25]  (Global) -> CANNABISATIVO: aaa y ud cuanto le valio el vip
[2021:02:04-18:00:26]  (Local) -> (LOCAL)[1]SICARIO(GT): maneja o manejo
[2021:02:04-18:00:28]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: vamos bellao q
[2021:02:04-18:00:29]  (Local) -> (LOCAL)[1]Elvis_Ajoso: ok
[2021:02:04-18:00:31]  (Global) -> Samantha~2Aucb: o tal vez se te solto pq te demoraste mucho en llevarlo
[2021:02:04-18:00:32]  (Local) -> (LOCAL)[1]Strange|2cb: tiene nitro
[2021:02:04-18:00:32]  (Local) -> (LOCAL)[1]LocaJijijij: ey q putas le pusiste a esto
[2021:02:04-18:00:33]  (Global) -> SffOquez6969.: admin
[2021:02:04-18:00:33]  (Local) -> (LOCAL)[1]SICARIO(GT): 8 lukas
[2021:02:04-18:00:33]  (Global) -> Poison2cb: listo
[2021:02:04-18:00:35]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: si
[2021:02:04-18:00:35]  (Local) -> (LOCAL)[1]LocaJijijij: corre re melo jjj
[2021:02:04-18:00:36]  (Local) -> (LOCAL)[5]Jesus'2cb: ...
[2021:02:04-18:00:36]  (Global) -> Gonzalo-gaviria[CM]: que paso chopo
[2021:02:04-18:00:38]  (Global) -> #7F7F7F|ADM|#FF5C00Francine98|bonker|AUC: S#000000ffOquez6969. dime
[2021:02:04-18:00:39]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: me dicen que ya
[2021:02:04-18:00:39]  (Local) -> (LOCAL)[2]Gonzalo-gaviria[CM]: 7
[2021:02:04-18:00:39]  (Local) -> (LOCAL)[2]Strange|2cb: altura
[2021:02:04-18:00:40]  (Local) -> (LOCAL)[6]Poison2cb: q paso
[2021:02:04-18:00:42]  (Local) -> (LOCAL)[6]Apu_N'2cb: jjjaa
[2021:02:04-18:00:44]  (Local) -> (LOCAL)[2]El_Chopo(CM): como vamos patron
[2021:02:04-18:00:44]  (Team - Unemployed) -> (TEAM)CANNABISATIVO: y
[2021:02:04-18:00:44]  (Local) -> (LOCAL)[6]Jesus'2cb: me movio otra vez
[2021:02:04-18:00:45]  (Local) -> (LOCAL)[1]SAPAhpta: el net
[2021:02:04-18:00:45]  (Global) -> #7F7F7F|LG|#FF5C00SubditoDeSatanas|~GT: santiago debes tomar foto de lo que reportas
[2021:02:04-18:00:46]  (Local) -> (LOCAL)[1]CANNABISATIVO: maneje
[2021:02:04-18:00:48]  (Local) -> (LOCAL)[6]Poison2cb: no hable mrd
[2021:02:04-18:00:50]  (Local) -> (LOCAL)[1]Strange|2cb: tiene nitrooooooooooo
[2021:02:04-18:00:52]  (Local) -> (LOCAL)[6]Poison2cb: se movio solo
[2021:02:04-18:00:52]  (Local) -> (LOCAL)[1]Mnrpatecumbias'GT: dele f2
[2021:02:04-18:00:52]  (Local) -> (LOCAL)[2]Gonzalo-gaviria[CM]: bien y usted
[2021:02:04-18:00:54]  (Local) -> (LOCAL)[1]LocaJijijij: creo q voy a ahorrar
[2021:02:04-18:00:55]  (Local) -> (LOCAL)[7]Jesus'2cb: no ve q deje de hacer el coso hp
[2021:02:04-18:00:55]  (Global) -> SffOquez6969.: un man poniendo c4 en ammi
[2021:02:04-18:00:55]  (Local) -> (LOCAL)[1]CANNABISATIVO: bro y no el dan plata?
[2021:02:04-18:00:56]  (Local) -> (LOCAL)[1]SICARIO(GT): no pere
[2021:02:04-18:00:58]  (Local) -> (LOCAL)[2]El_Chopo(CM): donde esta el patron
[2021:02:04-18:01:01]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: si patron
[2021:02:04-18:01:02]  (Local) -> (LOCAL)[1]LocaJijijij: avr si alguien me vende uno
[2021:02:04-18:01:04]  (Local) -> (LOCAL)[7]Poison2cb: no se puede salir del circulo maricon
[2021:02:04-18:01:04]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: si
[2021:02:04-18:01:04]  (Local) -> (LOCAL)[3]Gonzalo-gaviria[CM]: en las venturas
[2021:02:04-18:01:05]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: noo
[2021:02:04-18:01:05]  (Global) -> YEFER: COMO AGO PARA INISIAR
[2021:02:04-18:01:06]  (Local) -> (LOCAL)[5]Bellaqueohpta: ya lo lolisamos
[2021:02:04-18:01:07]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000_!Catre|2AucB: dime
[2021:02:04-18:01:09]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: anda solo
[2021:02:04-18:01:09]  (Local) -> (LOCAL)[1]SICARIO(GT): si cada 45 min nosdan 5000
[2021:02:04-18:01:11]  (Local) -> (LOCAL)[1]Strange|2cb: sisisi vroders hr3
[2021:02:04-18:01:12]  (Global) -> Apu_N'2cb: Francine98|bonker|AUC[MP]
[2021:02:04-18:01:14]  (Global) -> #7F7F7F|ADM|#FF5C00Francine98|bonker|AUC: toma foto y reportas para proceder mejor
[2021:02:04-18:01:15]  (Local) -> (LOCAL)[1]SICARIO(GT): pere bajese
[2021:02:04-18:01:16]  (Global) -> Apu_N'2cb: Francine98|bonker|AUC[MP]
[2021:02:04-18:01:17]  (Local) -> (LOCAL)[4]Gonzalo-gaviria[CM]: no me llegan las invitaciones de gangs
[2021:02:04-18:01:19]  (Global) -> #7F7F7F|ADM|#FF5C00Francine98|bonker|AUC: hola
[2021:02:04-18:01:20]  (Global) -> ART[AK]: payaso
[2021:02:04-18:01:20]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: me enviaron una foto solo
[2021:02:04-18:01:20]  (Local) -> (LOCAL)[7]Poison2cb: oe yefer
[2021:02:04-18:01:21]  (Global) -> Apu_N'2cb: Podes venir a Ammu 
[2021:02:04-18:01:25]  (Global) -> Apu_N'2cb: Hay un man colocando c4
[2021:02:04-18:01:26]  (Local) -> (LOCAL)[7]Elvis_Ajoso: listo
[2021:02:04-18:01:26]  (Local) -> (LOCAL)[4]SAPAhpta: como se llama
[2021:02:04-18:01:27]  (Global) -> Apu_N'2cb: xd
[2021:02:04-18:01:27]  (Local) -> (LOCAL)[1]LocaJijijij: nooooo
[2021:02:04-18:01:28]  (Local) -> (LOCAL)[1]LocaJijijij: :,c
[2021:02:04-18:01:29]  (Local) -> (LOCAL)[5]Bellaqueohpta: ese impostor la pagara por hacerse pasar por el patron
[2021:02:04-18:01:30]  (Global) -> YEFER: QUE PASO MANITO
[2021:02:04-18:01:30]  (Local) -> (LOCAL)[1]LocaJijijij: joder
[2021:02:04-18:01:35]  (Local) -> (LOCAL)[9]Poison2cb: la escopeta recortada no se puede mejorar?
[2021:02:04-18:01:36]  (Local) -> (LOCAL)[9]Apu_N'2cb: vealo
[2021:02:04-18:01:38]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: Cazaputas42[MP] podes ayudar a Gonzalo-gaviria[CM] a meterlo a una gang que lo tiene bug
[2021:02:04-18:01:38]  (Local) -> (LOCAL)[9]enmanuel(AK): hijo de puta
[2021:02:04-18:01:38]  (Local) -> (LOCAL)[9]Apu_N'2cb: es esl tombo
[2021:02:04-18:01:38]  (Local) -> (LOCAL)[1]Mnrpatecumbias'GT: a ya
[2021:02:04-18:01:40]  (Global) -> SoplaMondalCDPl: esos reportes no sirven pa ni mierda
[2021:02:04-18:01:41]  (Global) -> (SANTIAGO)(Z): ok
[2021:02:04-18:01:42]  (Global) -> [O]reo~|GT: Level 4?
[2021:02:04-18:01:44]  (Local) -> (LOCAL)[8]Poison2cb: la escopeta recortada no se puede mejorar?
[2021:02:04-18:01:44]  (Local) -> (LOCAL)[8]Apu_N'2cb: digale q explote eso
[2021:02:04-18:01:44]  (Local) -> (LOCAL)[1]CANNABISATIVO: bro
[2021:02:04-18:01:44]  (Local) -> (LOCAL)[1]Mnrpatecumbias'GT: dele /reconnect
[2021:02:04-18:01:45]  (Local) -> (LOCAL)[8]Elvis_Ajoso: k?
[2021:02:04-18:01:45]  (Local) -> (LOCAL)[1]LocaJijijij: helado se mato
[2021:02:04-18:01:47]  (Local) -> (LOCAL)[1]Mnrpatecumbias'GT: es que ud esta bug
[2021:02:04-18:01:48]  (Local) -> (LOCAL)[1]CANNABISATIVO: me ausente
[2021:02:04-18:01:48]  (Local) -> (LOCAL)[1]SICARIO(GT): bajese y subase ensima
[2021:02:04-18:01:49]  (Local) -> (LOCAL)[8]Apu_N'2cb: uwu
[2021:02:04-18:01:49]  (Local) -> (LOCAL)[1]LocaJijijij: por dispararnos jjj
[2021:02:04-18:01:51]  (Local) -> (LOCAL)[1]Strange|2cb: JAJJAJA
[2021:02:04-18:01:53]  (Local) -> (LOCAL)[6]enmanuel(AK): ahora si vamos pa
[2021:02:04-18:01:53]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Francine98|bonker|AUC: cual era
[2021:02:04-18:01:56]  (Local) -> (LOCAL)[0]Mnrpatecumbias'GT: use el /reconnect
[2021:02:04-18:01:56]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Francine98|bonker|AUC: enmanuel(AK)
[2021:02:04-18:01:57]  (Local) -> (LOCAL)[1]SICARIO(GT): dele x
[2021:02:04-18:01:57]  (Local) -> (LOCAL)[2]Stivenv28[GT]: aaaaaaaaaaa
[2021:02:04-18:01:57]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: patron
[2021:02:04-18:02:00]  (Global) -> Jolyne|2cb: MoraHpta|2cb
[2021:02:04-18:02:01]  (Local) -> (LOCAL)[1]LocaJijijij: ey ud en q trabalha
[2021:02:04-18:02:02]  (Local) -> (LOCAL)[4]Poison2cb: si o no
[2021:02:04-18:02:04]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: ...
[2021:02:04-18:02:05]  (Global) -> #7F7F7F|ADM|#FF0000_!Catre|2AucB: Cazaputas42[MP] podes ayudar a Gonzalo-gaviria[CM] a meterlo a una gang que lo tiene bug
[2021:02:04-18:02:06]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: esta logeandose
[2021:02:04-18:02:06]  (Local) -> (LOCAL)[3]El_Chopo(CM): dondee es las venturas
[2021:02:04-18:02:10]  (Local) -> (LOCAL)[1]CANNABISATIVO: ash pere
[2021:02:04-18:02:10]  (Local) -> (LOCAL)[3]LocaJijijij: en q trabajo pa poder comprar esta vuelta
[2021:02:04-18:02:13]  (Global) -> YEFER: nose eso intento aser pero yo vi que unos manes tienen dos
[2021:02:04-18:02:13]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: tocara esperarlo
[2021:02:04-18:02:14]  (Local) -> (LOCAL)[1]SICARIO(GT): va dando bal
[2021:02:04-18:02:15]  (Global) -> [O]reo~|GT: Cazaputas42[MP] me ayudas a meter a SAPAhpta A GT, graciassssssssssss
[2021:02:04-18:02:17]  (Global) -> Jolyne|2cb: COMO ASI Q LO TIENE BUG
[2021:02:04-18:02:19]  (Local) -> (LOCAL)[1]Speartick: ey buddy!
[2021:02:04-18:02:21]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: si ya lo localise
[2021:02:04-18:02:23]  (Global) -> Weed'2cb: MAYORGAAAAAA
[2021:02:04-18:02:24]  (Local) -> (LOCAL)[1]Petrobb|2cb: sos megu?
[2021:02:04-18:02:25]  (Local) -> (LOCAL)[4]Gonzalo-gaviria[CM]: mire en el mapa la que queda arriba esa es
[2021:02:04-18:02:26]  (Local) -> (LOCAL)[1]elcatrehpta-CAPU: holi uwu
[2021:02:04-18:02:26]  (Global) -> Jolyne|2cb: MoraHpta|2cb
[2021:02:04-18:02:29]  (Local) -> (LOCAL)[2]elcatrehpta-CAPU: no we
[2021:02:04-18:02:32]  (Local) -> (LOCAL)[2]Petrobb|2cb: ah xD
[2021:02:04-18:02:32]  (Local) -> (LOCAL)[1]Elvis_Ajoso: banco todo bien
[2021:02:04-18:02:34]  (Local) -> (LOCAL)[1]Petrobb|2cb: hola
[2021:02:04-18:02:35]  (Local) -> (LOCAL)[1]elcatrehpta-CAPU: jsjsj
[2021:02:04-18:02:35]  (Local) -> (LOCAL)[1]SICARIO(GT): dispare
[2021:02:04-18:02:40]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: pero esta ase 1,145 kilometros
[2021:02:04-18:02:42]  (Global) -> Stivenv28[GT]: SALIENDO ZORRA
[2021:02:04-18:02:42]  (Local) -> (LOCAL)[1]Petrobb|2cb: linda skin pai
[2021:02:04-18:02:42]  (Local) -> (LOCAL)[3]Poison2cb: vamos o q
[2021:02:04-18:02:42]  (Local) -> (LOCAL)[1]Speartick: ey buddy
[2021:02:04-18:02:44]  (Local) -> (LOCAL)[1]elcatrehpta-CAPU: ricas piernas :v
[2021:02:04-18:02:47]  (Local) -> (LOCAL)[1]SICARIO(GT): ya
[2021:02:04-18:02:47]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: pero se esta logendo
[2021:02:04-18:02:50]  (Local) -> (LOCAL)[4]elcatrehpta-CAPU: ajajjajaja
[2021:02:04-18:02:51]  (Local) -> (LOCAL)[4]Petrobb|2cb: tenks :3
[2021:02:04-18:02:52]  (Global) -> (SANTIAGO)(Z): nos vamos ???
[2021:02:04-18:02:53]  (Local) -> (LOCAL)[5]|don|jimenez|AK|: en un pueblito
[2021:02:04-18:02:53]  (Local) -> (LOCAL)[4]Petrobb|2cb: xDDDD
[2021:02:04-18:02:54]  (Local) -> (LOCAL)[4]Gonzalo-gaviria[CM]: ve por mi primo pablo
[2021:02:04-18:02:57]  (Local) -> (LOCAL)[3]Jesus'2cb: 7k me gaste ñro
[2021:02:04-18:02:57]  (Local) -> (LOCAL)[0]Speartick: ok?
[2021:02:04-18:02:58]  (Global) -> [O]reo~|GT: Cazaputas42[MP] me ayudas a meter a SAPAhpta A GT, graciassssssssssss
[2021:02:04-18:02:59]  (Local) -> (LOCAL)[3]Tetranutra-CAPU-: KEOLKE
[2021:02:04-18:02:59]  (Global) -> Strange|2cb: ( ͡ ͡°  ͜ ʖ ͡ ͡°)
[2021:02:04-18:02:59]  (Local) -> (LOCAL)[5]Bellaqueohpta: se esta logueando patron
[2021:02:04-18:03:02]  (Local) -> (LOCAL)[3]Petrobb|2cb: tonces
[2021:02:04-18:03:04]  (Local) -> (LOCAL)[2]LocaJijijij: joder ando bizco
[2021:02:04-18:03:04]  (Global) -> #7F7F7F|LG|#FF5C00SubditoDeSatanas|~GT: Jolyne|2cb[1] mora esta almorzando
[2021:02:04-18:03:06]  (Global) -> YEFER: hola
[2021:02:04-18:03:09]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: no me acuerdo elk nombre
[2021:02:04-18:03:11]  (Local) -> (LOCAL)[2]Tetranutra-CAPU-: bien o
[2021:02:04-18:03:11]  (Local) -> (LOCAL)[2]elcatrehpta-CAPU: voy a guardar la money
[2021:02:04-18:03:13]  (Local) -> (LOCAL)[4]Gonzalo-gaviria[CM]: entonces catre que hacemos
[2021:02:04-18:03:14]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: s javierrr
[2021:02:04-18:03:14]  (Local) -> (LOCAL)[3]Petrobb|2cb: ale
[2021:02:04-18:03:18]  (Local) -> (LOCAL)[1]SICARIO(GT): toca ponernos de criminal pa que nos paguen
[2021:02:04-18:03:18]  (Local) -> (LOCAL)[2]Petrobb|2cb: bien pai y vo
[2021:02:04-18:03:28]  (Global) -> CANNABISATIVO: sisas vamos bro
[2021:02:04-18:03:31]  (Local) -> (LOCAL)[6]javierRD|AK|: patron llegue
[2021:02:04-18:03:35]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: patron vamos a por la gallinita
[2021:02:04-18:03:37]  (Local) -> (LOCAL)[2]Poison2cb: si pilla
[2021:02:04-18:03:38]  (Global) -> Skertchet2cb: weed
[2021:02:04-18:03:40]  (Local) -> (LOCAL)[1]CANNABISATIVO: primero al banco si es posible
[2021:02:04-18:03:40]  (Global) -> Skertchet2cb: las gafas
[2021:02:04-18:03:41]  (Local) -> (LOCAL)[1]SICARIO(GT): metamos al evento
[2021:02:04-18:03:44]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: si
[2021:02:04-18:03:46]  (Local) -> (LOCAL)[2]Jesus'2cb: no ve al hp de yefer
[2021:02:04-18:03:49]  (Global) -> Weed'2cb: DONDE ESTA LOCA
[2021:02:04-18:03:49]  (Local) -> (LOCAL)[6]Samantha~2Aucb: matame apu
[2021:02:04-18:03:50]  (Global) -> ElFlechas[mp]: adm ayuda hay alguien bloqueando el paso
[2021:02:04-18:03:51]  (Local) -> (LOCAL)[1]Mnrpatecumbias'GT: callese
[2021:02:04-18:03:54]  (Local) -> (LOCAL)[6]Apu_N'2cb: ok
[2021:02:04-18:03:54]  (Local) -> (LOCAL)[5]elcatrehpta-CAPU: efe
[2021:02:04-18:03:54]  (Global) -> eJdexx|2cb: ole no me eja
[2021:02:04-18:03:56]  (Global) -> #QuieroSerVIP: algun Admin?
[2021:02:04-18:03:56]  (Global) -> LocaJijijij: esto q es
[2021:02:04-18:03:57]  (Global) -> ElFlechas[mp]: no deja coger el punto
[2021:02:04-18:03:58]  (Global) -> eJdexx|2cb: SubditoDeSatanas|~GT hagame tp
[2021:02:04-18:03:58]  (Local) -> (LOCAL)[0]#7F7F7F|LG|#FF5C00SubditoDeSatanas|~GT: d
[2021:02:04-18:03:59]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: se llama gonsalo gaviria[cm
[2021:02:04-18:04:00]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: sii
[2021:02:04-18:04:01]  (Global) -> eJdexx|2cb: no medejap arce
[2021:02:04-18:04:01]  (Local) -> (LOCAL)[11]Skertchet2cb: hola bb
[2021:02:04-18:04:01]  (Global) -> CANNABISATIVO:  ya
[2021:02:04-18:04:03]  (Local) -> (LOCAL)[2]SAPAhpta: pe
[2021:02:04-18:04:09]  (Local) -> (LOCAL)[6]|don|jimenez|AK|: esta pero parece q con alguien
[2021:02:04-18:04:09]  (Local) -> (LOCAL)[2]Mnrpatecumbias'GT: dele f2
[2021:02:04-18:04:11]  (Local) -> (LOCAL)[10]Strange|2cb: ola
[2021:02:04-18:04:12]  (Local) -> (LOCAL)[10]RubenSk8[2cb]: a
[2021:02:04-18:04:14]  (Global) -> ElFlechas[mp]: gracias adm
[2021:02:04-18:04:16]  (Local) -> (LOCAL)[2]Mnrpatecumbias'GT: y donde dice My invites
[2021:02:04-18:04:16]  (Local) -> (LOCAL)[1]elcatrehpta-CAPU: donde vamos bb
[2021:02:04-18:04:16]  (Global) -> #7F7F7F|LG|#FF5C00SubditoDeSatanas|~GT: paila muy poquitos evento cancelado
[2021:02:04-18:04:17]  (Global) -> #QuieroSerVIP: Algun Admin ON?
[2021:02:04-18:04:20]  (Global) -> helado'2cb: q hay qiue hacer aca
[2021:02:04-18:04:21]  (Local) -> (LOCAL)[11]Jolyne|2cb: ola
[2021:02:04-18:04:21]  (Local) -> (LOCAL)[1]Petrobb|2cb: a la gloria
[2021:02:04-18:04:21]  (Local) -> (LOCAL)[1]CANNABISATIVO: bro q
[2021:02:04-18:04:21]  (Global) -> EmilioGaviria/GT: NOOO
[2021:02:04-18:04:22]  (Global) -> LocaJijijij: qqq
[2021:02:04-18:04:22]  (Local) -> (LOCAL)[10]Briham|2cB: me iba a montar
[2021:02:04-18:04:24]  (Local) -> (LOCAL)[1]SICARIO(GT): vamos
