This file was generated by Console at 2021:01:26-00:00:00



[2021:01:26-00:00:00]  (Local) -> (LOCAL)[1]SffOquez|6969.: x2
[2021:01:26-05:54:48]  (Local) -> (LOCAL)[2]2cb-pericorosado: demelos
[2021:01:26-05:54:49]  (Local) -> (LOCAL)[3]DrAGaN: baia bai
[2021:01:26-05:54:51]  (Local) -> (LOCAL)[1]Almighty: Ya
[2021:01:26-05:54:54]  (Local) -> (LOCAL)[1]AK_Sebastian_largote: si lo legas a hacer me avisas apenas lo hagas
[2021:01:26-05:54:58]  (Global) -> #7F7F7F|ADM|#FF0000_SEMDS_: si pq
[2021:01:26-05:54:58]  (Local) -> (LOCAL)[2]2cb'Julian'XX: mk probre
[2021:01:26-05:54:59]  ([Msg] de Pablo~|GT para XhnGuaracha|Z: Ebiseu west) -> nil
[2021:01:26-05:55:02]  (Local) -> (LOCAL)[2]DrAGaN: muchos gabilleros hps
[2021:01:26-05:55:02]  (Global) -> pipo: XDDDDDDD
[2021:01:26-05:55:02]  (Local) -> (LOCAL)[1]Stivenv28[GT]: vamos banco
[2021:01:26-05:55:06]  (Global) -> SoplaPolvos[AK]: deje el vicio
[2021:01:26-05:55:06]  (Local) -> (LOCAL)[3]|Chaman|2cb: sisa
[2021:01:26-05:55:07]  (Local) -> (LOCAL)[1]AK_Sebastian_largote: te paso 40k
[2021:01:26-05:55:11]  (Local) -> (LOCAL)[1]2cb-pericorosado: ahh pailas jsjksjs
[2021:01:26-05:55:12]  (Local) -> (LOCAL)[7]MamaBurras420|LNC|: 1 por 1 o miedo?
[2021:01:26-05:55:13]  (Local) -> (LOCAL)[3]DrAGaN: Pilleme
[2021:01:26-05:55:14]  (Local) -> (LOCAL)[3]|Chaman|2cb: dejelo que lleva asi todo el tiempo
[2021:01:26-05:55:16]  (Local) -> (LOCAL)[1]Stivenv28[GT]: efe
[2021:01:26-05:55:17]  (Local) -> (LOCAL)[2]juancho[AK]: WBRO
[2021:01:26-05:55:19]  (Local) -> (LOCAL)[3]juancho[AK]: BRO
[2021:01:26-05:55:21]  (Local) -> (LOCAL)[3]juancho[AK]: SEBAS
[2021:01:26-05:55:23]  (Local) -> (LOCAL)[3]AK_Sebastian_largote: diga
[2021:01:26-05:55:24]  (Local) -> (LOCAL)[1]2cb-pericorosado: tienes plata
[2021:01:26-05:55:26]  (Global) -> #7F7F7F|ADM||LG|#FF5C00XhnGuaracha|Z: aaaaaaaa
[2021:01:26-05:55:26]  (Local) -> (LOCAL)[3]juancho[AK]: SOS DEL ak?
[2021:01:26-05:55:28]  (Local) -> (LOCAL)[3][POPPER]2cb: panas
[2021:01:26-05:55:28]  (Global) -> #7F7F7F|ADM||LG|#FF5C00XhnGuaracha|Z: hpta
[2021:01:26-05:55:29]  (Local) -> (LOCAL)[1]2cb-pericorosado: tienes como 200palos
[2021:01:26-05:55:30]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: Ojos
[2021:01:26-05:55:30]  (Local) -> (LOCAL)[3]AK_Sebastian_largote: le conozco?
[2021:01:26-05:55:31]  (Local) -> (LOCAL)[1]Stivenv28[GT]: si
[2021:01:26-05:55:32]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: q
[2021:01:26-05:55:33]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: caiga lo protejo
[2021:01:26-05:55:34]  (Local) -> (LOCAL)[0]#7F7F7F|ADM|#FF8C00FUMARASA: jajaja
[2021:01:26-05:55:34]  (Local) -> (LOCAL)[1]Stivenv28[GT]: pere
[2021:01:26-05:55:36]  (Local) -> (LOCAL)[1]2cb-pericorosado: pasa 50
[2021:01:26-05:55:36]  (Local) -> (LOCAL)[3]alonso_lago: digalo
[2021:01:26-05:55:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: teniamos que tenr
[2021:01:26-05:55:39]  (Local) -> (LOCAL)[3]juancho[AK]: somos de la misma gang pai
[2021:01:26-05:55:40]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: la vida alta
[2021:01:26-05:55:45]  (Local) -> (LOCAL)[3]juancho[AK]: di popper
[2021:01:26-05:55:46]  (Local) -> (LOCAL)[1]pipo: IBA A SACAR UN CARRO
[2021:01:26-05:55:47]  (Local) -> (LOCAL)[3]AK_Sebastian_largote: aaa
[2021:01:26-05:55:52]  (Global) -> Andres~|GT: no la chimba
[2021:01:26-05:55:53]  (Local) -> (LOCAL)[3]AK_Sebastian_largote: cantela
[2021:01:26-05:55:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: squelo
[2021:01:26-05:55:54]  (Global) -> SoplaPolvos[AK]: oe
[2021:01:26-05:55:55]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: vamos
[2021:01:26-05:55:55]  (Local) -> (LOCAL)[3]Stivenv28[GT]: no lo encuentro
[2021:01:26-05:55:59]  (Local) -> (LOCAL)[3]Stivenv28[GT]: pere
[2021:01:26-05:55:59]  (Local) -> (LOCAL)[3]2cb-pericorosado: a
[2021:01:26-05:56:00]  (Global) -> SoplaPolvos[AK]: oeoe
[2021:01:26-05:56:01]  (Global) -> Andres~|GT: bajar akina con este clima si claro XDD
[2021:01:26-05:56:02]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00Balaclava|GDT: a este elegy no lo toca es nadie
[2021:01:26-05:56:03]  (Local) -> (LOCAL)[4]enmanuel28(AK): gracias
[2021:01:26-05:56:03]  (Local) -> (LOCAL)[3][POPPER]2cb: nada bro
[2021:01:26-05:56:05]  (Global) -> SoplaPolvos[AK]: pille
[2021:01:26-05:56:05]  (Global) -> #7F7F7F|ADM||LG|#FF5C00XhnGuaracha|Z: XDD
[2021:01:26-05:56:05]  (Global) -> DrAGaN: Picos por esa colita para CHAMAN Y SU PARCERO
[2021:01:26-05:56:08]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: en taxi
[2021:01:26-05:56:11]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: yo bajo akina con este clima en 3 minutos
[2021:01:26-05:56:13]  (Local) -> (LOCAL)[2]juancho[AK]: matemos tomba
[2021:01:26-05:56:15]  (Global) -> Andres~|GT: q va
[2021:01:26-05:56:16]  (Global) -> #7F7F7F|ADM|#00FF00LopezPisosPicados: algun tombo q quiera ganarse 125k
[2021:01:26-05:56:16]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: pal motel
[2021:01:26-05:56:19]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: tocó
[2021:01:26-05:56:21]  (Local) -> (LOCAL)[1]THeMasteryix: a
[2021:01:26-05:56:22]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: ey tunee mi elegy, ud me lo tuneo para drift y perdio el tuneo :"v
[2021:01:26-05:56:22]  (Local) -> (LOCAL)[1]pipo: pa q no vean
[2021:01:26-05:56:23]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: por eso ganamos?
[2021:01:26-05:56:23]  (Local) -> (LOCAL)[1]THeMasteryix: diga
[2021:01:26-05:56:26]  (Global) -> 2cb'Julian'XX:  yooo lopez
[2021:01:26-05:56:26]  (Local) -> (LOCAL)[2]juancho[AK]: SI
[2021:01:26-05:56:29]  (Global) -> SoplaPolvos[AK]: pere
[2021:01:26-05:56:30]  (Local) -> (LOCAL)[2]juancho[AK]: SIS MATQAMOS TOMBA
[2021:01:26-05:56:31]  (Global) -> #7F7F7F|ADM|#00FF00LopezPisosPicados: caiga a la comisaria
[2021:01:26-05:56:32]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: ufff hagale entonces
[2021:01:26-05:56:32]  (Local) -> (LOCAL)[2]2cb-pericorosado: pilas
[2021:01:26-05:56:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: discrecion
[2021:01:26-05:56:38]  (Local) -> (LOCAL)[1]THeMasteryix: tengo
[2021:01:26-05:56:38]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: oy de criminal
[2021:01:26-05:56:40]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: ud ha ido a un motel?
[2021:01:26-05:56:40]  (Local) -> (LOCAL)[3]juancho[AK]: NOS DAN 10 K POR UN SOLO TOMBO
[2021:01:26-05:56:43]  ([Msg] de Royal2cb para KevinOcampo|GDT: me prestas tu hydra jefe) -> nil
[2021:01:26-05:56:43]  (Local) -> (LOCAL)[2]Pablo~|GT: akina arriba
[2021:01:26-05:56:44]  (Local) -> (LOCAL)[2]Andres~|GT: A
[2021:01:26-05:56:44]  (Local) -> (LOCAL)[2]2cb-pericorosado: 5
[2021:01:26-05:56:45]  (Local) -> (LOCAL)[1]2cb'Julian'XX: llevame
[2021:01:26-05:56:47]  (Local) -> (LOCAL)[3]2cb-pericorosado: 4
[2021:01:26-05:56:47]  (Local) -> (LOCAL)[3]TenseEscopetaPisadaAUC: hola
[2021:01:26-05:56:47]  (Local) -> (LOCAL)[1]pipo: mmmmmm
[2021:01:26-05:56:48]  (Global) -> 2cb'Julian'XX: vott
[2021:01:26-05:56:49]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: entonces sisas
[2021:01:26-05:56:49]  (Local) -> (LOCAL)[1]|Chaman|2cb: a donde
[2021:01:26-05:56:49]  (Local) -> (LOCAL)[2]2cb-pericorosado: 3
[2021:01:26-05:56:50]  (Local) -> (LOCAL)[2]juancho[AK]: ey pero tiene las armas mejoradas?
[2021:01:26-05:56:52]  (Local) -> (LOCAL)[2]Stivenv28[GT]: ya
[2021:01:26-05:56:52]  (Local) -> (LOCAL)[1]pipo: no se si era un motelw
[2021:01:26-05:56:52]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: amos
[2021:01:26-05:56:52]  (Local) -> (LOCAL)[2]2cb-pericorosado: 2
[2021:01:26-05:56:53]  (Local) -> (LOCAL)[1]2cb'Julian'XX: ala comisaria
[2021:01:26-05:56:54]  (Local) -> (LOCAL)[1]MiloJclAKk: asi es como evita el peaje
[2021:01:26-05:56:55]  (Local) -> (LOCAL)[2]2cb-pericorosado: 1
[2021:01:26-05:56:58]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: ai perdon
[2021:01:26-05:56:58]  (Local) -> (LOCAL)[5]soyklamonda: la monda
[2021:01:26-05:56:59]  (Local) -> (LOCAL)[5][POPPER]2cb: buenas
[2021:01:26-05:56:59]  (Local) -> (LOCAL)[1]|Chaman|2cb: a cualquiera?
[2021:01:26-05:56:59]  (Local) -> (LOCAL)[3]Pablo~|GT: akina arriba
[2021:01:26-05:57:00]  (Local) -> (LOCAL)[5]Almighty: semds
[2021:01:26-05:57:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: pero fue a qliar
[2021:01:26-05:57:03]  (Local) -> (LOCAL)[2]juancho[AK]: hagale
[2021:01:26-05:57:03]  (Local) -> (LOCAL)[1]2cb'Julian'XX: sanots
[2021:01:26-05:57:04]  (Team - Services) -> (TEAM)THeMasteryix: se murio
[2021:01:26-05:57:06]  (Local) -> (LOCAL)[1]2cb'Julian'XX: santoss
[2021:01:26-05:57:07]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF0000_SEMDS_: sr
[2021:01:26-05:57:07]  (Local) -> (LOCAL)[3][POPPER]2cb: panas
[2021:01:26-05:57:07]  (Local) -> (LOCAL)[1]pipo: a mimir
[2021:01:26-05:57:08]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: no conduzca ud
[2021:01:26-05:57:09]  (Local) -> (LOCAL)[5]Almighty: perdon
[2021:01:26-05:57:12]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF0000_SEMDS_: rela
[2021:01:26-05:57:13]  (Local) -> (LOCAL)[5]Almighty: usted es mi val
[2021:01:26-05:57:14]  (Local) -> (LOCAL)[3][POPPER]2cb: son nuevos
[2021:01:26-05:57:15]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: es q no me acordaba q era con la g
[2021:01:26-05:57:15]  ([Msg] de Pablo~|GT para XhnGuaracha|Z: dele a akina arriba) -> nil
[2021:01:26-05:57:15]  (Global) -> Chikkusaaaa: bburnas
[2021:01:26-05:57:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00Balaclava|GDT: subase ps
[2021:01:26-05:57:17]  (Local) -> (LOCAL)[2]Andres~|GT: xd?
[2021:01:26-05:57:17]  (Local) -> (LOCAL)[1]Stivenv28[GT]: a hp
[2021:01:26-05:57:18]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: ey guaracha la locacion es okaru
[2021:01:26-05:57:21]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: no akina
[2021:01:26-05:57:21]  (Local) -> (LOCAL)[1]MiloJclAKk: asi es como evita el peaje
[2021:01:26-05:57:21]  (Local) -> (LOCAL)[1]Pablo~|GT: vamos a akina arriba
[2021:01:26-05:57:22]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: oe ya sabe
[2021:01:26-05:57:24]  (Global) -> Chikkusaaaa: mas o menos
[2021:01:26-05:57:24]  (Local) -> (LOCAL)[4]MamaBurras420|LNC|: TODOS CON 6 ESTRELLAS
[2021:01:26-05:57:25]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: me avisa
[2021:01:26-05:57:26]  (Local) -> (LOCAL)[2]alonso_lago: hagale
[2021:01:26-05:57:27]  (Local) -> (LOCAL)[4]MamaBurras420|LNC|: QUE RICO
[2021:01:26-05:57:27]  (Global) -> supreme: dejal 
[2021:01:26-05:57:29]  (Local) -> (LOCAL)[2]juancho[AK]: que traba la de este enfermero
[2021:01:26-05:57:29]  (Global) -> TenseEscopetaPisadaAUC: ojso ud es gay
[2021:01:26-05:57:30]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00Balaclava|GDT: acá esperando
[2021:01:26-05:57:30]  (Local) -> (LOCAL)[3][POPPER]2cb: como les aparecido el server
[2021:01:26-05:57:34]  (Local) -> (LOCAL)[4]MamaBurras420|LNC|: LE DAMOS 1 POR 1 O QUE?
[2021:01:26-05:57:35]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: 40k por el culo del man
[2021:01:26-05:57:38]  (Global) -> JUANCHO: vamos ps
[2021:01:26-05:57:39]  (Global) -> supreme: cheeeeeee
[2021:01:26-05:57:40]  (Local) -> (LOCAL)[1]juancho[AK]: jajaja
[2021:01:26-05:57:40]  (Global) -> 2cb'Julian'XX: esperame 5 m ya llego a la comisaria
[2021:01:26-05:57:40]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: si y tu
[2021:01:26-05:57:42]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#00FF00LopezPisosPicados: ey
[2021:01:26-05:57:45]  (Global) -> supreme: caremonda
[2021:01:26-05:57:49]  (Local) -> (LOCAL)[4]MamaBurras420|LNC|: Q
[2021:01:26-05:57:50]  (Global) -> 2cb-pericorosado: si
[2021:01:26-05:57:50]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#00FF00LopezPisosPicados: quiere ver q es rico
[2021:01:26-05:57:51]  (Global) -> TenseEscopetaPisadaAUC: no nada yo ya me curé
[2021:01:26-05:57:51]  (Local) -> (LOCAL)[1]Pablo~|GT: uy
[2021:01:26-05:57:57]  (Local) -> (LOCAL)[6]MamaBurras420|LNC|: TU CULO?
[2021:01:26-05:58:02]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: aa tienes la vacuna ?
[2021:01:26-05:58:02]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: jajjjjjjaj
[2021:01:26-05:58:03]  (Local) -> (LOCAL)[5]MamaBurras420|LNC|: RICO
[2021:01:26-05:58:05]  (Global) -> #7F7F7F|DJ|#FF0000Royal2cb: ojala te cures pronto ojos
[2021:01:26-05:58:06]  (Team - Criminals) -> (TEAM)Stivenv28[GT]: a
[2021:01:26-05:58:09]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: gracias
[2021:01:26-05:58:16]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: :'v
[2021:01:26-05:58:18]  (Local) -> (LOCAL)[2][POPPER]2cb: panas
[2021:01:26-05:58:19]  (Global) -> Chikkusaaaa: porque lo mato?
[2021:01:26-05:58:19]  (Global) -> #7F7F7F|ADM|#00FF00LopezPisosPicados: ( ͠; ᴥ ͠;)
[2021:01:26-05:58:20]  (Local) -> (LOCAL)[1]AK_Sebastian_largote: me equivoque, pense q vi a un tombo
[2021:01:26-05:58:23]  (Local) -> (LOCAL)[2][POPPER]2cb: perdon
[2021:01:26-05:58:23]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: CATRE ACOMPAÑENOS
[2021:01:26-05:58:26]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: Destruir vehiculos en zona roja xd?
[2021:01:26-05:58:27]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#00FF00LopezPisosPicados: si
[2021:01:26-05:58:29]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: aa ya
[2021:01:26-05:58:30]  (Local) -> (LOCAL)[2]Andres~|GT: XD
[2021:01:26-05:58:30]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Catre|2cb: ya voy
[2021:01:26-05:58:31]  (Local) -> (LOCAL)[2][POPPER]2cb: no sabia si aca mataba perdon
[2021:01:26-05:58:32]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Catre|2cb: asjdhsad
[2021:01:26-05:58:32]  (Local) -> (LOCAL)[1]juancho[AK]: comrpe blindaje
[2021:01:26-05:58:32]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#00FF00LopezPisosPicados: jajajja
[2021:01:26-05:58:34]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: no me parece muy inteligente
[2021:01:26-05:58:35]  (Global) -> 2cb'Julian'XX: lopez
[2021:01:26-05:58:36]  (Local) -> (LOCAL)[3]Almighty: 10 barras ahi
[2021:01:26-05:58:37]  (Local) -> (LOCAL)[2][POPPER]2cb: panas como les aparecido el server
[2021:01:26-05:58:40]  (Local) -> (LOCAL)[1]soyklamonda: rr
[2021:01:26-05:58:43]  (Global) -> #7F7F7F|ADM|#FF5C00Catre|2cb: muy lento amigo julian :c
[2021:01:26-05:58:44]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000Royal2cb: ai
[2021:01:26-05:58:45]  (Global) -> TenseEscopetaPisadaAUC: aa  si obio tengo la vacuna
[2021:01:26-05:58:45]  (Local) -> (LOCAL)[1]2cb-pericorosado: tanks
[2021:01:26-05:58:47]  (Local) -> (LOCAL)[1]Pablo~|GT: jajajajaja
[2021:01:26-05:58:48]  (Local) -> (LOCAL)[1]2cb-pericorosado: xd
[2021:01:26-05:58:51]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: me la regalas
[2021:01:26-05:58:51]  (Local) -> (LOCAL)[1]soyklamonda: arreglare el carritoa
[2021:01:26-05:58:53]  (Global) -> #7F7F7F|ADM|#00FF00LopezPisosPicados: no parse se demoro mucho
[2021:01:26-05:58:54]  (Global) -> TenseEscopetaPisadaAUC: si 
[2021:01:26-05:58:55]  (Global) -> TenseEscopetaPisadaAUC: se llama
[2021:01:26-05:58:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: JAJJAJAJJAA
[2021:01:26-05:58:58]  (Local) -> (LOCAL)[1]Almighty: Eso va
[2021:01:26-05:58:59]  (Global) -> eJdexx|GT[Z|: Guaracha
[2021:01:26-05:59:00]  (Global) -> TenseEscopetaPisadaAUC: c.u.c.a
[2021:01:26-05:59:04]  (Global) -> #7F7F7F|ADM||LG|#FF5C00tussy'2cb: hp me fui donde no era
[2021:01:26-05:59:04]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: wow
[2021:01:26-05:59:04]  (Local) -> (LOCAL)[1]2cb-pericorosado: estabas probandola que
[2021:01:26-05:59:06]  (Local) -> (LOCAL)[1]pipo: creo que hoy no abren los moteles
[2021:01:26-05:59:07]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: y cuanto vale
[2021:01:26-05:59:09]  (Local) -> (LOCAL)[2]AK_Sebastian_largote: HRY
[2021:01:26-05:59:10]  (Global) -> #7F7F7F|ADM||LG|#FF5C00tussy'2cb: lopez :'
[2021:01:26-05:59:11]  (Global) -> TenseEscopetaPisadaAUC: es gratisw
[2021:01:26-05:59:14]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: ah ya
[2021:01:26-05:59:15]  (Local) -> (LOCAL)[1]alonso_lago: szs
[2021:01:26-05:59:21]  (Global) -> MamaBurras420|LNC|: QUE BUENOS ESOS 2 ULTIMOS ENCANOS DE LA NOCHE
[2021:01:26-05:59:22]  (Global) -> enmanuel28(AK): mama guevo
[2021:01:26-05:59:27]  (Local) -> (LOCAL)[1]pipo: sisi
[2021:01:26-05:59:30]  (Global) -> #7F7F7F|ADM||LG|#FF5C00tussy'2cb: me pase un pokito
[2021:01:26-05:59:38]  (Global) -> MamaBurras420|LNC|: <3
[2021:01:26-05:59:41]  (Local) -> (LOCAL)[3]soyklamonda: suave
[2021:01:26-05:59:41]  (Local) -> (LOCAL)[1]Pablo~|GT: tele akina
[2021:01:26-05:59:49]  (Local) -> (LOCAL)[1]Pablo~|GT: y lo esperamos
[2021:01:26-05:59:51]  (Local) -> (LOCAL)[2]Andres~|GT: uy kieto
[2021:01:26-05:59:54]  (Global) -> DrAGaN: ARRESTEME GONORREA JJAJAJ
[2021:01:26-05:59:56]  (Global) -> AK_Sebastian_largote: NOJODA
[2021:01:26-06:00:02]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF0000Royal2cb: ay xdios
[2021:01:26-06:00:03]  (Global) -> MamaBurras420|LNC|: CHAO
[2021:01:26-06:00:12]  (Global) -> DrAGaN: CHAU
[2021:01:26-06:00:13]  (Local) -> (LOCAL)[8]juancho[AK]: ven
[2021:01:26-06:00:14]  (Global) -> #7F7F7F|DJ|#FF0000Royal2cb: agh
[2021:01:26-06:00:16]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: UBA A DECIR Q BIEN MANEJAS
[2021:01:26-06:00:17]  (Global) -> #7F7F7F|DJ|#FF0000Royal2cb: perdon
[2021:01:26-06:00:17]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: XD
[2021:01:26-06:00:26]  (Local) -> (LOCAL)[2]|Chaman|2cb: julian
[2021:01:26-06:00:26]  (Local) -> (LOCAL)[0]pipo: parquiado
[2021:01:26-06:00:30]  (Local) -> (LOCAL)[1]Pablo~|GT: apenas baje ojos lo mata
[2021:01:26-06:00:34]  (Global) -> 2cb'Julian'XX: si pudier ser como los admis que se tele trasporta re brv lo aria
[2021:01:26-06:00:35]  (Local) -> (LOCAL)[2]|Chaman|2cb: como se puso la skin encima de la de policia?
[2021:01:26-06:00:36]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: q
[2021:01:26-06:00:41]  (Local) -> (LOCAL)[2]2cb'Julian'XX: bro
[2021:01:26-06:00:50]  (Local) -> (LOCAL)[2]2cb'Julian'XX: preguntale a tussi
[2021:01:26-06:00:53]  (Local) -> (LOCAL)[8]Almighty: Bsuca al de rioacha
[2021:01:26-06:00:58]  (Local) -> (LOCAL)[2]Andres~|GT: nodiosmio
[2021:01:26-06:00:58]  (Local) -> (LOCAL)[8]Almighty: pa ve que es lo que es
[2021:01:26-06:00:59]  (Global) -> #7F7F7F|ADM|#FF0000_SEMDS_: tense mi orgullo
[2021:01:26-06:01:00]  (Global) -> #7F7F7F|DJ|#FF0000Royal2cb: nea quieto
[2021:01:26-06:01:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Catre|2cb: wow
[2021:01:26-06:01:03]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FUMARASA: pongase chaleco
[2021:01:26-06:01:04]  (Local) -> (LOCAL)[1]Aluna|Z|: AJSJAJSJAJS PERDON
[2021:01:26-06:01:04]  (Local) -> (LOCAL)[1]Pablo~|GT: ish
[2021:01:26-06:01:07]  (Global) -> #7F7F7F|DJ|#FF0000Royal2cb: ust es medico dele /resign
[2021:01:26-06:01:07]  (Global) -> CENTRIUS(2cb): xd 
[2021:01:26-06:01:09]  (Global) -> CENTRIUS(2cb): xd
[2021:01:26-06:01:09]  (Local) -> (LOCAL)[1]Pablo~|GT: alu la matematica
[2021:01:26-06:01:13]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00Balaclava|GDT: Ojos
[2021:01:26-06:01:15]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00tussy'2cb: q
[2021:01:26-06:01:15]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: dime
[2021:01:26-06:01:17]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00Balaclava|GDT: cuando aprendes a hacer akina
[2021:01:26-06:01:17]  (Local) -> (LOCAL)[1]Pablo~|GT: tele akina arriba
[2021:01:26-06:01:19]  (Local) -> (LOCAL)[1]Aluna|Z|: calculadora amix
[2021:01:26-06:01:19]  (Local) -> (LOCAL)[1]pipo: eee
[2021:01:26-06:01:20]  (Local) -> (LOCAL)[1]Aluna|Z|: ok
[2021:01:26-06:01:21]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: jumm
[2021:01:26-06:01:22]  (Global) -> CENTRIUS(2cb): ya llegue yo el xd
[2021:01:26-06:01:25]  (Local) -> (LOCAL)[3]Andres~|GT: uy
[2021:01:26-06:01:26]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: ando dandole a bigear
[2021:01:26-06:01:26]  (Local) -> (LOCAL)[3]Andres~|GT: JAJAJA
[2021:01:26-06:01:26]  (Global) -> AK_Sebastian_largote: no pero asi no rinde
[2021:01:26-06:01:27]  (Global) -> El_raya'2cb: admiiin metame en la cana por 1 segundooo porfa
[2021:01:26-06:01:28]  (Global) -> #7F7F7F|ADM||LG|#FF5C00XhnGuaracha|Z: jSJDASJDASJDAJSD
[2021:01:26-06:01:31]  (Global) -> #7F7F7F|ADM||CelachoComeTrabucos|#FF0000Ojostristes: chao guaracha
[2021:01:26-06:01:31]  (Local) -> (LOCAL)[9]Almighty: casi
[2021:01:26-06:01:32]  (Local) -> (LOCAL)[1]Eusebio'2cb: jajajs
[2021:01:26-06:01:35]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: alcanceme
[2021:01:26-06:01:35]  (Global) -> #7F7F7F|ADM||LG|#FF5C00XhnGuaracha|Z: Jjsdjsdjsajdasjdasjdas
[2021:01:26-06:01:36]  (Global) -> #7F7F7F|ADM|#FF0000_SEMDS_: por que el raya?
[2021:01:26-06:01:36]  (Local) -> (LOCAL)[2]Andres~|GT: kieto cucho JAJAJAJAJ
[2021:01:26-06:01:37]  (Global) -> #7F7F7F|ADM|#00FF00Balaclava|GDT: ajajjaj!!
