This file was generated by Console at 2020:12:18-00:00:04



[2020:12:18-00:00:04]  (Local) -> (LOCAL)[11]COMANDANTEEE: bn
[2020:12:18-17:40:39]  (Global) -> Dr.Gaitan: estyo
[2020:12:18-17:40:43]  (Local) -> (LOCAL)[1]achu: uff
[2020:12:18-17:40:46]  (Local) -> (LOCAL)[1]|CAPU|Gualdronsito|: no xD
[2020:12:18-17:40:48]  (Local) -> (LOCAL)[1]|Z|Skippers: oe
[2020:12:18-17:40:48]  (Local) -> (LOCAL)[1][Perico]: huy
[2020:12:18-17:40:50]  (Local) -> (LOCAL)[2]|Z|Skippers: loco
[2020:12:18-17:40:50]  (Global) -> |2cb|La-Quica: sale tombo de ammu
[2020:12:18-17:40:50]  (Local) -> (LOCAL)[2]|CAPU|Gualdronsito|: estaba abriendo al puerta
[2020:12:18-17:40:52]  (Local) -> (LOCAL)[1]|EVG|Soltec: ui gonorrea
[2020:12:18-17:40:53]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: XDDDDD
[2020:12:18-17:41:00]  (Local) -> (LOCAL)[1][Perico]: XD
[2020:12:18-17:41:01]  (Global) -> [ak]jimenez: kevinnnn agame tp
[2020:12:18-17:41:02]  (Local) -> (LOCAL)[1]-![Z]:_Hir0: q
[2020:12:18-17:41:02]  (Local) -> (LOCAL)[1]|EVG|Soltec: se me mamonea el juego cuando tomo una foto
[2020:12:18-17:41:02]  (Global) -> Dr.Gaitan: estoy en una gasolineria de un pueblo cerca a los santos
[2020:12:18-17:41:04]  (Local) -> (LOCAL)[1]|Z|Skippers: matando tombos
[2020:12:18-17:41:07]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: MARICA PUES BAJESE DEL VEHICULO
[2020:12:18-17:41:07]  (Local) -> (LOCAL)[1]-![Z]:_Hir0: eso si xD
[2020:12:18-17:41:12]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: LE HE HECHO DOS VECES
[2020:12:18-17:41:12]  (Global) -> 0TostadoraGamer0: jajaja
[2020:12:18-17:41:14]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: AGHHHHHHHHHHHHH
[2020:12:18-17:41:17]  (Global) -> [ak]jimenez: no estoy en un veiculo
[2020:12:18-17:41:18]  (Global) -> 0TostadoraGamer0: no sean omofobikos
[2020:12:18-17:41:22]  (Local) -> (LOCAL)[2]Patron_WK: ENECESITO UNA FRANCO
[2020:12:18-17:41:25]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: ocampo
[2020:12:18-17:41:27]  (Global) -> Dr.Gaitan: por los lados de la masion de oc loc
[2020:12:18-17:41:29]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: cuanto por esto ps
[2020:12:18-17:41:31]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: perra
[2020:12:18-17:41:38]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00KhausuAguardiente: limo y 10 palos
[2020:12:18-17:41:39]  (Local) -> (LOCAL)[5]Patron_WK: usted si es sapo
[2020:12:18-17:41:43]  (Global) -> Dr.Gaitan: tostadora recojeme
[2020:12:18-17:41:43]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: A donde quien lo mando
[2020:12:18-17:41:44]  (Local) -> (LOCAL)[2]Negan: soy homofobico por no querer un pito en mi bocsa?
[2020:12:18-17:41:47]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: si yo te hago el trato
[2020:12:18-17:41:47]  (Global) -> Dr.Gaitan: servicio de taxi
[2020:12:18-17:41:51]  (Global) -> 0TostadoraGamer0: culiando rico en la playa
[2020:12:18-17:41:58]  (Local) -> (LOCAL)[0]2cb.tayson: venga le digo
[2020:12:18-17:41:59]  (Global) -> [ak]jimenez: estoy en el ospital
[2020:12:18-17:42:05]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: ocampo
[2020:12:18-17:42:06]  (Global) -> 0TostadoraGamer0: oh rico rico ano apretado.
[2020:12:18-17:42:08]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: x esooooo
[2020:12:18-17:42:11]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: a donde quien lo mando
[2020:12:18-17:42:12]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: rapido
[2020:12:18-17:42:13]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: te doy 15 palos y una limo
[2020:12:18-17:42:14]  (Global) -> [ak]jimenez: fort carson medical center
[2020:12:18-17:42:20]  (Global) -> [ak]jimenez: ay
[2020:12:18-17:42:24]  (Local) -> (LOCAL)[1]saanmaster[KP]: manito tengo ´ping
[2020:12:18-17:42:24]  (Global) -> TIROFIJO420: PERICO Q PASA OME la banda del patron
[2020:12:18-17:42:24]  (Global) -> [ak]jimenez: estoy
[2020:12:18-17:42:24]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: agh mamelo
[2020:12:18-17:42:27]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KevinOcampo: q
[2020:12:18-17:42:28]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KevinOcampo: cuanto
[2020:12:18-17:42:31]  (Local) -> (LOCAL)[2]Negan: culiando con fantasmas oke?
[2020:12:18-17:42:35]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: 15 y una limo
[2020:12:18-17:42:36]  (Global) -> [ak]jimenez: todo bien 
[2020:12:18-17:42:39]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KevinOcampo: no sr
[2020:12:18-17:42:40]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KevinOcampo: respete
[2020:12:18-17:42:45]  (Local) -> (LOCAL)[2]Negan: no jodas
[2020:12:18-17:42:48]  (Local) -> (LOCAL)[0]KP)~Teofilo.Gutierrez: Uy que le paso?
[2020:12:18-17:42:50]  (Global) -> [ak]jimenez: n me aga tp
[2020:12:18-17:42:52]  (Local) -> (LOCAL)[2]Negan: un diamedazo
[2020:12:18-17:42:54]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: bno
[2020:12:18-17:43:00]  (Global) -> Dr.Gaitan: reconjanme
[2020:12:18-17:43:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Francine98: bno vamos
[2020:12:18-17:43:01]  (Global) -> santyvasquez10: quieren guarito?
[2020:12:18-17:43:04]  (Global) -> Dr.Gaitan: necesito un taxi
[2020:12:18-17:43:08]  (Global) -> 0TostadoraGamer0: asi es patron.
[2020:12:18-17:43:15]  (Global) -> 0TostadoraGamer0: traiga guarito y un dildo.
[2020:12:18-17:43:15]  (Global) -> GT|~SubditoDeSatanas: hay algun comando para mirar la gente online?
[2020:12:18-17:43:16]  (Global) -> santyvasquez10: *se lo pasa*
[2020:12:18-17:43:18]  (Local) -> (LOCAL)[2]Negan: mejor crack
[2020:12:18-17:43:19]  (Global) -> Dr.Gaitan: necesuti taxiiiiiiiiiiiiiiiiiiiiiiii
[2020:12:18-17:43:22]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: de tab
[2020:12:18-17:43:22]  (Local) -> (LOCAL)[5]|EVG|Soltec: a
[2020:12:18-17:43:22]  (Global) -> 0TostadoraGamer0: pero paselo.
[2020:12:18-17:43:24]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: xd
[2020:12:18-17:43:27]  (Global) -> GT|~SubditoDeSatanas: no puedo mirar
[2020:12:18-17:43:27]  (Local) -> (LOCAL)[5]|EVG|Soltec: ai
[2020:12:18-17:43:29]  (Global) -> GT|~SubditoDeSatanas: la parte de arriba
[2020:12:18-17:43:30]  (Local) -> (LOCAL)[1]|AK|pancho: donde
[2020:12:18-17:43:31]  (Global) -> GT|~SubditoDeSatanas: del tab
[2020:12:18-17:43:32]  (Local) -> (LOCAL)[7]TIROFIJO420: todos me persiguen
[2020:12:18-17:43:33]  (Local) -> (LOCAL)[7][Z]Julian_SkiGg: velo
[2020:12:18-17:43:34]  (Global) -> Dr.Gaitan: hola 
[2020:12:18-17:43:35]  (Local) -> (LOCAL)[7][Z]Julian_SkiGg: soltame
[2020:12:18-17:43:35]  (Local) -> (LOCAL)[7]TIROFIJO420: soy irresistible
[2020:12:18-17:43:36]  (Global) -> GT|~SubditoDeSatanas: debe ser la resolucion
[2020:12:18-17:43:36]  (Global) -> santyvasquez10: *le pasa el guarito¡
[2020:12:18-17:43:39]  (Local) -> (LOCAL)[1]|AK|pancho: hola
[2020:12:18-17:43:40]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: cuando estes en tab le das a la m
[2020:12:18-17:43:40]  (Local) -> (LOCAL)[6][Perico]: NO ME PASEE OE QUE ESO DA BANN
[2020:12:18-17:43:40]  (Local) -> (LOCAL)[7][Z]Julian_SkiGg: estoy curando
[2020:12:18-17:43:42]  (Global) -> Dr.Gaitan: llevarme donde vendan carros
[2020:12:18-17:43:43]  (Global) -> 0TostadoraGamer0: aii se la kreyo
[2020:12:18-17:43:43]  (Global) -> TIROFIJO420: SIGANME LOS BUENOS
[2020:12:18-17:43:44]  (Global) -> Dr.Gaitan: plox
[2020:12:18-17:43:44]  (Global) -> [Z]Julian_SkiGg: ey me arrestaron
[2020:12:18-17:43:45]  (Global) -> GT|~SubditoDeSatanas: si ya
[2020:12:18-17:43:47]  (Local) -> (LOCAL)[1]|AK|pancho: ok
[2020:12:18-17:43:48]  (Global) -> GT|~SubditoDeSatanas: pero no sube del todo
[2020:12:18-17:43:51]  (Global) -> TIROFIJO420: CAPTURADOS  POR LA TOMBA NACIONAL  DE LOCOMBIA CUCHOS
[2020:12:18-17:43:53]  (Global) -> santyvasquez10: papi ya no le doy mas guarito esque esta como raro
[2020:12:18-17:43:56]  (Local) -> (LOCAL)[4]CAPU~!Algarete: parsero
[2020:12:18-17:43:58]  (Global) -> [Z]Julian_SkiGg: admn
[2020:12:18-17:43:59]  (Global) -> [ak]jimenez: egente
[2020:12:18-17:43:59]  (Local) -> (LOCAL)[5]|EVG|Soltec: xao
[2020:12:18-17:44:02]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: mmm con la ruedita sube
[2020:12:18-17:44:04]  (Team - Law Enforcement) -> (TEAM)KRATTOSClarinet:  refuerzos
[2020:12:18-17:44:06]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: si no
[2020:12:18-17:44:07]  (Local) -> (LOCAL)[5]TIROFIJO420: vamos
[2020:12:18-17:44:08]  (Local) -> (LOCAL)[4][Kp]~Diego~: :o
[2020:12:18-17:44:10]  (Global) -> GT|~SubditoDeSatanas: si pero paila se frena jaja
[2020:12:18-17:44:10]  (Local) -> (LOCAL)[5]TIROFIJO420: lleveme
[2020:12:18-17:44:10]  (Global) -> [Z]Julian_SkiGg: admn
[2020:12:18-17:44:11]  (Local) -> (LOCAL)[1]|AK|pancho: cuantos tienes
[2020:12:18-17:44:12]  (Global) -> [ak]jimenez: llanerito
[2020:12:18-17:44:12]  (Local) -> (LOCAL)[5]TIROFIJO420: a la estacion
[2020:12:18-17:44:14]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: abra el cel en efecty 
[2020:12:18-17:44:19]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: LLEVEME A LA ESTACION POR FAVOR
[2020:12:18-17:44:19]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00KhausuAguardiente: pilla
[2020:12:18-17:44:21]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: ahi sale la gente
[2020:12:18-17:44:22]  (Global) -> 0TostadoraGamer0: lla no kiero
[2020:12:18-17:44:24]  (Global) -> Dr.Gaitan: cuanto me cobra el uber
[2020:12:18-17:44:27]  (Local) -> (LOCAL)[1]|AK|pancho: te vendo uno
[2020:12:18-17:44:28]  (Global) -> 0TostadoraGamer0: aaah me duele
[2020:12:18-17:44:29]  (Global) -> GT|~SubditoDeSatanas: a si pero me tocaria contar
[2020:12:18-17:44:29]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: VAMOS
[2020:12:18-17:44:30]  (Global) -> GT|~SubditoDeSatanas: igual gracias
[2020:12:18-17:44:31]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: DELEDELE
[2020:12:18-17:44:32]  (Global) -> [ak]jimenez: francine
[2020:12:18-17:44:32]  (Global) -> GT|~SubditoDeSatanas: jajaja
[2020:12:18-17:44:33]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: bre
[2020:12:18-17:44:33]  (Global) -> 0TostadoraGamer0: nooo  la no kieroç
[2020:12:18-17:44:35]  (Global) -> #7F7F7F|CVR|#FF8C00|~Agente~|: XD
[2020:12:18-17:44:36]  (Global) -> [Z]Julian_SkiGg: FadedCyprus28 me arresto siendodoctor
[2020:12:18-17:44:37]  (Global) -> Dr.Gaitan: cual?
[2020:12:18-17:44:41]  (Global) -> [Z]Julian_SkiGg: FadedCyprus28 me arresto siendodoctor
[2020:12:18-17:44:45]  (Global) -> 0TostadoraGamer0: jahjahjaha
[2020:12:18-17:44:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00KhausuAguardiente: ahora estamos sin ropita
[2020:12:18-17:44:46]  (Local) -> (LOCAL)[1]|AK|pancho: cuanto tienes
[2020:12:18-17:44:50]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: xd
[2020:12:18-17:44:51]  (Global) -> santyvasquez10: jajajja
[2020:12:18-17:44:54]  (Global) -> Dr.Gaitan: mas de 130.000 pesos
[2020:12:18-17:44:58]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: es legal pues tenes estrellas
[2020:12:18-17:44:59]  (Global) -> 0TostadoraGamer0: ke rico besas pablito
[2020:12:18-17:45:02]  (Global) -> santyvasquez10: tombo acuestese
[2020:12:18-17:45:07]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: pero si es de marranos arrestar un medico
[2020:12:18-17:45:09]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: orgalor
[2020:12:18-17:45:11]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: maricon
[2020:12:18-17:45:11]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: dime
[2020:12:18-17:45:14]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: qqq
[2020:12:18-17:45:15]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: pq te cambias tanto el nick
[2020:12:18-17:45:15]  (Local) -> (LOCAL)[1]|AK|pancho: este
[2020:12:18-17:45:15]  (Local) -> (LOCAL)[7][Kp]~Diego~: alguien sabe como correr bugeado?
[2020:12:18-17:45:16]  (Global) -> #7F7F7F|CVR|#FF5C00Francine98: ,mairocn
[2020:12:18-17:45:16]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: hp
[2020:12:18-17:45:17]  (Global) -> santyvasquez10: acuestese tombo
[2020:12:18-17:45:18]  (Global) -> Dr.Gaitan: nu
[2020:12:18-17:45:18]  (Global) -> 0TostadoraGamer0: rico ese bigote.
[2020:12:18-17:45:18]  (Local) -> (LOCAL)[1]|AK|pancho: te vendo
[2020:12:18-17:45:21]  (Global) -> Dr.Gaitan: no me gusta
[2020:12:18-17:45:25]  (Local) -> (LOCAL)[7][Z]Julian_SkiGg: un hp me arresto
[2020:12:18-17:45:26]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: ud es fumarrato y lo jodo hp
[2020:12:18-17:45:28]  (Global) -> GT|~SubditoDeSatanas: si ya todos sabiamos que era orgalor
[2020:12:18-17:45:31]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: no sr respete
[2020:12:18-17:45:31]  (Global) -> santyvasquez10: acuestese 
[2020:12:18-17:45:31]  (Global) -> GT|~SubditoDeSatanas: jeje
[2020:12:18-17:45:32]  (Local) -> (LOCAL)[1]|AK|pancho: lo puedes mejorar
[2020:12:18-17:45:36]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: a bn sr respete
[2020:12:18-17:45:36]  (Global) -> Dr.Gaitan: nou, llevame a la venta de carros
[2020:12:18-17:45:40]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: no sr
[2020:12:18-17:45:43]  (Global) -> Dr.Gaitan: y te pago las 5 lucas
[2020:12:18-17:45:44]  (Local) -> (LOCAL)[3]|EVG|Tupack: xd
[2020:12:18-17:45:46]  (Local) -> (LOCAL)[1]|AK|pancho: aqui
[2020:12:18-17:45:54]  (Global) -> KEVLIEX: admin
[2020:12:18-17:45:54]  (Global) -> santyvasquez10: que se acueste
[2020:12:18-17:45:54]  (Global) -> Dr.Gaitan: ya te pago
[2020:12:18-17:46:01]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: ese si esta handl
[2020:12:18-17:46:04]  (Local) -> (LOCAL)[0]KEVLIEX: admin
[2020:12:18-17:46:08]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: el stafford
[2020:12:18-17:46:13]  (Global) -> |DJ|RoyalCerveza: VENDO ROADTRAIN
[2020:12:18-17:46:19]  (Global) -> santyvasquez10: llegaron 
[2020:12:18-17:46:19]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: presiio
[2020:12:18-17:46:20]  (Local) -> (LOCAL)[2]-![Z]:_Hir0: xD
[2020:12:18-17:46:24]  (Global) -> 0TostadoraGamer0: ola rico.
[2020:12:18-17:46:24]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: OLEEE
[2020:12:18-17:46:25]  (Global) -> Royal: cuanto ofreceria?
[2020:12:18-17:46:25]  (Global) -> -![Z]:_JUAN: regalo cana
[2020:12:18-17:46:26]  (Global) -> -![Z]:_JUAN: regalo cana
[2020:12:18-17:46:27]  (Local) -> (LOCAL)[4]Negan: al tombo se le moja la canoa
[2020:12:18-17:46:27]  (Team - Law Enforcement) -> (TEAM)TIROFIJO420: HAMBRIENTO
[2020:12:18-17:46:30]  (Global) -> GT|~SubditoDeSatanas: yo
[2020:12:18-17:46:31]  (Local) -> (LOCAL)[1]KEVLIEX: ando en camionero y taparon la entrada con un avion
[2020:12:18-17:46:32]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: no c 500k?
[2020:12:18-17:46:32]  (Global) -> GT|~SubditoDeSatanas: yo yo
[2020:12:18-17:46:33]  (Local) -> (LOCAL)[4]Patron_WK: yo
[2020:12:18-17:46:34]  (Global) -> GT|~SubditoDeSatanas: yo yo
[2020:12:18-17:46:35]  (Local) -> (LOCAL)[1]|AK|pancho: gracias
[2020:12:18-17:46:36]  (Global) -> GT|~SubditoDeSatanas: yo yo
[2020:12:18-17:46:36]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: yoyo
[2020:12:18-17:46:36]  (Team - Emergency) -> (TEAM)Dr.Gaitan: lito
[2020:12:18-17:46:38]  (Global) -> Royal: cuesta como 800k no?
[2020:12:18-17:46:38]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:12:18-17:46:38]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: donde
[2020:12:18-17:46:38]  (Global) -> -![Z]:_JUAN: GT|~SubditoDeSatanas llegue
[2020:12:18-17:46:40]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: MI NAVE
[2020:12:18-17:46:40]  (Global) -> -![Z]:_JUAN: GT|~SubditoDeSatanas llegue
[2020:12:18-17:46:41]  (Local) -> (LOCAL)[1]|AK|pancho: pero fue gratis
[2020:12:18-17:46:41]  (Global) -> GT|~SubditoDeSatanas: ya llegue a comisaria
[2020:12:18-17:46:44]  (Global) -> #7F7F7F|CVR|#FF5C00KhausuAguardiente: ay perdon
[2020:12:18-17:46:44]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: a hp
[2020:12:18-17:46:44]  (Global) -> -![Z]:_JUAN: voy
[2020:12:18-17:46:46]  (Global) -> #7F7F7F|CVR|#FF5C00Francine98: jejejaahah lo tumbaron
[2020:12:18-17:46:49]  (Local) -> (LOCAL)[5]|EVG|Tupack: tarde
[2020:12:18-17:46:51]  (Global) -> Royal: deme 700k y se lo lleva
[2020:12:18-17:46:52]  (Local) -> (LOCAL)[1]KEVLIEX: quien puso eso
[2020:12:18-17:46:59]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: bueno respete a los lr
[2020:12:18-17:47:03]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: o te cojo
[2020:12:18-17:47:03]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: jasjasj lo tumbaron bobo quien compra eso
[2020:12:18-17:47:03]  (Team - Criminals) -> (TEAM)[ak]jimenez: oe bernaaw
[2020:12:18-17:47:05]  (Local) -> (LOCAL)[1]2cb.tayson: jajajajajaj
[2020:12:18-17:47:11]  (Global) -> Royal: cuesta como 800k en tienda creo
[2020:12:18-17:47:12]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KhausuAguardiente: Perra fran devolveme mi willaard
[2020:12:18-17:47:13]  (Global) -> 0TostadoraGamer0: noo mi tacsi
[2020:12:18-17:47:14]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Francine98: kevin te doy 15 palos una limo
[2020:12:18-17:47:14]  (Global) -> [ak]jimenez: agente
[2020:12:18-17:47:14]  (Local) -> (LOCAL)[3]2cb.tayson: pues cojame malparido
[2020:12:18-17:47:17]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: ime
[2020:12:18-17:47:17]  (Local) -> (LOCAL)[4]|EVG|Soltec: ai
[2020:12:18-17:47:19]  (Local) -> (LOCAL)[2]2cb.tayson: agale a ver pues
[2020:12:18-17:47:19]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: por la moto tombo
[2020:12:18-17:47:20]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00KevinOcampo: NO SR
[2020:12:18-17:47:20]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: dime jimenez
[2020:12:18-17:47:21]  (Global) -> 0TostadoraGamer0: rata
[2020:12:18-17:47:24]  (Global) -> -![Z]:_JUAN: mlp GT|~SubditoDeSatanas hagale pss
[2020:12:18-17:47:26]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00KhausuAguardiente: Perra fran devolveme mi willaard
[2020:12:18-17:47:26]  (Global) -> Dr.Gaitan: mk estan muy caros
[2020:12:18-17:47:26]  (Global) -> 0TostadoraGamer0: papels
[2020:12:18-17:47:28]  (Global) -> 0TostadoraGamer0: papeles
[2020:12:18-17:47:28]  (Global) -> Dr.Gaitan: noooooooooooo
[2020:12:18-17:47:32]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Francine98: jejea q jablas loco
[2020:12:18-17:47:34]  (Global) -> [ak]jimenez: me puede tp adonde marlon cajica
[2020:12:18-17:47:34]  (Local) -> (LOCAL)[4]|EVG|Soltec: tome señor
[2020:12:18-17:47:37]  (Local) -> (LOCAL)[4]JereGG: rolen el discord para entrar
[2020:12:18-17:47:39]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FFFF00|~Agente~|: ey este carro
[2020:12:18-17:47:40]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00KhausuAguardiente: de mis 2 willard
[2020:12:18-17:47:44]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KhausuAguardiente: devolvemelo puta
[2020:12:18-17:47:44]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: ejjajajaja loco
[2020:12:18-17:47:46]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KhausuAguardiente: zorra
[2020:12:18-17:47:46]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00|~Agente~|: no sale
[2020:12:18-17:47:47]  (Local) -> (LOCAL)[4]|EVG|Soltec: ui
[2020:12:18-17:47:47]  (Local) -> (LOCAL)[1]|AK|pancho: que pasa
[2020:12:18-17:47:51]  (Team - Emergency) -> (TEAM)Dr.Gaitan: tlo unico barato son las armas
[2020:12:18-17:47:56]  (Local) -> (LOCAL)[4]Negan: no ya que asco de musica
[2020:12:18-17:47:56]  (Local) -> (LOCAL)[3]Dxvid: daa
[2020:12:18-17:47:59]  (Global) -> #7F7F7F|CVR|#FF5C00KevinOcampo: LA USIKA
[2020:12:18-17:48:00]  (Local) -> (LOCAL)[3]Dxvid: te ayude
[2020:12:18-17:48:00]  (Global) -> Dr.Gaitan:  y la tragada
[2020:12:18-17:48:01]  (Global) -> santyvasquez10: jajja sii
[2020:12:18-17:48:02]  (Local) -> (LOCAL)[3][Kp]~Diego~: ...
[2020:12:18-17:48:04]  (Local) -> (LOCAL)[4]-![Z]:_JUAN: a q
[2020:12:18-17:48:05]  (Local) -> (LOCAL)[1]|AK|pancho: se donde hay un lugar
[2020:12:18-17:48:09]  (Global) -> [ak]jimenez: agente si
[2020:12:18-17:48:10]  (Global) -> 0TostadoraGamer0: ke rico besa esa conejita
[2020:12:18-17:48:11]  (Global) -> Dr.Gaitan: ???????
[2020:12:18-17:48:11]  (Local) -> (LOCAL)[1]KEVLIEX: salga por aca
[2020:12:18-17:48:14]  (Global) -> |AK|pancho: ven
[2020:12:18-17:48:16]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KhausuAguardiente: Ey devolveme el willard
[2020:12:18-17:48:17]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00KhausuAguardiente: Perra puta
[2020:12:18-17:48:23]  (Global) -> #7F7F7F|CVR|#FFFF00|~Agente~|: royal fotofoto
[2020:12:18-17:48:24]  (Global) -> -![Z]:_JUAN: GT|~SubditoDeSatanas grosero :(
[2020:12:18-17:48:24]  (Global) -> #7F7F7F|CVR|#FF5C00Cazaputas42: Hola
[2020:12:18-17:48:27]  (Global) -> -![Z]:_JUAN: GT|~SubditoDeSatanas grosero :(
[2020:12:18-17:48:28]  (Local) -> (LOCAL)[4]|EVG|Soltec: bueno yo me voy
[2020:12:18-17:48:29]  (Global) -> GT|~SubditoDeSatanas: que hice?
[2020:12:18-17:48:31]  (Global) -> [ak]jimenez: cazaputas
[2020:12:18-17:48:32]  (Global) -> Royal: qqqq
[2020:12:18-17:48:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00|~Agente~|: veni
[2020:12:18-17:48:37]  (Local) -> (LOCAL)[1]Royal: foto de q o q
[2020:12:18-17:48:37]  (Global) -> -![Z]:_JUAN: no dijo chao ;(
[2020:12:18-17:48:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00|~Agente~|: pa armar
[2020:12:18-17:48:39]  (Local) -> (LOCAL)[1]Royal: aa ya
[2020:12:18-17:48:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00|~Agente~|: el juegito
[2020:12:18-17:48:41]  (Global) -> GT|~SubditoDeSatanas: jeje
[2020:12:18-17:48:41]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: kevin tienes el FBI TRUCK?
[2020:12:18-17:48:42]  (Global) -> #7F7F7F|CVR|#FF5C00Cazaputas42: dime
[2020:12:18-17:48:42]  (Global) -> GT|~SubditoDeSatanas: chao
[2020:12:18-17:48:44]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00|~Agente~|: de esos
