This file was generated by Console at 2020:12:22-00:00:02



[2020:12:22-00:00:02]  (Global) -> |MZ|Omar: JOKEEEEEEERRRRRRRR
[2020:12:22-04:24:43]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:12:22-04:24:44]  (Local) -> (LOCAL)[1]Avalencia: BREVE
[2020:12:22-04:24:47]  (Global) -> WorTp: cual es el comando de sentarse
[2020:12:22-04:24:47]  ([Msg] de Dorian para ReizerB: es legal correr como yimer en LS?) -> nil
[2020:12:22-04:24:49]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00ReizerB: puede trabajar de busetero
[2020:12:22-04:24:50]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: VIDA HP
[2020:12:22-04:24:51]  (Local) -> (LOCAL)[6]2CbLufero: igual
[2020:12:22-04:24:51]  (Local) -> (LOCAL)[1][EVG]BOMBITA: maneje
[2020:12:22-04:24:52]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#00FFFFFUMARASA: no
[2020:12:22-04:24:55]  (Local) -> (LOCAL)[6]2CbLufero: busca en el panel
[2020:12:22-04:24:56]  (Global) -> larrykapija: como se llama esa skin?
[2020:12:22-04:24:57]  (Global) -> punto: como pongo los trabajos xd
[2020:12:22-04:24:57]  (Global) -> 0TostadoraGamer0: kietos ahi.
[2020:12:22-04:24:57]  (Global) -> [2cb]~>#[F]abius^MP5: uy quieto
[2020:12:22-04:24:58]  (Global) -> #7F7F7F|CVR|#FF5C00ReizerB: Nea no se 
[2020:12:22-04:24:59]  (Local) -> (LOCAL)[1][EVG]BOMBITA: vayan al trabajo de camioneros
[2020:12:22-04:24:59]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: WorTp[MP] En la K
[2020:12:22-04:25:03]  (Local) -> (LOCAL)[6]2CbLufero: el mio?
[2020:12:22-04:25:04]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: Grosero
[2020:12:22-04:25:04]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: no es legal
[2020:12:22-04:25:04]  (Local) -> (LOCAL)[1]Daniel-Diaz-c: pere
[2020:12:22-04:25:05]  (Global) -> #7F7F7F|CVR|#FF5C00ReizerB: Esos temas no se 
[2020:12:22-04:25:06]  (Local) -> (LOCAL)[1][EVG]BOMBITA: yo me voy pa piloto
[2020:12:22-04:25:06]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#00FFFFFUMARASA: hey yo estaba en los palmitos y estuve en morroa
[2020:12:22-04:25:06]  (Global) -> 0TostadoraGamer0: buejas noches,
[2020:12:22-04:25:06]  (Global) -> larrykapija: sisa
[2020:12:22-04:25:08]  (Local) -> (LOCAL)[1]Daniel-Diaz-c: voy por mi camion
[2020:12:22-04:25:08]  (Global) -> 0TostadoraGamer0: ah
[2020:12:22-04:25:09]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: tiro
[2020:12:22-04:25:09]  (Local) -> (LOCAL)[6]2CbLufero: es de la gang
[2020:12:22-04:25:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: llegaron
[2020:12:22-04:25:12]  (Global) -> larrykapija: akatski?
[2020:12:22-04:25:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: aajuajjajaja
[2020:12:22-04:25:14]  (Global) -> larrykapija: aaa
[2020:12:22-04:25:15]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: me toco lavar ropa ñero
[2020:12:22-04:25:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: uy
[2020:12:22-04:25:15]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: punto Los trabajos son el icono de muñeco amarillo que hay por el mapa
[2020:12:22-04:25:15]  (Local) -> (LOCAL)[2]2cb'Francesco: cooooomo
[2020:12:22-04:25:16]  (Global) -> larrykapija: melo
[2020:12:22-04:25:17]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: llegue
[2020:12:22-04:25:18]  (Local) -> (LOCAL)[1]Daniel-Diaz-c: xdd
[2020:12:22-04:25:21]  (Local) -> (LOCAL)[6]2CbLufero: ;3
[2020:12:22-04:25:22]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#0064FFDorian: AOI
[2020:12:22-04:25:24]  (Local) -> (LOCAL)[1]Daniel-Diaz-c: keria esa plata :<
[2020:12:22-04:25:25]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Qué puso
[2020:12:22-04:25:26]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#0064FFDorian: ias
[2020:12:22-04:25:26]  (Global) -> punto: como pongo un trabajo xd
[2020:12:22-04:25:27]  (Local) -> (LOCAL)[1][EVG]BOMBITA: vaya y trabahe
[2020:12:22-04:25:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: ahh no se
[2020:12:22-04:25:31]  (Global) -> 2cb'pinina: veo deberían volver ilegal que los tombos lo cojan a uno recién salen del spawn
[2020:12:22-04:25:33]  (Global) -> [2cb]~>#[F]abius^MP5: que tal 
[2020:12:22-04:25:34]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00ReizerB: trabaje de busetero o camionero
[2020:12:22-04:25:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: es guaracha
[2020:12:22-04:25:35]  (Local) -> (LOCAL)[1]Emersocio: un tema pero no suena
[2020:12:22-04:25:35]  (Global) -> #7F7F7F|LG|#FF00002cb'tussy: XDDDDDD
[2020:12:22-04:25:36]  (Global) -> WorTp: listo
[2020:12:22-04:25:37]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#00FFFFFUMARASA: se me fue
[2020:12:22-04:25:37]  (Global) -> 2cb'pinina: eche
[2020:12:22-04:25:38]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: hp ese
[2020:12:22-04:25:38]  (Local) -> (LOCAL)[4]2cb'Francesco: bueno pero q paso
[2020:12:22-04:25:38]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00ReizerB: o pescador
[2020:12:22-04:25:41]  (Global) -> punto: busetero
[2020:12:22-04:25:44]  (Local) -> (LOCAL)[6]2CbLufero: dale bro espera le dan instruccion al nuevo
[2020:12:22-04:25:46]  (Global) -> #7F7F7F|CVR|#0064FFDorian: EY Me dañaste el arrestico ome
[2020:12:22-04:25:47]  (Global) -> [Z]Julian_SkiGg: mero tema pa
[2020:12:22-04:25:47]  (Global) -> Emersocio: un tema pero no suena
[2020:12:22-04:25:52]  (Global) -> WorTp: breee
[2020:12:22-04:25:58]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00ReizerB: con G
[2020:12:22-04:26:02]  (Global) -> punto: shi
[2020:12:22-04:26:03]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#00FFFFFUMARASA: la money mk
[2020:12:22-04:26:03]  (Global) -> punto: perdon
[2020:12:22-04:26:06]  (Local) -> (LOCAL)[6]2CbLufero: vamos
[2020:12:22-04:26:06]  (Global) -> punto: lol
[2020:12:22-04:26:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Qué está poniendo pirobo
[2020:12:22-04:26:10]  (Local) -> (LOCAL)[2]2cb'Francesco: vamos vamos
[2020:12:22-04:26:13]  (Local) -> (LOCAL)[1]Emersocio: una champeta
[2020:12:22-04:26:15]  (Local) -> (LOCAL)[1]2cb'Francesco: ahi esta
[2020:12:22-04:26:18]  (Global) -> WorTp: pa donde
[2020:12:22-04:26:20]  (Global) -> punto: ttt
[2020:12:22-04:26:22]  (Local) -> (LOCAL)[3]#7F7F7F|LG|#FF00002cb'tussy: compa
[2020:12:22-04:26:23]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00ReizerB: con G
[2020:12:22-04:26:25]  (Local) -> (LOCAL)[4]2CbLufero: a seguir a reizer xd
[2020:12:22-04:26:28]  (Local) -> (LOCAL)[6]NeutroPimp2cb: jajajajajau
[2020:12:22-04:26:31]  (Local) -> (LOCAL)[6]NeutroPimp2cb: pfffff
[2020:12:22-04:26:31]  (Global) -> WorTp: jajajajaja
[2020:12:22-04:26:35]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#0064FFDorian: ais
[2020:12:22-04:26:35]  (Global) -> WorTp: XD
[2020:12:22-04:26:37]  (Local) -> (LOCAL)[3]2CbLufero: es que tienes bug
[2020:12:22-04:26:39]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#0064FFDorian: venga
[2020:12:22-04:26:40]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#0064FFDorian: lo llevo
[2020:12:22-04:26:50]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#00FFFFFUMARASA: donde eera
[2020:12:22-04:26:55]  (Local) -> (LOCAL)[2]2cb'Francesco: por aqui
[2020:12:22-04:26:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: xddd
[2020:12:22-04:27:01]  (Local) -> (LOCAL)[1]Emersocio: mela
[2020:12:22-04:27:05]  (Local) -> (LOCAL)[1]2CbLufero: broooooo
[2020:12:22-04:27:09]  (Local) -> (LOCAL)[1]2CbLufero: ya te metiste
[2020:12:22-04:27:11]  (Global) -> WorTp: DIME
[2020:12:22-04:27:13]  (Local) -> (LOCAL)[1]2CbLufero: mira
[2020:12:22-04:27:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: XDDDD
[2020:12:22-04:27:13]  (Local) -> (LOCAL)[2]2cb'Francesco: :v
[2020:12:22-04:27:14]  (Local) -> (LOCAL)[1]2CbLufero: con
[2020:12:22-04:27:14]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Ñero
[2020:12:22-04:27:15]  (Local) -> (LOCAL)[1]Avalencia: na este no corre nada
[2020:12:22-04:27:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: esas turf de nosotros ni se ven
[2020:12:22-04:27:16]  ([Msg] de Dorian para ReizerB: es legal correr como yimer en LS?) -> nil
[2020:12:22-04:27:17]  (Local) -> (LOCAL)[2]2CbLufero: esto
[2020:12:22-04:27:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: jajajajaja
[2020:12:22-04:27:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Esa mierda q XDDDDDDDDDD
[2020:12:22-04:27:19]  (Local) -> (LOCAL)[1]|EVG|Soltec: sisas
[2020:12:22-04:27:20]  (Local) -> (LOCAL)[1]Avalencia: muy lento
[2020:12:22-04:27:22]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: Dorian q no joder
[2020:12:22-04:27:24]  (Local) -> (LOCAL)[3]Cheverry: trotando mis pets
[2020:12:22-04:27:26]  (Local) -> (LOCAL)[1]2CbLufero: "/gc"
[2020:12:22-04:27:28]  (Local) -> (LOCAL)[1]2CbLufero: osea
[2020:12:22-04:27:28]  (Local) -> (LOCAL)[1]|EVG|Soltec: AAAA
[2020:12:22-04:27:29]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: no es legal ponerse a correr con bugs en LS
[2020:12:22-04:27:29]  (Local) -> (LOCAL)[2]2cb'Francesco: aqui
[2020:12:22-04:27:30]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: joder 
[2020:12:22-04:27:31]  (Local) -> (LOCAL)[1]2CbLufero: eslash gc
[2020:12:22-04:27:34]  (Local) -> (LOCAL)[1]2CbLufero: jsjs
[2020:12:22-04:27:35]  (Global) -> 0TostadoraGamer0: oonde.
[2020:12:22-04:27:36]  (Local) -> (LOCAL)[1]2CbLufero: y habla
[2020:12:22-04:27:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Ñerooo
[2020:12:22-04:27:38]  (Global) -> #7F7F7F|LG|#FF5C00XhnGuaracha: amen
[2020:12:22-04:27:39]  (Global) -> #7F7F7F|CVR|#0064FFDorian: a bn pero no responden
[2020:12:22-04:27:40]  (Local) -> (LOCAL)[1]2CbLufero: y di hola
[2020:12:22-04:27:40]  (Local) -> (LOCAL)[1]Emersocio: kkkkkkkkkkkkkkkk
[2020:12:22-04:27:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: El patron dizque tiene 31 años
[2020:12:22-04:27:42]  (Global) -> WorTp: dime
[2020:12:22-04:27:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Que gonorrea
[2020:12:22-04:27:45]  (Local) -> (LOCAL)[1]Avalencia: PERO COMPRARLO VALE 40
[2020:12:22-04:27:45]  (Local) -> (LOCAL)[1]2CbLufero: osea pon
[2020:12:22-04:27:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: Está cuchito
[2020:12:22-04:27:47]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: le respondí 1 vez antes hpp
[2020:12:22-04:27:47]  (Local) -> (LOCAL)[1]2CbLufero: esto
[2020:12:22-04:27:47]  (Global) -> #7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: Yo le respondi lo mismo sapo
[2020:12:22-04:27:48]  (Global) -> #7F7F7F|CVR|#0064FFDorian: aca llevan 3 2cb a correr como el
[2020:12:22-04:27:48]  (Global) -> 0TostadoraGamer0: jajajaja
[2020:12:22-04:27:49]  (Local) -> (LOCAL)[1]Avalencia: Entonces pilas jaja
[2020:12:22-04:27:49]  (Local) -> (LOCAL)[1]|EVG|Soltec: ush
[2020:12:22-04:27:49]  (Local) -> (LOCAL)[1]Emersocio: ese pirobo tiene los años ajsdjasjdjasd
[2020:12:22-04:27:50]  (Global) -> #7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: lea
[2020:12:22-04:27:50]  (Local) -> (LOCAL)[1]2CbLufero: lo que esta entre ocomillas
[2020:12:22-04:27:56]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: ss y baneados pa
[2020:12:22-04:27:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: la ultima
[2020:12:22-04:27:59]  (Local) -> (LOCAL)[3]Emersocio: nos dobla en edad la gonorrea
[2020:12:22-04:28:01]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: videito mejor
[2020:12:22-04:28:01]  (Local) -> (LOCAL)[1]2CbLufero: "/gc hola
[2020:12:22-04:28:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#00FFFFFUMARASA: na no alcanza ni pa los patacones
[2020:12:22-04:28:04]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: siga la ruta
[2020:12:22-04:28:09]  (Local) -> (LOCAL)[1]2cb'Francesco: asi somos
[2020:12:22-04:28:10]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: wow
[2020:12:22-04:28:11]  (Global) -> #7F7F7F|CVR|#0064FFDorian: pero si voy a 20 FPS :(
[2020:12:22-04:28:17]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: con el celuko
[2020:12:22-04:28:20]  (Global) -> #7F7F7F|CVR|#0064FFDorian: a bre
[2020:12:22-04:28:22]  (Global) -> Cheverry: XDD
[2020:12:22-04:28:25]  (Global) -> #7F7F7F|CVR|#0064FFDorian: xd
[2020:12:22-04:28:27]  (Global) -> #7F7F7F|LG|#FF5C00XhnGuaracha: humilde
[2020:12:22-04:28:29]  (Global) -> WorTp: **
[2020:12:22-04:28:34]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: así hacía yo
[2020:12:22-04:28:35]  (Global) -> Emersocio: como es
[2020:12:22-04:28:35]  (Local) -> (LOCAL)[1]2CbLufero: what?
[2020:12:22-04:28:36]  (Local) -> (LOCAL)[1]2CbLufero: jsjs
[2020:12:22-04:28:37]  (Global) -> Emersocio: XD
[2020:12:22-04:28:39]  (Global) -> WorTp: esas comillas
[2020:12:22-04:28:39]  (Local) -> (LOCAL)[1]HimeXD: e
[2020:12:22-04:28:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#00FFFFFUMARASA: loco
[2020:12:22-04:28:40]  (Global) -> larrykapija: como me pongo de nuevo una skin?
[2020:12:22-04:28:41]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: lo ponía en el celuco dentro de un pocillo
[2020:12:22-04:28:44]  (Global) -> #7F7F7F|CVR|#0064FFDorian: listo gracias
[2020:12:22-04:28:44]  (Local) -> (LOCAL)[1]2CbLufero: xd
[2020:12:22-04:28:44]  (Local) -> (LOCAL)[2](Z)Trash: que pasa
[2020:12:22-04:28:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#00FFFFFUMARASA: no me aparecen los carros
[2020:12:22-04:28:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#00FFFFFUMARASA: queee
[2020:12:22-04:28:48]  (Local) -> (LOCAL)[1]HimeXD: va en contra via reina
[2020:12:22-04:28:49]  (Global) -> WorTp: jajaja
[2020:12:22-04:28:50]  (Local) -> (LOCAL)[1]2cb'Francesco: es el internet
[2020:12:22-04:28:51]  (Global) -> #7F7F7F|CVR|#0064FFDorian: brebre
[2020:12:22-04:28:51]  (Local) -> (LOCAL)[1]2CbLufero: ._____________.
[2020:12:22-04:28:54]  (Local) -> (LOCAL)[1]2CbLufero: sjsjsjjs
[2020:12:22-04:28:55]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: ey mera tecnica
[2020:12:22-04:28:56]  (Local) -> (LOCAL)[1](Z)Trash: que pena
[2020:12:22-04:28:58]  (Local) -> (LOCAL)[1]2cb'Francesco: mira el ping
[2020:12:22-04:28:58]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: XDDD
[2020:12:22-04:29:00]  (Global) -> Avalencia: Compro el mini tanque
[2020:12:22-04:29:00]  (Local) -> (LOCAL)[1]2CbLufero: osea lo que esta adentro no mas
[2020:12:22-04:29:00]  (Local) -> (LOCAL)[1]HimeXD: don't worry
[2020:12:22-04:29:04]  (Local) -> (LOCAL)[1]2CbLufero: sjsjsj
[2020:12:22-04:29:06]  (Local) -> (LOCAL)[3][2cb]~>#[F]abius^MP5: miralo
[2020:12:22-04:29:07]  (Global) -> #7F7F7F|CVR|#FF8C00ReizerB: deberiamos aplicar la regla a eventos
[2020:12:22-04:29:12]  (Local) -> (LOCAL)[1]2CbLufero: osea escribe
[2020:12:22-04:29:12]  (Global) -> Avalencia: Compro el mini tanque o el camion de basura 
[2020:12:22-04:29:13]  (Local) -> (LOCAL)[3]Emersocio: donde compro accesorios ñro
[2020:12:22-04:29:15]  (Local) -> (LOCAL)[1]2CbLufero: jsjsjs
[2020:12:22-04:29:18]  (Global) -> WorTp: como es
[2020:12:22-04:29:18]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: ?
[2020:12:22-04:29:18]  (Local) -> (LOCAL)[1]2CbLufero: xd
[2020:12:22-04:29:19]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFDorian: AI
[2020:12:22-04:29:20]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Es el casco cruzado
[2020:12:22-04:29:20]  (Local) -> (LOCAL)[1]2CbLufero: espera jsjks
[2020:12:22-04:29:21]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFDorian: no
[2020:12:22-04:29:21]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Ya lo tiene creo
[2020:12:22-04:29:22]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: el organizador del evento siempre decide la regla del evento
[2020:12:22-04:29:22]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFDorian: jajajsjas
[2020:12:22-04:29:24]  (Local) -> (LOCAL)[1]|EVG|Soltec: wow
[2020:12:22-04:29:26]  (Local) -> (LOCAL)[2]Emersocio: a
[2020:12:22-04:29:27]  (Global) -> WorTp: jajajaj
[2020:12:22-04:29:28]  (Global) -> #7F7F7F|CVR|#FF5C00(EVG)Llanerito: cuanto das por el mini tanque avalencia
[2020:12:22-04:29:28]  (Local) -> (LOCAL)[1]2cb'Francesco: uy
[2020:12:22-04:29:29]  (Global) -> Daniel-Diaz-c: ez x2
[2020:12:22-04:29:29]  (Global) -> #7F7F7F|CVR|#FF8C00ReizerB: Ah ok
[2020:12:22-04:29:30]  (Local) -> (LOCAL)[2][2cb]~>#[F]abius^MP5: jjjjjajajajajajajajajaja
[2020:12:22-04:29:30]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: ohhhhhhhhhhh
[2020:12:22-04:29:31]  (Local) -> (LOCAL)[1]2cb'Francesco: jajjajajaja
[2020:12:22-04:29:31]  (Global) -> #7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: Le vendo el Vincent valencia
[2020:12:22-04:29:34]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFDorian: mk se va a hacer banear
[2020:12:22-04:29:36]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFDorian: jasjasjaj
[2020:12:22-04:29:40]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFDorian: no copeo
[2020:12:22-04:29:41]  (Global) -> Avalencia: Cuanto pide llanerito
[2020:12:22-04:29:42]  (Global) -> Royal: VENDO FREEWAY FLASH Y HOTRING RACER
[2020:12:22-04:29:44]  (Global) -> |EVG|Soltec: llanerito EVG wow
[2020:12:22-04:29:45]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: si ud dice que no pueden usar bugs ps no pueden usar y jailea a quien use
[2020:12:22-04:29:46]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: *hace un dap*
[2020:12:22-04:29:49]  (Global) -> [Z]stivenv28|LP: #288228 VENDO BANDITO Y SUNRISE
[2020:12:22-04:29:49]  (Local) -> (LOCAL)[3][2cb]~>#[F]abius^MP5: pero apretas espacio corres noormal
[2020:12:22-04:29:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: ahora si se llegaron
[2020:12:22-04:29:52]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Ahí
[2020:12:22-04:29:54]  (Global) -> #7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: Claro llanerito evg
[2020:12:22-04:29:59]  (Global) -> #7F7F7F|CVR|#0064FFDorian: listo
[2020:12:22-04:30:02]  (Global) -> punto: a que horas termino de hacer el recorrido :v
[2020:12:22-04:30:07]  (Global) -> #7F7F7F|CVR|#FF5C00(EVG)Llanerito: 25 pido
[2020:12:22-04:30:07]  (Global) -> DIOMEDESXXX: raizer
[2020:12:22-04:30:09]  (Global) -> punto: perdon
[2020:12:22-04:30:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: pero no son 2cb o si?
[2020:12:22-04:30:11]  (Global) -> DIOMEDESXXX: donde anda
[2020:12:22-04:30:15]  (Global) -> WorTp: mala mia
[2020:12:22-04:30:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00(EVG)Llanerito: 2cb
[2020:12:22-04:30:17]  (Local) -> (LOCAL)[4][2cb]~>#[F]abius^MP5: quien hizo est
[2020:12:22-04:30:18]  (Local) -> (LOCAL)[1]hell: 0e
[2020:12:22-04:30:19]  (Local) -> (LOCAL)[4][2cb]~>#[F]abius^MP5: xd
[2020:12:22-04:30:19]  (Global) -> Juanito.gxng: qn yo?
[2020:12:22-04:30:27]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000|EVG|CrudoMeansRaw: onde jajaja
[2020:12:22-04:30:29]  (Local) -> (LOCAL)[4]Cheverry: me daria pena hacer eso
[2020:12:22-04:30:29]  (Local) -> (LOCAL)[1]2CbLufero: ya bro
[2020:12:22-04:30:30]  (Global) -> #7F7F7F|CVR|#FF8C00ReizerB: El recorrido dura un ratico
[2020:12:22-04:30:32]  (Global) -> #7F7F7F|CVR|#0064FFDorian: pero esque salen y dicen que es normal que esto y lo otro y luego alfin no deciden si el legal o
[2020:12:22-04:30:34]  (Local) -> (LOCAL)[1]2CbLufero: escribe
[2020:12:22-04:30:36]  (Global) -> #7F7F7F|CVR|#0064FFDorian: no hablo de los staffs ps
[2020:12:22-04:30:37]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: que ganas de tomar vino barato
[2020:12:22-04:30:37]  (Local) -> (LOCAL)[4][2cb]~>#[F]abius^MP5: corre
[2020:12:22-04:30:39]  (Local) -> (LOCAL)[1]2CbLufero: esto
[2020:12:22-04:30:42]  (Local) -> (LOCAL)[1]2CbLufero: lo que esta adentro
[2020:12:22-04:30:44]  (Global) -> WorTp: en donde
[2020:12:22-04:30:46]  (Local) -> (LOCAL)[1]2cb'Francesco: joa lo mejor q han hecho es el sombrerito
[2020:12:22-04:30:49]  (Local) -> (LOCAL)[1]2cb'Francesco: si sr
[2020:12:22-04:30:50]  (Global) -> 2CbLufero: "/gc hola"
[2020:12:22-04:30:57]  (Global) -> #7F7F7F|CVR|#FF8C00ReizerB: Nea ya sabe que solo es legal en SF
[2020:12:22-04:31:03]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Seb: q
[2020:12:22-04:31:05]  (Local) -> (LOCAL)[1]2cb'Razzork: fabius
[2020:12:22-04:31:07]  (Local) -> (LOCAL)[1][2cb]~>#[F]abius^MP5: oelo
[2020:12:22-04:31:07]  (Local) -> (LOCAL)[1]2cb'Razzork: vamos turf
[2020:12:22-04:31:12]  (Local) -> (LOCAL)[1]2cb'Razzork: oq
[2020:12:22-04:31:12]  (Global) -> #7F7F7F|CVR|#FF8C00ReizerB: Bala ya hay sv de pruebas?
[2020:12:22-04:31:15]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: na
[2020:12:22-04:31:15]  (Local) -> (LOCAL)[1][2cb]~>#[F]abius^MP5: ya se fueron
[2020:12:22-04:31:16]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: xDD
[2020:12:22-04:31:18]  (Global) -> #7F7F7F|CVR|#0064FFDorian: XDD
[2020:12:22-04:31:19]  (Global) -> |EVG|Soltec: XDDDD
[2020:12:22-04:31:24]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: ya les escribo a evolution host
[2020:12:22-04:31:26]  (Local) -> (LOCAL)[1][2cb]~>#[F]abius^MP5: vaya q voy a estar con mi novia xd
[2020:12:22-04:31:26]  (Local) -> (LOCAL)[1]2cb'Razzork: tan e hospital
[2020:12:22-04:31:28]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: ha sido pura pereza mí}
[2020:12:22-04:31:31]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: mía
[2020:12:22-04:31:34]  (Local) -> (LOCAL)[2]2cb'Francesco: curioso
[2020:12:22-04:31:35]  (Global) -> #7F7F7F|CVR|#FF0000Balaclava: pq ahi está la luk
[2020:12:22-04:31:35]  (Local) -> (LOCAL)[4][CAPU]DJ-NICO-PRESTIGE: estallelo
[2020:12:22-04:31:36]  (Global) -> #7F7F7F|CVR|#0064FFDorian: no mero vago
[2020:12:22-04:31:37]  (Local) -> (LOCAL)[2]2CbLufero: ya bro?
[2020:12:22-04:31:37]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: q
