This file was generated by Console at 2020:10:28-00:00:02



[2020:10:28-00:00:02]  (Local) -> (LOCAL)[4]C4rtex: veni
[2020:10:28-14:34:45]  (Local) -> (LOCAL)[17]2cb'ratix: $$$$$
[2020:10:28-14:34:47]  (Global) -> MontesSicario: AJAJJASJADJAJ
[2020:10:28-14:34:48]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: abramonos ya se ve que nop puedn
[2020:10:28-14:34:54]  (Global) -> [Z]KawaiiiSiracusaaa: perd0m montes
[2020:10:28-14:34:54]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: me estaba trayendo
[2020:10:28-14:34:56]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: solo on fuerza no con inteligencia
[2020:10:28-14:35:00]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: aparecimos juntos
[2020:10:28-14:35:03]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: no lo mates
[2020:10:28-14:35:07]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: El número del server
[2020:10:28-14:35:09]  (Global) -> JuanLeal: ferddy
[2020:10:28-14:35:12]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: es 0511
[2020:10:28-14:35:13]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: pero eso no quita el caso q hace ese con usted
[2020:10:28-14:35:17]  (Local) -> (LOCAL)[2][GT]CARDING: sin vip no son nd
[2020:10:28-14:35:20]  (Local) -> (LOCAL)[2]MontesSicario: ojito
[2020:10:28-14:35:21]  (Local) -> (LOCAL)[2]|GT|~IceWipe: me esta acompañando ome
[2020:10:28-14:35:27]  (Local) -> (LOCAL)[2]MontesSicario: ustedes son algo?
[2020:10:28-14:35:31]  (Local) -> (LOCAL)[2]|GT|~IceWipe: novios
[2020:10:28-14:35:31]  (Local) -> (LOCAL)[1]Oskicrack0511: como asi?
[2020:10:28-14:35:31]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: szs
[2020:10:28-14:35:34]  (Local) -> (LOCAL)[2]MontesSicario: :c
[2020:10:28-14:35:35]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: a mi no me agradan los otakus
[2020:10:28-14:35:36]  (Local) -> (LOCAL)[2][PEPES]Lil.Dream: bueno chao
[2020:10:28-14:35:37]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: este le chupa el culo a los z
[2020:10:28-14:35:37]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: En tu discord debe aparecer
[2020:10:28-14:35:39]  (Local) -> (LOCAL)[2][PEPES]Lil.Dream: que les vaya bien
[2020:10:28-14:35:42]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: se bajo jajaja
[2020:10:28-14:35:45]  (Local) -> (LOCAL)[1]Oskicrack0511: ok
[2020:10:28-14:35:52]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: oskicrack#0000 y 4 números
[2020:10:28-14:35:59]  (Local) -> (LOCAL)[1]|GT|~IceWipe: qn la comprara?
[2020:10:28-14:36:01]  (Global) -> GT|Mr.Nea|69: EN FIN LOS Z
[2020:10:28-14:36:05]  (Global) -> GT|Mr.Nea|69: ARDIDOS
[2020:10:28-14:36:05]  (Local) -> (LOCAL)[18]|2cb|pablitopai69: VOLVI
[2020:10:28-14:36:07]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: popeye dijiste no?
[2020:10:28-14:36:09]  (Global) -> [S-KILL]JUAN-AA: huy
[2020:10:28-14:36:10]  (Local) -> (LOCAL)[1][GT]CARDING: jajaja
[2020:10:28-14:36:11]  (Local) -> (LOCAL)[2]|GT|~IceWipe: pues si
[2020:10:28-14:36:16]  (Local) -> (LOCAL)[1][GT]CARDING: no pudieron conmigp
[2020:10:28-14:36:17]  (Local) -> (LOCAL)[1]|GT|~IceWipe: pero si no?
[2020:10:28-14:36:23]  (Global) -> GT|Mr.Nea|69: solo pueden en cantidad
[2020:10:28-14:36:26]  (Local) -> (LOCAL)[1]|GT|~La_Loli~: no se jajajaja
[2020:10:28-14:36:29]  (Local) -> (LOCAL)[1]|GT|~La_Loli~: otra persona
[2020:10:28-14:36:32]  (Global) -> [S-KILL]JUAN-AA: mr.nea  ud y tyo solos
[2020:10:28-14:36:33]  (Global) -> [S-KILL]JUAN-AA: mr.nea  ud y tyo solos
[2020:10:28-14:36:36]  (Local) -> (LOCAL)[1][GT]CARDING: y con vip
[2020:10:28-14:36:39]  (Global) -> [S-KILL]JUAN-AA: mr.nea  ud y tyo solos
[2020:10:28-14:36:42]  (Global) -> GT|Mr.Nea|69: APENAS PASES DE 7 ME HABLAS
[2020:10:28-14:36:48]  (Team - Unemployed) -> (TEAM)Oskicrack0511: como aparece ud en discord?
[2020:10:28-14:36:49]  (Global) -> [S-KILL]JUAN-AA: na ud y yo solos
[2020:10:28-14:36:52]  (Global) -> GT|Mr.Nea|69: CON GENTE BRUTA N A O  N A O
[2020:10:28-14:36:58]  (Global) -> [S-KILL]JUAN-AA: excusas
[2020:10:28-14:37:00]  (Global) -> GT|Mr.Nea|69: no copeo con gente bruta
[2020:10:28-14:37:00]  (Global) -> [GT]CARDING: breve juan
[2020:10:28-14:37:04]  (Global) -> [GT]CARDING: sin miedo
[2020:10:28-14:37:05]  (Local) -> (LOCAL)[18]2cb'LILPUSSY: hey pablo amonos
[2020:10:28-14:37:07]  (Global) -> GT|Mr.Nea|69: muchas gracias vuelva pronto.
[2020:10:28-14:37:13]  (Local) -> (LOCAL)[18]2cb'ratix: oe pussy
[2020:10:28-14:37:14]  (Local) -> (LOCAL)[2]|GT|~IceWipe: explotelo
[2020:10:28-14:37:16]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: [EVG]RichardG#0273
[2020:10:28-14:37:21]  (Local) -> (LOCAL)[1][GT]CARDING: vamos
[2020:10:28-14:37:21]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: no esta afk
[2020:10:28-14:37:22]  (Local) -> (LOCAL)[18]2cb'LILPUSSY: que?
[2020:10:28-14:37:28]  (Local) -> (LOCAL)[1][GT]CARDING: arreglemelos carros
[2020:10:28-14:37:29]  (Local) -> (LOCAL)[18]2cb'ratix: todavia te falta
[2020:10:28-14:37:30]  (Local) -> (LOCAL)[1]|GT|~La_Loli~: no ve
[2020:10:28-14:37:31]  (Local) -> (LOCAL)[18]2cb'ratix: nivel pelele
[2020:10:28-14:37:33]  (Local) -> (LOCAL)[1]|GT|~La_Loli~: jajajaja solo nos ignora
[2020:10:28-14:37:38]  (Local) -> (LOCAL)[16]2cb'LILPUSSY: dame jopo feo
[2020:10:28-14:37:40]  (Local) -> (LOCAL)[15]2cb'ratix: ajajja
[2020:10:28-14:37:44]  (Local) -> (LOCAL)[1][GT]CARDING: oee
[2020:10:28-14:37:45]  (Global) -> [S-KILL]JUAN-AA: mr.nea donde anda ustes dos
[2020:10:28-14:37:45]  (Local) -> (LOCAL)[14]2cb'LILPUSSY: xdddd
[2020:10:28-14:37:46]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: ole
[2020:10:28-14:37:51]  (Local) -> (LOCAL)[1][GT]CARDING: arreglemlo
[2020:10:28-14:37:54]  (Global) -> [S-KILL]JUAN-AA: aver que es lo que hablas
[2020:10:28-14:37:58]  (Local) -> (LOCAL)[14]2cb'LILPUSSY: hey pablo
[2020:10:28-14:38:02]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: epere
[2020:10:28-14:38:04]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: estoy
[2020:10:28-14:38:11]  (Global) -> GT|Mr.Nea|69: estoy en el tema de los repoertes
[2020:10:28-14:38:19]  (Local) -> (LOCAL)[14]|2cb|pablitopai69: dime
[2020:10:28-14:38:45]  (Global) -> |GT|~La_Loli~: encerio me dio con la recortada y me pego solo uno
[2020:10:28-14:38:48]  (Global) -> |GT|~La_Loli~: mucho manco
[2020:10:28-14:38:56]  (Global) -> [Z]KawaiiiSiracusaaa: comoooo
[2020:10:28-14:38:57]  (Global) -> JuanLeal: quitese pirobo
[2020:10:28-14:38:57]  (Global) -> MontesSicario: :(
[2020:10:28-14:39:00]  (Global) -> [S-KILL]JUAN-AA: manco yo , obvio
[2020:10:28-14:39:01]  (Local) -> (LOCAL)[3]|GT|~IceWipe: este es
[2020:10:28-14:39:06]  (Local) -> (LOCAL)[1][GT]CARDING: arregle ese
[2020:10:28-14:39:11]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: quien
[2020:10:28-14:39:16]  (Local) -> (LOCAL)[3]|GT|~IceWipe: francisco
[2020:10:28-14:39:24]  (Local) -> (LOCAL)[3]|GT|~IceWipe: oe
[2020:10:28-14:39:32]  (Global) -> GT|Mr.Nea|69: toca esperar
[2020:10:28-14:39:48]  (Local) -> (LOCAL)[2]GT|FranciscoBY: me van a pagar el carro o que
[2020:10:28-14:39:50]  (Local) -> (LOCAL)[2]|GT|~IceWipe: si
[2020:10:28-14:39:53]  (Local) -> (LOCAL)[2]|GT|~IceWipe: veng
[2020:10:28-14:39:54]  (Local) -> (LOCAL)[2]|GT|~La_Loli~: ah ya reacciono
[2020:10:28-14:40:04]  (Local) -> (LOCAL)[3]|GT|~IceWipe: me va a comprar el stretch?
[2020:10:28-14:40:08]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: por si las moscas
[2020:10:28-14:40:11]  (Local) -> (LOCAL)[3]GT|FranciscoBY: que es eso
[2020:10:28-14:40:14]  (Local) -> (LOCAL)[1][S-KILL]JUAN-AA: hola
[2020:10:28-14:40:14]  (Local) -> (LOCAL)[4]|GT|~La_Loli~: la limo
[2020:10:28-14:40:15]  (Local) -> (LOCAL)[4]|GT|~IceWipe: la limo
[2020:10:28-14:40:18]  (Local) -> (LOCAL)[1]MontesSicario: hola amigo
[2020:10:28-14:40:19]  (Local) -> (LOCAL)[4]GT|FranciscoBY: aaaa no jajaja
[2020:10:28-14:40:22]  (Local) -> (LOCAL)[4]|GT|~IceWipe: aaa
[2020:10:28-14:40:24]  (Local) -> (LOCAL)[4]|GT|~IceWipe: mucho mamarlo
[2020:10:28-14:40:31]  (Global) -> |GT|~La_Loli~: se vende limo
[2020:10:28-14:40:33]  (Local) -> (LOCAL)[1][GT]CARDING: nea ya puede ?
[2020:10:28-14:40:34]  (Local) -> (LOCAL)[6]|GT|~IceWipe: oe
[2020:10:28-14:40:37]  (Global) -> MontesSicario: gc que lo reportan
[2020:10:28-14:40:39]  (Global) -> [GT]CARDING: cuanto loli
[2020:10:28-14:40:39]  (Local) -> (LOCAL)[5]MontesSicario: a
[2020:10:28-14:40:40]  (Local) -> (LOCAL)[5]|GT|~IceWipe: me va a comprar la limo?
[2020:10:28-14:40:44]  (Global) -> |GT|~La_Loli~: gc a
[2020:10:28-14:40:46]  (Local) -> (LOCAL)[5][S-KILL]JUAN-AA: salgan pss
[2020:10:28-14:40:46]  (Local) -> (LOCAL)[6]-|CTL|-ChayanPablo: care monda
[2020:10:28-14:40:48]  (Local) -> (LOCAL)[5]MontesSicario: ice wipe
[2020:10:28-14:40:49]  (Local) -> (LOCAL)[6]-|CTL|-ChayanPablo: PERRO HP
[2020:10:28-14:40:50]  (Local) -> (LOCAL)[6][S-KILL]JUAN-AA: que soy manco
[2020:10:28-14:40:51]  (Local) -> (LOCAL)[6]MontesSicario: porque me haces esto :c
[2020:10:28-14:40:55]  (Local) -> (LOCAL)[6]-|CTL|-ChayanPablo: TU MAMA
[2020:10:28-14:40:56]  (Global) -> |GT|~La_Loli~: se vende limo
[2020:10:28-14:40:56]  (Local) -> (LOCAL)[6]|GT|~IceWipe: esto que?
[2020:10:28-14:41:04]  (Global) -> [S-KILL]JUAN-AA: sound
[2020:10:28-14:41:07]  (Local) -> (LOCAL)[2]MontesSicario: jaajaj
[2020:10:28-14:41:07]  (Local) -> (LOCAL)[1][GT]CARDING: quitese el chaleco que me hace sentir pobre
[2020:10:28-14:41:08]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: suba
[2020:10:28-14:41:10]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: no entiendo nada
[2020:10:28-14:41:12]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: yo manejo este bb
[2020:10:28-14:41:12]  (Global) -> [Z]KawaiiiSiracusaaa: maldito seas usuario q dejo el avión en el punto de paga
[2020:10:28-14:41:13]  (Local) -> (LOCAL)[3]|GT|~IceWipe: yo menos
[2020:10:28-14:41:18]  (Local) -> (LOCAL)[1][GT]CARDING: vamos en el banshe
[2020:10:28-14:41:21]  (Local) -> (LOCAL)[2]|GT|~IceWipe: vamos a darles plomo
[2020:10:28-14:41:21]  (Local) -> (LOCAL)[2][S-KILL]JUAN-AA: naaaa
[2020:10:28-14:41:24]  (Global) -> -|CTL|-ChayanPablo: CARE VG
[2020:10:28-14:41:24]  (Local) -> (LOCAL)[3][S-KILL]JUAN-AA: salga
[2020:10:28-14:41:26]  (Global) -> -|CTL|-ChayanPablo: QUE ES LA MONDA
[2020:10:28-14:41:27]  (Local) -> (LOCAL)[1][GT]CARDING: tengo ganas de comprarme uno
[2020:10:28-14:41:29]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: PERRO HP
[2020:10:28-14:41:31]  (Local) -> (LOCAL)[4]MontesSicario: con esta skin
[2020:10:28-14:41:31]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: GONORREA
[2020:10:28-14:41:31]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: Bueno?
[2020:10:28-14:41:31]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: wow que insulto
[2020:10:28-14:41:31]  (Local) -> (LOCAL)[4]|GT|~IceWipe: neas
[2020:10:28-14:41:33]  (Local) -> (LOCAL)[4]MontesSicario: le pevepeo
[2020:10:28-14:41:33]  (Local) -> (LOCAL)[1][GT]CARDING: voy a probar que tal
[2020:10:28-14:41:36]  (Local) -> (LOCAL)[4]MontesSicario: 1 pa 4
[2020:10:28-14:41:38]  (Local) -> (LOCAL)[4]MontesSicario: pa ya
[2020:10:28-14:41:39]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: yo manejo
[2020:10:28-14:41:40]  (Local) -> (LOCAL)[4]|GT|~IceWipe: me van a comprar la limo?
[2020:10:28-14:41:40]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: CHUPAME LA MONDA
[2020:10:28-14:41:43]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: no
[2020:10:28-14:41:45]  (Local) -> (LOCAL)[18]|2cb|pablitopai69: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2020:10:28-14:41:46]  (Local) -> (LOCAL)[5]|GT|~La_Loli~: quieren una limo
[2020:10:28-14:41:47]  (Local) -> (LOCAL)[5]MontesSicario: roblox player
[2020:10:28-14:41:48]  (Local) -> (LOCAL)[5]MontesSicario: papi
[2020:10:28-14:41:58]  (Local) -> (LOCAL)[6]MontesSicario: un gei turfer
[2020:10:28-14:42:04]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: ojo no lo estrelle
[2020:10:28-14:42:11]  (Local) -> (LOCAL)[5]|GT|~La_Loli~: montes es verdad q eres un gordo otaku
[2020:10:28-14:42:12]  (Local) -> (LOCAL)[1][GT]CARDING: cuanto corre
[2020:10:28-14:42:16]  (Local) -> (LOCAL)[5]|GT|~IceWipe: xd
[2020:10:28-14:42:19]  (Local) -> (LOCAL)[5]MontesSicario: No me hables maricon
[2020:10:28-14:42:20]  (Local) -> (LOCAL)[5]GT|Andres: si es
[2020:10:28-14:42:21]  (Local) -> (LOCAL)[5]|GT|~La_Loli~: ?
[2020:10:28-14:42:23]  (Local) -> (LOCAL)[5]|GT|~IceWipe: XDD
[2020:10:28-14:42:26]  (Local) -> (LOCAL)[5]GT|Andres: si es
[2020:10:28-14:42:31]  (Local) -> (LOCAL)[4]|GT|~La_Loli~: si es
[2020:10:28-14:42:33]  (Local) -> (LOCAL)[4]GT|Andres: diabetico hijueputa
[2020:10:28-14:42:43]  (Global) -> GT|Mr.Nea|69: no se
[2020:10:28-14:42:48]  (Global) -> GT|Mr.Nea|69: SZS
[2020:10:28-14:42:52]  (Local) -> (LOCAL)[2][GT]CARDING: fumando
[2020:10:28-14:43:05]  (Global) -> GT|Mr.Nea|69: venga le estalamos la moto
[2020:10:28-14:43:15]  (Global) -> [PEPES]Lil.Dream: estallela ps
[2020:10:28-14:43:22]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: que paso
[2020:10:28-14:43:23]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: que paso
[2020:10:28-14:43:40]  (Local) -> (LOCAL)[1][GT]CARDING: yo manejo
[2020:10:28-14:43:48]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: estoy tanqueando
[2020:10:28-14:43:51]  (Local) -> (LOCAL)[1][GT]CARDING: aa
[2020:10:28-14:43:52]  (Local) -> (LOCAL)[1][GT]CARDING: XD
[2020:10:28-14:43:59]  (Local) -> (LOCAL)[4]|GT|~La_Loli~: prestemela
[2020:10:28-14:43:59]  (Global) -> |MZ|MauricioCa07: oigan como se cuial es el destino en piuloto
[2020:10:28-14:43:59]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: manquitos saln pss
[2020:10:28-14:44:03]  (Local) -> (LOCAL)[4]|GT|~IceWipe: salga
[2020:10:28-14:44:08]  (Global) -> [EVG]RicardoJorge: Te sale un avión en otra ciudad
[2020:10:28-14:44:09]  (Local) -> (LOCAL)[1][GT]CARDING: role el plon
[2020:10:28-14:44:19]  (Local) -> (LOCAL)[2][GT]CARDING: rotelo
[2020:10:28-14:44:23]  (Local) -> (LOCAL)[2][GT]CARDING: pase la patA
[2020:10:28-14:44:26]  (Local) -> (LOCAL)[2][PEPES]Lil.Dream: no quiero
[2020:10:28-14:44:27]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: manquito
[2020:10:28-14:44:32]  (Local) -> (LOCAL)[2][PEPES]Lil.Dream: solo mia
[2020:10:28-14:44:38]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: EY
[2020:10:28-14:44:39]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: PERRA
[2020:10:28-14:44:41]  (Local) -> (LOCAL)[3]|GT|~IceWipe: manquito dioce
[2020:10:28-14:44:43]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: COMO SE PONE EL SHADER
[2020:10:28-14:44:43]  (Local) -> (LOCAL)[4]|GT|~La_Loli~: si madre
[2020:10:28-14:44:45]  (Local) -> (LOCAL)[4]|GT|~IceWipe: y sale de zona segura
[2020:10:28-14:44:47]  (Global) -> [GT]CARDING: QUIEN VENDE BULLET O TURISMO
[2020:10:28-14:44:50]  (Local) -> (LOCAL)[4]|GT|~La_Loli~: no se
[2020:10:28-14:44:51]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: QUE NO ME SALE PARA APLICAR
[2020:10:28-14:44:56]  (Local) -> (LOCAL)[4]|GT|~IceWipe: sale de zona segura dando bala de una
[2020:10:28-14:45:01]  (Local) -> (LOCAL)[2]GT|Mr.Nea|69: subaaa
[2020:10:28-14:45:03]  (Global) -> |2cb|pablitopai69: ahi un polocho en turf
[2020:10:28-14:45:20]  (Phone:SMS) -> From MrTommy_37 | To: JuanLeal | Message: Leal, busqueme donde los buseteros
[2020:10:28-14:45:30]  (Global) -> [PEPES]Lil.Dream: policia en turf
[2020:10:28-14:45:31]  (Global) -> [PEPES]Lil.Dream: policia en turf
[2020:10:28-14:45:36]  (Global) -> |2cb|pablitopai69: policia en turf
[2020:10:28-14:45:40]  (Local) -> (LOCAL)[5]|GT|~IceWipe: vealo
[2020:10:28-14:45:42]  (Global) -> |2cb|pablitopai69: ve lil
[2020:10:28-14:45:45]  (Global) -> [PEPES]Lil.Dream: a
[2020:10:28-14:45:47]  (Global) -> |2cb|pablitopai69: quitese ese pepes q da pena
[2020:10:28-14:45:53]  (Global) -> [PEPES]Lil.Dream: solo pepes
[2020:10:28-14:45:57]  (Global) -> |2cb|pablitopai69: XDDDDDDDD
[2020:10:28-14:45:58]  (Global) -> [Z]KawaiiiSiracusaaa: solo pepes
[2020:10:28-14:46:02]  (Global) -> [S-KILL]JUAN-AA: que paso ice , loli??
[2020:10:28-14:46:05]  (Global) -> [GT]CARDING: QUIEN VENDE BULLET O TURISMO
[2020:10:28-14:46:06]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: Bueno
[2020:10:28-14:46:06]  (Global) -> [PEPES]Lil.Dream: pepes intimidan a zets
[2020:10:28-14:46:07]  (Global) -> |2cb|pablitopai69: pepes era la gang q yo habia creado
[2020:10:28-14:46:08]  (Local) -> (LOCAL)[1][EVG]RicardoJorge: me aburrí
[2020:10:28-14:46:13]  (Local) -> (LOCAL)[5]|GT|~La_Loli~: no se meta a zona
[2020:10:28-14:46:14]  (Local) -> (LOCAL)[5]|GT|~IceWipe: suba amor
[2020:10:28-14:46:15]  (Global) -> [PEPES]Lil.Dream: si yo se
[2020:10:28-14:46:15]  (Global) -> [Z]KawaiiiSiracusaaa: q miedo me dan los pepes
[2020:10:28-14:46:16]  (Global) -> [S-KILL]JUAN-AA: ok ya sabemos
[2020:10:28-14:46:25]  (Global) -> GT|Mr.Nea|69: gc loli dejalos que al igual no valen la pena venia  a parchar 
[2020:10:28-14:46:25]  (Local) -> (LOCAL)[5]MontesSicario: ni los quiero matar XD
[2020:10:28-14:46:29]  (Local) -> (LOCAL)[4][S-KILL]JUAN-AA: ok salga pss
[2020:10:28-14:46:32]  (Local) -> (LOCAL)[5][S-KILL]JUAN-AA: nada de zona
[2020:10:28-14:46:32]  (Global) -> [Z]KawaiiiSiracusaaa: XD
[2020:10:28-14:46:33]  (Local) -> (LOCAL)[5]|GT|~La_Loli~: jajajajajaaa
[2020:10:28-14:46:35]  (Global) -> |2cb|pablitopai69: xd
[2020:10:28-14:46:35]  (Global) -> [Z]Lil.Dream: a
[2020:10:28-14:46:37]  (Global) -> |GT|~La_Loli~: jajajajajaaa
[2020:10:28-14:46:39]  (Global) -> [Z]KawaiiiSiracusaaa: q tonto
[2020:10:28-14:46:40]  (Global) -> [GT]CARDING: QUIEN VENDE BULLET O TURISMO
[2020:10:28-14:46:48]  (Local) -> (LOCAL)[5][S-KILL]JUAN-AA: muy gays
[2020:10:28-14:46:50]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: publicalo en el cvr
[2020:10:28-14:46:55]  (Local) -> (LOCAL)[1]GT|Mr.Nea|69: a ver quien te vende
[2020:10:28-14:46:59]  (Global) -> [Z]KawaiiiSiracusaaa: Carding revisa en el dc del sv en mercado
[2020:10:28-14:47:13]  (Global) -> [GT]CARDING: gracias kawai
[2020:10:28-14:47:18]  (Local) -> (LOCAL)[3]|GT|~IceWipe: otro
[2020:10:28-14:47:20]  (Global) -> [GT]CARDING: se le quiere zetas
[2020:10:28-14:47:25]  (Local) -> (LOCAL)[3]|GT|~IceWipe: uno que parpadee bastante
[2020:10:28-14:47:26]  (Global) -> [Z]KawaiiiSiracusaaa: <3
[2020:10:28-14:47:44]  (Global) -> GT|Mr.Nea|Z-ardidos: XDDD
[2020:10:28-14:47:47]  (Local) -> (LOCAL)[1][GT]CARDING: XD
[2020:10:28-14:47:47]  (Global) -> [EVG]RicardoJorge: a
[2020:10:28-14:47:53]  (Local) -> (LOCAL)[2]|GT|~IceWipe: ese
[2020:10:28-14:47:56]  (Global) -> GT|Mr.Nea|Z-ardidos: XDDDDDDDDDD
[2020:10:28-14:47:59]  (Global) -> [Z]Lil.Dream: zetas ardidos porque estamos onfire bb
[2020:10:28-14:48:00]  (Local) -> (LOCAL)[1]GT|Mr.Nea|Z-ardidos: para
[2020:10:28-14:48:06]  (Local) -> (LOCAL)[2]|GT|~IceWipe: vamos asi
[2020:10:28-14:48:07]  (Local) -> (LOCAL)[1][GT]CARDING: voy a ver el mercado
[2020:10:28-14:48:08]  (Local) -> (LOCAL)[2]|GT|~IceWipe: a venderla
[2020:10:28-14:48:12]  (Local) -> (LOCAL)[1]GT|Mr.Nea|Z-ardidos: espera
[2020:10:28-14:48:15]  (Local) -> (LOCAL)[1]GT|Mr.Nea|Z-ardidos: voy por plata
[2020:10:28-14:48:15]  (Global) -> [Z]KawaiiiSiracusaaa: bno pero qn le pre
[2020:10:28-14:48:18]  (Local) -> (LOCAL)[1][GT]CARDING: ok
[2020:10:28-14:48:21]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: EY PERROS
[2020:10:28-14:48:25]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: cules de faltones
[2020:10:28-14:48:26]  (Local) -> (LOCAL)[1][GT]CARDING: vamos
[2020:10:28-14:48:27]  (Local) -> (LOCAL)[3]|GT|~IceWipe: si la compra le digo como shadear
[2020:10:28-14:48:33]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: joa mani
[2020:10:28-14:48:35]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: solo dime mk
[2020:10:28-14:48:38]  (Local) -> (LOCAL)[3]|GT|~IceWipe: na
[2020:10:28-14:48:39]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: no me sale para aplicar
[2020:10:28-14:48:43]  (Global) -> |2cb|pablitopai69: claro
[2020:10:28-14:48:54]  (Local) -> (LOCAL)[3]-|CTL|-ChayanPablo: lo configuro pero no me deja aplicar
[2020:10:28-14:49:00]  (Local) -> (LOCAL)[2]GT|Mr.Nea|Z-ardidos: es gt
[2020:10:28-14:49:00]  (Local) -> (LOCAL)[1]MontesSicario: juan me quieres
[2020:10:28-14:49:02]  (Local) -> (LOCAL)[3]|GT|~IceWipe: por no comprarla
[2020:10:28-14:49:06]  (Local) -> (LOCAL)[0][GT]CARDING: empeso a disparar
[2020:10:28-14:49:07]  (Local) -> (LOCAL)[1]GT|Mr.Nea|Z-ardidos: jaime e gt
[2020:10:28-14:49:10]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: no tengo papiiiiiiiiiiiiiiii
[2020:10:28-14:49:13]  (Global) -> |2cb|pablitopai69: ey cuando se conecta bala ,un hpta me daño el hotring race
[2020:10:28-14:49:17]  (Local) -> (LOCAL)[2][GT]CARDING: empeso a disparar
[2020:10:28-14:49:25]  (Local) -> (LOCAL)[2][GT]CARDING: XV
[2020:10:28-14:49:26]  (Global) -> [S-KILL]JUAN-AA: llorelo
[2020:10:28-14:49:30]  (Local) -> (LOCAL)[2]GT|Mr.Nea|Z-ardidos: vamos
[2020:10:28-14:49:30]  (Local) -> (LOCAL)[1]MontesSicario: /ponerskin 147
[2020:10:28-14:49:30]  (Global) -> JAIME123: SOY GT
[2020:10:28-14:49:31]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: cule prrri
[2020:10:28-14:49:32]  (Global) -> GT|FranciscoBY: fui yo
[2020:10:28-14:49:34]  (Global) -> GT|FranciscoBY: fui yo
[2020:10:28-14:49:34]  (Local) -> (LOCAL)[1]MontesSicario: juan me quieres
[2020:10:28-14:49:35]  (Local) -> (LOCAL)[4]-|CTL|-ChayanPablo: falton
[2020:10:28-14:49:36]  (Global) -> [GT]CARDING: juan aa amor como estas perro
[2020:10:28-14:49:40]  (Local) -> (LOCAL)[1]MontesSicario: juan me quieres
[2020:10:28-14:49:44]  (Local) -> (LOCAL)[1][S-KILL]JUAN-AA: si bb
[2020:10:28-14:49:44]  (Global) -> [GT]CARDING: cuando nos vamos a volver a matar
[2020:10:28-14:49:46]  (Local) -> (LOCAL)[3]|GT|~La_Loli~: mire
[2020:10:28-14:49:48]  (Local) -> (LOCAL)[3]GT|Mr.Nea|Z-ardidos: vamoss
[2020:10:28-14:49:48]  (Local) -> (LOCAL)[3]|GT|~IceWipe: chimba
