This file was generated by Console at 2021:01:11-00:00:00



[2021:01:11-00:00:00]  (Local) -> (LOCAL)[1]Royal2cb: pere
[2021:01:11-05:07:16]  (Local) -> (LOCAL)[5]2cb_Paula:3: ajJJAJJAJA
[2021:01:11-05:07:16]  (Global) -> #7F7F7F|ADM|#FF8C00FurryTrash: Yo veré juasjuas
[2021:01:11-05:07:17]  (Global) -> 2cb.CapoGod: full m4
[2021:01:11-05:07:18]  (Local) -> (LOCAL)[4][POPPER]: TE DOY 3 PALOS
[2021:01:11-05:07:18]  (Global) -> KevinM: espere veo en el mapa
[2021:01:11-05:07:18]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Berna: Furry?
[2021:01:11-05:07:19]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#0064FFLopez: aaaa no puedo bro
[2021:01:11-05:07:19]  (Local) -> (LOCAL)[5]|CAPU|~mauricio~: si pa
[2021:01:11-05:07:20]  (Local) -> (LOCAL)[1]AleBa21:v: creo que en el mapa hay algo
[2021:01:11-05:07:20]  (Local) -> (LOCAL)[5]$$$PIMP$$$: s
[2021:01:11-05:07:20]  (Global) -> *2cb*ELCOSTE(toloteli):  te quiero
[2021:01:11-05:07:20]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Berna: Mira
[2021:01:11-05:07:21]  (Global) -> Walter: xdddddd
[2021:01:11-05:07:22]  (Local) -> (LOCAL)[2]Groow: soy dios
[2021:01:11-05:07:22]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#0064FFLopez: no bro
[2021:01:11-05:07:23]  (Local) -> (LOCAL)[7]BocatoPa: sisas?
[2021:01:11-05:07:23]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00FurryTrash: No me aclares nada, no me importa
[2021:01:11-05:07:24]  (Global) -> Walter:  
[2021:01:11-05:07:25]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Berna: Spectea a algun 2cb
[2021:01:11-05:07:27]  (Local) -> (LOCAL)[4]KawaiiGirlsG: chao
[2021:01:11-05:07:27]  (Local) -> (LOCAL)[5]2cBPrexto: XDDD
[2021:01:11-05:07:31]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo: pa q la necesita
[2021:01:11-05:07:33]  (Local) -> (LOCAL)[1]Dominio: OEEEEEEE
[2021:01:11-05:07:38]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: esa moto solo la pueden tener 3 personas
[2021:01:11-05:07:39]  (Local) -> (LOCAL)[1]Avalencia: a
[2021:01:11-05:07:39]  (Local) -> (LOCAL)[3][AK][Perico]: NOOOOOOOOO
[2021:01:11-05:07:40]  (Global) -> Walter: si ve pq lo mato
[2021:01:11-05:07:40]  (Global) -> #7F7F7F|ADM|#0064FFLopez: ey
[2021:01:11-05:07:42]  (Local) -> (LOCAL)[1]Dominio: Lo amo
[2021:01:11-05:07:42]  (Local) -> (LOCAL)[3]BocatoPa: pa tombear
[2021:01:11-05:07:42]  (Global) -> Walter: malparido
[2021:01:11-05:07:43]  (Global) -> FRESITA: gracias mor
[2021:01:11-05:07:43]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: Fabius, semd y yo
[2021:01:11-05:07:44]  (Local) -> (LOCAL)[3][AK][Perico]: UNASENOS
[2021:01:11-05:07:45]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00KevinOcampo: XD
[2021:01:11-05:07:46]  (Local) -> (LOCAL)[5]$$$PIMP$$$: walter se pone mamonc cole
[2021:01:11-05:07:48]  (Local) -> (LOCAL)[3]Ak-JuanPablo: a q
[2021:01:11-05:07:48]  (Local) -> (LOCAL)[3]BocatoPa: ay
[2021:01:11-05:07:48]  (Local) -> (LOCAL)[3][AK][Perico]: FRANCO
[2021:01:11-05:07:50]  (Team - Criminals) -> (TEAM)BocatoPa:  
[2021:01:11-05:07:53]  (Team - Criminals) -> (TEAM)CaceresParaco: jajajja
[2021:01:11-05:07:54]  (Global) -> 2cb,francovilla,pato: SI
[2021:01:11-05:07:55]  (Local) -> (LOCAL)[4]BocatoPa: y por eso mismo
[2021:01:11-05:07:55]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Berna: cucho
[2021:01:11-05:07:58]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00KevinOcampo: eso mismo
[2021:01:11-05:07:58]  (Global) -> [AK][Perico]: A MATAR OMBOS
[2021:01:11-05:07:59]  (Local) -> (LOCAL)[5]2cbChicoGel: uy si walter sapo hp
[2021:01:11-05:08:01]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00KevinOcampo: por eos
[2021:01:11-05:08:01]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Berna: pero es que veanos
[2021:01:11-05:08:03]  (Local) -> (LOCAL)[4]BocatoPa: casi nadie la tiene
[2021:01:11-05:08:03]  (Local) -> (LOCAL)[5]2cb_Paula:3: yo quiero entrar xd
[2021:01:11-05:08:04]  (Global) -> CaceresParaco: porque no te llevaron
[2021:01:11-05:08:04]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00KevinOcampo: se pone mero probloem
[2021:01:11-05:08:07]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#00FFFFFurryTrash: jpta justo JuJo me invita a TF2
[2021:01:11-05:08:08]  (Local) -> (LOCAL)[5]BocatoPa: y pa tombear
[2021:01:11-05:08:08]  (Local) -> (LOCAL)[5]2cb_Paula:3: si
[2021:01:11-05:08:08]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00KevinOcampo: eso da mero beneficio
[2021:01:11-05:08:10]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Berna: mire que estamos un grupo alla lejos parchaos
[2021:01:11-05:08:10]  (Local) -> (LOCAL)[7]|CAPU|~mauricio~: hey kevin pongame ppp de kr
[2021:01:11-05:08:11]  (Team - Emergency) -> (TEAM)#7F7F7F|ADM|#00FFFFFurryTrash: Dime a Discord o no sé
[2021:01:11-05:08:11]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00KevinOcampo: si pilla
[2021:01:11-05:08:12]  (Local) -> (LOCAL)[3]2cb,francovilla,pato: OE
[2021:01:11-05:08:14]  (Local) -> (LOCAL)[6]2cb_Paula:3: weno
[2021:01:11-05:08:14]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: fabius es por el
[2021:01:11-05:08:15]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF5C002cb'tussy: paula
[2021:01:11-05:08:16]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: roleo y eso
[2021:01:11-05:08:18]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF00002cb'DJ_Nico: oe
[2021:01:11-05:08:20]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: semd no se
[2021:01:11-05:08:20]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#FF5C002cb'tussy: prexto no puede meter gente al grupo por si acaso
[2021:01:11-05:08:21]  (Local) -> (LOCAL)[3]2cb,francovilla,pato: ESTE EL EL DUEÑO
[2021:01:11-05:08:21]  (Local) -> (LOCAL)[3][AK][Perico]: A
[2021:01:11-05:08:23]  (Local) -> (LOCAL)[6]|CAPU|~mauricio~: hey kevin pongame ppp de kr
[2021:01:11-05:08:25]  ([Msg] de #FF00802cBPrexto para 2cb_Paula:3: 3202680708) -> nil
[2021:01:11-05:08:25]  (Local) -> (LOCAL)[7]2cb.CapoGod: paula
[2021:01:11-05:08:25]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00KevinOcampo: y yo pq fui el primero en tenerla
[2021:01:11-05:08:27]  (Local) -> (LOCAL)[3]Ak-JuanPablo: de q
[2021:01:11-05:08:28]  (Local) -> (LOCAL)[3][AK][Perico]: ??
[2021:01:11-05:08:28]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00KevinOcampo: voy mauricio
[2021:01:11-05:08:30]  (Local) -> (LOCAL)[7]$$$PIMP$$$: eso quiere decir que es pa otra cosa
[2021:01:11-05:08:30]  (Local) -> (LOCAL)[7]2cb_Paula:3: a
[2021:01:11-05:08:31]  (Local) -> (LOCAL)[2]Groow: xD
[2021:01:11-05:08:31]  (Local) -> (LOCAL)[5]Ak-JuanPablo: yo soy sub lider de ak
[2021:01:11-05:08:32]  (Local) -> (LOCAL)[8]2cb_Paula:3: JAJAJA
[2021:01:11-05:08:33]  (Local) -> (LOCAL)[8]2cb.CapoGod: paseme el whatssap vea que es para un proyecto
[2021:01:11-05:08:33]  (Local) -> (LOCAL)[3]Ak-JuanPablo: q necesita
[2021:01:11-05:08:34]  (Global) -> 2cb,francovilla,pato: DE GANG
[2021:01:11-05:08:34]  (Local) -> (LOCAL)[8]2cb.CapoGod: se llama
[2021:01:11-05:08:35]  (Local) -> (LOCAL)[8]$$$PIMP$$$: ojo
[2021:01:11-05:08:36]  (Local) -> (LOCAL)[7]BocatoPa: ash
[2021:01:11-05:08:36]  (Local) -> (LOCAL)[8]$$$PIMP$$$: ojo
[2021:01:11-05:08:37]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: sapo tusy
[2021:01:11-05:08:37]  (Local) -> (LOCAL)[8]2cb.CapoGod: buscando el amor de mi vida
[2021:01:11-05:08:39]  (Local) -> (LOCAL)[6]|CAPU|~mauricio~: grande
[2021:01:11-05:08:39]  (Global) -> CaceresParaco: HAHAHAHHA
[2021:01:11-05:08:41]  (Local) -> (LOCAL)[2][AK][Perico]: YO REECLUTER
[2021:01:11-05:08:46]  (Local) -> (LOCAL)[8]Walter: silencio prexto
[2021:01:11-05:08:46]  (Local) -> (LOCAL)[7]BocatoPa: mero demalas yo
[2021:01:11-05:08:46]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: no diga que soy suyo que eso suena homosexual
[2021:01:11-05:08:47]  (Local) -> (LOCAL)[8]2cb_Paula:3: jajajja mmm
[2021:01:11-05:08:47]  (Local) -> (LOCAL)[8]$$$PIMP$$$: JAJAJAJAJAJAJAJA
[2021:01:11-05:08:49]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: si nea
[2021:01:11-05:08:51]  (Local) -> (LOCAL)[1]AleBa21:v: sigue igual
[2021:01:11-05:08:51]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: si pudiera
[2021:01:11-05:08:52]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00Berna: jasdjas
[2021:01:11-05:08:52]  (Local) -> (LOCAL)[2]2cb,francovilla,pato: AAA QUIEN ES
[2021:01:11-05:08:53]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: XDDDDDDDDDDDDD
[2021:01:11-05:08:54]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: hasta depronto
[2021:01:11-05:08:55]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: que va hacer voy a chamebar
[2021:01:11-05:08:55]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: sono mal
[2021:01:11-05:08:56]  (Local) -> (LOCAL)[2]Ak-JuanPablo: g8
[2021:01:11-05:08:57]  (Local) -> (LOCAL)[1]Groow: ustedes no son team?
[2021:01:11-05:08:57]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00KevinOcampo: pero ps
[2021:01:11-05:08:59]  (Local) -> (LOCAL)[8]2cb_Paula:3: y ahora a quien le creo?xd
[2021:01:11-05:09:00]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C002cb'tussy: pero me saco la rabia ese saop
[2021:01:11-05:09:01]  (Local) -> (LOCAL)[8]Walter: quien es el marica que esta hablando
[2021:01:11-05:09:02]  (Team - Criminals) -> (TEAM)CaceresParaco: no jajajajaja
[2021:01:11-05:09:02]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: el esmio yo vere que hago con el
[2021:01:11-05:09:02]  (Local) -> (LOCAL)[2][AK][Perico]: G8
[2021:01:11-05:09:03]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: Bala me confia esos rares
[2021:01:11-05:09:03]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: me quede sin lulas
[2021:01:11-05:09:04]  (Local) -> (LOCAL)[2]2cb,francovilla,pato: AAA
[2021:01:11-05:09:05]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: mero homosexual
[2021:01:11-05:09:05]  (Local) -> (LOCAL)[8]Walter: costeñor tenia que ser
[2021:01:11-05:09:06]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: JJJJJJJJJJJ
[2021:01:11-05:09:07]  (Local) -> (LOCAL)[8]Willow'2cb: q tal mi carro
[2021:01:11-05:09:09]  (Local) -> (LOCAL)[2][AK][Perico]: BUENOOOOP
[2021:01:11-05:09:09]  (Local) -> (LOCAL)[1]Groow: jajjajaaj
[2021:01:11-05:09:09]  ([Msg] de #FF00802cBPrexto para 2cb_Paula:3: 3202680708) -> nil
[2021:01:11-05:09:10]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C002cb'tussy: q caj
[2021:01:11-05:09:11]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C002cb'tussy: a
[2021:01:11-05:09:12]  (Local) -> (LOCAL)[2][AK][Perico]: FUIMONS
[2021:01:11-05:09:13]  (Local) -> (LOCAL)[1]AleBa21:v: f
[2021:01:11-05:09:13]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: gay de mierda
[2021:01:11-05:09:14]  (Local) -> (LOCAL)[2]Groow: mucho bobo
[2021:01:11-05:09:14]  (Global) -> KevinM: oe me enseña
[2021:01:11-05:09:14]  (Global) -> Sayayin,JulianLT10: el lo merecia
[2021:01:11-05:09:16]  (Local) -> (LOCAL)[8]Walter: ahora un paisa
[2021:01:11-05:09:17]  (Global) -> ZETA-bledcov: ok
[2021:01:11-05:09:18]  (Local) -> (LOCAL)[8]Willow'2cb: esta melo no ?
[2021:01:11-05:09:18]  (Local) -> (LOCAL)[8]Walter: care verga
[2021:01:11-05:09:18]  (Local) -> (LOCAL)[8]2cb_Paula:3: ?
[2021:01:11-05:09:19]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C002cb'tussy: ud es mio
[2021:01:11-05:09:21]  (Global) -> CaceresParaco: musica chimba dejame montar
[2021:01:11-05:09:22]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C002cb'tussy: yo vere lo q hago con ud
[2021:01:11-05:09:23]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: EL me culea y ati no
[2021:01:11-05:09:24]  (Local) -> (LOCAL)[6]Sayayin,JulianLT10: bb
[2021:01:11-05:09:24]  (Global) -> #7F7F7F|DJ|#FF00002cb'DJ_Nico: buenan  sayayin me salvo  del jail
[2021:01:11-05:09:25]  (Local) -> (LOCAL)[6]BocatoPa: paila toncs ?
[2021:01:11-05:09:27]  (Local) -> (LOCAL)[1]Groow: nop
[2021:01:11-05:09:29]  (Global) -> #7F7F7F|DJ|#FF00002cb'DJ_Nico: xdd
[2021:01:11-05:09:30]  (Local) -> (LOCAL)[8]Walter: jsajsa
[2021:01:11-05:09:30]  (Local) -> (LOCAL)[7]|CAPU|~mauricio~: que rico
[2021:01:11-05:09:31]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: ppp
[2021:01:11-05:09:31]  (Local) -> (LOCAL)[7]Sayayin,JulianLT10: sueltame
[2021:01:11-05:09:32]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: a que va hacer donde lo llevo
[2021:01:11-05:09:32]  (Local) -> (LOCAL)[7]|CAPU|~mauricio~: ese play
[2021:01:11-05:09:34]  (Local) -> (LOCAL)[8]2cb.CapoGod: paula todos mienten
[2021:01:11-05:09:37]  (Local) -> (LOCAL)[8]2cb.CapoGod: vente conmigo
[2021:01:11-05:09:37]  (Global) -> CaceresParaco: sapa perra :(
[2021:01:11-05:09:39]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00Berna: Es
[2021:01:11-05:09:39]  (Local) -> (LOCAL)[8]2cb.CapoGod: yo te cuido
[2021:01:11-05:09:41]  (Local) -> (LOCAL)[8]2cb_Paula:3: jajasjj si ya se{
[2021:01:11-05:09:46]  (Local) -> (LOCAL)[8]2cb.CapoGod: mira
[2021:01:11-05:09:48]  (Local) -> (LOCAL)[8]2cb_Paula:3: jum
[2021:01:11-05:09:50]  (Local) -> (LOCAL)[8]2cb.CapoGod: y te demuestro
[2021:01:11-05:09:53]  (Local) -> (LOCAL)[2]KawaiiGirlsG: linda la bebe
[2021:01:11-05:09:53]  (Local) -> (LOCAL)[8]2cb.CapoGod: que te puedo cuidarr
[2021:01:11-05:09:53]  (Local) -> (LOCAL)[1]AleBa21:v: no se pa , no se que hacer xd
[2021:01:11-05:09:55]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo: oe
[2021:01:11-05:09:55]  (Local) -> (LOCAL)[8]2cb.CapoGod: go pvp prexto
[2021:01:11-05:09:56]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo: kawai
[2021:01:11-05:09:57]  (Local) -> (LOCAL)[6]Ak-JuanPablo: y popper
[2021:01:11-05:09:57]  (Local) -> (LOCAL)[8]2cb_Paula:3: c nota
[2021:01:11-05:09:59]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo: donde anda lopez
[2021:01:11-05:10:03]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: este mi barrio
[2021:01:11-05:10:06]  (Local) -> (LOCAL)[1]KawaiiGirlsG: Esta cogiendo chirretes
[2021:01:11-05:10:07]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: de los sayas
[2021:01:11-05:10:08]  (Local) -> (LOCAL)[4][AK][Perico]: YA VA A SALIR
[2021:01:11-05:10:10]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: andan en dc?
[2021:01:11-05:10:11]  (Local) -> (LOCAL)[9]2cb.CapoGod: con la mascara no
[2021:01:11-05:10:11]  (Local) -> (LOCAL)[1]KawaiiGirlsG: entre a llamada auc
[2021:01:11-05:10:11]  (Local) -> (LOCAL)[9]Walter: paula tiene pipi
[2021:01:11-05:10:14]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: breve
[2021:01:11-05:10:17]  (Local) -> (LOCAL)[9]2cb.CapoGod: el q no come de todo
[2021:01:11-05:10:19]  (Global) -> #7F7F7F|DJ|#FF00002cb'DJ_Nico: megu te evadi xd
[2021:01:11-05:10:22]  (Local) -> (LOCAL)[9]2cb_Paula:3: ja
[2021:01:11-05:10:22]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: a ella le gusta porque estoy pp
[2021:01:11-05:10:23]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: quienes andan
[2021:01:11-05:10:24]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: p
[2021:01:11-05:10:24]  (Local) -> (LOCAL)[9]2cb.CapoGod: vamos a mirar
[2021:01:11-05:10:25]  (Local) -> (LOCAL)[9]Willow'2cb: meros caroos nea
[2021:01:11-05:10:26]  (Local) -> (LOCAL)[9]2cb.CapoGod: si es verdad pues
[2021:01:11-05:10:28]  (Local) -> (LOCAL)[1][POPPER]: HPT Y DEJEMEN MORIRI
[2021:01:11-05:10:28]  (Local) -> (LOCAL)[9]Walter: muestre el chimbo
[2021:01:11-05:10:29]  (Local) -> (LOCAL)[1]KawaiiGirlsG: lopez felipe y yo
[2021:01:11-05:10:32]  (Local) -> (LOCAL)[8]Willow'2cb: peror pose apra la foto
[2021:01:11-05:10:33]  (Local) -> (LOCAL)[8]2cb.CapoGod: walter
[2021:01:11-05:10:34]  (Local) -> (LOCAL)[8]2cbChicoGel: claro pa
[2021:01:11-05:10:34]  (Local) -> (LOCAL)[8]2cb.CapoGod: si es gei
[2021:01:11-05:10:36]  (Local) -> (LOCAL)[8]2cb_Paula:3: jum
[2021:01:11-05:10:36]  (Local) -> (LOCAL)[8]Walter: a
[2021:01:11-05:10:36]  (Local) -> (LOCAL)[8]2cb.CapoGod: la puta madre
[2021:01:11-05:10:37]  (Local) -> (LOCAL)[8]Walter: sjasjasja
[2021:01:11-05:10:39]  (Local) -> (LOCAL)[8]2cb.CapoGod: JAJJAJJJAJAA
[2021:01:11-05:10:40]  (Local) -> (LOCAL)[8]2cbChicoGel: pere
[2021:01:11-05:10:41]  (Local) -> (LOCAL)[1]KawaiiGirlsG: Tengo mera bebe
[2021:01:11-05:10:43]  (Local) -> (LOCAL)[9]2cb.CapoGod: ESE WALTER
[2021:01:11-05:10:44]  (Local) -> (LOCAL)[9]2cbChicoGel: aaaa
[2021:01:11-05:10:44]  (Local) -> (LOCAL)[1]KawaiiGirlsG: quiere verla
[2021:01:11-05:10:45]  (Local) -> (LOCAL)[9]2cb.CapoGod: SALIENDO DEL CLOSET
[2021:01:11-05:10:46]  (Local) -> (LOCAL)[9]Walter: si es mujer?
[2021:01:11-05:10:48]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: muestre
[2021:01:11-05:10:49]  (Local) -> (LOCAL)[9]2cb.CapoGod: SI ES MUJER
[2021:01:11-05:10:49]  (Local) -> (LOCAL)[9]Walter: no tiene pipi?
[2021:01:11-05:10:53]  (Local) -> (LOCAL)[9]Walter: a
[2021:01:11-05:10:54]  (Global) -> Sayayin,JulianLT10: MUCHACHOS NO SEAN CAMIONEROS ES UNA PORQUERIA
[2021:01:11-05:10:55]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: que temazooo
[2021:01:11-05:10:56]  (Local) -> (LOCAL)[9]Walter: perdon
[2021:01:11-05:10:56]  (Local) -> (LOCAL)[9]Willow'2cb: y gonorrea jajaj
[2021:01:11-05:10:56]  (Local) -> (LOCAL)[6]$$$PIMP$$$: :)
[2021:01:11-05:11:02]  (Local) -> (LOCAL)[9]2cbChicoGel: ash
[2021:01:11-05:11:03]  (Local) -> (LOCAL)[9]2cb.CapoGod: walter bien maricon
[2021:01:11-05:11:03]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00KevinOcampo: mera baby
[2021:01:11-05:11:03]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: esto que
[2021:01:11-05:11:04]  (Global) -> |CAPU|~mauricio~: aqui estamos
[2021:01:11-05:11:04]  (Local) -> (LOCAL)[1]KawaiiGirlsG: venga montela
[2021:01:11-05:11:06]  (Local) -> (LOCAL)[9]2cbChicoGel: piroos binds
[2021:01:11-05:11:07]  (Local) -> (LOCAL)[9]2cb.CapoGod: diciendo muestre chimbo
[2021:01:11-05:11:08]  (Local) -> (LOCAL)[9]2cb.CapoGod: tremendo
[2021:01:11-05:11:08]  (Local) -> (LOCAL)[9]2cbChicoGel: :v
[2021:01:11-05:11:10]  (Local) -> (LOCAL)[9]Walter: no se junte con costeños
[2021:01:11-05:11:11]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo: tXDDDDDDDDDD
[2021:01:11-05:11:12]  (Global) -> Sayayin,JulianLT10: DAÑARON LOS CAMNIONEROS 
[2021:01:11-05:11:12]  (Team - Criminals) -> (TEAM)krlos.garcia94: /inventory
[2021:01:11-05:11:15]  (Local) -> (LOCAL)[9]2cb.CapoGod: vaya y coma burra
[2021:01:11-05:11:15]  (Local) -> (LOCAL)[9]Walter: callese
[2021:01:11-05:11:15]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo: Q HP NBEBE
[2021:01:11-05:11:16]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: jasj
[2021:01:11-05:11:16]  (Local) -> (LOCAL)[9]2cb.CapoGod: mas bien
[2021:01:11-05:11:18]  (Global) -> #7F7F7F|ADM|#0064FF!#Megu: xdd
[2021:01:11-05:11:19]  (Local) -> (LOCAL)[9]Walter: sapo
[2021:01:11-05:11:19]  (Local) -> (LOCAL)[9]2cb.CapoGod: costeño hijueputa
[2021:01:11-05:11:20]  (Local) -> (LOCAL)[9]Willow'2cb: ya mk
[2021:01:11-05:11:22]  (Global) -> KawaiiGirlsG: Mera nabe
[2021:01:11-05:11:22]  (Local) -> (LOCAL)[9]2cbChicoGel: ya
[2021:01:11-05:11:23]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: se no te dieron no es mi culpa no tenían
[2021:01:11-05:11:25]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: la otra vez
[2021:01:11-05:11:25]  (Local) -> (LOCAL)[9]Willow'2cb: otra
[2021:01:11-05:11:27]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: me cogi a su mamá
[2021:01:11-05:11:30]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C002cb'tussy: sin querer
[2021:01:11-05:11:32]  (Global) -> [CDG]Pipa: COSCU
[2021:01:11-05:11:33]  (Global) -> KawaiiGirlsG: Esa la pongo pa los rappis
[2021:01:11-05:11:36]  (Local) -> (LOCAL)[9]2cbChicoGel: ya
[2021:01:11-05:11:36]  (Global) -> Sayayin'fumarrato: admin como se pone la alarma del carro
[2021:01:11-05:11:36]  (Local) -> (LOCAL)[9]2cb_Paula:3: JAJAJJAJA
[2021:01:11-05:11:37]  (Local) -> (LOCAL)[9]2cbChicoGel: xde
[2021:01:11-05:11:38]  (Global) -> Aguardiente: como hago para subirle masal volumen del chat mas del que deja el mti 
[2021:01:11-05:11:38]  (Local) -> (LOCAL)[9]2cb.CapoGod: telefono
[2021:01:11-05:11:39]  (Local) -> (LOCAL)[9]2cb_Paula:3: AJJAJAJAJ
[2021:01:11-05:11:40]  (Local) -> (LOCAL)[9]2cb.CapoGod: telefono
[2021:01:11-05:11:42]  (Local) -> (LOCAL)[9]Willow'2cb: yaaa
[2021:01:11-05:11:44]  (Local) -> (LOCAL)[9]2cb_Paula:3: AJJAJA
[2021:01:11-05:11:44]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo: Sayayin'fumarrato /lock
[2021:01:11-05:11:45]  (Local) -> (LOCAL)[9]2cbChicoGel: ya
[2021:01:11-05:11:54]  (Local) -> (LOCAL)[9]2cb_Paula:3: esq es desde portatil xd
[2021:01:11-05:11:58]  (Local) -> (LOCAL)[2]AleBa21:v: ni idea pa
[2021:01:11-05:11:59]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo: Aguardiente bajale al SFX en conmfiguraciones
[2021:01:11-05:12:01]  (Local) -> (LOCAL)[8]2cb_Paula:3: ajajja rotelo
[2021:01:11-05:12:01]  (Local) -> (LOCAL)[6]Ak-JuanPablo: lopez te doy lkas ya tu sabes
[2021:01:11-05:12:04]  (Local) -> (LOCAL)[2]Sayayin'fumarrato: vamos a patrullar
[2021:01:11-05:12:04]  (Global) -> ZETA-bledcov: que musica fea la de la radio cambielaaa
[2021:01:11-05:12:05]  (Local) -> (LOCAL)[2]Ak-JuanPablo: lopez
