This file was generated by Console at 2020:11:27-00:00:00



[2020:11:27-00:00:00]  (Global) -> 2cb'ViejoRichard: si
[2020:11:27-17:33:04]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: es mero tema
[2020:11:27-17:33:09]  (Local) -> (LOCAL)[3](Z)LOKILLO: oe
[2020:11:27-17:33:09]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: solo que es pesado pero es temaso
[2020:11:27-17:33:11]  (Global) -> COSTELAND-2cbDrStrange: 9 palos pa, negociablw
[2020:11:27-17:33:11]  (Local) -> (LOCAL)[3](Z)LOKILLO: para tras
[2020:11:27-17:33:12]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: esta fuerte el olorsito
[2020:11:27-17:33:15]  (Local) -> (LOCAL)[3](Z)LOKILLO: oe peremn auqi
[2020:11:27-17:33:16]  (Local) -> (LOCAL)[3](Z)LOKILLO: plis
[2020:11:27-17:33:17]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: yo fui a l ultimo concierto de ellos aqui en boogota
[2020:11:27-17:33:20]  (Local) -> (LOCAL)[3](Z)LOKILLO: voy a comrpar el carro
[2020:11:27-17:33:20]  (Global) -> chocomiiiiiiiiiilk: gracias
[2020:11:27-17:33:21]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: ufff
[2020:11:27-17:33:21]  (Global) -> [EVG]Fakita: MenteMaestra[5] ayude al 2cB'Mani_jkl que quiere un staff dice
[2020:11:27-17:33:23]  (Global) -> MZ-changua21: le doy 1
[2020:11:27-17:33:25]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: naa vamos
[2020:11:27-17:33:25]  (Global) -> [Doomer]Eneas: 20 lukas
[2020:11:27-17:33:26]  (Global) -> CAPU|PadreChucho: ke asen
[2020:11:27-17:33:28]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: q adrenalina tan hp
[2020:11:27-17:33:28]  (Local) -> (LOCAL)[3](Z)LOKILLO: vamos
[2020:11:27-17:33:30]  (Local) -> (LOCAL)[1][Zetas]_Hir0: pa
[2020:11:27-17:33:30]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: pero lo q pide no lo puedo hacer
[2020:11:27-17:33:31]  (Local) -> (LOCAL)[3](Z)LOKILLO: no
[2020:11:27-17:33:33]  (Local) -> (LOCAL)[3](Z)LOKILLO: para atras
[2020:11:27-17:33:34]  (Global) -> COSTELAND-2cbDrStrange: eso vale su cucha kskkk
[2020:11:27-17:33:36]  (Local) -> (LOCAL)[1][Zetas]_Hir0: tombo
[2020:11:27-17:33:36]  (Local) -> (LOCAL)[3](Z)LOKILLO: a comrpar el carro
[2020:11:27-17:33:38]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: lokillo vaua
[2020:11:27-17:33:39]  (Local) -> (LOCAL)[3](Z)LOKILLO: que le dije
[2020:11:27-17:33:39]  (Global) -> MZ-changua21: xd
[2020:11:27-17:33:40]  (Global) -> Chiklee: q
[2020:11:27-17:33:41]  (Local) -> (LOCAL)[2]Yandrix: despegala porfa
[2020:11:27-17:33:41]  (Local) -> (LOCAL)[1][Zetas]_Hir0: ud no puede encanar aqui
[2020:11:27-17:33:41]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: pero deje sano
[2020:11:27-17:33:41]  (Global) -> CleverLungs35: oye
[2020:11:27-17:33:43]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: vaya ust
[2020:11:27-17:33:44]  (Local) -> (LOCAL)[2][Doomer]Eneas: despega de aca padre
[2020:11:27-17:33:47]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: ahi vea
[2020:11:27-17:33:48]  (Local) -> (LOCAL)[3](Z)LOKILLO: entonces peremne
[2020:11:27-17:33:49]  (Global) -> CAPU|PadreChucho: pork me vasa matar
[2020:11:27-17:33:53]  (Global) -> [EVG]Fakita: si ok entiendo
[2020:11:27-17:33:54]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: cual esprenme nos busca y ya
[2020:11:27-17:33:55]  (Local) -> (LOCAL)[2]Yandrix: solo vayase
[2020:11:27-17:33:58]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: uy yo quiero mirar carros
[2020:11:27-17:34:00]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si ok siga laburando
[2020:11:27-17:34:01]  (Local) -> (LOCAL)[1][Zetas]_Hir0: ud no puede encanar aqui
[2020:11:27-17:34:06]  (Local) -> (LOCAL)[1][Zetas]_Hir0: por las turfs o zonas
[2020:11:27-17:34:07]  (Global) -> [EVG]Fakita: claro
[2020:11:27-17:34:08]  (Global) -> [BGW]Ragnarok: vaya musicon
[2020:11:27-17:34:09]  (Local) -> (LOCAL)[2]Yandrix: despegala porfa
[2020:11:27-17:34:11]  (Global) -> CAPU|PadreChucho: quitese el hpta mp
[2020:11:27-17:34:11]  (Local) -> (LOCAL)[2]Yandrix: solo vayase
[2020:11:27-17:34:12]  (Global) -> 2cB'Mani_jkl: Si pa me puede colaborar poniendo mi moto en default?
[2020:11:27-17:34:12]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: mientras me tiro drift en mis lujos pa
[2020:11:27-17:34:13]  (Local) -> (LOCAL)[1][Zetas]_Hir0: solo puede agarrar en lv o ls
[2020:11:27-17:34:16]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: tengo que comprar esa
[2020:11:27-17:34:20]  (Global) -> |CAPU|JulianGg: qeu chimba de tema hpp
[2020:11:27-17:34:21]  (Local) -> (LOCAL)[3]PATRON: ahora si
[2020:11:27-17:34:21]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: eso lo hace un lvl 3
[2020:11:27-17:34:23]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: yo soy 2 :V
[2020:11:27-17:34:24]  (Local) -> (LOCAL)[3](Z)LOKILLO: vmaos
[2020:11:27-17:34:29]  (Local) -> (LOCAL)[3](Z)LOKILLO: eso
[2020:11:27-17:34:30]  (Global) -> Chiklee: :V
[2020:11:27-17:34:30]  (Global) -> 2cb|Kapu|: antes subia la vida
[2020:11:27-17:34:35]  (Local) -> (LOCAL)[1][Zetas]_Hir0: ojo con estar aqui de tombo que jailean
[2020:11:27-17:34:36]  (Local) -> (LOCAL)[2]PATRON: q
[2020:11:27-17:34:36]  (Global) -> Orion|LR: Quienes son lvl3?
[2020:11:27-17:34:36]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: ajajja xd
[2020:11:27-17:34:37]  (Global) -> 2cb|Kapu|: no ace nada
[2020:11:27-17:34:38]  (Local) -> (LOCAL)[2]PATRON: como asi
[2020:11:27-17:34:39]  (Global) -> 2cB'Mani_jkl: Si pa me puede colaborar poniendo mi moto en default?
[2020:11:27-17:34:40]  (Local) -> (LOCAL)[3](Z)LOKILLO: ._.
[2020:11:27-17:34:41]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: a
[2020:11:27-17:34:42]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: ojostristes
[2020:11:27-17:34:44]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: estrenado
[2020:11:27-17:34:46]  (Global) -> 2cb|Kapu|: la verde
[2020:11:27-17:34:47]  (Local) -> (LOCAL)[1][Doomer]Eneas: q
[2020:11:27-17:34:48]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:34:48]  (Global) -> [BGW]Ragnarok: quien es el dj?
[2020:11:27-17:34:49]  (Global) -> [EVG]Fakita: semen es level 3
[2020:11:27-17:34:49]  (Global) -> CleverLungs35: oye
[2020:11:27-17:34:50]  (Local) -> (LOCAL)[3](Z)LOKILLO: gracias
[2020:11:27-17:34:51]  (Global) -> CAPU|PadreChucho: Luego llora por que no le dan staff Yandrix
[2020:11:27-17:34:55]  (Global) -> [EVG]Fakita: o creo que ya no xd
[2020:11:27-17:34:55]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: me voy a comprar la volqueta
[2020:11:27-17:34:57]  (Global) -> 2cb|Kapu|: no sirve
[2020:11:27-17:34:58]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: eso lo hacen con un bajo pueden creerlo? .0
[2020:11:27-17:34:58]  (Local) -> (LOCAL)[3](Z)LOKILLO: XD
[2020:11:27-17:35:01]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: pq no tengo la zorra
[2020:11:27-17:35:06]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:35:06]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si es lvl3
[2020:11:27-17:35:06]  (Global) -> [BGW]Ragnarok: alguien sabe quien es el DJ?
[2020:11:27-17:35:11]  (Global) -> [CAPU]Alucard: Royal
[2020:11:27-17:35:12]  (Local) -> (LOCAL)[1]PATRON: como q no
[2020:11:27-17:35:18]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: estubiera patches aqui WoW
[2020:11:27-17:35:18]  (Local) -> (LOCAL)[3](Z)LOKILLO: yo quiero comprar un hydra mk XD
[2020:11:27-17:35:19]  (Global) -> |DJ|[CAPU]DoctorUribe: Royal pa
[2020:11:27-17:35:20]  (Local) -> (LOCAL)[1]PATRON: yyyyss
[2020:11:27-17:35:25]  (Local) -> (LOCAL)[1][Doomer]Eneas: breve
[2020:11:27-17:35:25]  (Global) -> 2cb|Kapu|: eso solo te aparece cosas
[2020:11:27-17:35:27]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:35:27]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: no lo venden lokillo
[2020:11:27-17:35:29]  (Global) -> [CAPU]ZeroTwo: oiga malparido quitese del spaw
[2020:11:27-17:35:32]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: es solo de staffs
[2020:11:27-17:35:32]  (Local) -> (LOCAL)[3](Z)LOKILLO: :C
[2020:11:27-17:35:34]  (Global) -> [BGW]Ragnarok: DJ podria poner musicas de panda ? 
[2020:11:27-17:35:34]  (Local) -> (LOCAL)[2][Z]~$Fabio_vidal69$:)~: volvi cami
[2020:11:27-17:35:34]  (Global) -> 2cb|Kapu|: pero antes te subia la vida
[2020:11:27-17:35:36]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: WTF
[2020:11:27-17:35:40]  (Local) -> (LOCAL)[2]PATRON: venfa
[2020:11:27-17:35:40]  (Local) -> (LOCAL)[3](Z)LOKILLO: y esto
[2020:11:27-17:35:42]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:35:42]  (Local) -> (LOCAL)[3](Z)LOKILLO: xd
[2020:11:27-17:35:42]  (Global) -> Z|Jot4|Lp: este mnr
[2020:11:27-17:35:49]  (Global) -> [EVG]Fakita: 2cB'Mani_jkl ya le dijeron que no puede el parce pq no tiene el level de staff para hacerlo
[2020:11:27-17:35:49]  (Local) -> (LOCAL)[5][Zetas]_Hir0: vamo a pvpear
[2020:11:27-17:35:51]  (Global) -> [BGW]Ragnarok: Los malaventurados no lloran de panda
[2020:11:27-17:35:52]  (Local) -> (LOCAL)[6]Z|Jot4|Lp: deje la maricada
[2020:11:27-17:35:56]  (Local) -> (LOCAL)[6]Z|Jot4|Lp: bobo hpta
[2020:11:27-17:35:57]  (Local) -> (LOCAL)[3](Z)LOKILLO: mk
[2020:11:27-17:35:57]  (Global) -> 2cb'JEFERuwu: xd
[2020:11:27-17:35:58]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:36:02]  (Global) -> [CAPU]ZeroTwo: eso le digo a usted bobo marica
[2020:11:27-17:36:02]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: deje de spamear y espere a un lvl 3
[2020:11:27-17:36:05]  (Local) -> (LOCAL)[3](Z)LOKILLO: cual es el carro mas rapido
[2020:11:27-17:36:08]  (Global) -> COSTELAND-2cbDrStrange: xd
[2020:11:27-17:36:09]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: y breve
[2020:11:27-17:36:09]  (Local) -> (LOCAL)[3](Z)LOKILLO: del server
[2020:11:27-17:36:09]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: ninguno
[2020:11:27-17:36:11]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: depende
[2020:11:27-17:36:13]  (Local) -> (LOCAL)[6][BGW]Ragnarok: a mi ?
[2020:11:27-17:36:15]  (Global) -> [CAPU]ZeroTwo: que se queda en el spaw como mero marica 
[2020:11:27-17:36:16]  (Local) -> (LOCAL)[2]PATRON: cojala
[2020:11:27-17:36:17]  (Local) -> (LOCAL)[3]|CAPU|JulianGg: los q tunea balatraba
[2020:11:27-17:36:19]  (Local) -> (LOCAL)[1][Z]~$Fabio_vidal69$:)~: camiii
[2020:11:27-17:36:21]  (Global) -> [EVG]Fakita: uy comoo
[2020:11:27-17:36:25]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: soy gay
[2020:11:27-17:36:28]  (Local) -> (LOCAL)[3](Z)LOKILLO: mk yo quiero sabe que
[2020:11:27-17:36:29]  (Global) -> [EVG]Fakita: claro
[2020:11:27-17:36:31]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:36:31]  (Global) -> |MZ|Gurui: si se sabia
[2020:11:27-17:36:32]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: si incluimos handlings especiales el hotring 3
[2020:11:27-17:36:35]  (Local) -> (LOCAL)[3](Z)LOKILLO: que saque un tanque bala XD
[2020:11:27-17:36:38]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: jaj ja envidai
[2020:11:27-17:36:40]  (Local) -> (LOCAL)[7]Z|Jot4|Lp: y que pasa?
[2020:11:27-17:36:41]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: envidia
[2020:11:27-17:36:43]  (Local) -> (LOCAL)[7]Z|Jot4|Lp: como marica
[2020:11:27-17:36:43]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:36:44]  (Global) -> chocomiiiiiiiiiilk: anda bug las zonas de entrega y recepcion de trailers
[2020:11:27-17:36:45]  (Global) -> |MZ|Gurui: envidai
[2020:11:27-17:36:51]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bno Mani deje de joder
[2020:11:27-17:36:53]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: no copio de bad bunny
[2020:11:27-17:36:56]  (Global) -> COSTELAND-2cbDrStrange: mute
[2020:11:27-17:36:56]  (Local) -> (LOCAL)[5](Z)LOKILLO: y que cojar por todo ek mapa
[2020:11:27-17:36:58]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: q espere pa
[2020:11:27-17:37:00]  (Local) -> (LOCAL)[5]|DJ|[CAPU]DoctorUribe: voy a depositar
[2020:11:27-17:37:02]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: sapo hijueputa
[2020:11:27-17:37:07]  (Local) -> (LOCAL)[4]|CAPU|JulianGg: uy mero tema
[2020:11:27-17:37:07]  (Global) -> 2cB'Mani_jkl: Algun Staff?
[2020:11:27-17:37:07]  (Global) -> [CAPU]ZeroTwo: lo buguea  bobo hijuputa buguea los barcos malparido
[2020:11:27-17:37:09]  (Global) -> [EVG]Fakita: hpta consteland tan lambon
[2020:11:27-17:37:14]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: yo
[2020:11:27-17:37:15]  (Global) -> |MZ|Gurui: algun admin que mutee a mani?
[2020:11:27-17:37:17]  (Global) -> Yandrix: que man 
[2020:11:27-17:37:20]  (Global) -> 2cB'Mani_jkl: NEA
[2020:11:27-17:37:24]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bno lo muteo a ud gurui
[2020:11:27-17:37:27]  (Global) -> |MZ|Gurui: :(
[2020:11:27-17:37:28]  (Global) -> [EVG]Fakita: XD
[2020:11:27-17:37:30]  (Local) -> (LOCAL)[4]2cb'JEFERuwu: MARICONES
[2020:11:27-17:37:30]  (Global) -> 2cB'Mani_jkl: ESTOY LLAMANDO A ALGUN ADMIN HACE RATO Y NADIE NSAIDHIASUDHASIudha
[2020:11:27-17:37:33]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: anda bug
[2020:11:27-17:37:36]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: quietes el mp
[2020:11:27-17:37:37]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: xddddddddd
[2020:11:27-17:37:39]  (Global) -> 2cB'Mani_jkl: COMA MIERDA EL QUE DIJO QUE ME MUTEN
[2020:11:27-17:37:39]  (Global) -> [EVG]Fakita: PERO NO MIRA CHAT O QE?
[2020:11:27-17:37:43]  (Local) -> (LOCAL)[5]PATRON: q paso
[2020:11:27-17:37:44]  (Local) -> (LOCAL)[6]2cb'JEFERuwu: no
[2020:11:27-17:37:46]  (Local) -> (LOCAL)[6]2cB'Mani_jkl: Esto
[2020:11:27-17:37:47]  (Global) -> CAPU|PadreChucho: ahi si no salen, bobos malparidos
[2020:11:27-17:37:48]  (Global) -> Yandrix: que man tan canson cole
[2020:11:27-17:37:50]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000MenteMaestra: vea biejo
[2020:11:27-17:37:53]  (Global) -> |MZ|Gurui: papi mentes que te hice pa merecer este odio :(
[2020:11:27-17:37:53]  (Local) -> (LOCAL)[6]|CAPU|JulianGg: mera pinta de tema
[2020:11:27-17:37:53]  (Local) -> (LOCAL)[2][Z]~$Fabio_vidal69$:)~: cami ya?
[2020:11:27-17:37:54]  (Global) -> mr.nea|0_TOXICIDAD: MUSCIA DE GAMINES
[2020:11:27-17:37:55]  (Global) -> COSTELAND-2cbDrStrange: jodaaa si
[2020:11:27-17:37:58]  (Local) -> (LOCAL)[6]PATRON: q
[2020:11:27-17:37:59]  (Local) -> (LOCAL)[6]|CAPU|JulianGg: mente
[2020:11:27-17:38:00]  (Global) -> CAPU|PadreChucho: Yandrix lloron
[2020:11:27-17:38:02]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: sake el tiesto
[2020:11:27-17:38:03]  (Global) -> [EVG]Fakita: Yandrix pero no tanto como ud pidiendo staff
[2020:11:27-17:38:03]  (Local) -> (LOCAL)[1][Doomer]Eneas: la moto
[2020:11:27-17:38:04]  (Global) -> #7F7F7F|CVR|#FF5C00Cazaputas42: hola
[2020:11:27-17:38:04]  (Local) -> (LOCAL)[6]Z|Jot4|Lp: que esta buscando mrnea
[2020:11:27-17:38:04]  (Global) -> COSTELAND-2cbDrStrange: para q se pone a dejar los vehiculos afuera
[2020:11:27-17:38:06]  (Global) -> [EVG]Fakita: XD
[2020:11:27-17:38:06]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: te dedico ese tema
[2020:11:27-17:38:07]  (Local) -> (LOCAL)[5]2cB'Mani_jkl: La tunearon y empeso a derrapar muy feo
[2020:11:27-17:38:12]  (Global) -> mr.nea|0_TOXICIDAD: CAZAZA
[2020:11:27-17:38:13]  (Global) -> CAPU|PadreChucho: XDDD
[2020:11:27-17:38:14]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: sake e ltiesto pues
[2020:11:27-17:38:17]  (Global) -> CAPU|PadreChucho: Y matando con MP
[2020:11:27-17:38:18]  (Local) -> (LOCAL)[6]Z|Jot4|Lp: abrase bobo marica
[2020:11:27-17:38:20]  (Global) -> chocomiiiiiiiiiilk: algun admin que anda bug las zonas de entrega de trailers
[2020:11:27-17:38:20]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: cazaputas veni
[2020:11:27-17:38:22]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: uyyy se me acabo el vpn
[2020:11:27-17:38:23]  ([Msg] de mr.nea|0_TOXICIDAD para Cazaputas42: oe me hace el fa de la skin ya casi me voy) -> nil
[2020:11:27-17:38:23]  (Local) -> (LOCAL)[5]2cB'Mani_jkl: nEcecito a un admin para que la ponga defaulr
[2020:11:27-17:38:24]  (Global) -> CAPU|PadreChucho: Mera loca, como para hacerle un report
[2020:11:27-17:38:27]  (Local) -> (LOCAL)[5]|DJ|BadRoyal: pillelo
[2020:11:27-17:38:28]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: mente
[2020:11:27-17:38:30]  (Global) -> Orion|LR: ...
[2020:11:27-17:38:32]  (Local) -> (LOCAL)[5]|DJ|BadRoyal: atropellando con mp
[2020:11:27-17:38:33]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: hpta tanc iego
[2020:11:27-17:38:33]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: esperen 
[2020:11:27-17:38:34]  (Local) -> (LOCAL)[5]|CAPU|JulianGg: te dedico ese tema
[2020:11:27-17:38:35]  (Global) -> (Z)LOKILLO: royal
[2020:11:27-17:38:35]  (Local) -> (LOCAL)[5]|DJ|BadRoyal: pillelo
[2020:11:27-17:38:36]  (Local) -> (LOCAL)[5]PATRON: vamos
[2020:11:27-17:38:37]  (Local) -> (LOCAL)[6]Z|Jot4|Lp: tambien se va a poner de fan, fastidioso?
[2020:11:27-17:38:40]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: mirelo q man tan bobo jajajaj a
[2020:11:27-17:38:41]  (Global) -> (Z)LOKILLO: ontas
[2020:11:27-17:38:41]  (Global) -> [CAPU]Alucard: Quiero pedir el tema de Niche LS - Fluir asi
[2020:11:27-17:38:46]  (Local) -> (LOCAL)[1]MZ-changua21: oe
[2020:11:27-17:38:49]  (Local) -> (LOCAL)[1][Doomer]Eneas: breve
[2020:11:27-17:38:50]  (Local) -> (LOCAL)[3]|DJ|[CAPU]DoctorUribe: no copeo de nating
[2020:11:27-17:38:52]  (Global) -> |DJ|BadRoyal: 200k por tema
[2020:11:27-17:38:52]  (Global) -> 2cB'Mani_jkl: ALGUN STAFF?
[2020:11:27-17:38:53]  (Local) -> (LOCAL)[1]MZ-changua21: tengo la ala dañada
[2020:11:27-17:38:56]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C00Cazaputas42: dime'
[2020:11:27-17:38:57]  (Local) -> (LOCAL)[2]|CAPU|JulianGg: copi bb
[2020:11:27-17:38:58]  (Local) -> (LOCAL)[1][Doomer]Eneas: bn
[2020:11:27-17:38:58]  (Global) -> 2cB'Mani_jkl: SI HAY ALGUN TP HACIA MI
[2020:11:27-17:38:59]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: vea noob
[2020:11:27-17:39:00]  (Global) -> [CAPU]Alucard: La chimba
[2020:11:27-17:39:02]  (Local) -> (LOCAL)[4]|DJ|[CAPU]DoctorUribe: uy
[2020:11:27-17:39:03]  (Global) -> [Z]~$Fabio_vidal69$:)~: ahi esta Cazaputas42
[2020:11:27-17:39:03]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: no sabes leer
[2020:11:27-17:39:04]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: q paso mente
[2020:11:27-17:39:04]  (Local) -> (LOCAL)[4]|CAPU|JulianGg: cazaputas
[2020:11:27-17:39:05]  (Local) -> (LOCAL)[4]|DJ|[CAPU]DoctorUribe: una polla
[2020:11:27-17:39:05]  (Global) -> |DJ|BadRoyal: XDDDD
[2020:11:27-17:39:07]  (Local) -> (LOCAL)[1][EVG]Fakita: REPARELO EN LO VERDE
[2020:11:27-17:39:08]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: veni cazaputas
[2020:11:27-17:39:10]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: me cuentan
[2020:11:27-17:39:10]  (Global) -> Orion|LR: Alto spam
[2020:11:27-17:39:11]  (Local) -> (LOCAL)[5]PATRON: q paso mani
[2020:11:27-17:39:11]  (Local) -> (LOCAL)[4]|MZ|Gurui: joder buenas tardes
[2020:11:27-17:39:11]  (Local) -> (LOCAL)[4]|CAPU|JulianGg: aseptame en el feis
[2020:11:27-17:39:15]  (Local) -> (LOCAL)[6]2cB'Mani_jkl: Mi moto
[2020:11:27-17:39:18]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: ayudele a este man
[2020:11:27-17:39:19]  (Local) -> (LOCAL)[6]2cB'Mani_jkl: La jodieron
[2020:11:27-17:39:19]  (Team - Unemployed) -> (TEAM)2cb'JEFERuwu: putas
[2020:11:27-17:39:20]  (Local) -> (LOCAL)[1][Doomer]Eneas: si
[2020:11:27-17:39:22]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: pongale una moto default
[2020:11:27-17:39:22]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: q hizo
[2020:11:27-17:39:25]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: okey
[2020:11:27-17:39:26]  (Local) -> (LOCAL)[7][Z]~$Fabio_vidal69$:)~: uy chisme
[2020:11:27-17:39:28]  (Local) -> (LOCAL)[5]|DJ|[CAPU]DoctorUribe: a
[2020:11:27-17:39:30]  (Local) -> (LOCAL)[7]PATRON: q
[2020:11:27-17:39:31]  (Local) -> (LOCAL)[5](Z)LOKILLO: nooooooooooooooooooooooooooooooooooooo
[2020:11:27-17:39:31]  (Local) -> (LOCAL)[5]|DJ|[CAPU]DoctorUribe: era lokillo
[2020:11:27-17:39:32]  (Global) -> #7F7F7F|CVR|#FF8C00Cazaputas42: saquela
[2020:11:27-17:39:34]  (Local) -> (LOCAL)[7]2cB'Mani_jkl: uy pa
[2020:11:27-17:39:35]  (Global) -> Z|Jot4|Lp: FRANCINE
[2020:11:27-17:39:36]  (Local) -> (LOCAL)[5]|DJ|BadRoyal: XD
[2020:11:27-17:39:38]  (Local) -> (LOCAL)[7]2cB'Mani_jkl: Yo me trabe o que
[2020:11:27-17:39:38]  (Global) -> mr.nea|0_TOXICIDAD: CAZA
[2020:11:27-17:39:39]  (Local) -> (LOCAL)[4]|CAPU|JulianGg: no cpio the nathing
[2020:11:27-17:39:41]  (Global) -> #7F7F7F|CVR|#FF5C00Cazaputas42: dime
[2020:11:27-17:39:42]  (Local) -> (LOCAL)[7]2cB'Mani_jkl: Ah
[2020:11:27-17:39:43]  (Local) -> (LOCAL)[1][Doomer]Eneas: nonas
[2020:11:27-17:39:44]  (Global) -> [EVG]Fakita: bno el que me de 20 palos ingame le doy cuenta de disney+
[2020:11:27-17:39:45]  (Global) -> Z|Jot4|Lp: FRANCINE
[2020:11:27-17:39:45]  (Local) -> (LOCAL)[1]Yandrix: a
[2020:11:27-17:39:47]  (Global) -> mr.nea|0_TOXICIDAD: entoncs}
[2020:11:27-17:39:48]  (Local) -> (LOCAL)[1]Yandrix: :(
[2020:11:27-17:39:48]  (Local) -> (LOCAL)[1][Doomer]Eneas: este me lo dio un parcero
[2020:11:27-17:39:49]  (Global) -> #7F7F7F|CVR|#FF5C00Cazaputas42: dime toxicidad
[2020:11:27-17:39:52]  (Global) -> Z|Jot4|Lp: FRANCINE
[2020:11:27-17:39:58]  (Local) -> (LOCAL)[7][Z]~$Fabio_vidal69$:)~: cami ya?
[2020:11:27-17:39:59]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: pongale un carro
[2020:11:27-17:40:00]  (Local) -> (LOCAL)[6]2cB'Mani_jkl: No me la dañe
[2020:11:27-17:40:03]  ([Msg] de mr.nea|0_TOXICIDAD para Cazaputas42: veo pai me pones la skin c:) -> nil
[2020:11:27-17:40:08]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000MenteMaestra: pongase un carro y luego busca la moto esa
[2020:11:27-17:40:19]  (Local) -> (LOCAL)[6][Z]~$Fabio_vidal69$:)~: ajajaj que paso?
[2020:11:27-17:40:19]  (Local) -> (LOCAL)[3]|DJ|BadRoyal: gonito
