This file was generated by Console at 2020:11:11-00:00:00



[2020:11:11-00:00:00]  (Global) -> 2cB'Sant:D: NA DJ CALLESE  HP
[2020:11:11-00:00:05]  (Global) -> 2cb|ZACK|: wii
[2020:11:11-15:09:12]  (Local) -> (LOCAL)[0][BRAYAN]: JAJAJAJ
[2020:11:11-15:09:12]  (Global) -> |Z|~$Fabio_vidal69$:)~: :(((
[2020:11:11-15:09:15]  (Global) -> |Z|~$Fabio_vidal69$:)~: .___.
[2020:11:11-15:09:16]  (Local) -> (LOCAL)[2]2cb'ElSocito: go go go
[2020:11:11-15:09:16]  (Local) -> (LOCAL)[2][Zetas]MAJACA: policia polica
[2020:11:11-15:09:16]  (Team - Law Enforcement) -> (TEAM)#7F7F7F|CVR|#0064FF~Piskero~2cb: :'v
[2020:11:11-15:09:18]  (Global) -> ScanorFX: no me mate
[2020:11:11-15:09:20]  (Local) -> (LOCAL)[2][Z]katalina*_*P: a el no le quitaba vida bb
[2020:11:11-15:09:20]  (Global) -> [Z]Lil.Dream: si
[2020:11:11-15:09:21]  (Local) -> (LOCAL)[2]2cb-Apu_N: piske va como a 40
[2020:11:11-15:09:21]  (Global) -> Julito: tiene plata usted ve
[2020:11:11-15:09:22]  (Local) -> (LOCAL)[2]2cb-Apu_N: xd
[2020:11:11-15:09:23]  (Local) -> (LOCAL)[2][Z]Lil.Dream: amor
[2020:11:11-15:09:24]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: si
[2020:11:11-15:09:25]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FF~Piskero~2cb: justo 40
[2020:11:11-15:09:27]  (Local) -> (LOCAL)[2][Z]Lil.Dream: por que esta en modo pasivo
[2020:11:11-15:09:28]  (Local) -> (LOCAL)[3][Zetas]MAJACA: ey la policia nacional
[2020:11:11-15:09:30]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FF~Piskero~2cb: gas de carro
[2020:11:11-15:09:30]  (Local) -> (LOCAL)[2]|COSTELAND|Briham|2cB|: la buena
[2020:11:11-15:09:31]  (Local) -> (LOCAL)[2]2cb-Apu_N: jajaja
[2020:11:11-15:09:32]  (Local) -> (LOCAL)[2]2cb'ElSocito: muevalaaa
[2020:11:11-15:09:33]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FF~Piskero~2cb: me lo gane dizq en drift
[2020:11:11-15:09:34]  (Team - Unemployed) -> (TEAM)[Z]katalina*_*P: ay
[2020:11:11-15:09:35]  (Local) -> (LOCAL)[2][Z]Lil.Dream: auch
[2020:11:11-15:09:36]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FF~Piskero~2cb: relajelo ome
[2020:11:11-15:09:36]  (Local) -> (LOCAL)[2]2cb-Apu_N: Pa que pidio eso
[2020:11:11-15:09:36]  (Local) -> (LOCAL)[2]2cb'ElSocito: ando en examen
[2020:11:11-15:09:37]  (Global) -> Julito: entoces soy mera loka para usteds
[2020:11:11-15:09:38]  (Local) -> (LOCAL)[3]COSTELAND|2cBDrStrange: vamosss
[2020:11:11-15:09:46]  (Local) -> (LOCAL)[3][Zetas]MAJACA: papeles por gorda
[2020:11:11-15:09:50]  (Local) -> (LOCAL)[2]2cb'ElSocito: tengo que pescar JAJJA
[2020:11:11-15:09:51]  (Local) -> (LOCAL)[2][Z]katalina*_*P: curate{
[2020:11:11-15:09:54]  (Local) -> (LOCAL)[1]2cb'ElSocito: XD
[2020:11:11-15:09:54]  (Global) -> |Z|~$Fabio_vidal69$:)~: ey julito quien lo esta molestando?
[2020:11:11-15:09:55]  (Local) -> (LOCAL)[2][Z]Lil.Dream: no tengo vendas
[2020:11:11-15:09:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FF~Piskero~2cb: igual se mama 300 sec
[2020:11:11-15:09:59]  (Local) -> (LOCAL)[1]|COSTELAND|Briham|2cB|: pera
[2020:11:11-15:10:01]  (Local) -> (LOCAL)[2]2cb'ElSocito: 600
[2020:11:11-15:10:02]  (Local) -> (LOCAL)[2][Z]Lil.Dream: me pongo modo pasivo espera
[2020:11:11-15:10:03]  (Local) -> (LOCAL)[1]GT|JuanEs: oe
[2020:11:11-15:10:04]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FF~Piskero~2cb: peor
[2020:11:11-15:10:06]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF~Piskero~2cb: y acosando
[2020:11:11-15:10:07]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: quieres unirte a evg ??
[2020:11:11-15:10:07]  (Global) -> Julito: nadie pa ando con un compra
[2020:11:11-15:10:10]  (Local) -> (LOCAL)[2]2cb'ElSocito: no me han activado vip
[2020:11:11-15:10:12]  (Local) -> (LOCAL)[2][Z]Lil.Dream: teamo
[2020:11:11-15:10:12]  (Local) -> (LOCAL)[1]GT|JuanEs: oe
[2020:11:11-15:10:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: creo que ya
[2020:11:11-15:10:13]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: aa
[2020:11:11-15:10:15]  (Global) -> Julito: si
[2020:11:11-15:10:15]  (Local) -> (LOCAL)[1]2cb'ElSocito: que asco
[2020:11:11-15:10:16]  (Local) -> (LOCAL)[1]2cb'ElSocito: xd
[2020:11:11-15:10:17]  (Global) -> |Z|~$Fabio_vidal69$:)~: ah bre
[2020:11:11-15:10:17]  (Local) -> (LOCAL)[2][Z]katalina*_*P: yo tambien
[2020:11:11-15:10:17]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: dale
[2020:11:11-15:10:18]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: voy
[2020:11:11-15:10:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: no siento que se voltee
[2020:11:11-15:10:19]  (Local) -> (LOCAL)[1]GT|JuanEs: no esta chocorramo?
[2020:11:11-15:10:19]  (Local) -> (LOCAL)[2][Zetas]MAJACA: xdddddd
[2020:11:11-15:10:20]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: 3XDDDDDDDD
[2020:11:11-15:10:21]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: tienes wasap
[2020:11:11-15:10:24]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: se me esscapo
[2020:11:11-15:10:28]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: por lento XXDDDDDDD
[2020:11:11-15:10:31]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: momos
[2020:11:11-15:10:31]  (Global) -> Julito: si
[2020:11:11-15:10:35]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: escribeme
[2020:11:11-15:10:37]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: eso
[2020:11:11-15:10:37]  (Local) -> (LOCAL)[3][Z]Lil.Dream: fabio
[2020:11:11-15:10:40]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: diga
[2020:11:11-15:10:40]  (Global) -> Julito: y ds tamnbien
[2020:11:11-15:10:40]  (Local) -> (LOCAL)[3][Z]katalina*_*P: jijiji
[2020:11:11-15:10:41]  (Local) -> (LOCAL)[3][Z]Lil.Dream: cuanto corre su lambo
[2020:11:11-15:10:42]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: 3219212497
[2020:11:11-15:10:44]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: XD
[2020:11:11-15:10:47]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: 3219212497
[2020:11:11-15:10:49]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: el lambo no much0
[2020:11:11-15:10:51]  (Local) -> (LOCAL)[3][CAPU]~morales~: arregllo carros
[2020:11:11-15:10:52]  (Global) -> Julito: espere papi
[2020:11:11-15:10:53]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: xd
[2020:11:11-15:10:56]  (Local) -> (LOCAL)[0][CAPU]pablito5654: oe
[2020:11:11-15:10:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: jajajaja
[2020:11:11-15:10:57]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: el lambo o el ferrari=
[2020:11:11-15:10:58]  (Local) -> (LOCAL)[3][Z]Lil.Dream: cuanto
[2020:11:11-15:10:59]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: ?
[2020:11:11-15:11:01]  (Local) -> (LOCAL)[3][Z]Lil.Dream: cuanto
[2020:11:11-15:11:02]  (Local) -> (LOCAL)[3][Z]katalina*_*P: ey
[2020:11:11-15:11:02]  (Local) -> (LOCAL)[3][Z]Lil.Dream: los 2
[2020:11:11-15:11:04]  (Local) -> (LOCAL)[2]2cb-Apu_N: Si viste no me diste ni una
[2020:11:11-15:11:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: tambien?
[2020:11:11-15:11:06]  (Global) -> Julito: y busco el cellfon marica
[2020:11:11-15:11:07]  (Local) -> (LOCAL)[2]2cb-Apu_N: uxd
[2020:11:11-15:11:07]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: ese es el otro
[2020:11:11-15:11:08]  (Local) -> (LOCAL)[0][CAPU]pablito5654: oe
[2020:11:11-15:11:09]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: no se tocara ver espere
[2020:11:11-15:11:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FF~Piskero~2cb: modo ventana x2
[2020:11:11-15:11:12]  (Local) -> (LOCAL)[1][CAPU]~morales~: oe
[2020:11:11-15:11:13]  (Local) -> (LOCAL)[2][EVG]Mr.Nea|no_turfea: ok
[2020:11:11-15:11:15]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: los demas ya melos arreglaron
[2020:11:11-15:11:18]  (Local) -> (LOCAL)[1][CAPU]~morales~: arreglo carros
[2020:11:11-15:11:18]  (Global) -> 2cb*careloco: a?
[2020:11:11-15:11:20]  (Local) -> (LOCAL)[2][Z]katalina*_*P: sueve con mi niña
[2020:11:11-15:11:21]  (Local) -> (LOCAL)[3]2cb'Escobar: no seas h
[2020:11:11-15:11:25]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: deme al menos lo que vale , 5k
[2020:11:11-15:11:25]  (Local) -> (LOCAL)[1][Zetas]MAJACA: joder tio rejaker xd
[2020:11:11-15:11:26]  (Global) -> 2cb*careloco: buno
[2020:11:11-15:11:29]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: xddd
[2020:11:11-15:11:29]  (Local) -> (LOCAL)[2]2cb'Escobar: uff bb
[2020:11:11-15:11:30]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: esta igual con lo del peso
[2020:11:11-15:11:32]  (Global) -> 2cb*careloco: y qu ehago con eso?
[2020:11:11-15:11:34]  (Local) -> (LOCAL)[2]2cb'Escobar: evnga chequeo
[2020:11:11-15:11:37]  (Local) -> (LOCAL)[2][Z]katalina*_*P: su fue
[2020:11:11-15:11:37]  (Local) -> (LOCAL)[2][CAPU]~morales~: tengo una familia porfavor
[2020:11:11-15:11:38]  (Local) -> (LOCAL)[2]2cb'ElSocito: deja la bulla
[2020:11:11-15:11:38]  (Global) -> [BGW]Ragnarok: wtf
[2020:11:11-15:11:41]  (Local) -> (LOCAL)[3]IceWipe: enga
[2020:11:11-15:11:42]  (Local) -> (LOCAL)[2]2cb'ElSocito: deja escuchar al profe
[2020:11:11-15:11:43]  (Local) -> (LOCAL)[2][Z]Lil.Dream: es que esta pprobando algo
[2020:11:11-15:11:43]  (Local) -> (LOCAL)[2]2cb-Apu_N: perdon
[2020:11:11-15:11:44]  (Local) -> (LOCAL)[2]2cb'ElSocito: xd
[2020:11:11-15:11:44]  (Local) -> (LOCAL)[3]2cb'Escobar: ahh se chimbio
[2020:11:11-15:11:46]  (Local) -> (LOCAL)[3]IceWipe: nao
[2020:11:11-15:11:51]  (Local) -> (LOCAL)[1]2cb-Apu_N: ya me voy a el otro lado
[2020:11:11-15:11:52]  (Global) -> [BGW]Ragnarok: por que se me desaparecen los señuelos de disparo?
[2020:11:11-15:11:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: espera
[2020:11:11-15:11:55]  (Local) -> (LOCAL)[2][Z]katalina*_*P: ok bb{uy quedaste pelado
[2020:11:11-15:11:56]  (Local) -> (LOCAL)[1]CAPU|TegoCalderon: dale
[2020:11:11-15:11:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: corro muy lento
[2020:11:11-15:12:00]  (Global) -> [CAPU]~morales~: * llora *
[2020:11:11-15:12:04]  (Local) -> (LOCAL)[2][Z]Lil.Dream: tengo 1 palo
[2020:11:11-15:12:05]  (Global) -> [BGW]Ragnarok: esto para subir a 100 la ametralladora y me pasa esto .-.
[2020:11:11-15:12:08]  (Local) -> (LOCAL)[1][Zetas]MAJACA: estas muy mamado
[2020:11:11-15:12:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00ReizerBM: que pasa parcero
[2020:11:11-15:12:13]  (Local) -> (LOCAL)[2][Z]katalina*_*P: me prestas cd
[2020:11:11-15:12:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: xddd
[2020:11:11-15:12:17]  (Local) -> (LOCAL)[2][Z]Lil.Dream: te lo regalo
[2020:11:11-15:12:18]  (Global) -> [BGW]Ragnarok: alguien sabe que pasa ¿
[2020:11:11-15:12:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: vamos ahora si
[2020:11:11-15:12:19]  (Local) -> (LOCAL)[1][CAPU]pablito5654: pere
[2020:11:11-15:12:20]  (Local) -> (LOCAL)[3][Z]Lil.Dream: ahorita te lo mando
[2020:11:11-15:12:20]  (Local) -> (LOCAL)[3][Z]katalina*_*P: epa
[2020:11:11-15:12:22]  (Local) -> (LOCAL)[1][CAPU]pablito5654: 1 fps xd
[2020:11:11-15:12:25]  (Local) -> (LOCAL)[3][Z]Lil.Dream: cuanto
[2020:11:11-15:12:26]  (Global) -> Avalencia: COMPRO MINI TANQUE O EL RC BANDIT
[2020:11:11-15:12:28]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: este llega
[2020:11:11-15:12:31]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: Ragnarok eso para a veces
[2020:11:11-15:12:31]  (Local) -> (LOCAL)[3][Z]katalina*_*P: uy el de anuelo xdd
[2020:11:11-15:12:36]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: a 205 kph sin nitro
[2020:11:11-15:12:39]  (Local) -> (LOCAL)[3][Z]katalina*_*P: permisio lo veo
[2020:11:11-15:12:40]  (Global) -> [BGW]Ragnarok: lol
[2020:11:11-15:12:40]  (Local) -> (LOCAL)[1]GT|JuanEs: tiene que estarse quieto
[2020:11:11-15:12:42]  (Local) -> (LOCAL)[3][Z]Lil.Dream: vea
[2020:11:11-15:12:45]  (Global) -> [BGW]Ragnarok: se me esta comiendo mi plata
[2020:11:11-15:12:47]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: solo sal del ammu y vuelve
[2020:11:11-15:12:47]  (Local) -> (LOCAL)[1][Zetas]MAJACA: vamos por los bad boys
[2020:11:11-15:12:48]  (Local) -> (LOCAL)[2]2cb'Escobar: cuanorp oes ese carro
[2020:11:11-15:12:48]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: el ferrari a 430 sin nitro creo
[2020:11:11-15:12:48]  (Global) -> IceWipe: vendo jeep
[2020:11:11-15:12:49]  (Local) -> (LOCAL)[3][Z]Lil.Dream: suban
[2020:11:11-15:12:50]  (Local) -> (LOCAL)[2]|Z|BAZUCO{LP}: chimba de carro jaja
[2020:11:11-15:12:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: go go
[2020:11:11-15:12:52]  (Global) -> [BGW]Ragnarok: me va pasando 3 veces
[2020:11:11-15:12:54]  (Local) -> (LOCAL)[2]2cb'Escobar: ajaja
[2020:11:11-15:12:55]  (Local) -> (LOCAL)[2]IceWipe: no es de nadie
[2020:11:11-15:12:55]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: con nitro a 500 y algo
[2020:11:11-15:12:57]  (Local) -> (LOCAL)[2]2cb'Escobar: sbase
[2020:11:11-15:12:58]  (Local) -> (LOCAL)[2]IceWipe: yo pobre
[2020:11:11-15:13:00]  (Local) -> (LOCAL)[3][Z]Lil.Dream: sube miamor
[2020:11:11-15:13:01]  (Local) -> (LOCAL)[1]IceWipe: probe
[2020:11:11-15:13:01]  (Global) -> [EVG]Mr.Nea|no_turfea: francinew
[2020:11:11-15:13:04]  (Local) -> (LOCAL)[1]IceWipe: el de yandrix
[2020:11:11-15:13:05]  (Global) -> [EVG]Mr.Nea|no_turfea: francine
[2020:11:11-15:13:08]  (Global) -> Julito: ya?
[2020:11:11-15:13:08]  (Local) -> (LOCAL)[2][CAPU]~morales~: arreglo carros
[2020:11:11-15:13:09]  (Local) -> (LOCAL)[1]|Z|BAZUCO{LP}: ahhh
[2020:11:11-15:13:09]  (Local) -> (LOCAL)[1]IceWipe: 600 corre
[2020:11:11-15:13:09]  (Local) -> (LOCAL)[3]|Z|~$Fabio_vidal69$:)~: no dejaaa
[2020:11:11-15:13:10]  (Local) -> (LOCAL)[1][EVG]Mr.Nea|no_turfea: a
[2020:11:11-15:13:12]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: dime
[2020:11:11-15:13:14]  (Local) -> (LOCAL)[2][Z]Petrosky: ne
[2020:11:11-15:13:14]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C00ReizerBM: dejame que yo no me demoro
[2020:11:11-15:13:15]  (Global) -> Julito: soy adolfo
[2020:11:11-15:13:17]  (Local) -> (LOCAL)[1]|Z|BAZUCO{LP}: ushh que gnr jajaj
[2020:11:11-15:13:18]  (Local) -> (LOCAL)[3][Zetas]MAJACA: wiu policia nacional
[2020:11:11-15:13:20]  (Local) -> (LOCAL)[3]2cb'pablitopai: ª
[2020:11:11-15:13:21]  (Local) -> (LOCAL)[1][EVG]Mr.Nea|no_turfea: sii
[2020:11:11-15:13:24]  (Local) -> (LOCAL)[1][EVG]Mr.Nea|no_turfea: eso
[2020:11:11-15:13:24]  (Global) -> [Zetas]MAJACA: wiu policia nacional
[2020:11:11-15:13:24]  (Local) -> (LOCAL)[3]2cb'pablitopai: pense q me iba a quitar de aca
[2020:11:11-15:13:25]  (Global) -> #7F7F7F|CVR|#0064FF~Piskero~2cb: ne, metiendose en spawn q pereza
[2020:11:11-15:13:26]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: go
[2020:11:11-15:13:27]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C00ReizerBM: salgo de una
[2020:11:11-15:13:27]  (Local) -> (LOCAL)[1]GT|JuanEs: a este mk
[2020:11:11-15:13:28]  (Local) -> (LOCAL)[1][EVG]Mr.Nea|no_turfea: venga
[2020:11:11-15:13:30]  (Local) -> (LOCAL)[3][CAPU]~morales~: arreglo carros
[2020:11:11-15:13:31]  (Local) -> (LOCAL)[2]IceWipe: ese no corre nada
[2020:11:11-15:13:32]  (Local) -> (LOCAL)[2]2cb'Escobar: deicemhp
[2020:11:11-15:13:35]  (Local) -> (LOCAL)[3]IceWipe: yo si maneje el propio
[2020:11:11-15:13:35]  (Local) -> (LOCAL)[3][Zetas]MAJACA: wiu policia nacional
[2020:11:11-15:13:37]  (Local) -> (LOCAL)[3][Zetas]MAJACA: wiu policia nacional
[2020:11:11-15:13:38]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: Quien 
[2020:11:11-15:13:39]  (Local) -> (LOCAL)[3]Avalencia: cuanto por ese pa
[2020:11:11-15:13:44]  (Local) -> (LOCAL)[2][Z]katalina*_*P: me callo muy buien el xd
[2020:11:11-15:13:45]  (Global) -> [BGW]Ragnarok: que paso ?
[2020:11:11-15:13:46]  (Local) -> (LOCAL)[3]2cb'Escobar: yo tambien e que coree arto
[2020:11:11-15:13:51]  (Local) -> (LOCAL)[3][CAPU]~morales~: no es mio}
[2020:11:11-15:13:54]  (Global) -> Julito: cuidado
[2020:11:11-15:13:56]  (Local) -> (LOCAL)[3]Avalencia: de quien es?
[2020:11:11-15:13:59]  (Local) -> (LOCAL)[3]IceWipe: vendo jeep
[2020:11:11-15:14:01]  (Local) -> (LOCAL)[1]2cb'pablitopai: aaaaaaaaaa
[2020:11:11-15:14:03]  (Local) -> (LOCAL)[2][Z]Lil.Dream: 240 sin nitro
[2020:11:11-15:14:04]  (Local) -> (LOCAL)[3]2cb'Escobar: precio
[2020:11:11-15:14:05]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: a como
[2020:11:11-15:14:09]  (Local) -> (LOCAL)[3]IceWipe: qn da mas
[2020:11:11-15:14:09]  (Global) -> Julito: esta hermosa
[2020:11:11-15:14:10]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: aver pare
[2020:11:11-15:14:12]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: asjasjjsasaj
[2020:11:11-15:14:12]  (Local) -> (LOCAL)[2][CAPU]~morales~: un david yonosequien
[2020:11:11-15:14:15]  (Local) -> (LOCAL)[2][Z]Lil.Dream: suba con g
[2020:11:11-15:14:15]  (Global) -> [BGW]Ragnarok: hjpt
[2020:11:11-15:14:20]  (Local) -> (LOCAL)[4][CAPU]~morales~: pero arreglo carros
[2020:11:11-15:14:21]  (Local) -> (LOCAL)[3]2cb'Escobar: oe
[2020:11:11-15:14:22]  (Global) -> [BGW]Ragnarok: otra vez se me desaparecieron
[2020:11:11-15:14:25]  (Local) -> (LOCAL)[4]IceWipe: q paso
[2020:11:11-15:14:27]  (Global) -> Julito: dale
[2020:11:11-15:14:28]  (Local) -> (LOCAL)[2][CAPU]~morales~: barato
[2020:11:11-15:14:29]  (Local) -> (LOCAL)[2][Z]katalina*_*P: uffff
[2020:11:11-15:14:30]  (Local) -> (LOCAL)[4]2cb'Escobar: doy un mustang y 5 grnades
[2020:11:11-15:14:32]  (Local) -> (LOCAL)[2][Zetas]MAJACA: wiu policia nacional
[2020:11:11-15:14:34]  (Local) -> (LOCAL)[4]IceWipe: nao nao
[2020:11:11-15:14:37]  (Local) -> (LOCAL)[4][EVG]Mr.Nea|no_turfea: junior tu ppapa
[2020:11:11-15:14:38]  (Global) -> Julito: ya le perreos
[2020:11:11-15:14:39]  (Local) -> (LOCAL)[1][Z]katalina*_*P: obio ese gana amor
[2020:11:11-15:14:41]  (Local) -> (LOCAL)[4]2cb'Escobar: nahhh ok
[2020:11:11-15:14:42]  (Local) -> (LOCAL)[1][Z]Lil.Dream: shi
[2020:11:11-15:14:44]  (Local) -> (LOCAL)[4]IceWipe: ya tengo el mustang
[2020:11:11-15:14:46]  (Global) -> #Yimer100'~!the_best: jalfjajñf
[2020:11:11-15:14:50]  (Local) -> (LOCAL)[1][Zetas]MAJACA: ese de atras nos apunto
[2020:11:11-15:14:50]  (Local) -> (LOCAL)[3]2cb'Escobar: mmm
[2020:11:11-15:14:56]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#0064FFFrancine98: yose
[2020:11:11-15:14:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: no tiene estrellas
[2020:11:11-15:14:59]  (Local) -> (LOCAL)[4]2cb'Escobar: pero aro trendias 2 vednes uno
[2020:11:11-15:15:00]  (Local) -> (LOCAL)[4][CAPU]~morales~: arreglo carros
[2020:11:11-15:15:02]  (Local) -> (LOCAL)[1][Zetas]MAJACA: que grande
[2020:11:11-15:15:03]  (Local) -> (LOCAL)[1][Z]Lil.Dream: cogete bien xd
[2020:11:11-15:15:04]  (Global) -> Julito: ta lindo
[2020:11:11-15:15:04]  (Local) -> (LOCAL)[3]ScanorFX: tengo esto como lo curo
[2020:11:11-15:15:05]  (Local) -> (LOCAL)[4][EVG]Mr.Nea|no_turfea: yo vendo carro
[2020:11:11-15:15:06]  (Local) -> (LOCAL)[4]IceWipe: nao
[2020:11:11-15:15:10]  (Global) -> DA|JUANSEN: en cuanto me vende ese carro
[2020:11:11-15:15:10]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: carros
[2020:11:11-15:15:10]  (Global) -> IceWipe: vendo jeep
[2020:11:11-15:15:13]  (Local) -> (LOCAL)[3][EVG]Mr.Nea|no_turfea: quieren verlos
[2020:11:11-15:15:19]  (Global) -> ScanorFX: cuanto
[2020:11:11-15:15:21]  (Local) -> (LOCAL)[3]COSTELAND|2cBDrStrange: tiene q ser medico
[2020:11:11-15:15:22]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: ajaja xd
[2020:11:11-15:15:23]  (Local) -> (LOCAL)[4]2cb'Escobar: oe hagamos aglo
[2020:11:11-15:15:25]  (Local) -> (LOCAL)[2][Z]katalina*_*P: mor quiero una jepp valera mucho
[2020:11:11-15:15:25]  (Local) -> (LOCAL)[2][Z]Lil.Dream: ese obvio gana xd
[2020:11:11-15:15:25]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: gane
[2020:11:11-15:15:26]  (Global) -> ScanorFX: ua
[2020:11:11-15:15:29]  (Local) -> (LOCAL)[2][Z]Lil.Dream: mas potencia
[2020:11:11-15:15:31]  (Local) -> (LOCAL)[4][EVG]Mr.Nea|no_turfea: quieren ver vedo carros
[2020:11:11-15:15:32]  (Local) -> (LOCAL)[4]2cb'Escobar: este
[2020:11:11-15:15:34]  (Local) -> (LOCAL)[2][Z]Lil.Dream: saque el lambo
[2020:11:11-15:15:35]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: la jjep
[2020:11:11-15:15:36]  (Local) -> (LOCAL)[2][Z]katalina*_*P: me deja probarlo
[2020:11:11-15:15:38]  (Local) -> (LOCAL)[2][Z]Lil.Dream: a ese si me lo fumo
[2020:11:11-15:15:39]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: vale 7 palos
[2020:11:11-15:15:39]  (Local) -> (LOCAL)[6]Avalencia: cuanto por ese
[2020:11:11-15:15:44]  (Local) -> (LOCAL)[4]2cb'Escobar: si oque
[2020:11:11-15:15:45]  (Local) -> (LOCAL)[4]IceWipe: deme una vueltica
[2020:11:11-15:15:46]  (Local) -> (LOCAL)[2][Z]katalina*_*P: noo muy cara
[2020:11:11-15:15:46]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: lil
[2020:11:11-15:15:50]  (Local) -> (LOCAL)[2][Z]Lil.Dream: q
[2020:11:11-15:15:52]  (Local) -> (LOCAL)[1]IceWipe: este y deme plata
[2020:11:11-15:15:55]  (Local) -> (LOCAL)[2]|Z|~$Fabio_vidal69$:)~: esto le trae recuerdos
[2020:11:11-15:15:55]  (Local) -> (LOCAL)[2][Z]Lil.Dream: sque el lambo
[2020:11:11-15:15:56]  (Local) -> (LOCAL)[6]Avalencia: cuanto por ese
[2020:11:11-15:15:57]  (Local) -> (LOCAL)[6][CAPU]~morales~: arreglo carros
[2020:11:11-15:15:59]  (Local) -> (LOCAL)[2][Z]Lil.Dream: nooo
[2020:11:11-15:16:00]  (Local) -> (LOCAL)[6]GT|JuanEs: este?=
[2020:11:11-15:16:01]  (Local) -> (LOCAL)[2]2cb'Escobar: hey
