This file was generated by Console at 2020:09:10-00:00:00



[2020:09:10-00:00:00]  (Global) -> dilan: Patches
[2020:09:10-16:26:52]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bueno pero haga la pista
[2020:09:10-16:26:56]  (Local) -> (LOCAL)[2][GT]La_Loli: 7
[2020:09:10-16:26:58]  (Global) -> [Z]opj: casi no me gana mente
[2020:09:10-16:26:58]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: se la comió toda XD
[2020:09:10-16:27:01]  (Global) -> [GT]$Fabio_vidal69$: pero ibas a trabajar no loli?
[2020:09:10-16:27:01]  (Global) -> [GT]La_Loli: ya voy a trabajar ps
[2020:09:10-16:27:04]  (Local) -> (LOCAL)[3][GT]FranciscoBY: lo estoy amanzando
[2020:09:10-16:27:05]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bno
[2020:09:10-16:27:07]  (Global) -> [GT]$Fabio_vidal69$: jasjjs 
[2020:09:10-16:27:09]  (Global) -> [Z]opj: ez
[2020:09:10-16:27:11]  (Local) -> (LOCAL)[2][GT]La_Loli: sii
[2020:09:10-16:27:15]  (Global) -> PabloGanster: vamos a matar
[2020:09:10-16:27:16]  (Global) -> [GT]La_Loli: sii ya voy
[2020:09:10-16:27:20]  (Team - Unemployed) -> (TEAM)terse: suba
[2020:09:10-16:27:23]  (Global) -> DonJuan: mente profanaron una tumba que hacen ustedes?
[2020:09:10-16:27:28]  (Local) -> (LOCAL)[2]PabloGanster: vamos por chale
[2020:09:10-16:27:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: q suena asi
[2020:09:10-16:27:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: wtf
[2020:09:10-16:27:34]  (Global) -> [GT]OLAVE: a
[2020:09:10-16:27:37]  (Local) -> (LOCAL)[1][CT-S]bray: el carro
[2020:09:10-16:27:41]  (Local) -> (LOCAL)[0][GT]La_Loli: no puedo
[2020:09:10-16:27:42]  (Global) -> EliteAlejo: yo solo quiero ganar plata
[2020:09:10-16:27:48]  (Global) -> [Z]Pacho: 7stopanim
[2020:09:10-16:27:48]  (Global) -> PabloGanster: como disparo gvon
[2020:09:10-16:27:48]  (Global) -> [CAPU]Dillom: a
[2020:09:10-16:27:49]  (Local) -> (LOCAL)[1][CT-S]bray: cambiaron los sonidos de carros ciclas y motos
[2020:09:10-16:27:52]  (Local) -> (LOCAL)[1]DonJuan: trabaje de camonero
[2020:09:10-16:27:53]  (Global) -> [CAPU]Dillom: te deje ganar
[2020:09:10-16:27:54]  (Global) -> PabloGanster: xd
[2020:09:10-16:27:56]  (Local) -> (LOCAL)[1]DonJuan: o piloto
[2020:09:10-16:27:57]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: te dejaste ganar cabrón
[2020:09:10-16:27:57]  (Global) -> ElVago: ser drifter no da mucha plata :/
[2020:09:10-16:27:59]  (Global) -> [CAPU]Dillom: mente aceptame un touge
[2020:09:10-16:28:03]  (Local) -> (LOCAL)[1]DonJuan: espere
[2020:09:10-16:28:05]  (Global) -> [GT]La_Loli: tengo muchas estrellas
[2020:09:10-16:28:07]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: en q
[2020:09:10-16:28:07]  (Global) -> [CAPU]Dillom: q fransin me dice trampsoo
[2020:09:10-16:28:11]  (Global) -> [CAPU]Dillom: en drift hotel
[2020:09:10-16:28:15]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bno mande
[2020:09:10-16:28:23]  (Local) -> (LOCAL)[1][CT-S]bray: con ctrl pones nitro
[2020:09:10-16:28:25]  (Team - Unemployed) -> (TEAM)terse: otra ves verga
[2020:09:10-16:28:27]  (Global) -> [CAPU]Dillom: ya
[2020:09:10-16:28:29]  (Local) -> (LOCAL)[1]McLovin: jajjaja
[2020:09:10-16:28:39]  (Global) -> [GT]ToxicOcupado: VENDO ELEGY NUEVO, FULL TUNING 5 MILLONES
[2020:09:10-16:28:44]  (Team - Unemployed) -> (TEAM)terse: solo dan 10k que caca jajaja
[2020:09:10-16:28:47]  (Global) -> DonJuan: te lo compro
[2020:09:10-16:28:51]  (Local) -> (LOCAL)[1][CT-S]bray: voy a hacer una moto fantasma
[2020:09:10-16:28:52]  (Local) -> (LOCAL)[1]McLovin: es 20
[2020:09:10-16:28:54]  (Global) -> PabloGanster: hola
[2020:09:10-16:28:55]  (Local) -> (LOCAL)[1]DonJuan: xao xao
[2020:09:10-16:29:00]  (Global) -> PabloGanster: señor oficial
[2020:09:10-16:29:01]  (Global) -> Jeison_Aspero: buenos dias
[2020:09:10-16:29:01]  (Global) -> terse: tengo 1 estrella
[2020:09:10-16:29:04]  (Local) -> (LOCAL)[2]Yeici: e
[2020:09:10-16:29:07]  (Local) -> (LOCAL)[1][CT-S]bray: para plis
[2020:09:10-16:29:08]  (Local) -> (LOCAL)[2][GT]ToxicOcupado: hola
[2020:09:10-16:29:09]  (Global) -> DonJuan: hey te compro el elegy
[2020:09:10-16:29:12]  (Local) -> (LOCAL)[2]Yeici: muestre
[2020:09:10-16:29:19]  (Local) -> (LOCAL)[1][CT-S]bray: fantasma
[2020:09:10-16:29:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: aaaaaa
[2020:09:10-16:29:39]  (Local) -> (LOCAL)[1][CT-S]bray: xdxd
[2020:09:10-16:29:39]  (Global) -> [GT]ToxicOcupado: don juan
[2020:09:10-16:29:45]  (Global) -> [GT]ToxicOcupado: llegue a bigear
[2020:09:10-16:29:49]  (Local) -> (LOCAL)[1][CT-S]bray: pon ctrl para salir
[2020:09:10-16:29:49]  (Local) -> (LOCAL)[1]Yeici: cuanto vota?
[2020:09:10-16:29:52]  (Global) -> [GT]OLAVE: vendo virgo carro rare y mas rapido del sv en 15 palos
[2020:09:10-16:29:55]  (Global) -> [GT]La_Loli: no mms hasta el avion suena feo
[2020:09:10-16:29:55]  (Local) -> (LOCAL)[1][CT-S]bray: con nitro
[2020:09:10-16:29:56]  (Local) -> (LOCAL)[1][CT-S]bray: f
[2020:09:10-16:29:56]  (Global) -> DonJuan: COMO LLEGO A ALLA?
[2020:09:10-16:29:58]  (Global) -> [GT]OLAVE: vendo virgo carro rare y mas rapido del sv en 15 palos
[2020:09:10-16:30:01]  (Global) -> [GT]$Fabio_vidal69$: jajajajajaajaj
[2020:09:10-16:30:09]  (Global) -> [GT]$Fabio_vidal69$: todos suenan diferente
[2020:09:10-16:30:09]  (Global) -> [CAPU]Dillom: a
[2020:09:10-16:30:11]  (Local) -> (LOCAL)[0][GT]La_Loli: olave cual es el virgo
[2020:09:10-16:30:13]  (Global) -> [CAPU]Dillom: me papio mente
[2020:09:10-16:30:13]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: xd
[2020:09:10-16:30:14]  (Global) -> [GT]OLAVE: vendo virgo carro rare y mas rapido del sv en 15 palos
[2020:09:10-16:30:17]  (Local) -> (LOCAL)[1][CT-S]bray: mi moto xd
[2020:09:10-16:30:17]  (Global) -> [CAPU]Dillom: hp mente
[2020:09:10-16:30:18]  (Global) -> DonJuan: toixic como llego abigear
[2020:09:10-16:30:22]  (Global) -> [CAPU]Dillom: me choque con un pixel
[2020:09:10-16:30:23]  (Global) -> [CAPU]Dillom: neaaaaaa
[2020:09:10-16:30:25]  (Team - Unemployed) -> (TEAM)terse: ecche
[2020:09:10-16:30:30]  (Global) -> [GT]La_Loli: OLAVE
[2020:09:10-16:30:34]  (Global) -> [GT]OLAVE: q
[2020:09:10-16:30:39]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si en la primera parte no me rebasa paila
[2020:09:10-16:30:44]  (Global) -> [GT]La_Loli: CUAL ES EL VIRGO
[2020:09:10-16:30:44]  (Global) -> [CAPU]Dillom: :(
[2020:09:10-16:30:45]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: al menos q uno se estrelle
[2020:09:10-16:30:48]  (Global) -> [CAPU]Dillom: en la salida algo mal
[2020:09:10-16:30:48]  (Local) -> (LOCAL)[1][CT-S]bray: wtf
[2020:09:10-16:30:53]  (Global) -> [CAPU]Dillom: en las terraza me va bn
[2020:09:10-16:30:55]  (Global) -> [GT]OLAVE: un carro q ya no se puede comprar creo
[2020:09:10-16:30:57]  (Global) -> [CAPU]Dillom: preguntele a fransin
[2020:09:10-16:31:03]  (Global) -> [GT]OLAVE: el verde q tengo no
[2020:09:10-16:31:05]  (Global) -> [GT]OLAVE: otro
[2020:09:10-16:31:09]  (Global) -> [EVG]FIPPER: olave qanto
[2020:09:10-16:31:10]  (Local) -> (LOCAL)[0][GT]La_Loli: TEL Q LE DIJE QUE ME VENDA?
[2020:09:10-16:31:14]  (Global) -> terse: cuando hacen eventos de money gg
[2020:09:10-16:31:16]  (Global) -> [GT]OLAVE: 15 palos
[2020:09:10-16:31:18]  (Global) -> [GT]La_Loli: CUANDO ME LO MUESTRAS
[2020:09:10-16:31:21]  (Global) -> [GT]La_Loli: A VERLO
[2020:09:10-16:31:22]  (Global) -> [CAPU]Dillom: VENDO ELEGY FULL TUNING 4,3 MILLONES
[2020:09:10-16:31:23]  (Global) -> [GT]OLAVE: si es gt se lo dejo en 13
[2020:09:10-16:31:28]  (Global) -> [GT]La_Loli: PENSE QUE ERA EL FERRARI
[2020:09:10-16:31:28]  (Local) -> (LOCAL)[3][CT-S]bray: vas a subir?
[2020:09:10-16:31:32]  (Global) -> [GT]OLAVE: nop
[2020:09:10-16:31:37]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: Olave si vende el carro?
[2020:09:10-16:31:41]  (Global) -> [GT]OLAVE: si
[2020:09:10-16:31:43]  (Local) -> (LOCAL)[1][CT-S]bray: si vas a subir pon tp
[2020:09:10-16:31:44]  (Global) -> [GT]OLAVE: el virgo
[2020:09:10-16:31:44]  (Local) -> (LOCAL)[0][GT]La_Loli: IGUAL ME LO MUESTRAS AHORITA
[2020:09:10-16:31:46]  (Global) -> DonJuan: hay un  man con 8k de pin
[2020:09:10-16:31:47]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: cuanto me lo deja ps
[2020:09:10-16:31:48]  (Global) -> [GT]OLAVE: el hr3 no
[2020:09:10-16:31:50]  (Global) -> terse: SERVICIO DE TAXI DONDE SEA LO LLEVO
[2020:09:10-16:31:51]  (Global) -> [GT]OLAVE: pero el virgo
[2020:09:10-16:31:52]  (Global) -> Haski_Scott: OLAVE COMPRAME EL INFERNUS
[2020:09:10-16:31:53]  (Global) -> [GT]OLAVE: si?
[2020:09:10-16:31:55]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: la avioneta suena igual q los carros al frenar xdddddd
[2020:09:10-16:31:56]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si
[2020:09:10-16:31:57]  (Global) -> [GT]La_Loli: ME LO MUESTRAS A NO YA TE LO VAN A COMPRAR
[2020:09:10-16:31:59]  (Local) -> (LOCAL)[1][CT-S]bray: te espero alla
[2020:09:10-16:31:59]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: HASKI CUANTO
[2020:09:10-16:32:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: ok
[2020:09:10-16:32:01]  (Global) -> [GT]OLAVE: 15 palos
[2020:09:10-16:32:02]  (Global) -> DonJuan: toxic estoy en bigear
[2020:09:10-16:32:05]  (Global) -> [CAPU]Dillom: EY FRANSIN
[2020:09:10-16:32:07]  (Global) -> [CAPU]Dillom: DONDE ESTAS
[2020:09:10-16:32:07]  (Global) -> Haski_Scott: en 9palos
[2020:09:10-16:32:12]  (Global) -> Jeison_Aspero: suave
[2020:09:10-16:32:13]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: LS
[2020:09:10-16:32:14]  (Local) -> (LOCAL)[0][Z]Pacho: okas
[2020:09:10-16:32:15]  (Global) -> terse: SERVICIO DE TAXI DONDE SEA LO LLEV
[2020:09:10-16:32:15]  (Global) -> [CAPU]Dillom: VOY
[2020:09:10-16:32:19]  (Global) -> Haski_Scott: donde andas
[2020:09:10-16:32:22]  (Local) -> (LOCAL)[1][GT]OLAVE: pere los saco
[2020:09:10-16:32:23]  (Global) -> [CAPU]Dillom: PRESTAME TU HELICOPTERO DEL VIP
[2020:09:10-16:32:25]  (Global) -> JJ: eso
[2020:09:10-16:32:26]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: bn
[2020:09:10-16:32:28]  (Global) -> JJ: preso
[2020:09:10-16:32:28]  (Global) -> PabloGanster: buenos dias oficial
[2020:09:10-16:32:29]  (Global) -> #7F7F7F|CVR|#FF0000($BABY$)ADRII: cual es el tele
[2020:09:10-16:32:31]  (Local) -> (LOCAL)[2][EVG]FIPPER: JAJAJAJAJA
[2020:09:10-16:32:34]  (Global) -> JJ: donde merece estar
[2020:09:10-16:32:34]  (Global) -> Haski_Scott: Francine si lo compras?
[2020:09:10-16:32:35]  (Local) -> (LOCAL)[1][GT]OLAVE: pere
[2020:09:10-16:32:36]  (Global) -> terse: SERVICIO DE TAXI DONDE SEA LO LLEVO
[2020:09:10-16:32:37]  (Global) -> (DV)POPEYE:  me cura
[2020:09:10-16:32:40]  (Global) -> Naranjo: buenos dias
[2020:09:10-16:32:43]  (Global) -> EliteAlejo: lo curo?
[2020:09:10-16:32:46]  (Global) -> (DV)POPEYE:  sisas
[2020:09:10-16:32:46]  (Global) -> [CT-S]bray: pon /tele y ven a bigear
[2020:09:10-16:32:47]  (Local) -> (LOCAL)[1][GT]OLAVE: cual kiere
[2020:09:10-16:32:48]  (Team - Unemployed) -> (TEAM)terse: SOLO A 5000 PESOS
[2020:09:10-16:32:56]  (Global) -> Yeici: esat melo
[2020:09:10-16:32:58]  (Local) -> (LOCAL)[4]DonJuan: hola
[2020:09:10-16:32:59]  (Global) -> (DV)POPEYE:  gracias paa
[2020:09:10-16:32:59]  (Local) -> (LOCAL)[4][CT-S]bray: ola
[2020:09:10-16:32:59]  (Local) -> (LOCAL)[1](CT.S)pablito2100: curese
[2020:09:10-16:33:04]  (Global) -> EliteAlejo: hagale
[2020:09:10-16:33:04]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: asi
[2020:09:10-16:33:08]  (Local) -> (LOCAL)[5]DonJuan: pudo?
[2020:09:10-16:33:11]  (Global) -> [CT.S]ElZarco$$$: n tengo curas
[2020:09:10-16:33:19]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: hola miamol
[2020:09:10-16:33:23]  (Global) -> terse: SERVICIO DE TXI DONDE SEA LO LLEVO
[2020:09:10-16:33:24]  (Local) -> (LOCAL)[1](CT.S)pablito2100: hay le di
[2020:09:10-16:33:25]  (Local) -> (LOCAL)[1][GT]La_Loli: HOLA
[2020:09:10-16:33:25]  (Global) -> Haski_Scott: oe francine
[2020:09:10-16:33:28]  (Global) -> Haski_Scott: si lo compra?
[2020:09:10-16:33:31]  (Local) -> (LOCAL)[1](CT.S)pablito2100: en el carro
[2020:09:10-16:33:34]  (Local) -> (LOCAL)[1](CT.S)pablito2100: atras
[2020:09:10-16:33:36]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: preisio
[2020:09:10-16:33:40]  (Global) -> Haski_Scott: 9 palos
[2020:09:10-16:33:43]  (Local) -> (LOCAL)[1][GT]La_Loli: quiero ver ese virgo sabes cual es?
[2020:09:10-16:33:47]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: asshh ahora siempre es con mayusculas ahora:(
[2020:09:10-16:33:47]  (Global) -> EliteAlejo: lo curo?
[2020:09:10-16:33:50]  (Global) -> Jeison_Aspero: acelero al maximo
[2020:09:10-16:33:54]  (Local) -> (LOCAL)[1][GT]OLAVE: a
[2020:09:10-16:33:58]  (Global) -> ElVago: sisas
[2020:09:10-16:33:59]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: como asi cual virgo?
[2020:09:10-16:33:59]  (Local) -> (LOCAL)[0][GT]FranciscoBY: socio
[2020:09:10-16:34:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: me lo deja en 13 palos o q
[2020:09:10-16:34:03]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: ahi suabe
[2020:09:10-16:34:06]  (Global) -> [GT]ToxicOcupado: si te gusto?
[2020:09:10-16:34:06]  (Local) -> (LOCAL)[1][GT]OLAVE: 14
[2020:09:10-16:34:07]  (Local) -> (LOCAL)[1][GT]La_Loli: el carro que vende olave
[2020:09:10-16:34:08]  (Global) -> EliteAlejo: buen dia pa
[2020:09:10-16:34:11]  (Global) -> Elcapo$$: we no sabia lo de los mods pero son re chimbas 
[2020:09:10-16:34:17]  (Global) -> (DV)POPEYE:  muy aragan
[2020:09:10-16:34:18]  (Local) -> (LOCAL)[2]DonJuan: sii
[2020:09:10-16:34:22]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: esta chevre?
[2020:09:10-16:34:25]  (Global) -> EliteAlejo: los curo?
[2020:09:10-16:34:25]  (Global) -> ElVago: es en serio
[2020:09:10-16:34:28]  (Global) -> [GT]La_Loli: no se cual es
[2020:09:10-16:34:32]  (Global) -> Haski_Scott: oe francine
[2020:09:10-16:34:33]  (Global) -> Haski_Scott: si lo compra?
[2020:09:10-16:34:34]  (Local) -> (LOCAL)[1][CAPU]Dillom: dele
[2020:09:10-16:34:35]  (Global) -> [GT]ToxicOcupado: hacemos ya el traspaso o qu?
[2020:09:10-16:34:36]  (Global) -> terse: SERVICIO DE TAXI
[2020:09:10-16:34:36]  (Local) -> (LOCAL)[1][CAPU]Dillom: lo cuido
[2020:09:10-16:34:36]  (Local) -> (LOCAL)[2]DonJuan: cuanto te valio?
[2020:09:10-16:34:40]  (Global) -> Jeison_Aspero: ,e lleva?
[2020:09:10-16:34:40]  (Global) -> (DV)POPEYE:  jajajaj
[2020:09:10-16:34:41]  (Global) -> Naranjo: no gracias
[2020:09:10-16:34:42]  (Global) -> [GT]La_Loli: OLVE ME LO APARTAS Y SE LO COMPRO EN UNOS DIAS
[2020:09:10-16:34:45]  (Team - Unemployed) -> (TEAM)terse: A DONDE?
[2020:09:10-16:34:46]  (Local) -> (LOCAL)[1][CAPU]Dillom: q estos hps joden mucho por cartel
[2020:09:10-16:34:46]  (Local) -> (LOCAL)[2]DonJuan: sperra
[2020:09:10-16:34:47]  (Global) -> [GT]OLAVE: paila
[2020:09:10-16:34:47]  (Global) -> (DV)POPEYE:  todo bien
[2020:09:10-16:34:48]  (Local) -> (LOCAL)[1][CAPU]Dillom: jaja
[2020:09:10-16:34:50]  (Global) -> [GT]OLAVE: casi vendido
[2020:09:10-16:34:51]  (Global) -> Jeison_Aspero: acelereeeeeeeeeeeee
[2020:09:10-16:34:52]  (Global) -> ElVago: ufff ojala los maten
[2020:09:10-16:34:56]  (Global) -> [GT]La_Loli: ASH BUENO
[2020:09:10-16:34:56]  (Local) -> (LOCAL)[2]DonJuan: ahora si
[2020:09:10-16:35:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: ajjajaa
[2020:09:10-16:35:04]  (Local) -> (LOCAL)[1][GT]La_Loli: YA PA Q
[2020:09:10-16:35:06]  (Global) -> [CT-S]bray: aaaaaaaa
[2020:09:10-16:35:07]  (Local) -> (LOCAL)[1][GT]La_Loli: JAJAJAJAJ
[2020:09:10-16:35:07]  (Local) -> (LOCAL)[1][GT]OLAVE: 14 hp
[2020:09:10-16:35:09]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: ok
[2020:09:10-16:35:12]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: listo
[2020:09:10-16:35:13]  (Local) -> (LOCAL)[1][GT]OLAVE: si o no
[2020:09:10-16:35:13]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: al banko
[2020:09:10-16:35:13]  (Local) -> (LOCAL)[1][GT]ToxicOcupado: el elegy vale 5 millones pero el tuneo vale 250k
[2020:09:10-16:35:14]  (Global) -> [CT-S]bray: wtfffffffff
[2020:09:10-16:35:15]  (Local) -> (LOCAL)[1][GT]La_Loli: CUANTO VA HACER HOY
[2020:09:10-16:35:15]  (Local) -> (LOCAL)[1][EVG]FIPPER: GRA
[2020:09:10-16:35:16]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si
[2020:09:10-16:35:17]  (Global) -> EliteAlejo: buen dia pa
[2020:09:10-16:35:21]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: me avisa cuando ande grabando
[2020:09:10-16:35:21]  (Global) -> ElVago: jajajajkajajajajajajajajajajajajaj
[2020:09:10-16:35:24]  (Local) -> (LOCAL)[1][EVG]FIPPER: ES MOLESTANDO JAJAJA
[2020:09:10-16:35:25]  (Local) -> (LOCAL)[1][EVG]FIPPER: CAHU
[2020:09:10-16:35:26]  (Local) -> (LOCAL)[1]DonJuan: si
[2020:09:10-16:35:31]  (Local) -> (LOCAL)[1][CT-S]bray: unu
[2020:09:10-16:35:31]  (Global) -> EliteAlejo: bye
[2020:09:10-16:35:34]  (Global) -> Jeison_Aspero: jajaja pirobo tombo
[2020:09:10-16:35:39]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: hoy necesito 5 palos
[2020:09:10-16:35:41]  (Global) -> (DV)POPEYE: adminnn
[2020:09:10-16:35:41]  (Local) -> (LOCAL)[1][GT]La_Loli: FABIO
[2020:09:10-16:35:43]  (Local) -> (LOCAL)[1]DonJuan: yo lo tuniaria otra vez
[2020:09:10-16:35:43]  (Global) -> [EVG]FIPPER: ROBANDO CAPTURADOS, RATA
[2020:09:10-16:35:43]  (Local) -> (LOCAL)[1][GT]OLAVE: aaa este chocuano
[2020:09:10-16:35:44]  (Local) -> (LOCAL)[1][CT-S]bray: saco un carro ?
[2020:09:10-16:35:44]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: me rindo
[2020:09:10-16:35:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: espere lo tepeo
[2020:09:10-16:35:47]  (Local) -> (LOCAL)[1][CT-S]bray: f
[2020:09:10-16:35:49]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: en una horita los hago
[2020:09:10-16:35:49]  (Local) -> (LOCAL)[1][GT]La_Loli: AH Y ESO
[2020:09:10-16:35:50]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: estaba poniendo mods XD
[2020:09:10-16:35:52]  (Local) -> (LOCAL)[1]DonJuan: 0 fuel
[2020:09:10-16:35:52]  (Local) -> (LOCAL)[1][GT]OLAVE: bn
[2020:09:10-16:35:52]  (Local) -> (LOCAL)[1][CT-S]bray: yo tampoco se
[2020:09:10-16:35:54]  (Local) -> (LOCAL)[1][GT]La_Loli: LISTO
[2020:09:10-16:35:56]  (Local) -> (LOCAL)[1][GT]ToxicOcupado: bueno eso es gusto tuyo bro
[2020:09:10-16:35:57]  (Local) -> (LOCAL)[1][CAPU]Dillom: se le trabo?
[2020:09:10-16:35:58]  (Local) -> (LOCAL)[1][GT]FranciscoBY: jajajajaja
[2020:09:10-16:36:01]  (Local) -> (LOCAL)[1][GT]La_Loli: ME AVISA PA PARCHAR UN RATO
[2020:09:10-16:36:02]  (Global) -> (DV)POPEYE: ADMINN
[2020:09:10-16:36:06]  (Local) -> (LOCAL)[1][GT]$Fabio_vidal69$: quite la mayusculaaa
[2020:09:10-16:36:09]  (Local) -> (LOCAL)[1][GT]La_Loli: NO
[2020:09:10-16:36:11]  (Local) -> (LOCAL)[2]DonJuan: tieens gasolina?
[2020:09:10-16:36:16]  (Local) -> (LOCAL)[2][GT]ToxicOcupado: si lo compras te lo dejo tanqueado
[2020:09:10-16:36:21]  (Global) -> [GT]$Fabio_vidal69$: AJAJAJAJAJAJJA BUENO
[2020:09:10-16:36:22]  (Local) -> (LOCAL)[4]DonJuan: este seria mi primer carro
[2020:09:10-16:36:24]  (Global) -> terse: SERCICIO DE TAXI
[2020:09:10-16:36:26]  (Global) -> [GT]La_Loli: WENOW
[2020:09:10-16:36:29]  (Team - Unemployed) -> (TEAM)terse: A DONDE?
[2020:09:10-16:36:32]  (Global) -> Naranjo: a la estacion
[2020:09:10-16:36:36]  (Local) -> (LOCAL)[4][GT]ToxicOcupado: tienes la plata?
[2020:09:10-16:36:44]  (Local) -> (LOCAL)[4]DonJuan: maso
[2020:09:10-16:36:48]  (Local) -> (LOCAL)[2][CT-S]bray: xdd
[2020:09:10-16:36:49]  (Local) -> (LOCAL)[2][GT]ToxicOcupado: mmm
[2020:09:10-16:36:50]  (Team - Unemployed) -> (TEAM)Farid: Oe
[2020:09:10-16:36:52]  (Local) -> (LOCAL)[1][GT]ToxicOcupado: caunto?
[2020:09:10-16:37:00]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: olave llegue a lo de los carros viejos
[2020:09:10-16:37:01]  (Global) -> (DV)POPEYE:  PAPI
[2020:09:10-16:37:02]  (Global) -> terse: SON 5K
[2020:09:10-16:37:05]  (Global) -> [GT]OLAVE: bn
[2020:09:10-16:37:07]  (Local) -> (LOCAL)[1]DonJuan: tengo 3 millones
[2020:09:10-16:37:09]  (Global) -> (DV)POPEYE:  NO PUEDE MATAR TRABJJADORES
[2020:09:10-16:37:10]  (Local) -> (LOCAL)[1]DonJuan: pero me los dan
[2020:09:10-16:37:10]  (Global) -> PabloGanster: pero comooo
[2020:09:10-16:37:11]  (Team - Unemployed) -> (TEAM)Farid: Como me quito estas hptas estrellas
[2020:09:10-16:37:11]  (Global) -> PabloGanster: cabron
[2020:09:10-16:37:12]  (Local) -> (LOCAL)[1][CAPU]Dillom: se le trabo?
[2020:09:10-16:37:14]  (Local) -> (LOCAL)[1]DonJuan: mañana
[2020:09:10-16:37:15]  (Local) -> (LOCAL)[1](CT.S)pablito2100: espere
[2020:09:10-16:37:19]  (Local) -> (LOCAL)[1][EVG]FIPPER: LO TIENEN Q CAPTURARA
[2020:09:10-16:37:19]  (Global) -> terse: 5K
[2020:09:10-16:37:19]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: ok
[2020:09:10-16:37:21]  (Global) -> [CT-S]bray: aaaaaaaa
[2020:09:10-16:37:22]  (Local) -> (LOCAL)[1]DonJuan: no?
[2020:09:10-16:37:22]  (Global) -> Jeison_Aspero: jajjaj lo cogi?
[2020:09:10-16:37:25]  (Global) -> PabloGanster: xd
[2020:09:10-16:37:26]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: rapido
[2020:09:10-16:37:27]  (Team - Unemployed) -> (TEAM)Farid: Ya van varias veces
[2020:09:10-16:37:27]  (Global) -> PabloGanster: si
[2020:09:10-16:37:29]  (Global) -> Naranjo: como se los paso?
[2020:09:10-16:37:31]  (Team - Unemployed) -> (TEAM)Farid: Y nada
[2020:09:10-16:37:33]  (Local) -> (LOCAL)[1]DonJuan: e va?
[2020:09:10-16:37:33]  (Global) -> [CT-S]bray: unu
[2020:09:10-16:37:36]  (Local) -> (LOCAL)[1][CT.S]ElZarco$$$: xdddddddddd
[2020:09:10-16:37:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000($BABY$)ADRII: hp
[2020:09:10-16:37:38]  (Global) -> terse: POR EFECTY
[2020:09:10-16:37:42]  (Global) -> BoliloDeBombero: farid
[2020:09:10-16:37:42]  (Team - Unemployed) -> (TEAM)terse: UNDA F3
[2020:09:10-16:37:45]  (Global) -> JJ: epa
[2020:09:10-16:37:47]  (Global) -> PabloGanster: como me cogio
[2020:09:10-16:37:50]  (Global) -> Elcapo$$: como es
